date_time,Panama_maxtempC,Panama_mintempC,Panama_totalSnow_cm,Panama_sunHour,Panama_uvIndex,Panama_moon_illumination,Panama_moonrise,Panama_moonset,Panama_sunrise,Panama_sunset,Panama_DewPointC,Panama_FeelsLikeC,Panama_HeatIndexC,Panama_WindChillC,Panama_WindGustKmph,Panama_cloudcover,Panama_humidity,Panama_precipMM,Panama_pressure,Panama_tempC,Panama_visibility,Panama_winddirDegree,Panama_windspeedKmph,Panama_location
2020-01-01,28,23,0.0,8.7,6,37,11:27 AM,11:39 PM,06:33 AM,06:10 PM,23,28,28,25,12,60,88,19.6,1011,28,8,340,7,Panama
2020-01-02,29,23,0.0,7.3,6,44,12:05 PM,No moonset,06:33 AM,06:10 PM,22,28,28,25,12,44,87,13.9,1011,29,9,300,7,Panama
2020-01-03,29,22,0.0,8.7,6,51,12:43 PM,12:23 AM,06:34 AM,06:11 PM,22,28,28,25,10,45,84,0.7,1013,29,7,298,6,Panama
2020-01-04,30,23,0.0,8.7,6,59,01:22 PM,01:07 AM,06:34 AM,06:11 PM,22,29,29,26,10,37,83,1.1,1014,30,6,291,6,Panama
2020-01-05,30,22,0.0,11.6,6,66,02:02 PM,01:53 AM,06:35 AM,06:12 PM,21,28,28,26,14,19,81,0.0,1015,30,7,219,9,Panama
2020-01-06,30,22,0.0,7.3,6,73,02:45 PM,02:40 AM,06:35 AM,06:12 PM,22,28,28,25,15,46,83,1.7,1013,30,8,213,10,Panama
2020-01-07,30,22,0.0,7.3,6,80,03:33 PM,03:32 AM,06:35 AM,06:13 PM,22,28,28,25,13,52,84,2.9,1012,30,6,207,8,Panama
2020-01-08,30,22,0.0,8.7,6,88,04:25 PM,04:25 AM,06:36 AM,06:14 PM,23,28,28,25,13,54,85,3.9,1012,30,7,212,8,Panama
2020-01-09,30,23,0.0,11.6,6,95,05:22 PM,05:23 AM,06:36 AM,06:14 PM,22,28,28,26,14,26,82,0.0,1011,30,7,224,10,Panama
2020-01-10,31,22,0.0,11.6,6,100,06:21 PM,06:22 AM,06:36 AM,06:15 PM,22,29,29,26,14,21,80,0.0,1009,31,9,183,9,Panama
2020-01-11,31,23,0.0,11.6,6,100,07:22 PM,07:21 AM,06:37 AM,06:15 PM,22,30,30,27,11,26,80,0.1,1008,31,7,189,8,Panama
2020-01-12,31,23,0.0,10.2,6,83,08:23 PM,08:18 AM,06:37 AM,06:16 PM,22,30,30,27,12,32,81,0.1,1009,31,8,229,8,Panama
2020-01-13,30,23,0.0,11.6,6,76,09:22 PM,09:12 AM,06:37 AM,06:16 PM,22,29,29,26,13,28,82,0.0,1009,30,8,218,9,Panama
2020-01-14,30,23,0.0,7.3,6,69,10:18 PM,10:03 AM,06:37 AM,06:17 PM,22,28,28,26,14,58,82,0.3,1010,30,9,178,10,Panama
2020-01-15,30,22,0.0,7.3,6,61,11:13 PM,10:51 AM,06:38 AM,06:17 PM,22,28,28,25,13,60,82,0.5,1009,30,9,220,9,Panama
2020-01-16,31,23,0.0,11.6,6,54,No moonrise,11:38 AM,06:38 AM,06:17 PM,22,29,29,26,13,35,82,0.0,1009,31,8,217,9,Panama
2020-01-17,30,24,0.0,10.2,6,47,12:06 AM,12:23 PM,06:38 AM,06:18 PM,23,30,30,26,11,56,83,0.1,1009,30,8,178,8,Panama
2020-01-18,30,24,0.0,8.8,6,40,01:00 AM,01:10 PM,06:38 AM,06:18 PM,23,30,30,26,13,62,83,0.7,1008,30,9,220,10,Panama
2020-01-19,31,24,0.0,8.8,6,32,01:54 AM,01:58 PM,06:38 AM,06:19 PM,23,30,30,27,10,60,84,1.4,1008,31,8,252,6,Panama
2020-01-20,31,23,0.0,7.3,6,25,02:49 AM,02:48 PM,06:39 AM,06:19 PM,23,29,29,26,15,45,82,0.6,1011,31,7,294,10,Panama
2020-01-21,31,24,0.0,10.2,6,18,03:45 AM,03:41 PM,06:39 AM,06:20 PM,22,29,29,26,16,41,80,0.2,1011,31,8,333,11,Panama
2020-01-22,30,23,0.0,8.8,6,11,04:40 AM,04:34 PM,06:39 AM,06:20 PM,22,28,28,26,13,47,79,0.9,1012,30,10,324,9,Panama
2020-01-23,27,22,0.0,7.3,6,3,05:35 AM,05:28 PM,06:39 AM,06:21 PM,22,27,27,24,12,67,89,11.3,1012,27,6,291,7,Panama
2020-01-24,29,21,0.0,8.8,6,0,06:26 AM,06:21 PM,06:39 AM,06:21 PM,21,27,27,25,13,53,81,0.3,1013,29,7,251,9,Panama
2020-01-25,29,21,0.0,11.6,7,0,07:16 AM,07:13 PM,06:39 AM,06:21 PM,20,27,27,24,15,11,80,0.0,1014,29,10,299,10,Panama
2020-01-26,30,21,0.0,11.6,7,4,08:01 AM,08:01 PM,06:39 AM,06:22 PM,20,27,27,25,14,8,78,0.0,1014,30,10,334,9,Panama
2020-01-27,28,21,0.0,7.3,6,11,08:43 AM,08:48 PM,06:39 AM,06:22 PM,22,27,27,24,11,46,85,3.8,1013,28,7,273,7,Panama
2020-01-28,30,22,0.0,10.2,6,18,09:24 AM,09:34 PM,06:39 AM,06:23 PM,21,28,28,25,9,33,81,0.2,1012,30,7,249,6,Panama
2020-01-29,30,21,0.0,10.2,6,26,10:02 AM,10:17 PM,06:39 AM,06:23 PM,21,28,28,25,7,29,79,0.1,1012,30,9,216,4,Panama
2020-01-30,31,22,0.0,10.2,6,33,10:39 AM,11:01 PM,06:39 AM,06:23 PM,21,28,28,25,10,36,82,0.5,1012,31,7,301,6,Panama
2020-01-31,30,22,0.0,7.3,6,37,11:17 AM,11:46 PM,06:39 AM,06:24 PM,22,28,28,25,13,44,82,1.6,1012,30,8,210,8,Panama
2020-02-01,30,23,0.0,5.9,6,49,11:56 AM,No moonset,06:39 AM,06:24 PM,22,29,29,26,16,63,84,3.9,1011,30,8,318,10,Panama
2020-02-02,30,24,0.0,11.6,6,57,12:37 PM,12:31 AM,06:39 AM,06:24 PM,23,29,29,26,16,45,82,0.0,1012,30,7,213,11,Panama
2020-02-03,29,23,0.0,10.2,6,64,01:22 PM,01:20 AM,06:39 AM,06:25 PM,22,28,28,25,17,47,81,0.6,1012,29,10,251,12,Panama
2020-02-04,30,23,0.0,5.9,6,72,02:11 PM,02:11 AM,06:39 AM,06:25 PM,22,28,28,26,15,61,81,0.6,1012,30,10,251,10,Panama
2020-02-05,31,23,0.0,10.2,6,79,03:04 PM,03:06 AM,06:39 AM,06:25 PM,22,29,29,26,11,40,80,0.3,1011,31,8,287,7,Panama
2020-02-06,31,22,0.0,8.8,6,87,04:02 PM,04:04 AM,06:39 AM,06:25 PM,21,28,28,26,11,32,80,0.5,1010,31,9,301,7,Panama
2020-02-07,31,21,0.0,11.6,6,95,05:03 PM,05:03 AM,06:38 AM,06:26 PM,21,29,29,26,12,10,77,0.0,1011,31,8,304,7,Panama
2020-02-08,31,23,0.0,11.6,6,100,06:05 PM,06:01 AM,06:38 AM,06:26 PM,21,29,29,26,15,27,79,0.0,1012,31,7,212,10,Panama
2020-02-09,30,21,0.0,11.6,6,100,07:06 PM,06:58 AM,06:38 AM,06:26 PM,21,28,28,25,16,17,79,0.0,1012,30,8,210,11,Panama
2020-02-10,31,22,0.0,11.6,6,83,08:06 PM,07:52 AM,06:38 AM,06:26 PM,21,29,29,26,15,25,80,0.0,1011,31,7,215,10,Panama
2020-02-11,31,22,0.0,8.8,6,75,09:03 PM,08:43 AM,06:38 AM,06:27 PM,22,29,29,26,13,50,79,0.3,1010,31,7,250,8,Panama
2020-02-12,31,23,0.0,8.8,6,68,09:59 PM,09:32 AM,06:38 AM,06:27 PM,22,30,30,27,14,37,79,0.1,1010,31,9,253,9,Panama
2020-02-13,32,23,0.0,11.6,6,60,10:55 PM,10:19 AM,06:37 AM,06:27 PM,22,30,30,27,16,25,79,0.0,1009,32,8,256,10,Panama
2020-02-14,31,23,0.0,10.2,6,53,11:50 PM,11:07 AM,06:37 AM,06:27 PM,22,29,29,26,17,33,79,0.1,1010,31,7,210,12,Panama
2020-02-15,30,23,0.0,10.2,6,45,No moonrise,11:56 AM,06:37 AM,06:27 PM,22,28,28,26,16,47,80,0.5,1010,30,7,209,12,Panama
2020-02-16,31,22,0.0,8.8,6,38,12:45 AM,12:45 PM,06:37 AM,06:28 PM,22,28,28,26,15,54,79,0.2,1009,31,8,212,11,Panama
2020-02-17,31,23,0.0,11.6,6,30,01:41 AM,01:37 PM,06:36 AM,06:28 PM,22,29,29,26,18,38,78,0.1,1008,31,8,210,12,Panama
2020-02-18,31,24,0.0,11.6,6,22,02:36 AM,02:30 PM,06:36 AM,06:28 PM,22,29,29,27,18,49,78,0.5,1008,31,10,249,13,Panama
2020-02-19,31,24,0.0,10.2,6,15,03:30 AM,03:23 PM,06:36 AM,06:28 PM,23,30,30,27,17,60,79,0.2,1009,31,10,252,12,Panama
2020-02-20,31,24,0.0,6.0,6,7,04:22 AM,04:15 PM,06:35 AM,06:28 PM,22,29,29,27,17,73,79,1.2,1010,31,10,206,12,Panama
2020-02-21,31,23,0.0,8.8,6,0,05:12 AM,05:07 PM,06:35 AM,06:28 PM,22,29,29,26,17,47,79,0.2,1012,31,7,208,12,Panama
2020-02-22,31,22,0.0,11.6,6,0,05:58 AM,05:56 PM,06:35 AM,06:28 PM,21,29,29,26,16,26,77,0.0,1014,31,9,211,12,Panama
2020-02-23,30,21,0.0,11.6,6,0,06:41 AM,06:44 PM,06:34 AM,06:28 PM,20,28,28,25,18,22,76,0.2,1013,30,8,216,12,Panama
2020-02-24,32,21,0.0,11.6,6,0,07:22 AM,07:30 PM,06:34 AM,06:29 PM,19,28,28,26,11,11,73,0.0,1012,32,7,219,7,Panama
2020-02-25,31,21,0.0,11.6,7,8,08:00 AM,08:13 PM,06:33 AM,06:29 PM,20,28,28,26,8,13,75,0.0,1012,31,9,217,6,Panama
2020-02-26,32,21,0.0,11.6,6,15,08:38 AM,08:57 PM,06:33 AM,06:29 PM,21,29,29,26,9,16,76,0.0,1012,32,8,260,6,Panama
2020-02-27,32,22,0.0,11.6,6,23,09:16 AM,09:42 PM,06:33 AM,06:29 PM,21,29,29,27,11,20,76,0.0,1012,32,6,221,8,Panama
2020-02-28,31,23,0.0,11.6,6,30,09:54 AM,10:26 PM,06:32 AM,06:29 PM,21,30,30,27,17,26,77,0.0,1013,31,8,212,12,Panama
2020-02-29,31,22,0.0,11.6,6,38,10:33 AM,11:13 PM,06:32 AM,06:29 PM,20,28,28,26,20,15,74,0.0,1014,31,9,220,14,Panama
2020-03-01,31,22,0.0,11.6,7,44,11:16 AM,No moonset,06:31 AM,06:29 PM,20,29,29,26,19,14,73,0.0,1013,31,10,217,13,Panama
2020-03-02,31,23,0.0,6.0,6,51,12:01 PM,12:02 AM,06:31 AM,06:29 PM,21,29,29,26,17,74,77,1.1,1012,31,9,213,12,Panama
2020-03-03,31,22,0.0,8.8,6,58,12:51 PM,12:54 AM,06:30 AM,06:29 PM,21,28,28,26,16,36,77,0.0,1011,31,10,299,10,Panama
2020-03-04,31,22,0.0,10.2,6,65,01:46 PM,01:49 AM,06:30 AM,06:29 PM,21,29,29,26,15,28,77,0.1,1011,31,9,219,9,Panama
2020-03-05,31,22,0.0,10.2,6,73,02:43 PM,02:45 AM,06:30 AM,06:29 PM,21,29,29,26,17,30,75,0.0,1011,31,10,295,11,Panama
2020-03-06,31,23,0.0,6.0,6,80,03:44 PM,03:43 AM,06:29 AM,06:29 PM,21,29,29,27,18,48,76,0.5,1012,31,9,171,12,Panama
2020-03-07,31,22,0.0,8.8,6,87,04:45 PM,04:40 AM,06:29 AM,06:29 PM,21,29,29,26,18,40,76,0.4,1012,31,10,174,12,Panama
2020-03-08,31,22,0.0,11.6,6,95,05:46 PM,05:35 AM,06:28 AM,06:29 PM,20,29,29,26,18,30,76,0.0,1012,31,8,214,13,Panama
2020-03-09,31,22,0.0,11.6,6,100,06:45 PM,06:28 AM,06:28 AM,06:29 PM,20,28,28,25,20,29,75,0.1,1012,31,10,213,14,Panama
2020-03-10,32,22,0.0,11.6,6,100,07:44 PM,07:19 AM,06:27 AM,06:29 PM,21,29,29,27,19,19,75,0.0,1013,32,9,257,13,Panama
2020-03-11,33,21,0.0,11.6,6,84,08:41 PM,08:08 AM,06:27 AM,06:29 PM,20,30,30,27,17,18,74,0.0,1012,33,8,252,11,Panama
2020-03-12,33,21,0.0,11.6,6,76,09:39 PM,08:58 AM,06:26 AM,06:29 PM,20,28,28,27,12,9,74,0.0,1011,33,8,220,8,Panama
2020-03-13,32,21,0.0,11.6,6,69,10:36 PM,09:48 AM,06:26 AM,06:29 PM,20,29,29,27,12,11,73,0.0,1012,32,8,226,7,Panama
2020-03-14,32,22,0.0,11.6,6,62,11:34 PM,10:39 AM,06:25 AM,06:29 PM,20,29,29,27,15,12,74,0.0,1013,32,8,226,10,Panama
2020-03-15,32,22,0.0,11.6,6,55,No moonrise,11:32 AM,06:24 AM,06:29 PM,21,29,29,27,15,27,75,0.0,1013,32,8,176,11,Panama
2020-03-16,32,22,0.0,11.6,6,47,12:30 AM,12:25 PM,06:24 AM,06:29 PM,20,29,29,27,16,15,73,0.0,1013,32,8,218,11,Panama
2020-03-17,32,22,0.0,11.6,6,40,01:27 AM,01:20 PM,06:23 AM,06:29 PM,21,29,29,26,16,31,76,0.2,1013,32,8,216,10,Panama
2020-03-18,32,22,0.0,11.6,6,33,02:19 AM,02:12 PM,06:23 AM,06:29 PM,20,30,30,27,16,30,74,0.0,1013,32,8,212,11,Panama
2020-03-19,32,22,0.0,8.8,6,25,03:10 AM,03:04 PM,06:22 AM,06:29 PM,21,29,29,27,16,42,75,0.1,1013,32,9,169,10,Panama
2020-03-20,32,22,0.0,10.2,6,18,03:56 AM,03:54 PM,06:22 AM,06:29 PM,21,29,29,27,13,34,75,0.1,1014,32,10,179,8,Panama
2020-03-21,30,22,0.0,7.4,6,11,04:40 AM,04:41 PM,06:21 AM,06:29 PM,21,29,29,26,9,46,76,0.8,1013,30,8,235,6,Panama
2020-03-22,32,22,0.0,11.6,6,4,05:21 AM,05:27 PM,06:21 AM,06:29 PM,20,29,29,27,14,20,74,0.0,1012,32,8,179,10,Panama
2020-03-23,33,22,0.0,8.8,6,0,06:00 AM,06:11 PM,06:20 AM,06:29 PM,21,29,29,26,10,39,76,0.4,1013,33,9,261,7,Panama
2020-03-24,33,22,0.0,11.6,6,0,06:38 AM,06:55 PM,06:20 AM,06:28 PM,21,29,29,27,12,26,75,0.0,1013,33,8,219,8,Panama
2020-03-25,33,22,0.0,11.6,7,3,07:15 AM,07:39 PM,06:19 AM,06:28 PM,20,29,29,27,13,16,73,0.0,1011,33,10,227,8,Panama
2020-03-26,31,22,0.0,8.8,6,11,07:53 AM,08:23 PM,06:19 AM,06:28 PM,21,29,29,26,13,43,76,0.9,1010,31,9,171,8,Panama
2020-03-27,33,21,0.0,11.6,6,18,08:32 AM,09:10 PM,06:18 AM,06:28 PM,20,30,30,27,14,20,73,0.0,1010,33,8,221,9,Panama
2020-03-28,33,22,0.0,11.6,6,25,09:13 AM,09:58 PM,06:17 AM,06:28 PM,20,30,30,27,16,29,72,0.0,1010,33,10,176,11,Panama
