date_time,Canada%2C%20Nunavut_maxtempC,Canada%2C%20Nunavut_mintempC,Canada%2C%20Nunavut_totalSnow_cm,Canada%2C%20Nunavut_sunHour,Canada%2C%20Nunavut_uvIndex,Canada%2C%20Nunavut_moon_illumination,Canada%2C%20Nunavut_moonrise,Canada%2C%20Nunavut_moonset,Canada%2C%20Nunavut_sunrise,Canada%2C%20Nunavut_sunset,Canada%2C%20Nunavut_DewPointC,Canada%2C%20Nunavut_FeelsLikeC,Canada%2C%20Nunavut_HeatIndexC,Canada%2C%20Nunavut_WindChillC,Canada%2C%20Nunavut_WindGustKmph,Canada%2C%20Nunavut_cloudcover,Canada%2C%20Nunavut_humidity,Canada%2C%20Nunavut_precipMM,Canada%2C%20Nunavut_pressure,Canada%2C%20Nunavut_tempC,Canada%2C%20Nunavut_visibility,Canada%2C%20Nunavut_winddirDegree,Canada%2C%20Nunavut_windspeedKmph,Canada%2C%20Nunavut_location
2020-01-01,-22,-31,0.0,2.9,1,37,11:37 AM,10:14 PM,09:20 AM,01:55 PM,-30,-24,-23,-24,5,39,48,0.0,1009,-22,10,192,2,Canada%2C%20Nunavut
2020-01-02,-16,-26,0.0,2.9,1,44,11:39 AM,11:37 PM,09:19 AM,01:57 PM,-21,-21,-20,-21,4,63,82,0.0,1006,-16,10,185,2,Canada%2C%20Nunavut
2020-01-03,-12,-15,0.5,0.6,1,51,11:41 AM,No moonset,09:18 AM,01:59 PM,-14,-15,-13,-15,8,96,93,0.6,1002,-12,6,157,5,Canada%2C%20Nunavut
2020-01-04,-17,-36,0.3,0.6,1,59,11:43 AM,12:59 AM,09:17 AM,02:01 PM,-25,-36,-23,-36,44,65,83,0.8,1003,-17,7,313,29,Canada%2C%20Nunavut
2020-01-05,-38,-47,0.1,2.9,1,66,11:46 AM,02:24 AM,09:15 AM,02:04 PM,-39,-50,-40,-50,21,65,91,0.1,1009,-38,8,222,12,Canada%2C%20Nunavut
2020-01-06,-28,-31,0.5,0.6,1,73,11:50 AM,03:52 AM,09:14 AM,02:06 PM,-30,-36,-29,-36,11,100,95,0.6,1001,-28,9,194,7,Canada%2C%20Nunavut
2020-01-07,-38,-39,0.1,0.6,1,80,11:59 AM,05:25 AM,09:13 AM,02:08 PM,-39,-49,-37,-49,24,71,86,0.1,1001,-38,10,349,12,Canada%2C%20Nunavut
2020-01-08,-34,-42,0.1,2.9,1,88,12:14 PM,06:58 AM,09:11 AM,02:11 PM,-36,-41,-36,-41,9,53,91,0.1,1006,-34,10,169,5,Canada%2C%20Nunavut
2020-01-09,-29,-35,0.9,0.6,1,95,12:46 PM,08:24 AM,09:09 AM,02:13 PM,-31,-42,-30,-42,25,100,93,1.1,1010,-29,6,290,16,Canada%2C%20Nunavut
2020-01-10,-32,-34,0.1,0.6,1,100,01:46 PM,09:28 AM,09:07 AM,02:16 PM,-33,-41,-33,-41,15,100,94,0.1,1012,-32,6,347,8,Canada%2C%20Nunavut
2020-01-11,-29,-32,0.4,0.6,1,100,03:14 PM,10:04 AM,09:06 AM,02:18 PM,-30,-38,-30,-38,13,100,93,0.5,1007,-29,7,302,8,Canada%2C%20Nunavut
2020-01-12,-28,-32,0.0,0.6,1,83,04:58 PM,10:22 AM,09:04 AM,02:21 PM,-30,-36,-29,-36,14,100,89,0.0,1012,-28,10,297,8,Canada%2C%20Nunavut
2020-01-13,-25,-29,0.8,0.7,1,76,06:45 PM,10:32 AM,09:02 AM,02:24 PM,-27,-33,-27,-33,11,100,94,0.9,1016,-25,7,296,7,Canada%2C%20Nunavut
2020-01-14,-31,-43,0.3,3.6,1,69,08:29 PM,10:38 AM,08:59 AM,02:27 PM,-35,-43,-34,-43,23,84,91,0.3,1013,-31,9,295,12,Canada%2C%20Nunavut
2020-01-15,-32,-36,0.7,1.4,1,61,10:11 PM,10:42 AM,08:57 AM,02:30 PM,-34,-38,-34,-38,9,96,94,0.8,1006,-32,9,228,5,Canada%2C%20Nunavut
2020-01-16,-33,-41,0.1,1.4,1,54,11:52 PM,10:45 AM,08:55 AM,02:33 PM,-36,-48,-35,-48,38,50,83,0.1,1010,-33,10,319,21,Canada%2C%20Nunavut
2020-01-17,-26,-31,0.1,1.5,1,47,No moonrise,10:48 AM,08:53 AM,02:36 PM,-29,-36,-28,-36,20,100,91,0.1,1017,-26,10,339,10,Canada%2C%20Nunavut
2020-01-18,-28,-30,0.0,1.5,1,40,01:31 AM,10:51 AM,08:50 AM,02:39 PM,-29,-35,-29,-35,10,100,95,0.0,1010,-28,2,340,6,Canada%2C%20Nunavut
2020-01-19,-27,-36,0.5,1.5,1,32,03:11 AM,10:57 AM,08:48 AM,02:42 PM,-29,-33,-30,-33,7,100,96,0.6,997,-27,5,102,4,Canada%2C%20Nunavut
2020-01-20,-27,-35,0.0,1.5,1,25,04:50 AM,11:06 AM,08:45 AM,02:45 PM,-28,-32,-28,-32,9,100,96,0.0,1000,-27,2,170,4,Canada%2C%20Nunavut
2020-01-21,-34,-36,0.0,1.5,1,18,06:25 AM,11:22 AM,08:43 AM,02:48 PM,-35,-48,-34,-48,39,99,90,0.0,1006,-34,10,330,19,Canada%2C%20Nunavut
2020-01-22,-34,-40,0.0,1.5,1,11,07:47 AM,11:54 AM,08:40 AM,02:51 PM,-36,-41,-35,-41,14,98,90,0.0,1010,-34,10,301,7,Canada%2C%20Nunavut
2020-01-23,-30,-40,0.1,1.5,1,3,08:43 AM,12:49 PM,08:38 AM,02:54 PM,-34,-45,-33,-45,38,97,90,0.1,1008,-30,9,317,22,Canada%2C%20Nunavut
2020-01-24,-33,-36,0.0,1.6,1,0,09:15 AM,02:07 PM,08:35 AM,02:58 PM,-35,-46,-34,-46,27,100,91,0.0,1016,-33,10,327,14,Canada%2C%20Nunavut
2020-01-25,-34,-36,0.0,2.5,1,0,09:31 AM,03:35 PM,08:32 AM,03:01 PM,-36,-48,-35,-48,30,71,90,0.0,1021,-34,10,341,15,Canada%2C%20Nunavut
2020-01-26,-37,-42,0.0,6.6,1,4,09:40 AM,05:03 PM,08:29 AM,03:04 PM,-38,-51,-37,-51,40,44,88,0.0,1019,-37,10,326,20,Canada%2C%20Nunavut
2020-01-27,-24,-33,2.6,2.6,1,11,09:45 AM,06:29 PM,08:27 AM,03:07 PM,-27,-33,-28,-33,13,91,94,3.0,1011,-24,5,202,7,Canada%2C%20Nunavut
2020-01-28,-25,-35,0.3,6.9,1,18,09:48 AM,07:54 PM,08:24 AM,03:11 PM,-29,-39,-28,-39,35,48,89,0.4,1011,-25,9,292,18,Canada%2C%20Nunavut
2020-01-29,-23,-35,0.3,2.6,1,26,09:50 AM,09:16 PM,08:21 AM,03:14 PM,-28,-35,-28,-35,18,83,93,0.4,1012,-23,8,288,9,Canada%2C%20Nunavut
2020-01-30,-20,-28,0.5,2.6,1,33,09:51 AM,10:38 PM,08:18 AM,03:17 PM,-22,-26,-22,-26,13,100,96,0.6,1001,-20,4,222,8,Canada%2C%20Nunavut
2020-01-31,-23,-31,0.1,2.6,1,37,09:53 AM,No moonset,08:15 AM,03:21 PM,-27,-33,-27,-33,16,93,87,0.1,1005,-23,9,194,9,Canada%2C%20Nunavut
2020-02-01,-18,-27,0.3,2.7,1,49,09:55 AM,12:01 AM,08:12 AM,03:24 PM,-19,-24,-20,-24,11,100,97,0.4,999,-18,4,112,7,Canada%2C%20Nunavut
2020-02-02,-18,-21,0.6,2.7,1,57,09:59 AM,01:26 AM,08:09 AM,03:27 PM,-19,-25,-19,-25,15,100,98,0.7,1001,-18,5,123,9,Canada%2C%20Nunavut
2020-02-03,-23,-29,0.2,4.7,1,64,10:05 AM,02:55 AM,08:06 AM,03:30 PM,-24,-28,-23,-28,8,91,94,0.2,1007,-23,9,119,4,Canada%2C%20Nunavut
2020-02-04,-18,-25,0.0,6.7,1,72,10:16 AM,04:26 AM,08:03 AM,03:34 PM,-22,-22,-20,-22,10,54,79,0.0,998,-18,10,309,5,Canada%2C%20Nunavut
2020-02-05,-17,-22,0.0,2.8,1,79,10:38 AM,05:56 AM,08:00 AM,03:37 PM,-20,-28,-18,-28,33,86,84,0.0,992,-17,10,320,19,Canada%2C%20Nunavut
2020-02-06,-29,-33,0.0,2.9,1,87,11:22 AM,07:12 AM,07:57 AM,03:40 PM,-31,-43,-30,-43,36,78,88,0.0,994,-29,10,327,22,Canada%2C%20Nunavut
2020-02-07,-31,-39,0.0,7.9,2,95,12:37 PM,08:01 AM,07:54 AM,03:43 PM,-34,-44,-33,-44,35,32,84,0.0,1004,-31,10,328,18,Canada%2C%20Nunavut
2020-02-08,-29,-34,0.0,6.8,1,100,02:17 PM,08:26 AM,07:51 AM,03:46 PM,-32,-40,-30,-40,30,61,77,0.0,996,-29,10,336,15,Canada%2C%20Nunavut
2020-02-09,-31,-35,0.1,3.0,1,100,04:06 PM,08:39 AM,07:48 AM,03:50 PM,-33,-38,-32,-38,13,97,91,0.1,998,-31,8,297,6,Canada%2C%20Nunavut
2020-02-10,-30,-34,0.0,3.0,1,83,05:56 PM,08:47 AM,07:45 AM,03:53 PM,-32,-42,-31,-42,23,100,91,0.0,1005,-30,10,336,13,Canada%2C%20Nunavut
2020-02-11,-33,-39,0.0,8.1,1,75,07:44 PM,08:51 AM,07:42 AM,03:56 PM,-35,-46,-34,-46,31,66,87,0.0,1007,-33,10,318,16,Canada%2C%20Nunavut
2020-02-12,-33,-43,0.0,8.2,1,68,09:29 PM,08:55 AM,07:39 AM,03:59 PM,-36,-41,-35,-41,14,54,86,0.0,1005,-33,10,310,7,Canada%2C%20Nunavut
2020-02-13,-29,-34,0.0,5.1,1,60,11:12 PM,08:58 AM,07:36 AM,04:02 PM,-34,-46,-32,-46,40,69,85,0.0,1003,-29,10,313,21,Canada%2C%20Nunavut
2020-02-14,-35,-44,0.0,3.3,1,53,No moonrise,09:01 AM,07:32 AM,04:05 PM,-36,-48,-36,-48,38,94,91,0.0,1000,-35,10,331,21,Canada%2C%20Nunavut
2020-02-15,-35,-37,0.0,3.3,1,45,12:54 AM,09:06 AM,07:29 AM,04:09 PM,-37,-49,-36,-49,28,83,89,0.0,999,-35,10,342,14,Canada%2C%20Nunavut
2020-02-16,-29,-35,0.1,3.3,1,38,02:35 AM,09:13 AM,07:26 AM,04:12 PM,-32,-41,-31,-41,20,99,86,0.1,995,-29,10,322,12,Canada%2C%20Nunavut
2020-02-17,-28,-35,0.1,3.3,1,30,04:12 AM,09:27 AM,07:22 AM,04:15 PM,-31,-41,-30,-41,26,100,89,0.1,1003,-28,10,327,16,Canada%2C%20Nunavut
2020-02-18,-33,-36,0.0,3.4,1,22,05:39 AM,09:52 AM,07:19 AM,04:18 PM,-35,-37,-35,-37,7,100,93,0.0,1012,-33,8,185,3,Canada%2C%20Nunavut
2020-02-19,-29,-35,0.2,3.4,1,15,06:42 AM,10:39 AM,07:16 AM,04:21 PM,-33,-40,-32,-40,15,100,92,0.2,1008,-29,9,330,9,Canada%2C%20Nunavut
2020-02-20,-34,-38,0.0,5.2,1,7,07:20 AM,11:51 AM,07:12 AM,04:24 PM,-37,-51,-35,-51,41,61,86,0.0,1004,-34,10,318,23,Canada%2C%20Nunavut
2020-02-21,-33,-38,0.0,3.4,1,0,07:39 AM,01:16 PM,07:09 AM,04:27 PM,-36,-46,-35,-46,20,100,90,0.0,1003,-33,10,337,11,Canada%2C%20Nunavut
2020-02-22,-31,-35,0.0,3.5,1,0,07:49 AM,02:44 PM,07:06 AM,04:30 PM,-35,-46,-33,-46,31,78,87,0.0,1003,-31,10,322,16,Canada%2C%20Nunavut
2020-02-23,-33,-41,0.0,5.2,1,0,07:55 AM,04:11 PM,07:02 AM,04:34 PM,-36,-48,-36,-48,34,59,88,0.0,1012,-33,10,327,17,Canada%2C%20Nunavut
2020-02-24,-29,-37,0.0,3.7,1,0,07:58 AM,05:37 PM,06:59 AM,04:37 PM,-32,-40,-31,-40,17,100,91,0.0,1020,-29,10,341,9,Canada%2C%20Nunavut
2020-02-25,-29,-34,0.0,3.7,1,8,08:00 AM,07:00 PM,06:56 AM,04:40 PM,-32,-41,-31,-41,23,81,88,0.0,1025,-29,10,316,13,Canada%2C%20Nunavut
2020-02-26,-32,-35,0.0,3.7,1,15,08:01 AM,08:21 PM,06:52 AM,04:43 PM,-35,-47,-34,-47,36,63,88,0.0,1028,-32,10,327,19,Canada%2C%20Nunavut
2020-02-27,-27,-34,0.0,8.7,1,23,08:03 AM,09:44 PM,06:49 AM,04:46 PM,-32,-42,-31,-42,30,46,86,0.0,1027,-27,10,333,15,Canada%2C%20Nunavut
2020-02-28,-28,-32,0.0,3.8,1,30,08:05 AM,11:08 PM,06:45 AM,04:49 PM,-32,-42,-30,-42,32,72,87,0.0,1024,-28,10,326,16,Canada%2C%20Nunavut
2020-02-29,-22,-27,0.0,7.1,1,38,08:07 AM,No moonset,06:42 AM,04:52 PM,-26,-33,-24,-33,21,81,87,0.0,1019,-22,10,337,11,Canada%2C%20Nunavut
2020-03-01,-26,-31,0.0,8.7,2,44,08:12 AM,12:34 AM,06:38 AM,04:55 PM,-29,-36,-28,-36,21,40,87,0.0,1020,-26,10,300,11,Canada%2C%20Nunavut
2020-03-02,-25,-32,0.0,3.8,1,51,08:19 AM,02:03 AM,06:35 AM,04:58 PM,-29,-34,-28,-34,14,84,91,0.0,1010,-25,10,123,8,Canada%2C%20Nunavut
2020-03-03,-18,-23,0.3,4.0,1,58,08:35 AM,03:33 AM,06:32 AM,05:01 PM,-20,-24,-20,-24,8,100,96,0.3,1002,-18,4,200,5,Canada%2C%20Nunavut
2020-03-04,-13,-19,0.8,4.0,1,65,09:06 AM,04:54 AM,06:28 AM,05:04 PM,-16,-16,-16,-16,4,100,96,0.9,1004,-13,5,273,2,Canada%2C%20Nunavut
2020-03-05,-18,-27,0.0,4.1,1,73,10:04 AM,05:55 AM,06:25 AM,05:07 PM,-21,-33,-20,-33,44,95,90,0.0,1008,-18,10,314,29,Canada%2C%20Nunavut
2020-03-06,-25,-32,0.0,7.2,1,80,11:33 AM,06:29 AM,06:21 AM,05:10 PM,-30,-40,-28,-40,35,66,84,0.0,1015,-25,10,329,18,Canada%2C%20Nunavut
2020-03-07,-20,-30,1.8,4.1,1,87,01:19 PM,06:46 AM,06:18 AM,05:13 PM,-24,-30,-25,-30,19,96,96,3.6,1006,-20,5,145,13,Canada%2C%20Nunavut
2020-03-08,-22,-29,2.0,4.1,1,95,03:10 PM,06:55 AM,06:14 AM,05:16 PM,-23,-35,-22,-35,44,100,90,3.0,999,-22,1,272,32,Canada%2C%20Nunavut
2020-03-09,-33,-36,0.0,4.2,1,100,05:00 PM,07:01 AM,06:11 AM,05:19 PM,-36,-51,-34,-51,41,76,86,0.1,1018,-33,9,319,27,Canada%2C%20Nunavut
2020-03-10,-29,-36,0.0,8.7,2,100,06:50 PM,07:04 AM,06:08 AM,05:22 PM,-34,-46,-32,-46,37,19,83,0.0,1025,-29,10,326,20,Canada%2C%20Nunavut
2020-03-11,-24,-31,0.0,7.2,1,84,08:38 PM,07:07 AM,06:04 AM,05:25 PM,-30,-38,-28,-38,28,57,79,0.0,1024,-24,10,330,14,Canada%2C%20Nunavut
2020-03-12,-22,-28,0.0,4.2,1,76,10:25 PM,07:10 AM,06:01 AM,05:28 PM,-27,-32,-25,-32,14,98,89,0.0,1027,-22,9,262,7,Canada%2C%20Nunavut
2020-03-13,-24,-31,0.2,5.9,1,69,No moonrise,07:14 AM,05:57 AM,05:31 PM,-27,-34,-26,-34,20,74,91,0.2,1031,-24,8,292,11,Canada%2C%20Nunavut
2020-03-14,-28,-34,0.0,11.6,2,62,12:12 AM,07:19 AM,05:54 AM,05:34 PM,-33,-46,-32,-46,38,7,86,0.0,1031,-28,10,320,21,Canada%2C%20Nunavut
2020-03-15,-23,-33,0.7,5.9,1,55,01:56 AM,07:30 AM,05:51 AM,05:37 PM,-28,-34,-27,-34,17,83,91,0.8,1019,-23,8,265,9,Canada%2C%20Nunavut
2020-03-16,-20,-25,1.4,6.0,1,47,03:30 AM,07:50 AM,05:47 AM,05:40 PM,-23,-28,-22,-28,18,100,94,1.7,1006,-20,7,133,12,Canada%2C%20Nunavut
2020-03-17,-11,-19,2.5,6.0,1,40,04:43 AM,08:30 AM,05:44 AM,05:43 PM,-16,-24,-15,-24,38,98,91,4.1,999,-11,2,127,26,Canada%2C%20Nunavut
2020-03-18,-13,-19,0.3,6.0,1,33,05:28 AM,09:36 AM,05:40 AM,05:46 PM,-17,-21,-15,-21,21,94,89,0.4,1001,-13,9,209,11,Canada%2C%20Nunavut
2020-03-19,-18,-24,1.4,6.1,1,25,05:50 AM,10:59 AM,05:37 AM,05:49 PM,-21,-28,-20,-28,20,100,92,1.6,1011,-18,5,290,13,Canada%2C%20Nunavut
2020-03-20,-21,-24,1.1,6.1,1,18,06:01 AM,12:27 PM,05:33 AM,05:51 PM,-24,-30,-22,-30,18,89,90,1.3,1013,-21,6,311,11,Canada%2C%20Nunavut
2020-03-21,-21,-26,0.0,11.6,2,11,06:07 AM,01:55 PM,05:30 AM,05:54 PM,-26,-36,-24,-36,36,37,86,0.0,1013,-21,10,321,20,Canada%2C%20Nunavut
2020-03-22,-16,-26,0.7,6.2,1,4,06:10 AM,03:21 PM,05:26 AM,05:57 PM,-21,-26,-21,-26,13,93,92,0.8,1008,-16,6,271,7,Canada%2C%20Nunavut
2020-03-23,-9,-16,1.2,8.0,1,0,06:12 AM,04:45 PM,05:23 AM,06:00 PM,-14,-19,-12,-19,21,94,88,1.4,1001,-9,5,148,13,Canada%2C%20Nunavut
2020-03-24,-8,-22,1.4,8.0,1,0,06:13 AM,06:07 PM,05:19 AM,06:03 PM,-16,-19,-13,-19,28,100,90,2.3,998,-8,5,238,18,Canada%2C%20Nunavut
2020-03-25,-27,-33,0.0,12.9,1,3,06:14 AM,07:30 PM,05:16 AM,06:06 PM,-32,-36,-30,-36,12,57,86,0.0,1016,-27,10,169,6,Canada%2C%20Nunavut
2020-03-26,-9,-29,0.9,8.1,1,11,06:15 AM,08:54 PM,05:12 AM,06:09 PM,-19,-22,-17,-22,16,94,87,1.1,1006,-9,7,142,11,Canada%2C%20Nunavut
2020-03-27,-15,-24,0.3,10.7,1,18,06:17 AM,10:19 PM,05:09 AM,06:12 PM,-19,-22,-17,-22,16,64,81,0.4,1012,-15,9,243,11,Canada%2C%20Nunavut
2020-03-28,-13,-24,0.0,13.1,2,25,06:20 AM,11:48 PM,05:05 AM,06:14 PM,-22,-25,-18,-25,22,0,74,0.0,1022,-13,10,290,12,Canada%2C%20Nunavut
2020-03-29,-13,-21,0.0,10.7,1,32,06:25 AM,No moonset,05:01 AM,06:17 PM,-19,-24,-17,-24,27,49,82,0.0,1019,-13,10,257,14,Canada%2C%20Nunavut
2020-03-30,-10,-22,0.0,10.9,1,40,06:36 AM,01:18 AM,04:58 AM,06:20 PM,-16,-20,-13,-20,33,62,87,0.8,1025,-10,9,254,20,Canada%2C%20Nunavut
2020-03-31,-25,-32,0.0,12.1,1,44,06:58 AM,02:42 AM,04:54 AM,06:23 PM,-30,-37,-28,-37,21,46,83,0.0,1049,-25,10,334,12,Canada%2C%20Nunavut
2020-04-01,-18,-26,0.0,13.8,2,56,07:43 AM,03:51 AM,04:51 AM,06:26 PM,-27,-27,-22,-27,11,43,65,0.0,1055,-18,10,233,6,Canada%2C%20Nunavut
2020-04-02,-19,-28,0.0,13.8,2,64,08:58 AM,04:33 AM,04:47 AM,06:29 PM,-26,-25,-23,-25,10,6,72,0.0,1056,-19,10,205,5,Canada%2C%20Nunavut
2020-04-03,-19,-24,0.0,13.9,2,71,10:36 AM,04:55 AM,04:44 AM,06:32 PM,-25,-33,-22,-33,41,2,72,0.0,1044,-19,10,319,22,Canada%2C%20Nunavut
2020-04-04,-13,-25,0.0,14.0,2,79,12:23 PM,05:05 AM,04:40 AM,06:35 PM,-23,-28,-19,-28,35,0,67,0.0,1033,-13,10,319,18,Canada%2C%20Nunavut
2020-04-05,-11,-18,0.0,14.0,2,87,02:13 PM,05:11 AM,04:37 AM,06:38 PM,-21,-19,-15,-19,15,2,59,0.0,1027,-11,10,325,7,Canada%2C%20Nunavut
2020-04-06,-12,-19,0.0,14.1,2,94,04:03 PM,05:15 AM,04:33 AM,06:41 PM,-19,-26,-16,-26,39,20,78,0.0,1014,-12,10,321,22,Canada%2C%20Nunavut
2020-04-07,-12,-20,0.0,14.1,2,100,05:52 PM,05:17 AM,04:30 AM,06:44 PM,-19,-25,-16,-25,34,0,76,0.0,1015,-12,10,312,19,Canada%2C%20Nunavut
2020-04-08,-10,-18,0.0,14.2,2,100,07:42 PM,05:19 AM,04:26 AM,06:47 PM,-19,-15,-15,-15,4,0,67,0.0,1023,-10,10,208,2,Canada%2C%20Nunavut
2020-04-09,-10,-18,0.0,14.3,2,83,09:33 PM,05:22 AM,04:23 AM,06:50 PM,-19,-17,-14,-17,8,7,66,0.0,1020,-10,10,316,4,Canada%2C%20Nunavut
2020-04-10,-8,-15,0.0,11.2,1,76,11:24 PM,05:26 AM,04:19 AM,06:53 PM,-16,-14,-12,-14,8,44,70,0.0,1014,-8,10,227,4,Canada%2C%20Nunavut
2020-04-11,-4,-11,1.6,9.0,1,68,No moonrise,05:33 AM,04:16 AM,06:56 PM,-9,-12,-8,-12,17,91,90,1.9,1008,-4,7,195,10,Canada%2C%20Nunavut
2020-04-12,-2,-9,10.5,9.0,1,61,01:09 AM,05:48 AM,04:12 AM,06:59 PM,-8,-13,-6,-13,31,91,86,12.3,987,-2,5,244,21,Canada%2C%20Nunavut
2020-04-13,-7,-16,2.2,9.3,1,53,02:36 AM,06:18 AM,04:09 AM,07:02 PM,-13,-15,-11,-15,14,97,84,2.6,1001,-7,4,247,9,Canada%2C%20Nunavut
2020-04-14,-12,-21,0.1,13.5,1,46,03:34 AM,07:17 AM,04:05 AM,07:05 PM,-15,-17,-15,-17,10,42,86,0.1,1004,-12,7,168,6,Canada%2C%20Nunavut
2020-04-15,-3,-10,2.2,10.4,1,38,04:01 AM,08:39 AM,04:02 AM,07:08 PM,-10,-10,-5,-10,28,76,75,2.6,986,-3,7,97,18,Canada%2C%20Nunavut
2020-04-16,-11,-16,0.8,12.6,1,30,04:14 AM,10:08 AM,03:59 AM,07:11 PM,-14,-21,-12,-21,32,78,87,0.9,984,-11,8,319,21,Canada%2C%20Nunavut
2020-04-17,-17,-22,0.0,11.6,1,23,04:20 AM,11:38 AM,03:55 AM,07:14 PM,-21,-25,-19,-25,15,77,88,0.0,988,-17,10,304,9,Canada%2C%20Nunavut
2020-04-18,-16,-24,0.2,9.8,1,15,04:23 AM,01:05 PM,03:52 AM,07:17 PM,-21,-26,-19,-26,15,89,87,0.2,991,-16,10,329,9,Canada%2C%20Nunavut
2020-04-19,-16,-25,0.0,13.6,1,8,04:25 AM,02:30 PM,03:48 AM,07:20 PM,-23,-27,-20,-27,20,31,77,0.0,998,-16,10,326,11,Canada%2C%20Nunavut
2020-04-20,-15,-23,0.0,11.7,1,0,04:26 AM,03:53 PM,03:45 AM,07:23 PM,-21,-26,-19,-26,24,54,81,0.0,1009,-15,10,315,14,Canada%2C%20Nunavut
2020-04-21,-12,-22,0.4,9.9,1,0,04:26 AM,05:16 PM,03:42 AM,07:26 PM,-17,-24,-16,-24,27,86,89,0.5,1013,-12,9,314,17,Canada%2C%20Nunavut
2020-04-22,-10,-15,0.4,13.6,1,0,04:27 AM,06:39 PM,03:38 AM,07:29 PM,-13,-19,-12,-19,27,57,90,0.5,1013,-10,8,316,17,Canada%2C%20Nunavut
2020-04-23,-5,-15,0.0,10.0,1,0,04:28 AM,08:05 PM,03:35 AM,07:32 PM,-10,-15,-9,-15,24,87,88,0.0,1017,-5,10,278,14,Canada%2C%20Nunavut
2020-04-24,1,-4,4.5,10.9,1,7,04:30 AM,09:35 PM,03:31 AM,07:36 PM,-4,-5,-1,-5,22,88,81,5.3,1008,1,5,40,14,Canada%2C%20Nunavut
2020-04-25,-0,-4,3.0,10.1,1,15,04:34 AM,11:05 PM,03:28 AM,07:39 PM,-4,-7,-2,-7,24,95,86,3.5,1004,-0,7,49,16,Canada%2C%20Nunavut
2020-04-26,-3,-14,0.0,11.9,1,22,04:42 AM,No moonset,03:24 AM,07:42 PM,-9,-12,-7,-12,21,74,89,0.0,1006,-3,10,273,14,Canada%2C%20Nunavut
2020-04-27,-2,-15,0.9,10.2,1,30,04:58 AM,12:34 AM,03:21 AM,07:45 PM,-8,-12,-8,-12,22,88,89,1.0,1009,-2,7,167,14,Canada%2C%20Nunavut
2020-04-28,-2,-8,2.9,12.8,1,37,05:33 AM,01:50 AM,03:18 AM,07:48 PM,-7,-9,-5,-9,18,78,87,3.4,1020,-2,7,275,12,Canada%2C%20Nunavut
2020-04-29,0,-5,0.1,12.8,1,45,06:37 AM,02:40 AM,03:14 AM,07:51 PM,-3,-7,-2,-7,24,63,93,0.1,1023,0,9,130,15,Canada%2C%20Nunavut
2020-04-30,-1,-6,2.6,10.3,1,52,08:07 AM,03:05 AM,03:11 AM,07:54 PM,-4,-5,-2,-5,15,94,90,3.0,1015,-1,6,246,9,Canada%2C%20Nunavut
2020-05-01,-0,-8,0.0,14.5,2,58,09:50 AM,03:18 AM,03:07 AM,07:57 PM,-6,-8,-4,-8,17,28,85,0.0,1011,-0,10,334,9,Canada%2C%20Nunavut
2020-05-02,-2,-11,0.2,10.6,1,65,11:36 AM,03:24 AM,03:04 AM,08:00 PM,-9,-14,-7,-14,40,72,86,1.0,1005,-2,7,326,26,Canada%2C%20Nunavut
2020-05-03,-12,-18,0.0,10.6,1,72,01:22 PM,03:27 AM,03:01 AM,08:03 PM,-16,-23,-14,-23,32,91,88,0.0,1004,-12,10,316,22,Canada%2C%20Nunavut
2020-05-04,-12,-21,0.0,16.0,1,80,03:09 PM,03:29 AM,02:57 AM,08:06 PM,-18,-22,-16,-22,16,43,87,0.0,1016,-12,8,346,9,Canada%2C%20Nunavut
2020-05-05,-9,-18,0.0,17.4,2,87,04:56 PM,03:31 AM,02:54 AM,08:09 PM,-16,-16,-13,-16,9,18,82,0.0,1018,-9,10,262,5,Canada%2C%20Nunavut
2020-05-06,-6,-16,0.0,16.7,1,94,06:46 PM,03:32 AM,02:51 AM,08:13 PM,-14,-13,-11,-13,7,28,80,0.0,1025,-6,10,112,4,Canada%2C%20Nunavut
2020-05-07,-1,-13,0.0,14.6,1,100,08:39 PM,03:35 AM,02:47 AM,08:16 PM,-10,-10,-6,-10,18,75,73,0.0,1028,-1,10,180,10,Canada%2C%20Nunavut
2020-05-08,1,-5,0.2,14.0,1,100,10:30 PM,03:40 AM,02:44 AM,08:19 PM,-7,-7,-2,-7,26,90,71,0.2,1020,1,9,47,14,Canada%2C%20Nunavut
2020-05-09,-0,-5,1.0,13.4,1,84,No moonrise,03:49 AM,02:41 AM,08:22 PM,-3,-3,-2,-3,8,97,94,1.7,1017,-0,6,119,4,Canada%2C%20Nunavut
2020-05-10,-1,-4,2.8,13.4,1,77,12:13 AM,04:09 AM,02:38 AM,08:25 PM,-6,-8,-2,-8,34,82,76,3.8,1011,-1,5,69,20,Canada%2C%20Nunavut
2020-05-11,3,-3,2.8,13.5,1,70,01:29 AM,04:55 AM,02:34 AM,08:28 PM,-3,-5,0,-5,49,89,81,5.3,1003,3,6,86,28,Canada%2C%20Nunavut
2020-05-12,-0,-3,0.2,13.5,1,62,02:08 AM,06:11 AM,02:31 AM,08:32 PM,-2,-8,-1,-8,52,100,90,2.8,1000,-0,1,130,34,Canada%2C%20Nunavut
2020-05-13,-0,-7,0.3,13.6,1,55,02:25 AM,07:43 AM,02:28 AM,08:35 PM,-6,-9,-3,-9,33,79,81,0.4,1012,-0,10,149,22,Canada%2C%20Nunavut
