date_time,Botswana_maxtempC,Botswana_mintempC,Botswana_totalSnow_cm,Botswana_sunHour,Botswana_uvIndex,Botswana_moon_illumination,Botswana_moonrise,Botswana_moonset,Botswana_sunrise,Botswana_sunset,Botswana_DewPointC,Botswana_FeelsLikeC,Botswana_HeatIndexC,Botswana_WindChillC,Botswana_WindGustKmph,Botswana_cloudcover,Botswana_humidity,Botswana_precipMM,Botswana_pressure,Botswana_tempC,Botswana_visibility,Botswana_winddirDegree,Botswana_windspeedKmph,Botswana_location
2021-01-17,35,26,0.0,13.7,8,23,09:35 AM,10:26 PM,05:43 AM,07:10 PM,15,31,31,30,13,21,41,0.0,1004,35,10,132,10,Botswana
2021-01-18,32,23,0.0,12.1,6,30,10:27 AM,10:59 PM,05:43 AM,07:10 PM,17,29,29,27,20,48,60,0.1,1008,32,10,45,16,Botswana
2021-01-19,34,22,0.0,12.1,6,38,11:19 AM,11:30 PM,05:44 AM,07:10 PM,14,29,29,28,20,35,48,0.2,1009,34,10,43,16,Botswana
2021-01-20,35,22,0.0,13.7,7,45,12:09 PM,No moonset,05:45 AM,07:10 PM,12,28,28,28,14,7,39,0.0,1010,35,10,77,10,Botswana
2021-01-21,33,23,0.0,13.6,7,52,01:00 PM,12:01 AM,05:46 AM,07:10 PM,15,29,29,28,22,23,50,0.0,1012,33,10,42,16,Botswana
2021-01-22,35,22,0.0,13.6,7,59,01:52 PM,12:33 AM,05:46 AM,07:10 PM,12,30,30,29,18,8,43,0.0,1011,35,10,61,13,Botswana
2021-01-23,37,21,0.0,13.6,8,67,02:44 PM,01:09 AM,05:47 AM,07:09 PM,6,30,30,29,12,0,26,0.0,1008,37,10,92,8,Botswana
2021-01-24,37,23,0.0,13.6,7,74,03:39 PM,01:48 AM,05:48 AM,07:09 PM,11,30,30,30,17,24,36,0.1,1005,37,10,127,13,Botswana
2021-01-25,21,18,0.0,8.5,4,81,04:34 PM,02:31 AM,05:49 AM,07:09 PM,17,20,21,20,32,85,81,11.9,1010,21,7,104,25,Botswana
2021-01-26,24,19,0.0,8.5,5,88,05:30 PM,03:20 AM,05:49 AM,07:08 PM,18,21,22,21,23,82,85,5.5,1010,24,9,58,17,Botswana
2021-01-27,29,21,0.0,8.5,6,96,06:22 PM,04:13 AM,05:50 AM,07:08 PM,18,25,25,24,23,77,68,1.1,1008,29,10,35,17,Botswana
2021-01-28,30,22,0.0,9.7,6,100,07:13 PM,05:12 AM,05:51 AM,07:08 PM,17,27,27,26,14,64,61,2.3,1008,30,10,131,10,Botswana
2021-01-29,25,21,0.0,9.7,5,90,07:59 PM,06:13 AM,05:52 AM,07:07 PM,18,25,25,23,17,63,77,4.6,1012,25,10,65,12,Botswana
2021-01-30,30,21,0.0,12.1,6,82,08:41 PM,07:15 AM,05:52 AM,07:07 PM,17,27,27,25,14,44,62,4.7,1011,30,9,49,10,Botswana
2021-01-31,29,22,0.0,8.5,5,79,09:21 PM,08:16 AM,05:53 AM,07:06 PM,19,26,26,24,15,70,76,17.5,1008,29,9,105,10,Botswana
2021-02-01,27,19,0.0,10.9,5,63,09:59 PM,09:18 AM,05:54 AM,07:06 PM,19,23,23,22,13,69,80,21.9,1009,27,9,97,9,Botswana
2021-02-02,20,14,0.0,8.4,4,55,10:36 PM,10:18 AM,05:55 AM,07:06 PM,17,18,18,18,22,91,93,61.7,1015,20,7,113,17,Botswana
2021-02-03,23,13,0.0,9.7,5,48,11:15 PM,11:20 AM,05:55 AM,07:05 PM,17,19,21,19,19,78,81,3.7,1014,23,10,61,14,Botswana
2021-02-04,23,20,0.0,8.4,5,40,11:55 PM,12:21 PM,05:56 AM,07:04 PM,19,21,22,21,16,78,87,20.5,1013,23,8,126,10,Botswana
2021-02-05,28,19,0.0,9.6,5,33,No moonrise,01:25 PM,05:57 AM,07:04 PM,18,24,24,23,12,64,76,9.3,1013,28,9,164,8,Botswana
2021-02-06,20,19,0.0,8.4,4,25,12:40 AM,02:28 PM,05:57 AM,07:03 PM,19,19,19,19,15,96,95,16.8,1013,20,8,77,11,Botswana
2021-02-07,19,18,0.0,8.4,4,18,01:29 AM,03:33 PM,05:58 AM,07:03 PM,17,18,18,18,11,91,95,13.1,1012,19,7,73,9,Botswana
