date_time,Burundi_maxtempC,Burundi_mintempC,Burundi_totalSnow_cm,Burundi_sunHour,Burundi_uvIndex,Burundi_moon_illumination,Burundi_moonrise,Burundi_moonset,Burundi_sunrise,Burundi_sunset,Burundi_DewPointC,Burundi_FeelsLikeC,Burundi_HeatIndexC,Burundi_WindChillC,Burundi_WindGustKmph,Burundi_cloudcover,Burundi_humidity,Burundi_precipMM,Burundi_pressure,Burundi_tempC,Burundi_visibility,Burundi_winddirDegree,Burundi_windspeedKmph,Burundi_location
2020-01-01,26,19,0.0,11.8,5,37,10:52 AM,11:16 PM,05:56 AM,06:15 PM,19,24,24,23,7,65,78,4.8,1012,26,9,130,5,Burundi
2020-01-02,28,19,0.0,7.9,6,44,11:35 AM,11:55 PM,05:57 AM,06:16 PM,19,25,25,24,7,78,75,3.3,1012,28,9,86,5,Burundi
2020-01-03,28,21,0.0,7.9,6,51,12:16 PM,No moonset,05:57 AM,06:16 PM,20,26,26,24,6,85,76,4.9,1013,28,9,81,4,Burundi
2020-01-04,27,20,0.0,7.9,5,59,12:59 PM,12:35 AM,05:58 AM,06:16 PM,19,25,25,24,7,66,74,4.1,1014,27,9,101,5,Burundi
2020-01-05,27,21,0.0,9.2,6,66,01:43 PM,01:16 AM,05:58 AM,06:17 PM,20,26,26,24,6,65,78,9.5,1013,27,9,123,4,Burundi
2020-01-06,27,20,0.0,7.9,5,73,02:30 PM,01:59 AM,05:59 AM,06:17 PM,20,25,25,23,8,73,81,15.1,1013,27,8,128,5,Burundi
2020-01-07,28,21,0.0,10.5,5,80,03:20 PM,02:45 AM,05:59 AM,06:18 PM,19,26,26,24,7,71,75,7.2,1013,28,8,68,5,Burundi
2020-01-08,23,20,0.0,7.6,5,88,04:13 PM,03:35 AM,06:00 AM,06:18 PM,19,23,23,22,7,79,84,12.3,1014,23,8,104,5,Burundi
2020-01-09,26,20,0.0,11.7,5,95,05:10 PM,04:28 AM,06:00 AM,06:18 PM,19,25,25,23,6,55,78,12.3,1013,26,9,104,4,Burundi
2020-01-10,24,19,0.0,8.8,5,100,06:09 PM,05:26 AM,06:01 AM,06:19 PM,19,22,22,21,7,68,85,15.0,1014,24,9,132,5,Burundi
2020-01-11,24,19,0.0,8.8,5,100,07:09 PM,06:26 AM,06:01 AM,06:19 PM,19,23,23,22,9,59,84,8.1,1014,24,9,112,7,Burundi
2020-01-12,23,19,0.0,7.5,5,83,08:07 PM,07:27 AM,06:02 AM,06:19 PM,19,21,22,21,10,74,87,18.0,1015,23,9,169,7,Burundi
2020-01-13,26,18,0.0,7.5,5,76,09:02 PM,08:25 AM,06:02 AM,06:20 PM,18,24,24,22,9,66,77,3.6,1014,26,10,124,6,Burundi
2020-01-14,27,20,0.0,10.2,5,69,09:54 PM,09:22 AM,06:02 AM,06:20 PM,19,25,25,23,6,55,75,2.8,1012,27,10,134,5,Burundi
2020-01-15,27,19,0.0,10.2,5,61,10:44 PM,10:15 AM,06:03 AM,06:20 PM,19,25,25,23,7,47,77,2.5,1012,27,10,119,5,Burundi
2020-01-16,28,19,0.0,7.5,5,54,11:33 PM,11:07 AM,06:03 AM,06:21 PM,19,25,25,24,6,63,74,2.5,1013,28,10,180,4,Burundi
2020-01-17,24,20,0.0,7.5,5,47,No moonrise,11:58 AM,06:04 AM,06:21 PM,19,23,23,22,5,64,81,2.7,1013,24,10,77,3,Burundi
2020-01-18,25,21,0.0,10.2,5,40,12:21 AM,12:49 PM,06:04 AM,06:21 PM,18,24,24,23,5,53,75,0.5,1014,25,10,95,4,Burundi
2020-01-19,26,20,0.0,11.6,5,32,01:10 AM,01:42 PM,06:04 AM,06:22 PM,17,24,24,23,5,38,71,0.1,1014,26,10,259,4,Burundi
2020-01-20,28,19,0.0,10.2,6,25,02:01 AM,02:35 PM,06:05 AM,06:22 PM,19,25,25,24,4,54,76,1.9,1013,28,10,131,3,Burundi
2020-01-21,28,20,0.0,7.5,6,18,02:53 AM,03:29 PM,06:05 AM,06:22 PM,19,26,26,24,7,64,76,1.0,1013,28,10,121,5,Burundi
2020-01-22,28,20,0.0,6.1,5,11,03:46 AM,04:24 PM,06:05 AM,06:22 PM,18,25,25,24,6,76,72,3.0,1012,28,9,118,4,Burundi
2020-01-23,28,20,0.0,6.1,6,3,04:40 AM,05:18 PM,06:06 AM,06:22 PM,19,26,26,24,7,78,72,2.2,1012,28,9,203,5,Burundi
2020-01-24,27,21,0.0,6.1,5,0,05:34 AM,06:10 PM,06:06 AM,06:23 PM,19,25,25,24,6,76,76,5.2,1013,27,9,86,5,Burundi
2020-01-25,27,20,0.0,6.1,5,0,06:26 AM,07:00 PM,06:06 AM,06:23 PM,19,25,25,23,6,79,77,6.3,1014,27,9,106,4,Burundi
2020-01-26,27,20,0.0,6.1,5,4,07:16 AM,07:46 PM,06:07 AM,06:23 PM,19,25,25,23,7,80,76,8.2,1013,27,9,145,5,Burundi
2020-01-27,24,19,0.0,6.1,5,11,08:02 AM,08:30 PM,06:07 AM,06:23 PM,19,23,23,22,9,66,81,14.5,1014,24,9,173,6,Burundi
2020-01-28,23,19,0.0,6.1,5,18,08:47 AM,09:11 PM,06:07 AM,06:23 PM,19,21,23,21,11,77,85,18.0,1014,23,9,186,7,Burundi
2020-01-29,21,19,0.0,7.5,5,26,09:30 AM,09:52 PM,06:07 AM,06:23 PM,18,20,21,20,6,68,89,15.1,1016,21,8,134,4,Burundi
2020-01-30,23,20,0.0,7.5,5,33,10:12 AM,10:31 PM,06:08 AM,06:23 PM,19,21,23,21,6,68,85,8.7,1016,23,9,123,5,Burundi
2020-01-31,26,20,0.0,6.1,5,37,10:54 AM,11:11 PM,06:08 AM,06:23 PM,19,24,24,23,5,69,82,8.4,1015,26,9,151,4,Burundi
2020-02-01,24,19,0.0,7.5,5,49,11:37 AM,11:52 PM,06:08 AM,06:24 PM,19,24,24,22,9,67,82,13.1,1015,24,9,142,7,Burundi
2020-02-02,25,19,0.0,6.1,5,57,12:21 PM,No moonset,06:08 AM,06:24 PM,19,24,24,22,11,63,82,10.6,1015,25,9,163,7,Burundi
2020-02-03,23,20,0.0,8.8,5,64,01:08 PM,12:35 AM,06:09 AM,06:24 PM,20,23,23,22,8,65,87,20.9,1014,23,9,155,5,Burundi
2020-02-04,24,19,0.0,6.1,5,72,01:59 PM,01:23 AM,06:09 AM,06:24 PM,19,21,22,21,7,65,86,12.6,1014,24,9,66,5,Burundi
2020-02-05,25,20,0.0,6.1,5,79,02:53 PM,02:13 AM,06:09 AM,06:24 PM,19,24,24,23,9,75,81,12.0,1013,25,9,165,6,Burundi
2020-02-06,23,19,0.0,6.1,5,87,03:51 PM,03:09 AM,06:09 AM,06:24 PM,19,21,21,21,9,71,89,7.1,1015,23,9,94,7,Burundi
2020-02-07,28,20,0.0,7.5,5,95,04:50 PM,04:07 AM,06:09 AM,06:24 PM,20,26,26,23,8,66,79,11.5,1014,28,9,103,5,Burundi
2020-02-08,28,22,0.0,6.1,6,100,05:50 PM,05:08 AM,06:09 AM,06:24 PM,20,27,27,24,6,78,76,8.7,1014,28,9,98,4,Burundi
2020-02-09,28,20,0.0,11.6,7,100,06:47 PM,06:08 AM,06:10 AM,06:24 PM,19,26,26,24,7,29,73,0.7,1013,28,10,80,5,Burundi
2020-02-10,29,21,0.0,11.6,6,83,07:43 PM,07:07 AM,06:10 AM,06:23 PM,19,26,26,25,7,51,74,2.4,1013,29,10,89,5,Burundi
2020-02-11,27,21,0.0,6.1,5,75,08:36 PM,08:04 AM,06:10 AM,06:23 PM,19,26,26,24,7,74,75,3.5,1014,27,10,118,5,Burundi
2020-02-12,28,21,0.0,7.4,6,68,09:27 PM,08:59 AM,06:10 AM,06:23 PM,19,26,26,24,5,63,74,1.6,1013,28,10,160,4,Burundi
2020-02-13,29,21,0.0,6.1,6,60,10:17 PM,09:52 AM,06:10 AM,06:23 PM,20,27,27,25,6,81,75,11.2,1012,29,9,137,4,Burundi
2020-02-14,26,21,0.0,10.2,5,53,11:07 PM,10:45 AM,06:10 AM,06:23 PM,19,25,25,24,8,52,75,6.2,1012,26,9,149,6,Burundi
2020-02-15,25,20,0.0,7.4,5,45,11:58 PM,11:38 AM,06:10 AM,06:23 PM,19,24,24,23,9,74,82,9.4,1012,25,9,143,6,Burundi
2020-02-16,26,20,0.0,8.8,5,38,No moonrise,12:31 PM,06:10 AM,06:23 PM,19,25,25,23,6,52,79,4.7,1013,26,9,117,4,Burundi
2020-02-17,25,20,0.0,7.4,5,30,12:49 AM,01:26 PM,06:10 AM,06:23 PM,19,24,24,23,9,72,79,8.6,1013,25,9,115,6,Burundi
2020-02-18,27,21,0.0,7.4,5,22,01:43 AM,02:20 PM,06:10 AM,06:22 PM,20,26,26,24,6,71,79,8.4,1013,27,9,110,4,Burundi
2020-02-19,27,22,0.0,6.1,5,15,02:36 AM,03:14 PM,06:10 AM,06:22 PM,19,26,26,24,7,77,75,8.1,1013,27,9,102,5,Burundi
2020-02-20,28,21,0.0,10.2,6,7,03:29 AM,04:05 PM,06:10 AM,06:22 PM,19,26,26,25,6,37,74,1.4,1012,28,10,87,5,Burundi
2020-02-21,28,21,0.0,7.4,6,0,04:21 AM,04:55 PM,06:10 AM,06:22 PM,20,26,26,24,7,58,75,5.2,1012,28,9,144,5,Burundi
2020-02-22,30,21,0.0,10.2,6,0,05:11 AM,05:42 PM,06:10 AM,06:22 PM,20,28,28,25,6,54,71,3.5,1011,30,10,83,4,Burundi
2020-02-23,30,23,0.0,6.1,6,0,05:58 AM,06:26 PM,06:10 AM,06:21 PM,21,28,28,26,8,79,76,7.4,1011,30,9,99,6,Burundi
2020-02-24,25,20,0.0,7.4,5,0,06:43 AM,07:09 PM,06:10 AM,06:21 PM,19,24,24,23,8,74,81,16.5,1012,25,9,122,5,Burundi
2020-02-25,23,19,0.0,6.1,5,8,07:27 AM,07:49 PM,06:10 AM,06:21 PM,19,21,23,21,9,80,88,21.7,1014,23,7,157,7,Burundi
2020-02-26,26,20,0.0,6.1,5,15,08:09 AM,08:28 PM,06:10 AM,06:21 PM,20,25,25,23,10,72,81,11.7,1013,26,9,119,6,Burundi
2020-02-27,27,19,0.0,7.4,5,23,08:50 AM,09:08 PM,06:10 AM,06:20 PM,20,26,26,24,6,71,82,9.9,1014,27,9,194,4,Burundi
2020-02-28,27,23,0.0,7.4,6,30,09:33 AM,09:49 PM,06:10 AM,06:20 PM,20,27,27,25,4,63,78,5.7,1013,27,10,111,3,Burundi
2020-02-29,26,17,0.0,7.4,5,38,10:16 AM,10:30 PM,06:10 AM,06:20 PM,21,25,25,23,4,71,85,9.8,1014,26,9,168,3,Burundi
2020-03-01,27,22,0.0,6.1,5,44,11:01 AM,11:15 PM,06:10 AM,06:20 PM,20,26,26,24,7,75,76,4.4,1013,27,9,119,6,Burundi
2020-03-02,23,20,0.0,7.4,5,51,11:49 AM,No moonset,06:09 AM,06:19 PM,19,21,23,21,3,69,87,7.8,1015,23,9,136,2,Burundi
2020-03-03,26,21,0.0,8.8,5,58,12:40 PM,12:03 AM,06:09 AM,06:19 PM,19,25,25,23,6,61,76,3.7,1015,26,10,128,5,Burundi
2020-03-04,25,21,0.0,7.4,5,65,01:35 PM,12:54 AM,06:09 AM,06:19 PM,20,25,25,23,14,67,85,23.0,1016,25,9,132,8,Burundi
2020-03-05,25,21,0.0,7.4,5,73,02:32 PM,01:50 AM,06:09 AM,06:18 PM,19,25,25,23,7,66,79,9.0,1015,25,9,64,5,Burundi
2020-03-06,26,21,0.0,6.0,5,80,03:31 PM,02:48 AM,06:09 AM,06:18 PM,19,25,25,24,6,69,78,5.5,1014,26,9,115,4,Burundi
2020-03-07,28,20,0.0,6.0,5,87,04:28 PM,03:48 AM,06:09 AM,06:18 PM,20,26,26,24,7,68,78,4.0,1013,28,9,187,5,Burundi
2020-03-08,27,21,0.0,7.4,5,95,05:26 PM,04:47 AM,06:09 AM,06:17 PM,20,26,26,24,6,65,79,5.5,1012,27,9,122,5,Burundi
2020-03-09,25,20,0.0,7.4,5,100,06:20 PM,05:46 AM,06:09 AM,06:17 PM,19,25,25,23,7,61,79,12.7,1012,25,9,125,5,Burundi
2020-03-10,24,21,0.0,8.8,5,100,07:13 PM,06:43 AM,06:08 AM,06:17 PM,20,25,25,23,8,63,86,14.1,1012,24,8,130,6,Burundi
2020-03-11,25,21,0.0,7.4,5,84,08:05 PM,07:39 AM,06:08 AM,06:16 PM,20,25,25,23,7,69,83,9.3,1012,25,9,202,5,Burundi
2020-03-12,25,20,0.0,6.0,5,76,08:57 PM,08:33 AM,06:08 AM,06:16 PM,20,24,24,22,9,75,85,11.8,1012,25,8,159,6,Burundi
2020-03-13,23,20,0.0,6.0,5,69,09:50 PM,09:28 AM,06:08 AM,06:16 PM,20,21,22,21,6,76,90,18.3,1014,23,8,121,5,Burundi
2020-03-14,25,19,0.0,6.0,5,62,10:43 PM,10:23 AM,06:08 AM,06:15 PM,20,24,24,22,7,82,84,11.3,1013,25,8,198,5,Burundi
2020-03-15,26,21,0.0,10.2,5,55,11:38 PM,11:20 AM,06:08 AM,06:15 PM,19,25,25,24,6,30,78,0.5,1012,26,10,126,5,Burundi
2020-03-16,27,21,0.0,7.4,6,47,No moonrise,12:15 PM,06:07 AM,06:14 PM,20,26,26,24,5,61,77,2.4,1011,27,10,200,4,Burundi
2020-03-17,26,20,0.0,7.4,5,40,12:32 AM,01:10 PM,06:07 AM,06:14 PM,19,25,25,23,8,63,81,10.2,1012,26,10,105,5,Burundi
2020-03-18,23,19,0.0,7.4,5,33,01:26 AM,02:03 PM,06:07 AM,06:14 PM,20,21,23,21,8,74,89,32.2,1013,23,9,132,5,Burundi
2020-03-19,22,20,0.0,7.4,5,25,02:18 AM,02:53 PM,06:07 AM,06:13 PM,20,21,22,21,7,70,91,27.6,1015,22,8,146,5,Burundi
2020-03-20,27,21,0.0,6.0,5,18,03:08 AM,03:41 PM,06:07 AM,06:13 PM,19,26,26,24,6,62,77,8.6,1013,27,9,111,4,Burundi
2020-03-21,26,21,0.0,7.4,5,11,03:56 AM,04:25 PM,06:06 AM,06:13 PM,19,25,25,23,8,59,80,3.5,1012,26,10,82,6,Burundi
2020-03-22,26,20,0.0,7.4,5,4,04:41 AM,05:08 PM,06:06 AM,06:12 PM,19,25,25,23,7,62,78,3.4,1014,26,10,86,5,Burundi
2020-03-23,25,20,0.0,7.4,5,0,05:25 AM,05:48 PM,06:06 AM,06:12 PM,19,24,24,23,7,68,78,7.2,1014,25,9,122,5,Burundi
2020-03-24,26,20,0.0,7.4,5,0,06:07 AM,06:28 PM,06:06 AM,06:11 PM,19,24,24,23,6,66,80,11.7,1013,26,9,95,4,Burundi
2020-03-25,26,21,0.0,6.0,5,3,06:49 AM,07:07 PM,06:06 AM,06:11 PM,19,25,25,23,8,74,81,13.3,1012,26,9,119,5,Burundi
2020-03-26,26,21,0.0,7.4,5,11,07:31 AM,07:47 PM,06:05 AM,06:11 PM,19,25,25,23,6,58,76,7.6,1011,26,10,88,4,Burundi
2020-03-27,24,21,0.0,7.4,5,18,08:14 AM,08:28 PM,06:05 AM,06:10 PM,19,24,24,22,5,72,84,10.6,1013,24,8,149,4,Burundi
2020-03-28,24,21,0.0,10.2,5,25,08:58 AM,09:12 PM,06:05 AM,06:10 PM,20,24,24,22,3,65,87,13.4,1015,24,9,154,2,Burundi
2020-03-29,26,21,0.0,7.4,5,32,09:45 AM,09:58 PM,06:05 AM,06:09 PM,19,25,25,23,7,69,77,3.9,1014,26,9,133,5,Burundi
2020-03-30,28,21,0.0,8.8,6,40,10:34 AM,10:47 PM,06:05 AM,06:09 PM,19,26,26,24,7,53,75,3.3,1013,28,10,109,5,Burundi
2020-03-31,27,21,0.0,6.0,5,44,11:27 AM,11:40 PM,06:04 AM,06:09 PM,19,25,25,24,6,77,77,9.6,1013,27,9,78,5,Burundi
2020-04-01,28,21,0.0,7.4,6,56,12:21 PM,No moonset,06:04 AM,06:08 PM,19,26,26,24,7,61,73,5.8,1013,28,9,113,5,Burundi
2020-04-02,29,21,0.0,8.8,6,64,01:17 PM,12:35 AM,06:04 AM,06:08 PM,19,26,26,25,8,52,71,2.8,1012,29,10,78,6,Burundi
2020-04-03,28,22,0.0,6.0,6,71,02:13 PM,01:33 AM,06:04 AM,06:08 PM,20,26,26,24,9,72,77,5.8,1012,28,10,121,7,Burundi
2020-04-04,26,20,0.0,6.0,5,79,03:09 PM,02:30 AM,06:03 AM,06:07 PM,20,25,25,23,7,73,82,13.0,1013,26,9,151,5,Burundi
2020-04-05,25,21,0.0,6.0,5,87,04:03 PM,03:28 AM,06:03 AM,06:07 PM,20,25,25,23,7,75,82,11.7,1014,25,9,140,5,Burundi
2020-04-06,26,21,0.0,6.0,5,94,04:56 PM,04:24 AM,06:03 AM,06:06 PM,19,25,25,24,5,81,77,8.6,1014,26,9,125,4,Burundi
2020-04-07,26,21,0.0,6.0,5,100,05:49 PM,05:20 AM,06:03 AM,06:06 PM,20,25,25,23,4,73,79,3.3,1013,26,9,199,3,Burundi
2020-04-08,25,21,0.0,6.0,5,100,06:41 PM,06:15 AM,06:03 AM,06:06 PM,20,25,25,23,5,78,83,15.0,1014,25,9,172,3,Burundi
2020-04-09,26,21,0.0,6.0,5,83,07:35 PM,07:12 AM,06:03 AM,06:05 PM,20,25,25,24,6,77,79,11.1,1013,26,9,100,4,Burundi
2020-04-10,25,20,0.0,6.0,5,76,08:29 PM,08:08 AM,06:02 AM,06:05 PM,20,25,25,23,6,80,82,12.0,1013,25,9,112,4,Burundi
2020-04-11,26,20,0.0,6.0,5,68,09:26 PM,09:06 AM,06:02 AM,06:05 PM,19,25,25,23,9,79,81,13.8,1013,26,9,101,6,Burundi
2020-04-12,28,21,0.0,7.4,6,61,10:22 PM,10:04 AM,06:02 AM,06:04 PM,20,26,26,24,7,67,81,10.7,1013,28,9,96,5,Burundi
2020-04-13,26,22,0.0,6.0,5,53,11:19 PM,11:02 AM,06:02 AM,06:04 PM,20,26,26,24,7,79,81,12.3,1013,26,9,75,5,Burundi
2020-04-14,22,21,0.0,6.0,5,46,No moonrise,11:57 AM,06:02 AM,06:04 PM,20,22,24,22,7,68,90,22.3,1015,22,9,124,4,Burundi
2020-04-15,26,21,0.0,6.0,5,38,12:13 AM,12:49 PM,06:02 AM,06:03 PM,21,26,26,24,6,71,84,10.2,1014,26,9,145,4,Burundi
2020-04-16,26,21,0.0,6.0,5,30,01:05 AM,01:39 PM,06:01 AM,06:03 PM,20,25,25,23,7,74,82,17.8,1012,26,9,92,4,Burundi
2020-04-17,26,20,0.0,6.0,5,23,01:54 AM,02:24 PM,06:01 AM,06:03 PM,20,25,25,23,7,78,84,27.4,1011,26,8,170,5,Burundi
2020-04-18,26,21,0.0,7.4,5,15,02:40 AM,03:07 PM,06:01 AM,06:02 PM,20,25,25,23,9,67,87,38.5,1013,26,8,254,5,Burundi
2020-04-19,26,20,0.0,8.8,5,8,03:24 AM,03:48 PM,06:01 AM,06:02 PM,20,25,25,23,6,70,83,16.4,1014,26,9,115,4,Burundi
2020-04-20,23,20,0.0,7.4,5,0,04:06 AM,04:27 PM,06:01 AM,06:02 PM,19,21,22,21,6,81,90,37.2,1015,23,8,62,5,Burundi
2020-04-21,26,20,0.0,7.4,5,0,04:48 AM,05:07 PM,06:01 AM,06:02 PM,19,24,24,23,6,65,80,5.8,1014,26,10,160,5,Burundi
2020-04-22,23,19,0.0,6.0,5,0,05:30 AM,05:47 PM,06:01 AM,06:01 PM,20,21,23,21,5,71,89,35.6,1014,23,8,59,3,Burundi
2020-04-23,25,21,0.0,8.9,5,0,06:12 AM,06:27 PM,06:00 AM,06:01 PM,20,24,24,22,5,70,86,25.0,1015,25,8,160,3,Burundi
2020-04-24,25,21,0.0,7.5,5,7,06:57 AM,07:11 PM,06:00 AM,06:01 PM,20,25,25,23,7,72,83,10.3,1014,25,9,109,5,Burundi
2020-04-25,23,21,0.0,7.5,5,15,07:43 AM,07:56 PM,06:00 AM,06:01 PM,19,22,23,22,10,72,85,8.0,1014,23,9,26,7,Burundi
2020-04-26,26,21,0.0,10.3,5,22,08:31 AM,08:44 PM,06:00 AM,06:00 PM,19,25,25,23,8,49,77,9.4,1014,26,9,115,5,Burundi
2020-04-27,26,19,0.0,7.5,5,30,09:23 AM,09:36 PM,06:00 AM,06:00 PM,20,24,24,22,8,73,86,38.7,1015,26,7,137,6,Burundi
2020-04-28,25,21,0.0,7.5,5,37,10:16 AM,10:30 PM,06:00 AM,06:00 PM,20,25,25,23,7,80,83,21.0,1015,25,8,114,5,Burundi
2020-04-29,26,20,0.0,7.5,5,45,11:11 AM,11:25 PM,06:00 AM,06:00 PM,20,24,24,23,6,75,84,25.2,1016,26,8,99,4,Burundi
2020-04-30,24,21,0.0,7.5,5,52,12:06 PM,No moonset,06:00 AM,06:00 PM,20,24,24,22,6,76,90,22.0,1016,24,8,169,4,Burundi
2020-05-01,24,20,0.0,5.8,5,58,01:00 PM,12:21 AM,06:00 AM,05:59 PM,19,21,23,21,5,72,88,14.7,1016,24,9,45,4,Burundi
2020-05-02,26,20,0.0,5.8,5,65,01:53 PM,01:17 AM,06:00 AM,05:59 PM,20,24,24,23,7,70,84,26.1,1015,26,8,104,4,Burundi
2020-05-03,26,20,0.0,5.8,5,72,02:44 PM,02:11 AM,06:00 AM,05:59 PM,19,25,25,23,7,78,79,13.8,1015,26,9,82,5,Burundi
2020-05-04,26,19,0.0,8.7,5,80,03:35 PM,03:06 AM,06:00 AM,05:59 PM,19,24,24,23,6,59,80,4.0,1015,26,9,93,4,Burundi
2020-05-05,25,21,0.0,5.8,5,87,04:26 PM,03:59 AM,06:00 AM,05:59 PM,20,25,25,23,7,77,84,24.1,1015,25,8,85,4,Burundi
2020-05-06,25,20,0.0,7.2,5,94,05:19 PM,04:54 AM,06:00 AM,05:59 PM,20,25,25,23,8,75,83,16.6,1014,25,9,96,5,Burundi
2020-05-07,26,21,0.0,8.7,5,100,06:12 PM,05:50 AM,06:00 AM,05:58 PM,20,25,25,23,6,70,82,12.0,1014,26,9,110,4,Burundi
2020-05-08,27,20,0.0,8.7,5,100,07:09 PM,06:48 AM,06:00 AM,05:58 PM,19,25,25,23,5,64,79,4.1,1014,27,10,130,4,Burundi
2020-05-09,25,21,0.0,5.8,5,84,08:06 PM,07:47 AM,06:00 AM,05:58 PM,19,25,25,23,7,59,80,5.4,1014,25,9,135,6,Burundi
2020-05-10,25,21,0.0,5.8,5,77,09:05 PM,08:46 AM,06:00 AM,05:58 PM,19,25,25,23,8,74,82,12.8,1015,25,9,129,6,Burundi
2020-05-11,26,20,0.0,5.8,5,70,10:02 PM,09:45 AM,06:00 AM,05:58 PM,20,25,25,23,9,72,83,15.9,1015,26,9,99,6,Burundi
2020-05-12,26,19,0.0,7.2,5,62,10:56 PM,10:40 AM,06:00 AM,05:58 PM,20,25,25,23,9,72,83,14.4,1015,26,9,91,6,Burundi
2020-05-13,26,20,0.0,5.8,5,55,11:48 PM,11:32 AM,06:00 AM,05:58 PM,20,25,25,23,6,78,84,23.4,1015,26,8,117,4,Burundi
2020-05-14,25,21,0.0,5.8,5,48,No moonrise,12:20 PM,06:00 AM,05:58 PM,20,25,25,22,6,64,85,17.5,1015,25,9,66,4,Burundi
2020-05-15,25,20,0.0,5.8,5,40,12:36 AM,01:05 PM,06:00 AM,05:58 PM,20,25,25,23,7,71,83,12.6,1015,25,9,102,5,Burundi
2020-05-16,25,21,0.0,5.8,5,33,01:21 AM,01:47 PM,06:00 AM,05:58 PM,20,25,25,23,9,80,85,16.7,1015,25,9,156,6,Burundi
2020-05-17,25,21,0.0,5.8,5,26,02:04 AM,02:26 PM,06:00 AM,05:58 PM,20,24,24,23,7,73,84,19.5,1015,25,8,85,5,Burundi
2020-05-18,27,21,0.0,10.1,5,19,02:46 AM,03:06 PM,06:00 AM,05:58 PM,20,25,25,23,9,56,81,8.7,1015,27,9,96,7,Burundi
2020-05-19,26,21,0.0,11.6,5,11,03:28 AM,03:46 PM,06:00 AM,05:58 PM,19,25,25,23,8,57,79,3.0,1016,26,10,106,6,Burundi
2020-05-20,26,20,0.0,5.8,5,4,04:10 AM,04:26 PM,06:01 AM,05:58 PM,19,24,24,23,8,62,79,8.2,1016,26,9,100,6,Burundi
2020-05-21,25,20,0.0,5.8,5,0,04:54 AM,05:08 PM,06:01 AM,05:58 PM,19,24,24,23,10,75,82,18.2,1016,25,8,90,6,Burundi
2020-05-22,26,20,0.0,4.3,5,0,05:40 AM,05:53 PM,06:01 AM,05:58 PM,19,25,25,23,9,73,80,9.6,1017,26,9,90,6,Burundi
2020-05-23,26,21,0.0,8.7,5,3,06:27 AM,06:41 PM,06:01 AM,05:58 PM,19,25,25,23,8,43,78,2.5,1017,26,10,109,7,Burundi
2020-05-24,27,20,0.0,8.7,6,10,07:19 AM,07:32 PM,06:01 AM,05:58 PM,18,25,25,23,8,30,74,0.2,1016,27,10,109,6,Burundi
2020-05-25,27,20,0.0,7.2,5,17,08:12 AM,08:26 PM,06:01 AM,05:58 PM,18,25,25,23,8,46,74,1.9,1015,27,10,93,6,Burundi
2020-05-26,28,21,0.0,5.8,6,25,09:07 AM,09:21 PM,06:01 AM,05:58 PM,20,26,26,24,9,71,78,6.8,1015,28,9,86,6,Burundi
2020-05-27,28,21,0.0,8.7,6,32,10:02 AM,10:17 PM,06:01 AM,05:58 PM,20,26,26,24,7,55,76,2.9,1015,28,10,84,6,Burundi
2020-05-28,28,22,0.0,8.7,6,39,10:56 AM,11:12 PM,06:02 AM,05:58 PM,19,27,27,24,8,36,72,1.0,1015,28,10,87,7,Burundi
2020-05-29,28,22,0.0,8.7,6,47,11:48 AM,No moonset,06:02 AM,05:58 PM,19,26,26,24,8,46,73,2.0,1015,28,10,101,7,Burundi
2020-05-30,27,21,0.0,8.7,5,54,12:39 PM,12:06 AM,06:02 AM,05:58 PM,18,25,25,24,8,43,72,3.0,1015,27,10,121,6,Burundi
2020-05-31,28,20,0.0,8.7,6,58,01:28 PM,12:58 AM,06:02 AM,05:59 PM,17,25,25,24,8,12,66,0.0,1016,28,10,102,6,Burundi
2020-06-01,27,21,0.0,8.7,6,71,02:17 PM,01:50 AM,06:02 AM,05:59 PM,16,25,25,24,8,8,64,0.0,1017,27,10,102,6,Burundi
2020-06-02,27,20,0.0,8.7,6,79,03:07 PM,02:42 AM,06:02 AM,05:59 PM,17,25,25,23,8,14,67,0.0,1016,27,10,98,6,Burundi
2020-06-03,27,20,0.0,8.7,6,86,03:59 PM,03:36 AM,06:03 AM,05:59 PM,16,24,24,23,8,14,66,0.0,1015,27,10,93,6,Burundi
2020-06-04,25,19,0.0,8.7,5,94,04:53 PM,04:31 AM,06:03 AM,05:59 PM,16,23,23,22,11,31,69,1.1,1015,25,10,97,8,Burundi
2020-06-05,27,20,0.0,8.7,5,100,05:49 PM,05:30 AM,06:03 AM,05:59 PM,17,24,24,23,9,32,72,0.6,1016,27,10,103,7,Burundi
2020-06-06,27,19,0.0,8.7,5,100,06:48 PM,06:28 AM,06:03 AM,05:59 PM,17,24,24,23,10,39,69,1.6,1016,27,10,93,7,Burundi
2020-06-07,27,19,0.0,8.8,5,84,07:47 PM,07:29 AM,06:03 AM,06:00 PM,17,24,24,23,10,44,71,2.4,1015,27,10,93,7,Burundi
2020-06-08,27,21,0.0,8.8,5,76,08:43 PM,08:26 AM,06:04 AM,06:00 PM,17,25,25,24,10,55,69,1.7,1014,27,10,107,8,Burundi
2020-06-09,27,21,0.0,8.8,6,69,09:38 PM,09:21 AM,06:04 AM,06:00 PM,18,26,26,24,9,57,71,4.1,1014,27,10,109,8,Burundi
