date_time,Ecuador_maxtempC,Ecuador_mintempC,Ecuador_totalSnow_cm,Ecuador_sunHour,Ecuador_uvIndex,Ecuador_moon_illumination,Ecuador_moonrise,Ecuador_moonset,Ecuador_sunrise,Ecuador_sunset,Ecuador_DewPointC,Ecuador_FeelsLikeC,Ecuador_HeatIndexC,Ecuador_WindChillC,Ecuador_WindGustKmph,Ecuador_cloudcover,Ecuador_humidity,Ecuador_precipMM,Ecuador_pressure,Ecuador_tempC,Ecuador_visibility,Ecuador_winddirDegree,Ecuador_windspeedKmph,Ecuador_location
2020-01-01,15,12,0.0,7.4,3,37,11:18 AM,11:38 PM,06:13 AM,06:21 PM,11,13,13,13,6,72,85,8.0,1013,15,10,325,5,Ecuador
2020-01-02,17,12,0.0,6.0,3,44,11:59 AM,No moonset,06:14 AM,06:22 PM,11,14,14,14,8,75,81,7.6,1013,17,10,250,6,Ecuador
2020-01-03,18,12,0.0,6.0,4,51,12:40 PM,12:18 AM,06:14 AM,06:22 PM,10,15,14,15,6,75,78,14.0,1015,18,9,189,5,Ecuador
2020-01-04,18,11,0.0,8.8,4,59,01:22 PM,01:00 AM,06:15 AM,06:23 PM,9,14,14,14,6,57,72,2.6,1016,18,10,179,5,Ecuador
2020-01-05,17,12,0.0,7.4,3,66,02:05 PM,01:42 AM,06:15 AM,06:23 PM,9,14,14,14,6,64,75,1.2,1016,17,10,257,5,Ecuador
2020-01-06,18,11,0.0,11.6,4,73,02:52 PM,02:27 AM,06:15 AM,06:24 PM,9,14,14,14,6,37,70,1.1,1014,18,10,220,5,Ecuador
2020-01-07,18,12,0.0,8.8,4,80,03:42 PM,03:15 AM,06:16 AM,06:24 PM,10,15,14,15,7,60,73,2.9,1013,18,10,253,6,Ecuador
2020-01-08,19,12,0.0,8.8,4,88,04:36 PM,04:07 AM,06:16 AM,06:24 PM,9,15,15,15,7,70,69,3.2,1014,19,9,174,6,Ecuador
2020-01-09,20,11,0.0,10.2,4,95,05:34 PM,05:03 AM,06:17 AM,06:25 PM,4,15,15,15,8,27,50,1.0,1014,20,10,109,7,Ecuador
2020-01-10,20,10,0.0,8.8,4,100,06:33 PM,06:01 AM,06:17 AM,06:25 PM,7,15,15,15,9,34,60,0.5,1012,20,10,80,7,Ecuador
2020-01-11,19,11,0.0,10.2,4,100,07:33 PM,07:01 AM,06:18 AM,06:26 PM,7,14,14,14,9,31,63,0.9,1012,19,10,116,7,Ecuador
2020-01-12,19,12,0.0,8.8,4,83,08:31 PM,08:00 AM,06:18 AM,06:26 PM,9,15,15,15,7,43,66,1.4,1013,19,10,77,6,Ecuador
2020-01-13,19,12,0.0,8.8,4,76,09:26 PM,08:57 AM,06:18 AM,06:26 PM,9,15,15,15,6,54,67,2.5,1012,19,10,147,5,Ecuador
2020-01-14,19,12,0.0,8.8,4,69,10:19 PM,09:52 AM,06:19 AM,06:27 PM,9,15,15,15,7,46,70,3.5,1013,19,10,173,5,Ecuador
2020-01-15,20,11,0.0,8.8,4,61,11:10 PM,10:43 AM,06:19 AM,06:27 PM,9,15,15,15,7,51,67,3.6,1012,20,10,146,6,Ecuador
2020-01-16,20,12,0.0,8.8,4,54,12:00 AM,11:34 AM,06:19 AM,06:27 PM,9,16,16,16,7,47,64,0.9,1013,20,10,82,6,Ecuador
2020-01-17,20,13,0.0,8.8,4,47,No moonrise,12:23 PM,06:20 AM,06:28 PM,9,16,16,16,11,37,63,0.6,1013,20,10,102,9,Ecuador
2020-01-18,20,13,0.0,10.2,4,40,12:49 AM,01:14 PM,06:20 AM,06:28 PM,9,16,16,16,9,32,64,0.6,1012,20,10,88,7,Ecuador
2020-01-19,19,13,0.0,8.8,4,32,01:40 AM,02:05 PM,06:20 AM,06:28 PM,10,16,16,16,7,48,72,4.5,1012,19,10,175,6,Ecuador
2020-01-20,19,13,0.0,7.4,4,25,02:32 AM,02:58 PM,06:21 AM,06:29 PM,11,15,15,15,7,55,76,13.8,1014,19,9,189,5,Ecuador
2020-01-21,16,11,0.0,7.4,3,18,03:25 AM,03:52 PM,06:21 AM,06:29 PM,10,14,13,14,7,65,79,74.5,1014,16,7,203,5,Ecuador
2020-01-22,17,12,0.0,7.4,4,11,04:19 AM,04:46 PM,06:21 AM,06:29 PM,10,14,14,14,7,69,79,6.4,1014,17,9,295,6,Ecuador
2020-01-23,18,11,0.0,10.2,4,3,05:14 AM,05:40 PM,06:22 AM,06:29 PM,10,14,14,14,6,49,75,1.6,1013,18,10,206,5,Ecuador
2020-01-24,17,12,0.0,6.0,4,0,06:06 AM,06:32 PM,06:22 AM,06:30 PM,10,14,14,14,7,80,78,3.9,1014,17,9,218,5,Ecuador
2020-01-25,16,13,0.0,6.0,3,0,06:57 AM,07:21 PM,06:22 AM,06:30 PM,11,14,14,14,7,77,82,22.4,1015,16,8,316,5,Ecuador
2020-01-26,16,12,0.0,6.0,3,4,07:45 AM,08:07 PM,06:22 AM,06:30 PM,10,14,14,14,7,72,80,11.7,1015,16,9,188,6,Ecuador
2020-01-27,16,12,0.0,7.4,3,11,08:30 AM,08:51 PM,06:23 AM,06:30 PM,10,14,13,14,6,73,82,9.1,1015,16,9,225,5,Ecuador
2020-01-28,18,12,0.0,8.8,4,18,09:14 AM,09:34 PM,06:23 AM,06:30 PM,10,15,14,15,6,55,75,3.1,1014,18,10,160,5,Ecuador
2020-01-29,18,12,0.0,6.0,4,26,09:55 AM,10:14 PM,06:23 AM,06:31 PM,10,14,14,14,7,75,77,6.4,1014,18,9,209,6,Ecuador
2020-01-30,18,12,0.0,8.8,4,33,10:35 AM,10:55 PM,06:23 AM,06:31 PM,10,15,15,15,6,49,74,4.0,1014,18,10,172,5,Ecuador
2020-01-31,18,12,0.0,6.0,4,37,11:17 AM,11:36 PM,06:23 AM,06:31 PM,10,15,14,15,6,72,76,6.4,1014,18,10,158,5,Ecuador
2020-02-01,18,12,0.0,8.8,4,49,11:59 AM,No moonset,06:24 AM,06:31 PM,10,15,14,15,7,67,74,7.8,1014,18,9,202,5,Ecuador
2020-02-02,17,12,0.0,6.0,3,57,12:43 PM,12:19 AM,06:24 AM,06:31 PM,10,14,14,14,6,66,78,9.3,1015,17,9,149,5,Ecuador
2020-02-03,19,12,0.0,6.0,4,64,01:30 PM,01:04 AM,06:24 AM,06:31 PM,10,15,15,15,5,70,76,15.1,1015,19,9,187,4,Ecuador
2020-02-04,18,12,0.0,11.6,4,72,02:21 PM,01:53 AM,06:24 AM,06:31 PM,10,15,15,15,6,57,75,18.7,1015,18,9,162,5,Ecuador
2020-02-05,20,12,0.0,10.2,4,79,03:16 PM,02:46 AM,06:24 AM,06:31 PM,8,15,15,15,6,41,66,1.0,1014,20,10,168,5,Ecuador
2020-02-06,21,12,0.0,11.6,4,87,04:14 PM,03:43 AM,06:24 AM,06:32 PM,6,16,16,16,7,27,57,0.4,1013,21,10,168,6,Ecuador
2020-02-07,20,12,0.0,10.2,4,95,05:14 PM,04:42 AM,06:24 AM,06:32 PM,7,16,15,16,7,40,62,1.3,1014,20,10,181,6,Ecuador
2020-02-08,18,13,0.0,6.0,4,100,06:14 PM,05:43 AM,06:24 AM,06:32 PM,10,15,15,15,6,78,76,7.2,1014,18,9,286,5,Ecuador
2020-02-09,18,13,0.0,7.4,4,100,07:12 PM,06:42 AM,06:24 AM,06:32 PM,11,15,15,15,6,63,79,6.8,1014,18,9,219,5,Ecuador
2020-02-10,19,12,0.0,11.6,4,83,08:08 PM,07:39 AM,06:24 AM,06:32 PM,10,15,15,15,6,34,71,1.2,1014,19,10,174,5,Ecuador
2020-02-11,21,12,0.0,8.8,4,75,09:02 PM,08:34 AM,06:24 AM,06:32 PM,9,15,16,15,8,52,65,2.2,1013,21,10,152,6,Ecuador
2020-02-12,19,12,0.0,8.8,4,68,09:54 PM,09:27 AM,06:24 AM,06:32 PM,9,15,15,15,7,55,68,2.6,1013,19,10,138,6,Ecuador
2020-02-13,19,12,0.0,10.2,4,60,10:45 PM,10:18 AM,06:24 AM,06:32 PM,9,15,15,15,6,40,71,3.1,1012,19,10,168,5,Ecuador
2020-02-14,20,13,0.0,8.8,4,53,11:37 PM,11:10 AM,06:24 AM,06:32 PM,10,16,16,16,6,56,70,3.9,1013,20,10,168,5,Ecuador
2020-02-15,19,13,0.0,11.6,4,45,No moonrise,12:02 PM,06:24 AM,06:31 PM,11,16,16,16,6,39,73,3.7,1013,19,10,154,5,Ecuador
2020-02-16,19,13,0.0,10.2,4,38,12:28 AM,12:54 PM,06:24 AM,06:31 PM,11,16,15,16,6,50,74,2.8,1012,19,10,121,5,Ecuador
2020-02-17,20,13,0.0,10.2,4,30,01:22 AM,01:48 PM,06:24 AM,06:31 PM,9,16,16,16,7,29,66,0.7,1010,20,10,115,6,Ecuador
2020-02-18,21,12,0.0,11.6,4,22,02:15 AM,02:42 PM,06:24 AM,06:31 PM,8,16,16,16,10,24,60,0.2,1011,21,10,91,8,Ecuador
2020-02-19,21,13,0.0,8.8,4,15,03:09 AM,03:35 PM,06:24 AM,06:31 PM,9,16,16,16,9,40,65,3.6,1012,21,10,144,7,Ecuador
2020-02-20,19,13,0.0,6.0,4,7,04:02 AM,04:27 PM,06:24 AM,06:31 PM,11,15,15,15,8,74,77,18.3,1013,19,9,223,5,Ecuador
2020-02-21,17,13,0.0,7.4,4,0,04:52 AM,05:17 PM,06:24 AM,06:31 PM,11,15,14,15,8,66,81,14.1,1014,17,9,233,6,Ecuador
2020-02-22,17,12,0.0,6.0,4,0,05:41 AM,06:03 PM,06:24 AM,06:31 PM,11,14,14,14,6,72,81,8.9,1014,17,9,283,5,Ecuador
2020-02-23,18,13,0.0,11.6,4,0,06:26 AM,06:48 PM,06:24 AM,06:31 PM,11,15,15,15,6,54,79,10.1,1014,18,9,220,4,Ecuador
2020-02-24,16,12,0.0,7.4,3,0,07:10 AM,07:31 PM,06:24 AM,06:30 PM,11,14,14,14,7,74,82,39.5,1014,16,8,240,5,Ecuador
2020-02-25,17,12,0.0,7.4,4,8,07:52 AM,08:11 PM,06:23 AM,06:30 PM,10,14,14,14,7,67,78,5.2,1014,17,9,236,6,Ecuador
2020-02-26,17,12,0.0,6.0,3,15,08:33 AM,08:52 PM,06:23 AM,06:30 PM,11,14,14,14,7,72,82,9.4,1014,17,9,264,5,Ecuador
2020-02-27,15,12,0.0,7.4,3,23,09:14 AM,09:33 PM,06:23 AM,06:30 PM,11,13,13,13,6,71,87,4.8,1014,15,10,305,5,Ecuador
2020-02-28,17,12,0.0,8.8,3,30,09:55 AM,10:14 PM,06:23 AM,06:30 PM,11,14,14,14,6,59,81,2.6,1014,17,9,205,5,Ecuador
2020-02-29,18,13,0.0,10.2,4,38,10:38 AM,10:58 PM,06:23 AM,06:30 PM,11,15,15,15,6,54,80,10.9,1015,18,9,227,5,Ecuador
2020-03-01,19,13,0.0,7.4,4,44,11:23 AM,11:45 PM,06:23 AM,06:29 PM,11,15,15,15,7,65,77,8.6,1014,19,9,190,5,Ecuador
2020-03-02,19,13,0.0,8.8,4,51,12:11 PM,No moonset,06:22 AM,06:29 PM,11,16,15,16,6,60,74,8.2,1014,19,9,155,4,Ecuador
2020-03-03,19,13,0.0,10.2,4,58,01:03 PM,12:34 AM,06:22 AM,06:29 PM,10,16,15,16,6,48,73,6.7,1014,19,10,193,5,Ecuador
2020-03-04,19,13,0.0,8.8,4,65,01:58 PM,01:28 AM,06:22 AM,06:29 PM,11,16,16,16,6,57,74,3.9,1014,19,10,160,4,Ecuador
2020-03-05,19,13,0.0,7.4,4,73,02:55 PM,02:24 AM,06:22 AM,06:28 PM,11,16,16,16,6,52,74,2.3,1014,19,10,122,5,Ecuador
2020-03-06,18,13,0.0,10.2,4,80,03:55 PM,03:23 AM,06:21 AM,06:28 PM,11,15,15,15,6,53,78,6.5,1015,18,9,225,5,Ecuador
2020-03-07,18,13,0.0,7.4,4,87,04:53 PM,04:22 AM,06:21 AM,06:28 PM,11,15,14,15,5,57,80,4.8,1014,18,10,181,4,Ecuador
2020-03-08,19,12,0.0,8.8,4,95,05:51 PM,05:21 AM,06:21 AM,06:28 PM,11,15,15,15,6,55,77,5.0,1013,19,9,158,5,Ecuador
2020-03-09,19,13,0.0,6.0,4,100,06:46 PM,06:17 AM,06:21 AM,06:27 PM,11,15,15,15,7,71,75,12.4,1014,19,9,159,5,Ecuador
2020-03-10,17,13,0.0,6.0,4,100,07:40 PM,07:12 AM,06:21 AM,06:27 PM,11,15,14,15,6,71,80,17.1,1015,17,8,144,4,Ecuador
2020-03-11,18,13,0.0,6.0,4,84,08:33 PM,08:06 AM,06:20 AM,06:27 PM,11,14,14,14,6,72,80,16.2,1013,18,8,249,4,Ecuador
2020-03-12,17,12,0.0,6.0,4,76,09:27 PM,08:59 AM,06:20 AM,06:27 PM,10,14,14,14,6,73,79,7.4,1012,17,8,236,5,Ecuador
2020-03-13,15,13,0.0,6.0,3,69,10:21 PM,09:53 AM,06:20 AM,06:26 PM,11,14,14,14,7,75,83,13.4,1014,15,9,206,5,Ecuador
2020-03-14,16,12,0.0,6.0,3,62,11:16 PM,10:47 AM,06:19 AM,06:26 PM,10,13,13,13,6,66,82,8.2,1015,16,9,153,4,Ecuador
2020-03-15,17,12,0.0,6.0,4,55,No moonrise,11:43 AM,06:19 AM,06:26 PM,11,14,14,14,6,67,79,4.7,1014,17,10,210,5,Ecuador
2020-03-16,17,12,0.0,6.0,3,47,12:10 AM,12:37 PM,06:19 AM,06:25 PM,11,14,14,14,6,73,81,13.6,1014,17,9,330,5,Ecuador
2020-03-17,18,12,0.0,7.4,4,40,01:05 AM,01:32 PM,06:19 AM,06:25 PM,10,15,15,15,6,74,76,8.8,1014,18,9,275,5,Ecuador
2020-03-18,19,12,0.0,8.8,4,33,01:59 AM,02:24 PM,06:18 AM,06:25 PM,9,15,15,15,6,58,72,1.2,1014,19,10,200,5,Ecuador
2020-03-19,19,12,0.0,10.2,4,25,02:50 AM,03:14 PM,06:18 AM,06:25 PM,9,15,15,15,7,43,70,0.8,1015,19,10,225,6,Ecuador
2020-03-20,18,11,0.0,11.6,4,18,03:39 AM,04:02 PM,06:18 AM,06:24 PM,9,14,14,14,7,45,72,1.0,1015,18,10,224,6,Ecuador
2020-03-21,18,11,0.0,8.8,4,11,04:25 AM,04:46 PM,06:18 AM,06:24 PM,8,14,14,14,7,52,70,1.2,1015,18,10,267,6,Ecuador
2020-03-22,20,11,0.0,11.6,4,4,05:09 AM,05:29 PM,06:17 AM,06:24 PM,8,14,14,14,7,33,70,0.9,1014,20,10,208,5,Ecuador
2020-03-23,18,11,0.0,7.4,3,0,05:51 AM,06:10 PM,06:17 AM,06:23 PM,9,14,14,14,6,63,75,4.4,1015,18,9,183,5,Ecuador
2020-03-24,18,12,0.0,6.0,4,0,06:32 AM,06:51 PM,06:17 AM,06:23 PM,10,14,14,14,7,81,76,15.1,1015,18,9,216,4,Ecuador
2020-03-25,18,12,0.0,6.0,4,3,07:13 AM,07:32 PM,06:16 AM,06:23 PM,10,15,15,15,6,76,77,11.5,1013,18,9,182,5,Ecuador
2020-03-26,19,13,0.0,6.0,4,11,07:54 AM,08:13 PM,06:16 AM,06:22 PM,11,15,15,15,5,73,77,17.1,1012,19,9,256,4,Ecuador
2020-03-27,18,13,0.0,6.0,4,18,08:36 AM,08:56 PM,06:16 AM,06:22 PM,11,15,15,15,6,69,78,5.1,1012,18,9,300,5,Ecuador
2020-03-28,16,13,0.0,7.4,3,25,09:20 AM,09:41 PM,06:15 AM,06:22 PM,11,14,14,14,5,71,83,9.3,1012,16,9,297,4,Ecuador
2020-03-29,17,13,0.0,6.0,4,32,10:06 AM,10:29 PM,06:15 AM,06:22 PM,11,14,14,14,6,69,80,7.1,1013,17,9,195,5,Ecuador
2020-03-30,17,12,0.0,7.4,4,40,10:56 AM,11:20 PM,06:15 AM,06:21 PM,10,14,14,14,7,67,77,5.9,1013,17,10,145,5,Ecuador
2020-03-31,16,12,0.0,7.4,3,44,11:49 AM,No moonset,06:15 AM,06:21 PM,10,14,14,14,5,67,82,6.8,1013,16,9,248,4,Ecuador
2020-04-01,17,12,0.0,6.0,3,56,12:43 PM,12:13 AM,06:14 AM,06:21 PM,10,14,14,14,7,71,82,7.8,1013,17,9,296,5,Ecuador
2020-04-02,16,12,0.0,6.0,3,64,01:40 PM,01:10 AM,06:14 AM,06:20 PM,10,14,13,14,6,67,82,12.7,1015,16,9,157,4,Ecuador
2020-04-03,19,12,0.0,8.8,4,71,02:37 PM,02:06 AM,06:14 AM,06:20 PM,10,15,15,15,7,50,73,5.4,1014,19,10,144,5,Ecuador
2020-04-04,19,12,0.0,10.2,4,79,03:34 PM,03:04 AM,06:13 AM,06:20 PM,10,15,15,15,6,64,74,3.4,1012,19,10,119,5,Ecuador
2020-04-05,20,12,0.0,7.4,4,87,04:28 PM,03:59 AM,06:13 AM,06:19 PM,10,16,16,16,7,63,73,7.6,1013,20,9,124,5,Ecuador
2020-04-06,17,13,0.0,7.4,4,94,05:23 PM,04:54 AM,06:13 AM,06:19 PM,11,15,15,15,5,69,78,9.5,1014,17,8,42,4,Ecuador
2020-04-07,18,13,0.0,6.0,4,100,06:16 PM,05:49 AM,06:13 AM,06:19 PM,10,15,15,15,7,74,72,6.1,1015,18,10,59,5,Ecuador
2020-04-08,19,13,0.0,6.0,4,100,07:11 PM,06:42 AM,06:12 AM,06:19 PM,11,15,15,15,6,62,76,9.3,1014,19,9,124,4,Ecuador
2020-04-09,19,12,0.0,6.0,4,83,08:06 PM,07:37 AM,06:12 AM,06:18 PM,11,16,15,16,7,68,74,19.8,1013,19,8,225,4,Ecuador
2020-04-10,19,13,0.0,6.0,4,76,09:02 PM,08:33 AM,06:12 AM,06:18 PM,11,15,15,15,7,75,77,46.6,1014,19,8,176,5,Ecuador
2020-04-11,18,13,0.0,7.4,4,68,09:59 PM,09:30 AM,06:12 AM,06:18 PM,11,14,14,14,5,70,80,44.1,1015,18,8,164,4,Ecuador
2020-04-12,18,12,0.0,6.0,4,61,10:56 PM,10:27 AM,06:11 AM,06:18 PM,10,14,14,14,6,74,78,14.8,1015,18,8,208,5,Ecuador
2020-04-13,19,12,0.0,6.0,4,53,11:52 PM,11:24 AM,06:11 AM,06:17 PM,10,15,14,15,6,78,77,10.1,1016,19,8,166,5,Ecuador
2020-04-14,17,12,0.0,8.8,3,46,No moonrise,12:19 PM,06:11 AM,06:17 PM,10,14,14,14,6,57,80,5.4,1015,17,9,245,5,Ecuador
2020-04-15,14,11,0.0,6.0,3,38,12:45 AM,01:11 PM,06:11 AM,06:17 PM,10,12,12,12,7,85,88,18.2,1014,14,8,321,5,Ecuador
2020-04-16,16,11,0.0,7.4,3,30,01:36 AM,01:59 PM,06:10 AM,06:17 PM,9,13,13,13,5,68,79,7.8,1015,16,9,206,4,Ecuador
2020-04-17,17,12,0.0,6.0,4,23,02:23 AM,02:45 PM,06:10 AM,06:16 PM,9,14,14,14,6,73,71,16.7,1016,17,8,149,5,Ecuador
2020-04-18,17,12,0.0,6.0,3,15,03:08 AM,03:29 PM,06:10 AM,06:16 PM,10,14,14,14,5,76,78,9.0,1016,17,9,226,4,Ecuador
2020-04-19,18,11,0.0,8.8,4,8,03:50 AM,04:10 PM,06:10 AM,06:16 PM,9,14,14,14,6,55,72,7.6,1016,18,9,235,5,Ecuador
2020-04-20,18,11,0.0,7.4,4,0,04:31 AM,04:50 PM,06:09 AM,06:16 PM,9,14,14,14,5,74,74,7.1,1016,18,9,194,4,Ecuador
2020-04-21,19,12,0.0,7.4,4,0,05:12 AM,05:31 PM,06:09 AM,06:16 PM,9,15,15,15,7,53,73,10.7,1015,19,9,148,5,Ecuador
2020-04-22,19,12,0.0,8.8,4,0,05:53 AM,06:12 PM,06:09 AM,06:15 PM,9,15,15,15,6,63,72,7.7,1015,19,9,205,5,Ecuador
2020-04-23,20,12,0.0,6.0,4,0,06:34 AM,06:55 PM,06:09 AM,06:15 PM,10,15,15,15,7,70,72,9.0,1014,20,9,189,5,Ecuador
2020-04-24,18,12,0.0,6.0,4,7,07:18 AM,07:39 PM,06:09 AM,06:15 PM,10,14,14,14,7,80,76,6.4,1014,18,10,145,5,Ecuador
2020-04-25,20,12,0.0,6.0,4,15,08:04 AM,08:26 PM,06:09 AM,06:15 PM,10,15,15,15,6,78,75,12.8,1014,20,9,165,4,Ecuador
2020-04-26,20,12,0.0,8.8,4,22,08:53 AM,09:17 PM,06:08 AM,06:15 PM,9,15,15,15,7,71,72,9.4,1015,20,9,161,5,Ecuador
2020-04-27,20,12,0.0,8.8,4,30,09:45 AM,10:09 PM,06:08 AM,06:15 PM,8,15,15,15,7,60,65,6.2,1015,20,9,131,5,Ecuador
2020-04-28,18,12,0.0,6.0,4,37,10:38 AM,11:04 PM,06:08 AM,06:14 PM,10,15,15,15,6,69,75,8.4,1015,18,9,170,4,Ecuador
2020-04-29,19,12,0.0,7.4,4,45,11:33 AM,11:59 PM,06:08 AM,06:14 PM,10,15,15,15,7,55,74,9.4,1014,19,9,171,5,Ecuador
