date_time,Zambia_maxtempC,Zambia_mintempC,Zambia_totalSnow_cm,Zambia_sunHour,Zambia_uvIndex,Zambia_moon_illumination,Zambia_moonrise,Zambia_moonset,Zambia_sunrise,Zambia_sunset,Zambia_DewPointC,Zambia_FeelsLikeC,Zambia_HeatIndexC,Zambia_WindChillC,Zambia_WindGustKmph,Zambia_cloudcover,Zambia_humidity,Zambia_precipMM,Zambia_pressure,Zambia_tempC,Zambia_visibility,Zambia_winddirDegree,Zambia_windspeedKmph,Zambia_location
2020-02-27,25,17,0.0,6.1,5,23,08:57 AM,09:08 PM,06:07 AM,06:32 PM,19,20,21,20,9,85,91,16.6,1012,25,6,76,6,Zambia
2020-02-28,24,19,0.0,7.5,5,30,09:44 AM,09:45 PM,06:07 AM,06:32 PM,19,21,22,21,8,57,90,16.3,1012,24,9,258,5,Zambia
2020-02-29,24,18,0.0,7.5,5,38,10:31 AM,10:22 PM,06:07 AM,06:31 PM,18,20,21,20,16,76,88,11.8,1013,24,9,89,11,Zambia
2020-03-01,23,17,0.0,7.5,5,44,11:20 AM,11:03 PM,06:07 AM,06:30 PM,18,19,20,19,18,65,90,4.0,1014,23,8,92,12,Zambia
2020-03-02,22,17,0.0,7.5,5,51,12:12 PM,11:48 PM,06:08 AM,06:30 PM,17,19,20,19,15,83,89,0.5,1014,22,6,78,11,Zambia
2020-03-03,23,16,0.0,7.5,5,58,01:06 PM,No moonset,06:08 AM,06:29 PM,17,19,20,19,15,65,88,0.6,1015,23,6,96,10,Zambia
2020-03-04,18,15,0.0,6.1,4,65,02:02 PM,12:37 AM,06:08 AM,06:28 PM,16,17,17,17,19,84,95,7.1,1016,18,8,92,13,Zambia
2020-03-05,22,16,0.0,6.1,4,73,02:59 PM,01:32 AM,06:08 AM,06:28 PM,16,18,19,18,15,76,90,3.6,1016,22,9,94,10,Zambia
2020-03-06,23,15,0.0,11.6,6,80,03:56 PM,02:31 AM,06:08 AM,06:27 PM,16,19,20,19,16,35,85,0.0,1015,23,8,96,10,Zambia
2020-03-07,22,15,0.0,7.5,5,87,04:51 PM,03:33 AM,06:09 AM,06:26 PM,16,19,20,19,17,51,86,0.3,1015,22,9,98,11,Zambia
2020-03-08,23,16,0.0,6.1,5,95,05:43 PM,04:36 AM,06:09 AM,06:26 PM,17,19,20,19,15,86,88,0.4,1014,23,5,99,10,Zambia
2020-03-09,25,16,0.0,7.5,5,100,06:32 PM,05:40 AM,06:09 AM,06:25 PM,18,21,21,20,14,67,87,1.5,1013,25,6,102,9,Zambia
2020-03-10,25,17,0.0,7.5,5,100,07:20 PM,06:42 AM,06:09 AM,06:24 PM,18,20,22,20,14,73,87,0.4,1011,25,5,81,9,Zambia
2020-03-11,25,17,0.0,7.5,5,84,08:06 PM,07:43 AM,06:09 AM,06:24 PM,18,22,22,21,11,54,85,0.3,1011,25,7,82,7,Zambia
2020-03-12,26,17,0.0,11.6,5,76,08:53 PM,08:43 AM,06:09 AM,06:23 PM,18,22,22,21,15,30,83,0.0,1011,26,8,97,10,Zambia
2020-03-13,25,18,0.0,8.8,5,69,09:41 PM,09:44 AM,06:10 AM,06:22 PM,19,22,22,21,19,68,88,1.3,1012,25,6,99,12,Zambia
2020-03-14,26,17,0.0,10.2,5,62,10:30 PM,10:44 AM,06:10 AM,06:21 PM,17,22,22,21,16,33,82,0.3,1013,26,9,96,10,Zambia
2020-03-15,26,18,0.0,10.2,5,55,11:22 PM,11:43 AM,06:10 AM,06:21 PM,19,22,22,21,11,53,85,4.4,1011,26,8,99,7,Zambia
2020-03-16,24,19,0.0,6.1,5,47,No moonrise,12:41 PM,06:10 AM,06:20 PM,19,22,22,21,13,70,89,12.2,1010,24,7,99,8,Zambia
2020-03-17,23,18,0.0,8.8,5,40,12:14 AM,01:37 PM,06:10 AM,06:19 PM,17,20,21,20,21,66,85,1.3,1012,23,9,99,14,Zambia
2020-03-18,24,17,0.0,11.6,5,33,01:08 AM,02:29 PM,06:10 AM,06:19 PM,16,20,21,20,17,52,82,0.1,1014,24,8,97,12,Zambia
2020-03-19,24,15,0.0,11.6,6,25,02:01 AM,03:18 PM,06:11 AM,06:18 PM,16,20,20,20,16,32,83,0.0,1014,24,9,99,10,Zambia
2020-03-20,24,16,0.0,11.6,5,18,02:54 AM,04:02 PM,06:11 AM,06:17 PM,16,20,21,20,18,41,81,0.2,1013,24,10,98,12,Zambia
2020-03-21,24,17,0.0,10.2,5,11,03:45 AM,04:43 PM,06:11 AM,06:16 PM,16,20,21,20,18,50,80,0.1,1014,24,10,98,12,Zambia
2020-03-22,21,17,0.0,8.8,5,4,04:34 AM,05:22 PM,06:11 AM,06:16 PM,17,19,20,19,15,65,88,0.1,1015,21,7,88,9,Zambia
2020-03-23,23,16,0.0,11.6,5,0,05:22 AM,05:58 PM,06:11 AM,06:15 PM,15,19,20,19,16,35,78,0.2,1015,23,10,108,10,Zambia
2020-03-24,26,17,0.0,10.2,5,0,06:08 AM,06:33 PM,06:11 AM,06:14 PM,16,22,22,21,13,32,74,0.2,1014,26,10,111,8,Zambia
2020-03-25,26,17,0.0,8.8,5,3,06:54 AM,07:09 PM,06:11 AM,06:14 PM,17,22,22,21,12,41,79,3.1,1011,26,10,118,8,Zambia
2020-03-26,27,18,0.0,8.8,5,11,07:41 AM,07:45 PM,06:11 AM,06:13 PM,18,23,23,22,10,43,79,3.7,1009,27,10,106,6,Zambia
2020-03-27,27,19,0.0,7.4,5,18,08:28 AM,08:21 PM,06:12 AM,06:12 PM,18,23,23,22,11,45,80,5.2,1011,27,10,83,7,Zambia
2020-03-28,25,18,0.0,11.6,6,25,09:16 AM,09:01 PM,06:12 AM,06:11 PM,16,22,22,21,18,21,76,0.0,1014,25,10,100,12,Zambia
2020-03-29,25,17,0.0,8.8,5,32,10:07 AM,09:44 PM,06:12 AM,06:11 PM,16,20,21,20,16,55,81,0.6,1014,25,9,97,11,Zambia
2020-03-30,26,17,0.0,8.8,5,40,10:59 AM,10:31 PM,06:12 AM,06:10 PM,17,22,22,21,14,48,82,1.3,1013,26,7,93,9,Zambia
2020-03-31,27,17,0.0,11.6,6,44,11:53 AM,11:22 PM,06:12 AM,06:09 PM,16,22,22,21,13,16,77,0.0,1013,27,10,87,8,Zambia
2020-04-01,27,17,0.0,11.6,6,56,12:48 PM,No moonset,06:12 AM,06:08 PM,16,23,23,22,11,9,73,0.0,1013,27,10,103,7,Zambia
2020-04-02,25,17,0.0,11.6,6,64,01:44 PM,12:17 AM,06:12 AM,06:08 PM,15,21,21,21,18,22,71,0.0,1014,25,10,97,12,Zambia
2020-04-03,22,15,0.0,6.0,4,71,02:37 PM,01:16 AM,06:13 AM,06:07 PM,15,18,19,18,17,66,82,0.9,1016,22,9,95,11,Zambia
2020-04-04,25,15,0.0,10.2,5,79,03:29 PM,02:17 AM,06:13 AM,06:06 PM,15,19,20,19,12,36,78,0.1,1015,25,7,89,8,Zambia
2020-04-05,26,16,0.0,11.6,6,87,04:19 PM,03:19 AM,06:13 AM,06:06 PM,15,21,21,20,10,23,73,0.0,1014,26,10,100,7,Zambia
2020-04-06,27,17,0.0,8.8,5,94,05:07 PM,04:20 AM,06:13 AM,06:05 PM,15,22,22,21,8,41,69,0.8,1013,27,10,107,5,Zambia
2020-04-07,28,18,0.0,10.2,5,100,05:53 PM,05:22 AM,06:13 AM,06:04 PM,16,23,23,22,7,46,70,1.0,1012,28,10,93,5,Zambia
2020-04-08,27,18,0.0,11.6,5,100,06:40 PM,06:23 AM,06:13 AM,06:04 PM,15,23,23,22,12,29,64,0.1,1013,27,10,97,8,Zambia
2020-04-09,24,18,0.0,10.2,5,83,07:28 PM,07:25 AM,06:13 AM,06:03 PM,16,20,21,20,24,43,77,0.3,1016,24,10,98,16,Zambia
2020-04-10,22,16,0.0,5.9,4,76,08:18 PM,08:26 AM,06:13 AM,06:02 PM,15,19,19,19,21,63,79,1.3,1017,22,10,96,14,Zambia
2020-04-11,23,15,0.0,7.4,5,68,09:10 PM,09:29 AM,06:14 AM,06:02 PM,15,19,19,19,15,56,81,0.1,1017,23,9,93,10,Zambia
2020-04-12,27,15,0.0,11.6,6,61,10:05 PM,10:30 AM,06:14 AM,06:01 PM,14,22,22,21,12,13,70,0.0,1014,27,10,106,8,Zambia
2020-04-13,28,17,0.0,11.6,6,53,11:00 PM,11:29 AM,06:14 AM,06:00 PM,15,23,23,23,11,23,66,0.0,1013,28,10,100,7,Zambia
2020-04-14,28,18,0.0,11.6,6,46,11:55 PM,12:24 PM,06:14 AM,06:00 PM,15,24,24,23,9,24,66,0.0,1013,28,10,86,6,Zambia
2020-04-15,28,18,0.0,8.7,5,38,No moonrise,01:15 PM,06:14 AM,05:59 PM,16,24,24,23,11,24,67,0.1,1013,28,10,89,7,Zambia
2020-04-16,29,19,0.0,8.7,7,30,12:49 AM,02:01 PM,06:14 AM,05:58 PM,15,24,24,23,14,16,63,0.0,1012,29,10,91,9,Zambia
2020-04-17,28,19,0.0,7.2,5,23,01:41 AM,02:43 PM,06:15 AM,05:58 PM,15,24,24,23,18,20,62,0.1,1012,28,10,102,12,Zambia
2020-04-18,27,18,0.0,7.2,5,15,02:31 AM,03:23 PM,06:15 AM,05:57 PM,14,22,22,22,22,27,66,0.0,1015,27,10,95,15,Zambia
2020-04-19,25,17,0.0,8.7,5,8,03:19 AM,04:00 PM,06:15 AM,05:57 PM,14,20,21,20,17,41,72,0.1,1017,25,10,97,12,Zambia
2020-04-20,25,17,0.0,7.2,5,0,04:06 AM,04:35 PM,06:15 AM,05:56 PM,13,20,21,20,15,37,66,1.0,1016,25,10,120,10,Zambia
2020-04-21,24,15,0.0,8.7,6,0,04:52 AM,05:10 PM,06:15 AM,05:55 PM,12,19,20,19,10,11,65,0.0,1016,24,10,126,6,Zambia
2020-04-22,25,15,0.0,8.7,6,0,05:38 AM,05:45 PM,06:15 AM,05:55 PM,9,20,21,20,13,8,54,0.0,1015,25,10,135,8,Zambia
2020-04-23,24,15,0.0,8.7,6,0,06:25 AM,06:22 PM,06:16 AM,05:54 PM,11,19,19,19,13,23,62,0.0,1016,24,10,100,9,Zambia
2020-04-24,23,15,0.0,8.7,5,7,07:13 AM,07:01 PM,06:16 AM,05:54 PM,12,19,20,19,15,36,69,0.3,1016,23,10,92,10,Zambia
2020-04-25,25,15,0.0,8.7,6,15,08:03 AM,07:43 PM,06:16 AM,05:53 PM,12,19,19,19,12,25,67,0.0,1015,25,10,96,8,Zambia
2020-04-26,26,15,0.0,8.7,6,22,08:55 AM,08:28 PM,06:16 AM,05:53 PM,11,21,21,21,12,16,60,0.0,1015,26,10,98,8,Zambia
2020-04-27,25,15,0.0,8.7,6,30,09:49 AM,09:18 PM,06:16 AM,05:52 PM,11,20,21,20,20,7,59,0.0,1017,25,10,95,14,Zambia
2020-04-28,24,13,0.0,7.2,5,37,10:43 AM,10:11 PM,06:17 AM,05:52 PM,12,18,20,18,16,30,70,0.1,1018,24,10,102,10,Zambia
2020-04-29,27,15,0.0,8.7,6,45,11:38 AM,11:08 PM,06:17 AM,05:51 PM,13,21,21,21,13,12,67,0.0,1017,27,10,109,8,Zambia
2020-04-30,28,16,0.0,8.7,6,52,12:31 PM,No moonset,06:17 AM,05:51 PM,11,23,23,22,13,14,56,0.0,1017,28,10,105,8,Zambia
2020-05-01,28,17,0.0,8.7,6,58,01:22 PM,12:06 AM,06:17 AM,05:50 PM,12,23,23,22,14,18,56,0.0,1017,28,10,112,10,Zambia
2020-05-02,27,17,0.0,8.7,6,65,02:10 PM,01:06 AM,06:18 AM,05:50 PM,11,22,22,22,18,7,55,0.0,1017,27,10,101,12,Zambia
2020-05-03,28,17,0.0,8.7,6,72,02:57 PM,02:05 AM,06:18 AM,05:49 PM,11,22,22,22,15,16,56,0.0,1016,28,10,113,9,Zambia
2020-05-04,27,17,0.0,8.7,6,80,03:43 PM,03:04 AM,06:18 AM,05:49 PM,12,22,22,22,14,14,58,0.0,1016,27,10,104,9,Zambia
2020-05-05,25,16,0.0,8.7,6,87,04:28 PM,04:04 AM,06:18 AM,05:49 PM,10,20,21,20,20,7,55,0.0,1018,25,10,101,13,Zambia
2020-05-06,24,14,0.0,8.7,6,94,05:15 PM,05:04 AM,06:19 AM,05:48 PM,10,18,19,18,18,12,63,0.0,1019,24,10,103,12,Zambia
2020-05-07,24,13,0.0,8.7,6,100,06:03 PM,06:06 AM,06:19 AM,05:48 PM,8,18,20,18,20,3,56,0.0,1019,24,10,102,14,Zambia
2020-05-08,25,13,0.0,8.7,6,100,06:55 PM,07:08 AM,06:19 AM,05:47 PM,10,18,20,18,19,9,61,0.0,1019,25,10,103,13,Zambia
2020-05-09,24,13,0.0,8.7,6,84,07:50 PM,08:11 AM,06:19 AM,05:47 PM,11,18,19,18,18,11,66,0.0,1019,24,10,102,12,Zambia
2020-05-10,24,13,0.0,7.2,4,77,08:46 PM,09:13 AM,06:20 AM,05:47 PM,11,17,19,17,17,22,68,0.0,1019,24,10,103,11,Zambia
2020-05-11,24,12,0.0,7.2,4,70,09:44 PM,10:12 AM,06:20 AM,05:46 PM,10,17,18,17,16,28,68,0.0,1019,24,10,106,11,Zambia
2020-05-12,27,13,0.0,8.7,6,62,10:40 PM,11:07 AM,06:20 AM,05:46 PM,9,20,20,20,10,9,56,0.0,1017,27,10,122,6,Zambia
2020-05-13,29,15,0.0,8.7,6,55,11:34 PM,11:56 AM,06:21 AM,05:46 PM,7,21,21,21,7,9,45,0.0,1016,29,10,148,4,Zambia
2020-05-14,28,14,0.0,8.7,6,48,No moonrise,12:41 PM,06:21 AM,05:46 PM,4,21,21,21,8,4,37,0.0,1016,28,10,153,5,Zambia
2020-05-15,26,15,0.0,8.7,6,40,12:25 AM,01:22 PM,06:21 AM,05:45 PM,7,19,21,19,17,9,48,0.0,1017,26,10,102,11,Zambia
2020-05-16,26,14,0.0,8.7,6,33,01:15 AM,02:00 PM,06:21 AM,05:45 PM,8,19,20,19,15,10,52,0.0,1017,26,10,113,10,Zambia
2020-05-17,23,14,0.0,8.7,5,26,02:02 AM,02:35 PM,06:22 AM,05:45 PM,7,18,19,18,20,8,52,0.0,1020,23,10,100,13,Zambia
2020-05-18,21,11,0.0,8.7,4,19,02:48 AM,03:11 PM,06:22 AM,05:45 PM,8,16,17,16,18,19,65,0.0,1021,21,10,97,12,Zambia
2020-05-19,23,11,0.0,8.7,5,11,03:35 AM,03:46 PM,06:22 AM,05:44 PM,9,16,18,16,16,7,65,0.0,1021,23,10,103,11,Zambia
2020-05-20,23,10,0.0,8.7,5,4,04:21 AM,04:21 PM,06:23 AM,05:44 PM,5,16,18,16,20,2,52,0.0,1020,23,10,101,13,Zambia
2020-05-21,23,10,0.0,8.7,5,0,05:09 AM,05:00 PM,06:23 AM,05:44 PM,6,16,17,16,21,3,57,0.0,1022,23,10,101,14,Zambia
2020-05-22,23,10,0.0,8.7,5,0,05:59 AM,05:41 PM,06:23 AM,05:44 PM,8,16,17,16,18,10,64,0.0,1022,23,10,106,12,Zambia
2020-05-23,24,11,0.0,8.7,5,3,06:51 AM,06:25 PM,06:24 AM,05:44 PM,9,18,19,18,15,8,61,0.0,1021,24,10,110,10,Zambia
2020-05-24,25,12,0.0,8.7,6,10,07:45 AM,07:14 PM,06:24 AM,05:44 PM,8,19,20,19,13,5,57,0.0,1018,25,10,98,8,Zambia
2020-05-25,29,14,0.0,8.7,6,17,08:39 AM,08:07 PM,06:24 AM,05:43 PM,8,21,21,21,11,4,52,0.0,1016,29,10,120,6,Zambia
2020-05-26,27,14,0.0,8.7,6,25,09:35 AM,09:03 PM,06:25 AM,05:43 PM,9,22,22,22,10,13,50,0.0,1014,27,10,200,6,Zambia
2020-05-27,29,19,0.0,8.7,6,32,10:28 AM,10:01 PM,06:25 AM,05:43 PM,7,23,23,23,12,6,40,0.0,1015,29,10,232,7,Zambia
2020-05-28,27,16,0.0,8.7,6,39,11:19 AM,10:59 PM,06:25 AM,05:43 PM,6,22,22,21,14,9,41,0.0,1017,27,10,127,9,Zambia
2020-05-29,27,14,0.0,8.7,6,47,12:07 PM,11:58 PM,06:26 AM,05:43 PM,12,21,21,20,16,21,66,0.0,1017,27,9,112,10,Zambia
2020-05-30,27,14,0.0,8.7,6,54,12:53 PM,No moonset,06:26 AM,05:43 PM,10,21,21,20,17,12,55,0.0,1017,27,10,106,11,Zambia
2020-05-31,25,15,0.0,8.7,5,58,01:38 PM,12:55 AM,06:26 AM,05:43 PM,11,20,21,20,21,19,61,0.0,1020,25,10,99,14,Zambia
2020-06-01,24,13,0.0,8.7,5,71,02:21 PM,01:52 AM,06:26 AM,05:43 PM,8,18,20,18,20,6,59,0.0,1021,24,10,101,13,Zambia
2020-06-02,23,10,0.0,8.7,5,79,03:06 PM,02:50 AM,06:27 AM,05:43 PM,7,17,18,17,18,5,59,0.0,1021,23,10,99,12,Zambia
2020-06-03,24,12,0.0,8.7,5,86,03:52 PM,03:49 AM,06:27 AM,05:43 PM,9,17,19,17,18,19,63,0.0,1019,24,10,107,11,Zambia
2020-06-04,26,12,0.0,8.7,6,94,04:41 PM,04:50 AM,06:27 AM,05:43 PM,10,18,19,18,16,19,64,0.0,1018,26,10,110,10,Zambia
2020-06-05,26,12,0.0,8.7,6,100,05:34 PM,05:52 AM,06:28 AM,05:43 PM,10,18,20,18,15,25,65,0.0,1019,26,9,108,9,Zambia
2020-06-06,23,13,0.0,8.7,5,100,06:30 PM,06:55 AM,06:28 AM,05:43 PM,9,17,18,17,16,23,61,0.0,1019,23,10,118,10,Zambia
2020-06-07,22,15,0.0,7.2,4,84,07:28 PM,07:56 AM,06:28 AM,05:43 PM,8,18,19,18,15,40,53,0.1,1019,22,10,124,11,Zambia
2020-06-08,23,12,0.0,8.7,5,76,08:25 PM,08:54 AM,06:29 AM,05:43 PM,8,17,19,17,16,20,62,0.0,1019,23,10,110,10,Zambia
2020-06-09,24,11,0.0,8.7,5,69,09:22 PM,09:47 AM,06:29 AM,05:43 PM,7,17,18,17,16,5,56,0.0,1018,24,10,104,11,Zambia
