date_time,Finland_maxtempC,Finland_mintempC,Finland_totalSnow_cm,Finland_sunHour,Finland_uvIndex,Finland_moon_illumination,Finland_moonrise,Finland_moonset,Finland_sunrise,Finland_sunset,Finland_DewPointC,Finland_FeelsLikeC,Finland_HeatIndexC,Finland_WindChillC,Finland_WindGustKmph,Finland_cloudcover,Finland_humidity,Finland_precipMM,Finland_pressure,Finland_tempC,Finland_visibility,Finland_winddirDegree,Finland_windspeedKmph,Finland_location
2020-01-01,3,-4,0.0,3.6,1,37,12:12 PM,10:47 PM,09:25 AM,03:23 PM,-1,-4,1,-4,31,37,82,0.0,1010,3,10,273,19,Finland
2020-01-02,4,-1,0.0,3.7,1,44,12:20 PM,No moonset,09:24 AM,03:25 PM,1,-1,3,-1,35,42,85,0.0,1004,4,10,259,21,Finland
2020-01-03,5,-2,1.4,1.5,1,51,12:27 PM,12:03 AM,09:24 AM,03:26 PM,2,-1,4,-1,50,76,83,3.8,997,5,8,246,33,Finland
2020-01-04,2,0,0.1,5.8,1,59,12:34 PM,01:20 AM,09:23 AM,03:28 PM,-4,-4,1,-4,39,36,66,1.0,989,2,10,273,27,Finland
2020-01-05,-1,-6,0.0,5.8,1,66,12:43 PM,02:37 AM,09:22 AM,03:29 PM,-9,-7,-2,-7,30,26,58,0.0,1013,-1,10,294,20,Finland
2020-01-06,3,-6,0.0,5.8,1,73,12:54 PM,03:58 AM,09:21 AM,03:31 PM,0,-3,1,-3,33,49,90,4.7,1011,3,8,262,20,Finland
2020-01-07,5,-3,0.0,1.5,1,80,01:09 PM,05:21 AM,09:20 AM,03:33 PM,4,-0,4,-0,33,95,93,0.4,1012,5,8,233,20,Finland
2020-01-08,6,0,0.0,1.5,2,88,01:32 PM,06:44 AM,09:19 AM,03:35 PM,3,-0,5,-0,50,94,88,3.3,1006,6,8,230,32,Finland
2020-01-09,2,-2,0.0,5.8,2,95,02:07 PM,08:04 AM,09:18 AM,03:37 PM,-2,-3,2,-3,31,3,76,0.0,1006,2,10,273,19,Finland
2020-01-10,2,-2,0.0,5.8,2,100,03:02 PM,09:12 AM,09:17 AM,03:39 PM,-3,-0,1,-0,10,25,73,0.0,1013,2,10,189,6,Finland
2020-01-11,3,-6,0.0,5.8,2,100,04:17 PM,10:00 AM,09:16 AM,03:41 PM,-3,-3,1,-3,31,12,70,0.0,1017,3,10,262,19,Finland
2020-01-12,6,-2,0.0,1.6,2,83,05:48 PM,10:33 AM,09:15 AM,03:43 PM,2,-1,4,-1,54,74,83,11.5,1000,6,9,250,35,Finland
2020-01-13,2,2,0.0,5.8,1,76,07:24 PM,10:54 AM,09:13 AM,03:45 PM,-0,-2,2,-2,28,36,86,0.0,1005,2,10,259,17,Finland
2020-01-14,4,-4,0.0,3.7,1,69,09:01 PM,11:09 AM,09:12 AM,03:47 PM,1,-2,2,-2,39,67,89,2.4,1006,4,10,221,25,Finland
2020-01-15,7,0,0.0,1.6,2,61,10:36 PM,11:20 AM,09:10 AM,03:49 PM,4,1,5,1,53,97,90,22.0,999,7,8,223,34,Finland
2020-01-16,5,4,0.0,1.6,1,54,No moonrise,11:30 AM,09:09 AM,03:52 PM,3,1,5,1,32,89,88,13.9,1005,5,9,254,20,Finland
2020-01-17,5,3,0.0,1.6,1,47,12:09 AM,11:39 AM,09:07 AM,03:54 PM,2,-1,4,-1,34,63,88,0.0,1018,5,10,243,21,Finland
2020-01-18,4,-1,0.0,1.6,1,40,01:41 AM,11:49 AM,09:05 AM,03:56 PM,2,-1,3,-1,30,74,88,0.2,1013,4,9,219,20,Finland
2020-01-19,5,-1,0.0,1.6,1,32,03:13 AM,12:01 PM,09:04 AM,03:59 PM,3,0,4,0,26,76,91,1.6,1020,5,10,241,16,Finland
2020-01-20,4,-2,0.0,1.7,1,25,04:43 AM,12:18 PM,09:02 AM,04:01 PM,-1,-2,3,-2,36,71,79,0.0,1024,4,10,267,23,Finland
2020-01-21,6,-0,0.0,4.7,2,18,06:09 AM,12:42 PM,09:00 AM,04:03 PM,1,0,4,0,39,42,76,0.0,1010,6,10,280,24,Finland
2020-01-22,2,-3,0.0,7.5,1,11,07:26 AM,01:18 PM,08:58 AM,04:06 PM,-5,-5,0,-5,40,25,66,0.0,1006,2,9,315,26,Finland
2020-01-23,2,-3,0.0,4.8,1,3,08:27 AM,02:09 PM,08:56 AM,04:08 PM,-3,-4,0,-4,27,55,77,0.0,1016,2,10,282,18,Finland
2020-01-24,3,-5,0.0,6.7,1,0,09:10 AM,03:16 PM,08:54 AM,04:11 PM,-1,-3,1,-3,26,52,84,0.4,1001,3,9,274,16,Finland
2020-01-25,1,-2,0.0,7.6,2,0,09:39 AM,04:31 PM,08:52 AM,04:13 PM,-5,-5,1,-5,40,12,66,0.0,1000,1,10,295,26,Finland
2020-01-26,4,0,0.1,2.9,1,4,09:58 AM,05:51 PM,08:50 AM,04:16 PM,1,-2,3,-2,31,74,88,0.9,1004,4,8,258,19,Finland
2020-01-27,3,-1,0.0,2.9,1,11,10:11 AM,07:11 PM,08:48 AM,04:18 PM,2,0,2,0,12,98,97,2.3,1007,3,5,169,8,Finland
2020-01-28,3,-5,0.0,2.9,1,18,10:21 AM,08:28 PM,08:46 AM,04:21 PM,2,-2,2,-2,26,100,93,7.3,1002,3,9,168,18,Finland
2020-01-29,2,-2,4.8,2.9,1,26,10:29 AM,09:45 PM,08:43 AM,04:24 PM,2,-2,2,-2,26,100,96,6.3,998,2,5,135,18,Finland
2020-01-30,2,-4,2.3,2.9,1,33,10:36 AM,11:01 PM,08:41 AM,04:26 PM,1,-3,2,-3,26,100,95,2.7,999,2,5,132,18,Finland
2020-01-31,1,-2,1.5,3.0,1,37,10:43 AM,No moonset,08:39 AM,04:29 PM,0,-3,1,-3,17,95,92,2.0,999,1,8,128,12,Finland
2020-02-01,3,-1,2.2,3.0,1,49,10:51 AM,12:17 AM,08:36 AM,04:32 PM,1,-3,2,-3,27,100,95,7.6,993,3,4,157,18,Finland
2020-02-02,4,-1,0.9,3.0,1,57,11:00 AM,01:36 AM,08:34 AM,04:34 PM,2,-1,3,-1,27,94,92,4.0,980,4,5,244,17,Finland
2020-02-03,0,-2,0.0,4.9,1,64,11:13 AM,02:56 AM,08:32 AM,04:37 PM,-4,-6,-0,-6,31,57,77,0.1,987,0,10,316,23,Finland
2020-02-04,-3,-5,0.0,8.1,2,72,11:31 AM,04:17 AM,08:29 AM,04:40 PM,-11,-10,-4,-10,26,9,55,0.0,1000,-3,10,344,19,Finland
2020-02-05,0,-4,0.0,8.2,1,79,11:59 AM,05:39 AM,08:27 AM,04:42 PM,-7,-7,-2,-7,24,53,70,0.0,1009,0,10,290,16,Finland
2020-02-06,-2,-5,0.0,8.2,1,87,12:42 PM,06:52 AM,08:24 AM,04:45 PM,-10,-9,-3,-9,28,41,61,0.2,1009,-2,10,199,20,Finland
2020-02-07,-2,-8,0.0,6.8,1,95,01:48 PM,07:50 AM,08:22 AM,04:48 PM,-9,-9,-4,-9,27,45,66,1.1,1022,-2,10,305,18,Finland
2020-02-08,2,-5,0.0,3.1,1,100,03:13 PM,08:30 AM,08:19 AM,04:50 PM,0,-3,1,-3,21,80,93,0.0,1016,2,7,267,13,Finland
2020-02-09,4,-3,0.0,3.1,1,100,04:49 PM,08:56 AM,08:17 AM,04:53 PM,2,-2,3,-2,41,100,91,0.9,1006,4,8,226,26,Finland
2020-02-10,5,-2,0.0,3.2,1,83,06:30 PM,09:14 AM,08:14 AM,04:56 PM,3,-1,4,-1,57,100,87,16.9,974,5,6,204,38,Finland
2020-02-11,3,1,1.5,3.2,1,75,08:09 PM,09:27 AM,08:11 AM,04:58 PM,-0,-2,3,-2,35,92,82,2.5,971,3,6,229,24,Finland
2020-02-12,3,-4,1.5,3.3,1,68,09:48 PM,09:38 AM,08:09 AM,05:01 PM,0,-2,2,-2,29,84,86,1.9,983,3,8,213,20,Finland
2020-02-13,3,-2,0.8,3.4,1,60,11:23 PM,09:47 AM,08:06 AM,05:04 PM,0,-2,2,-2,21,79,89,1.4,992,3,8,223,14,Finland
2020-02-14,2,-3,0.0,8.7,2,53,No moonrise,09:57 AM,08:03 AM,05:07 PM,-2,-2,1,-2,13,10,81,0.0,1010,2,10,273,9,Finland
2020-02-15,3,-3,0.0,3.4,1,45,12:58 AM,10:08 AM,08:01 AM,05:09 PM,-0,-3,1,-3,34,91,89,5.1,1014,3,8,222,22,Finland
2020-02-16,5,-4,0.0,3.6,1,38,02:30 AM,10:23 AM,07:58 AM,05:12 PM,3,-1,4,-1,52,100,92,17.5,1001,5,5,206,33,Finland
2020-02-17,6,1,0.0,3.6,1,30,03:59 AM,10:45 AM,07:55 AM,05:15 PM,2,-1,5,-1,61,95,79,26.6,987,6,8,234,40,Finland
2020-02-18,6,4,0.0,3.6,1,22,05:18 AM,11:17 AM,07:53 AM,05:17 PM,2,-1,5,-1,50,86,81,3.7,991,6,8,242,33,Finland
2020-02-19,4,2,0.0,3.6,1,15,06:23 AM,12:02 PM,07:50 AM,05:20 PM,0,-2,3,-2,33,83,83,0.2,996,4,10,249,22,Finland
2020-02-20,1,-3,0.0,7.0,1,7,07:11 AM,01:04 PM,07:47 AM,05:23 PM,-1,-2,1,-2,13,65,86,0.0,1010,1,10,152,9,Finland
2020-02-21,2,-3,0.0,3.7,1,0,07:44 AM,02:17 PM,07:44 AM,05:25 PM,0,-3,2,-3,44,81,86,2.6,1004,2,6,196,29,Finland
2020-02-22,4,-1,7.9,3.7,1,0,08:04 AM,03:35 PM,07:41 AM,05:28 PM,2,-2,4,-2,57,89,90,29.7,992,4,7,213,38,Finland
2020-02-23,3,-2,0.2,5.4,1,0,08:19 AM,04:55 PM,07:39 AM,05:30 PM,-1,-3,2,-3,39,66,77,0.6,980,3,7,259,27,Finland
2020-02-24,2,-2,0.0,8.7,2,0,08:29 AM,06:13 PM,07:36 AM,05:33 PM,-5,-5,1,-5,36,16,63,0.0,993,2,10,294,25,Finland
2020-02-25,1,-1,0.0,8.7,1,8,08:37 AM,07:31 PM,07:33 AM,05:36 PM,-6,-4,-0,-4,17,44,64,0.0,996,1,10,168,12,Finland
2020-02-26,-2,-4,0.1,3.8,1,15,08:45 AM,08:47 PM,07:30 AM,05:38 PM,-8,-8,-2,-8,34,98,62,0.5,989,-2,7,55,26,Finland
2020-02-27,-3,-4,11.1,3.8,1,23,08:51 AM,10:03 PM,07:27 AM,05:41 PM,-5,-9,-3,-9,29,100,90,13.3,993,-3,2,118,22,Finland
2020-02-28,-1,-5,2.6,3.8,1,30,08:58 AM,11:20 PM,07:24 AM,05:43 PM,-6,-8,-3,-8,19,81,84,3.2,993,-1,8,277,14,Finland
2020-02-29,0,-3,0.4,7.1,1,38,09:07 AM,No moonset,07:21 AM,05:46 PM,-6,-5,-1,-5,17,32,73,0.5,1002,0,9,253,12,Finland
2020-03-01,4,-3,0.6,3.9,1,44,09:18 AM,12:38 AM,07:18 AM,05:48 PM,1,-3,1,-3,39,96,90,9.6,992,4,6,199,26,Finland
2020-03-02,4,-1,4.1,5.5,1,51,09:32 AM,01:58 AM,07:15 AM,05:51 PM,2,-1,3,-1,28,78,92,5.0,995,4,6,215,18,Finland
2020-03-03,3,1,0.0,3.9,1,58,09:54 AM,03:18 AM,07:12 AM,05:53 PM,2,-2,2,-2,26,98,95,27.3,1004,3,7,106,16,Finland
2020-03-04,3,-1,0.0,3.9,1,65,10:29 AM,04:34 AM,07:09 AM,05:56 PM,2,-3,2,-3,45,100,93,15.6,1006,3,5,112,31,Finland
2020-03-05,3,-2,0.8,3.9,1,73,11:22 AM,05:38 AM,07:06 AM,05:58 PM,1,-2,2,-2,35,100,89,1.1,1002,3,8,206,23,Finland
2020-03-06,4,1,1.2,10.1,1,80,12:37 PM,06:25 AM,07:03 AM,06:01 PM,-0,-1,2,-1,18,52,84,1.6,1005,4,8,249,13,Finland
2020-03-07,3,-2,0.0,5.5,1,87,02:08 PM,06:56 AM,07:00 AM,06:03 PM,-0,-1,2,-1,16,71,86,0.0,1010,3,10,119,10,Finland
2020-03-08,4,0,0.0,11.5,2,95,03:48 PM,07:17 AM,06:57 AM,06:06 PM,-0,-1,2,-1,12,29,87,0.0,1012,4,10,118,8,Finland
2020-03-09,4,1,0.0,11.5,1,100,05:30 PM,07:32 AM,06:54 AM,06:08 PM,0,-0,2,-0,14,24,86,0.0,1012,4,10,169,9,Finland
2020-03-10,4,3,0.0,5.8,1,100,07:11 PM,07:44 AM,06:51 AM,06:11 PM,3,-1,4,-1,31,98,93,8.8,1003,4,8,208,20,Finland
2020-03-11,4,2,0.0,5.8,1,84,08:51 PM,07:53 AM,06:48 AM,06:13 PM,2,-1,3,-1,36,98,92,14.5,986,4,8,193,24,Finland
2020-03-12,5,-0,0.9,5.9,1,76,10:31 PM,08:03 AM,06:45 AM,06:16 PM,1,-1,3,-1,31,74,84,2.3,982,5,9,250,22,Finland
2020-03-13,2,-4,1.6,7.3,1,69,No moonrise,08:13 AM,06:42 AM,06:18 PM,-3,-4,1,-4,29,67,78,3.1,985,2,7,298,21,Finland
2020-03-14,-1,-4,0.0,11.6,2,62,12:08 AM,08:27 AM,06:39 AM,06:21 PM,-14,-9,-3,-9,32,22,41,0.0,1009,-1,10,329,23,Finland
2020-03-15,3,-2,0.0,8.8,1,55,01:43 AM,08:46 AM,06:36 AM,06:23 PM,-6,-5,0,-5,34,40,63,0.0,1016,3,9,242,23,Finland
2020-03-16,4,-1,0.0,6.0,1,47,03:09 AM,09:15 AM,06:33 AM,06:26 PM,-0,-3,2,-3,46,87,82,18.4,1006,4,8,252,30,Finland
2020-03-17,3,-2,0.0,6.0,1,40,04:21 AM,09:56 AM,06:30 AM,06:28 PM,-3,-3,1,-3,25,68,74,0.1,1018,3,10,222,17,Finland
2020-03-18,5,-0,1.9,6.0,1,33,05:14 AM,10:54 AM,06:27 AM,06:31 PM,3,-0,4,-0,29,95,90,6.5,1008,5,8,250,19,Finland
2020-03-19,5,-2,0.0,11.6,2,25,05:50 AM,12:04 PM,06:24 AM,06:33 PM,-1,-2,3,-2,32,25,75,0.2,1009,5,10,275,21,Finland
2020-03-20,1,-2,0.9,8.8,1,18,06:13 AM,01:22 PM,06:21 AM,06:36 PM,-4,-5,-0,-5,24,52,73,1.2,1019,1,8,290,17,Finland
2020-03-21,1,-2,1.6,6.1,1,11,06:28 AM,02:41 PM,06:18 AM,06:38 PM,-9,-5,-1,-5,17,51,56,2.2,1030,1,9,162,12,Finland
2020-03-22,1,-4,0.0,11.6,2,4,06:39 AM,04:00 PM,06:15 AM,06:40 PM,-9,-3,-0,-3,10,2,53,0.0,1040,1,10,100,8,Finland
2020-03-23,2,-1,0.0,10.2,1,0,06:47 AM,05:18 PM,06:12 AM,06:43 PM,-4,-4,1,-4,27,38,69,0.0,1039,2,10,221,18,Finland
2020-03-24,4,-1,0.0,11.6,2,0,06:54 AM,06:34 PM,06:09 AM,06:45 PM,-1,-3,3,-3,41,42,74,0.0,1033,4,10,238,28,Finland
2020-03-25,5,-1,0.0,11.6,2,3,07:01 AM,07:51 PM,06:06 AM,06:48 PM,-2,-2,4,-2,49,10,68,0.0,1026,5,10,244,30,Finland
2020-03-26,6,0,0.0,10.3,1,11,07:07 AM,09:08 PM,06:03 AM,06:50 PM,0,0,4,0,29,18,76,0.0,1029,6,10,244,19,Finland
2020-03-27,5,2,0.0,12.5,1,18,07:15 AM,10:26 PM,06:00 AM,06:53 PM,-1,-0,3,-0,24,36,73,0.0,1030,5,10,232,15,Finland
2020-03-28,7,1,0.0,11.9,2,25,07:24 AM,11:46 PM,05:57 AM,06:55 PM,-1,1,4,1,20,54,71,0.0,1019,7,10,257,13,Finland
2020-03-29,1,-2,0.0,13.0,2,32,07:37 AM,No moonset,05:54 AM,06:58 PM,-12,-5,-1,-5,23,17,42,0.0,1021,1,10,320,17,Finland
2020-03-30,0,-2,0.0,8.4,1,40,07:55 AM,01:06 AM,05:51 AM,07:00 PM,-12,-3,-1,-3,9,73,45,0.0,1021,0,10,127,7,Finland
2020-03-31,1,-3,0.0,10.9,1,44,08:23 AM,02:22 AM,05:48 AM,07:03 PM,-10,-6,-1,-6,27,54,51,0.1,1019,1,9,246,19,Finland
2020-04-01,4,-5,0.3,13.6,1,56,09:07 AM,03:30 AM,05:45 AM,07:05 PM,-3,-3,2,-3,33,40,69,0.9,999,4,8,278,22,Finland
2020-04-02,4,-2,0.5,8.5,1,64,10:11 AM,04:22 AM,05:42 AM,07:08 PM,-0,-2,2,-2,37,87,84,1.9,988,4,6,225,25,Finland
2020-04-03,4,-3,1.8,8.6,1,71,11:34 AM,04:58 AM,05:38 AM,07:10 PM,-2,-4,2,-4,42,82,73,4.5,981,4,4,257,30,Finland
2020-04-04,3,-1,0.5,11.0,1,79,01:08 PM,05:22 AM,05:35 AM,07:13 PM,-7,-5,1,-5,33,56,59,1.3,1008,3,9,290,23,Finland
2020-04-05,4,-1,0.0,9.8,1,87,02:47 PM,05:38 AM,05:32 AM,07:15 PM,-4,-2,2,-2,19,58,67,0.2,1026,4,9,254,12,Finland
2020-04-06,8,2,0.0,11.0,2,94,04:28 PM,05:50 AM,05:29 AM,07:18 PM,3,3,5,3,17,56,85,2.5,1029,8,9,226,11,Finland
2020-04-07,8,5,0.0,13.3,2,100,06:09 PM,06:00 AM,05:26 AM,07:20 PM,3,3,6,3,35,24,79,0.0,1023,8,10,237,21,Finland
2020-04-08,8,1,0.0,14.0,3,100,07:51 PM,06:09 AM,05:23 AM,07:23 PM,1,2,5,2,32,20,73,0.0,1022,8,10,262,20,Finland
2020-04-09,7,4,0.0,13.4,2,83,09:33 PM,06:18 AM,05:20 AM,07:25 PM,-0,2,6,2,30,42,66,0.4,1009,7,8,279,20,Finland
2020-04-10,5,1,0.3,10.0,1,76,11:13 PM,06:30 AM,05:17 AM,07:28 PM,-4,-1,3,-1,23,48,63,0.6,1017,5,9,316,16,Finland
2020-04-11,6,0,0.0,12.2,1,68,No moonrise,06:46 AM,05:14 AM,07:30 PM,-5,-1,3,-1,21,28,59,0.0,1022,6,10,297,15,Finland
2020-04-12,4,-0,0.0,8.9,1,61,12:48 AM,07:10 AM,05:11 AM,07:33 PM,1,-1,3,-1,34,94,88,9.2,1009,4,8,202,22,Finland
2020-04-13,4,-1,1.9,11.2,1,53,02:10 AM,07:47 AM,05:08 AM,07:35 PM,-1,-2,3,-2,35,76,76,4.2,991,4,6,250,26,Finland
2020-04-14,5,0,2.7,9.0,1,46,03:13 AM,08:40 AM,05:05 AM,07:38 PM,-1,-2,2,-2,21,82,81,7.1,995,5,7,328,15,Finland
2020-04-15,7,1,1.0,9.0,1,38,03:55 AM,09:49 AM,05:02 AM,07:40 PM,-0,-1,3,-1,22,84,82,5.0,997,7,8,272,14,Finland
2020-04-16,5,1,11.6,9.3,1,30,04:21 AM,11:07 AM,04:59 AM,07:43 PM,0,-2,2,-2,28,88,88,16.6,994,5,6,208,18,Finland
2020-04-17,4,0,0.3,12.4,1,23,04:38 AM,12:27 PM,04:56 AM,07:45 PM,-1,-3,2,-3,35,50,78,0.6,1002,4,9,314,23,Finland
2020-04-18,5,1,0.0,10.4,1,15,04:50 AM,01:47 PM,04:53 AM,07:48 PM,-1,-2,3,-2,31,63,75,0.1,1012,5,10,331,20,Finland
2020-04-19,7,1,0.0,12.5,1,8,04:59 AM,03:05 PM,04:50 AM,07:50 PM,-1,1,4,1,19,53,71,0.0,1019,7,10,235,13,Finland
2020-04-20,11,3,0.0,12.5,2,0,05:06 AM,04:21 PM,04:47 AM,07:53 PM,2,5,7,5,13,52,74,0.0,1025,11,10,331,8,Finland
2020-04-21,12,5,0.0,14.5,3,0,05:12 AM,05:39 PM,04:44 AM,07:55 PM,2,7,8,7,11,21,68,0.0,1029,12,10,211,7,Finland
2020-04-22,7,5,0.0,14.5,3,0,05:18 AM,06:55 PM,04:42 AM,07:58 PM,1,4,6,4,16,18,71,0.0,1027,7,10,184,10,Finland
2020-04-23,9,1,0.0,14.5,2,0,05:25 AM,08:14 PM,04:39 AM,08:00 PM,2,4,6,4,15,31,71,0.0,1018,9,10,208,10,Finland
2020-04-24,8,4,0.0,10.7,2,7,05:33 AM,09:35 PM,04:36 AM,08:02 PM,1,4,6,4,17,76,72,1.1,1004,8,9,181,12,Finland
2020-04-25,7,1,0.0,14.5,2,15,05:44 AM,10:56 PM,04:33 AM,08:05 PM,-4,1,4,1,16,16,58,0.0,1004,7,10,258,11,Finland
2020-04-26,7,1,0.0,11.7,2,22,05:59 AM,No moonset,04:30 AM,08:07 PM,-2,1,4,1,17,46,65,0.1,1004,7,10,306,11,Finland
2020-04-27,7,1,0.0,14.5,2,30,06:23 AM,12:14 AM,04:27 AM,08:10 PM,-2,2,4,2,16,24,63,0.0,1010,7,10,261,11,Finland
2020-04-28,6,2,0.2,9.9,1,37,07:01 AM,01:26 AM,04:24 AM,08:12 PM,-1,1,4,1,17,78,74,0.3,1005,6,9,136,12,Finland
2020-04-29,7,1,0.0,12.7,1,45,07:57 AM,02:23 AM,04:22 AM,08:15 PM,-1,2,4,2,13,67,74,0.9,1005,7,10,122,10,Finland
2020-04-30,6,2,0.0,14.5,2,52,09:12 AM,03:03 AM,04:19 AM,08:17 PM,-1,2,4,2,12,12,69,0.0,1014,6,10,99,9,Finland
2020-05-01,8,2,0.0,14.5,2,58,10:40 AM,03:29 AM,04:16 AM,08:20 PM,-0,1,5,1,32,43,67,0.0,1014,8,10,123,20,Finland
2020-05-02,9,3,0.0,10.9,2,65,12:15 PM,03:46 AM,04:13 AM,08:22 PM,4,4,7,4,31,78,82,2.1,1006,9,8,137,19,Finland
2020-05-03,12,5,0.0,12.7,3,72,01:52 PM,03:58 AM,04:11 AM,08:25 PM,6,8,9,8,12,55,81,0.1,1006,12,8,221,8,Finland
2020-05-04,12,6,0.0,12.7,2,80,03:31 PM,04:08 AM,04:08 AM,08:27 PM,5,7,9,7,12,36,81,0.0,1010,12,9,198,8,Finland
2020-05-05,13,7,0.0,14.5,4,87,05:10 PM,04:16 AM,04:06 AM,08:30 PM,4,9,10,9,10,25,69,0.0,1013,13,10,228,6,Finland
2020-05-06,12,6,0.0,13.6,2,94,06:51 PM,04:25 AM,04:03 AM,08:32 PM,1,7,9,7,22,33,61,0.0,1012,12,10,309,13,Finland
2020-05-07,11,4,0.0,14.5,2,100,08:33 PM,04:35 AM,04:00 AM,08:35 PM,-0,5,7,5,22,21,60,0.1,1011,11,10,309,15,Finland
2020-05-08,9,4,0.0,12.1,2,100,10:14 PM,04:48 AM,03:58 AM,08:37 PM,0,4,7,4,23,54,64,0.2,1011,9,9,246,15,Finland
2020-05-09,11,5,0.0,14.5,3,84,11:47 PM,05:08 AM,03:55 AM,08:40 PM,2,6,8,6,19,21,66,0.0,1009,11,8,281,13,Finland
2020-05-10,10,5,0.0,13.7,2,77,No moonrise,05:38 AM,03:53 AM,08:42 PM,1,5,7,5,21,22,66,0.0,1010,10,10,150,14,Finland
2020-05-11,8,-0,0.3,10.6,2,70,01:02 AM,06:23 AM,03:50 AM,08:45 PM,4,3,6,3,28,89,86,25.0,997,8,9,265,18,Finland
2020-05-12,7,-4,0.0,12.9,2,62,01:54 AM,07:29 AM,03:48 AM,08:47 PM,-1,1,4,1,20,45,69,2.7,1002,7,10,295,13,Finland
2020-05-13,8,1,0.0,10.7,2,55,02:27 AM,08:45 AM,03:45 AM,08:50 PM,-2,3,5,3,16,70,60,0.0,1006,8,10,166,11,Finland
2020-05-14,8,2,0.0,13.0,2,48,02:47 AM,10:07 AM,03:43 AM,08:52 PM,-1,2,5,2,21,61,66,0.1,1007,8,10,291,14,Finland
2020-05-15,8,2,0.0,11.5,2,40,03:01 AM,11:29 AM,03:41 AM,08:54 PM,-1,2,5,2,23,69,65,2.6,1006,8,10,251,15,Finland
2020-05-16,6,3,0.0,10.7,2,33,03:10 AM,12:49 PM,03:38 AM,08:57 PM,2,3,5,3,13,92,85,9.4,1004,6,9,237,9,Finland
2020-05-17,10,2,0.0,13.8,2,26,03:17 AM,02:06 PM,03:36 AM,08:59 PM,1,3,6,3,24,50,71,0.6,1009,10,10,239,16,Finland
2020-05-18,9,4,0.0,14.6,2,19,03:23 AM,03:24 PM,03:34 AM,09:02 PM,3,4,7,4,24,67,75,1.0,1008,9,10,287,16,Finland
2020-05-19,10,3,0.0,16.7,2,11,03:29 AM,04:40 PM,03:32 AM,09:04 PM,2,5,7,5,16,38,73,1.4,1010,10,10,275,10,Finland
2020-05-20,11,3,0.0,15.4,2,4,03:35 AM,05:59 PM,03:30 AM,09:06 PM,3,5,7,5,23,56,76,4.9,1015,11,10,339,15,Finland
2020-05-21,11,5,0.0,15.4,2,0,03:42 AM,07:19 PM,03:27 AM,09:08 PM,1,5,8,5,31,56,62,0.0,1020,11,10,223,21,Finland
2020-05-22,15,7,0.0,17.4,4,0,03:52 AM,08:41 PM,03:25 AM,09:11 PM,3,9,10,9,12,23,60,0.0,1024,15,10,125,8,Finland
2020-05-23,12,7,0.0,16.7,3,3,04:05 AM,10:03 PM,03:23 AM,09:13 PM,3,8,10,8,17,26,63,0.0,1023,12,10,198,11,Finland
2020-05-24,11,8,0.0,13.5,3,10,04:26 AM,11:19 PM,03:21 AM,09:15 PM,5,8,10,8,15,80,71,0.4,1017,11,9,132,10,Finland
2020-05-25,14,8,0.0,16.7,4,17,04:58 AM,No moonset,03:19 AM,09:17 PM,6,11,11,11,11,47,69,0.5,1023,14,9,118,8,Finland
2020-05-26,17,9,0.0,17.4,5,25,05:49 AM,12:21 AM,03:17 AM,09:19 PM,4,13,14,13,15,17,54,0.0,1030,17,10,207,9,Finland
2020-05-27,15,11,0.0,16.8,4,32,06:59 AM,01:07 AM,03:16 AM,09:21 PM,6,12,13,12,18,24,65,0.0,1025,15,10,256,11,Finland
2020-05-28,15,9,0.0,15.5,3,39,08:23 AM,01:36 AM,03:14 AM,09:23 PM,6,11,12,11,18,64,65,0.6,1021,15,10,312,11,Finland
2020-05-29,15,8,0.0,17.4,4,47,09:55 AM,01:55 AM,03:12 AM,09:25 PM,5,11,12,11,15,13,61,0.0,1026,15,10,253,10,Finland
2020-05-30,18,9,0.0,17.4,5,54,11:30 AM,02:08 AM,03:10 AM,09:27 PM,6,14,14,14,20,11,58,0.0,1027,18,10,34,12,Finland
2020-05-31,16,10,0.0,17.4,4,58,01:04 PM,02:18 AM,03:09 AM,09:29 PM,5,12,13,12,25,10,55,0.0,1028,16,10,35,16,Finland
2020-06-01,17,11,0.0,15.5,3,71,02:40 PM,02:26 AM,03:07 AM,09:31 PM,7,13,13,13,16,60,68,0.0,1026,17,10,76,11,Finland
2020-06-02,15,10,0.0,17.4,4,79,04:17 PM,02:34 AM,03:06 AM,09:32 PM,6,12,13,12,11,20,64,0.0,1021,15,10,93,8,Finland
2020-06-03,14,8,0.0,16.8,4,86,05:57 PM,02:43 AM,03:05 AM,09:34 PM,5,10,12,10,21,17,62,0.0,1014,14,10,82,14,Finland
2020-06-04,11,6,0.0,13.7,3,94,07:37 PM,02:54 AM,03:03 AM,09:36 PM,9,9,11,9,18,92,90,15.6,1005,11,7,52,12,Finland
2020-06-05,14,11,0.0,14.4,3,100,09:14 PM,03:09 AM,03:02 AM,09:37 PM,11,12,12,12,15,88,92,8.8,999,14,7,260,10,Finland
2020-06-06,16,12,0.0,15.0,3,100,10:40 PM,03:32 AM,03:01 AM,09:39 PM,11,12,13,12,31,62,84,11.1,1000,16,8,164,19,Finland
2020-06-07,16,11,0.0,18.4,4,84,11:45 PM,04:09 AM,03:00 AM,09:40 PM,7,12,14,12,31,19,65,0.0,1010,16,10,206,21,Finland
