date_time,Bulgaria_maxtempC,Bulgaria_mintempC,Bulgaria_totalSnow_cm,Bulgaria_sunHour,Bulgaria_uvIndex,Bulgaria_moon_illumination,Bulgaria_moonrise,Bulgaria_moonset,Bulgaria_sunrise,Bulgaria_sunset,Bulgaria_DewPointC,Bulgaria_FeelsLikeC,Bulgaria_HeatIndexC,Bulgaria_WindChillC,Bulgaria_WindGustKmph,Bulgaria_cloudcover,Bulgaria_humidity,Bulgaria_precipMM,Bulgaria_pressure,Bulgaria_tempC,Bulgaria_visibility,Bulgaria_winddirDegree,Bulgaria_windspeedKmph,Bulgaria_location
2020-12-05,8,-1,0.0,8.7,2,60,09:30 PM,11:52 AM,07:42 AM,04:53 PM,3,3,4,3,10,49,93,0.0,1017,8,5,119,6,Bulgaria
2020-12-06,9,6,0.0,6.9,2,53,10:39 PM,12:27 PM,07:43 AM,04:53 PM,6,5,7,5,13,60,91,0.0,1017,9,6,109,10,Bulgaria
2020-12-07,7,5,0.0,3.4,2,46,11:51 PM,12:58 PM,07:44 AM,04:53 PM,4,3,6,3,16,86,90,3.7,1013,7,9,99,13,Bulgaria
2020-12-08,7,3,0.0,5.2,2,38,No moonrise,01:26 PM,07:45 AM,04:53 PM,3,4,5,4,6,65,91,2.1,1015,7,7,57,5,Bulgaria
2020-12-09,6,1,0.0,3.4,1,31,01:02 AM,01:52 PM,07:46 AM,04:53 PM,2,1,3,1,15,84,89,2.5,1013,6,9,112,10,Bulgaria
2020-12-10,8,0,0.0,3.4,2,24,02:15 AM,02:18 PM,07:47 AM,04:53 PM,4,4,5,4,9,86,91,17.0,1007,8,8,137,5,Bulgaria
2020-12-11,8,2,0.0,8.7,2,17,03:31 AM,02:46 PM,07:47 AM,04:53 PM,3,5,5,5,6,52,82,1.4,1008,8,9,218,4,Bulgaria
2020-12-12,6,3,0.0,3.4,1,9,04:48 AM,03:19 PM,07:48 AM,04:53 PM,3,4,4,4,5,92,91,0.2,1003,6,9,127,3,Bulgaria
2020-12-13,7,0,0.0,3.4,1,2,06:07 AM,03:57 PM,07:49 AM,04:53 PM,2,3,3,3,5,79,90,0.7,1006,7,6,92,4,Bulgaria
2020-12-14,5,4,0.0,3.4,1,0,07:25 AM,04:42 PM,07:50 AM,04:54 PM,2,3,4,3,7,94,88,0.0,1014,5,10,336,6,Bulgaria
2020-12-15,8,2,0.0,6.9,2,0,08:37 AM,05:38 PM,07:50 AM,04:54 PM,3,4,5,4,3,45,86,0.0,1022,8,10,254,3,Bulgaria
2020-12-16,10,2,0.0,8.7,3,5,09:41 AM,06:41 PM,07:51 AM,04:54 PM,3,5,5,5,5,13,87,0.0,1025,10,10,112,3,Bulgaria
2020-12-17,8,3,0.0,6.9,2,12,10:32 AM,07:49 PM,07:52 AM,04:54 PM,4,5,5,5,3,38,91,0.0,1026,8,7,184,2,Bulgaria
2020-12-18,9,3,0.0,8.7,3,20,11:14 AM,08:58 PM,07:52 AM,04:55 PM,3,5,5,5,3,16,85,0.0,1028,9,10,163,2,Bulgaria
2020-12-19,8,1,0.0,8.7,2,27,11:47 AM,10:05 PM,07:53 AM,04:55 PM,1,4,4,4,5,20,84,0.0,1028,8,10,112,3,Bulgaria
2020-12-20,6,-0,0.0,3.4,1,34,12:15 PM,11:10 PM,07:53 AM,04:56 PM,0,2,3,2,4,63,85,0.0,1028,6,10,131,3,Bulgaria
2020-12-21,5,3,0.0,3.4,1,41,12:39 PM,No moonset,07:54 AM,04:56 PM,2,3,4,3,5,98,87,0.0,1029,5,10,93,5,Bulgaria
2020-12-22,7,3,0.0,5.2,1,49,01:01 PM,12:12 AM,07:54 AM,04:57 PM,2,4,4,4,2,72,87,0.2,1028,7,7,164,2,Bulgaria
2020-12-23,9,3,0.0,6.9,2,56,01:22 PM,01:13 AM,07:55 AM,04:57 PM,3,4,5,4,8,52,83,0.0,1024,9,10,267,5,Bulgaria
2020-12-24,10,3,0.0,8.7,3,63,01:43 PM,02:12 AM,07:55 AM,04:58 PM,3,5,6,5,7,18,81,0.0,1019,10,10,259,4,Bulgaria
2020-12-25,9,3,0.0,8.7,3,70,02:06 PM,03:13 AM,07:56 AM,04:59 PM,2,6,6,6,6,16,78,0.0,1013,9,10,236,3,Bulgaria
2020-12-26,9,4,0.0,8.7,2,78,02:32 PM,04:14 AM,07:56 AM,04:59 PM,3,6,6,6,5,44,82,0.1,1015,9,10,157,3,Bulgaria
2020-12-27,8,5,0.0,3.5,2,85,03:03 PM,05:16 AM,07:56 AM,05:00 PM,5,5,6,5,12,92,91,1.0,1014,8,9,93,10,Bulgaria
2020-12-28,9,3,0.0,8.7,3,92,03:39 PM,06:18 AM,07:57 AM,05:01 PM,2,4,6,4,13,23,77,2.3,1006,9,10,164,8,Bulgaria
2020-12-29,9,2,0.0,8.7,3,100,04:23 PM,07:19 AM,07:57 AM,05:01 PM,1,3,5,3,16,12,77,0.0,1009,9,10,160,9,Bulgaria
2020-12-30,10,3,0.0,8.7,3,100,05:15 PM,08:16 AM,07:57 AM,05:02 PM,2,4,5,4,9,6,78,0.0,1013,10,10,142,5,Bulgaria
2020-12-31,8,2,0.0,5.3,2,89,06:15 PM,09:07 AM,07:57 AM,05:03 PM,2,4,5,4,9,48,83,4.6,1009,8,9,172,5,Bulgaria
2021-01-01,8,1,0.0,8.7,2,79,07:22 PM,09:52 AM,07:57 AM,05:04 PM,-1,3,4,3,7,12,71,0.1,1015,8,10,249,4,Bulgaria
2021-01-02,9,-1,0.0,8.7,3,71,08:31 PM,10:29 AM,07:57 AM,05:05 PM,0,3,4,3,7,2,74,0.0,1021,9,10,126,5,Bulgaria
2021-01-03,7,0,0.0,7.0,1,64,09:42 PM,11:01 AM,07:57 AM,05:06 PM,2,1,3,1,12,56,89,1.2,1018,7,8,115,7,Bulgaria
2021-01-04,6,-2,0.0,3.6,1,57,10:53 PM,11:30 AM,07:57 AM,05:07 PM,3,2,4,2,7,93,94,16.4,1013,6,8,92,4,Bulgaria
2021-01-05,7,3,0.0,8.7,3,50,No moonrise,11:56 AM,07:57 AM,05:08 PM,1,3,5,3,14,36,78,0.1,1013,7,10,250,10,Bulgaria
2021-01-06,8,1,0.0,8.7,2,42,12:04 AM,12:21 PM,07:57 AM,05:09 PM,-1,3,4,3,8,32,72,0.0,1017,8,10,156,5,Bulgaria
2021-01-07,4,-2,0.0,3.6,1,35,01:17 AM,12:48 PM,07:57 AM,05:10 PM,2,2,3,2,7,80,90,4.6,1015,4,9,210,4,Bulgaria
2021-01-08,5,-2,0.0,3.6,1,28,02:30 AM,01:17 PM,07:57 AM,05:11 PM,4,2,4,2,6,100,96,23.0,1012,5,6,55,5,Bulgaria
2021-01-09,3,1,7.7,3.6,1,20,03:46 AM,01:51 PM,07:57 AM,05:12 PM,1,0,2,0,8,95,93,17.4,1017,3,6,234,7,Bulgaria
2021-01-10,3,-1,6.5,3.6,1,13,05:02 AM,02:32 PM,07:56 AM,05:13 PM,2,1,2,1,7,100,98,23.0,1018,3,4,70,5,Bulgaria
2021-01-11,4,-3,0.0,3.6,1,6,06:15 AM,03:22 PM,07:56 AM,05:14 PM,3,0,2,0,9,100,99,23.3,1016,4,5,178,5,Bulgaria
2021-01-12,4,-3,0.1,3.6,1,0,07:23 AM,04:20 PM,07:56 AM,05:15 PM,3,2,3,2,5,100,98,3.3,1013,4,2,197,4,Bulgaria
2021-01-13,2,-2,0.0,7.0,1,0,08:19 AM,05:27 PM,07:55 AM,05:16 PM,-2,-3,0,-3,11,61,87,0.0,1010,2,8,289,9,Bulgaria
2021-01-14,0,-6,0.4,7.0,1,1,09:06 AM,06:36 PM,07:55 AM,05:18 PM,-7,-6,-2,-6,12,61,72,0.8,1012,0,8,281,10,Bulgaria
2021-01-15,-1,-5,0.0,8.7,2,8,09:44 AM,07:45 PM,07:54 AM,05:19 PM,-7,-8,-4,-8,13,21,75,0.1,1016,-1,10,291,11,Bulgaria
2021-01-16,-4,-9,2.1,3.6,1,16,10:14 AM,08:52 PM,07:54 AM,05:20 PM,-7,-9,-5,-9,10,88,83,2.5,1016,-4,7,313,8,Bulgaria
2021-01-17,-5,-9,0.0,7.0,1,23,10:40 AM,09:57 PM,07:53 AM,05:21 PM,-10,-11,-7,-11,9,61,78,0.1,1019,-5,9,283,8,Bulgaria
2021-01-18,-5,-9,0.0,8.7,2,30,11:03 AM,10:59 PM,07:53 AM,05:22 PM,-10,-10,-7,-10,8,23,82,0.1,1024,-5,10,301,6,Bulgaria
2021-01-19,-2,-11,0.0,8.7,2,38,11:25 AM,No moonset,07:52 AM,05:24 PM,-9,-9,-6,-9,10,25,79,0.0,1026,-2,10,284,7,Bulgaria
2021-01-20,2,-6,0.0,8.7,2,45,11:46 AM,12:00 AM,07:52 AM,05:25 PM,-7,-4,-2,-4,8,31,72,0.0,1026,2,10,269,5,Bulgaria
2021-01-21,4,-6,0.0,8.7,2,52,12:08 PM,01:01 AM,07:51 AM,05:26 PM,-5,-1,-0,-1,6,17,68,0.0,1025,4,10,240,3,Bulgaria
2021-01-22,7,-1,0.0,8.7,2,59,12:33 PM,02:01 AM,07:50 AM,05:27 PM,-1,2,2,2,5,29,81,0.0,1021,7,10,181,3,Bulgaria
2021-01-23,5,-1,0.0,5.4,1,67,01:01 PM,03:03 AM,07:49 AM,05:29 PM,0,-0,2,-0,12,57,88,0.2,1011,5,9,134,7,Bulgaria
2021-01-24,8,2,0.0,7.0,2,74,01:35 PM,04:05 AM,07:49 AM,05:30 PM,1,3,4,3,12,53,82,1.1,1005,8,9,185,7,Bulgaria
2021-01-25,5,2,3.4,3.7,1,81,02:15 PM,05:06 AM,07:48 AM,05:31 PM,-0,0,3,0,18,64,79,8.4,1002,5,9,206,11,Bulgaria
2021-01-26,1,-3,13.2,3.7,1,88,03:04 PM,06:05 AM,07:47 AM,05:33 PM,-2,-2,-0,-2,11,77,89,18.4,1005,1,5,226,7,Bulgaria
2021-01-27,-3,-5,5.7,3.7,1,96,04:02 PM,06:59 AM,07:46 AM,05:34 PM,-4,-8,-3,-8,18,99,95,12.3,1005,-3,3,308,14,Bulgaria
2021-01-28,-3,-8,0.0,3.7,1,100,05:07 PM,07:47 AM,07:45 AM,05:35 PM,-8,-11,-6,-11,22,66,87,0.3,1013,-3,10,262,14,Bulgaria
2021-01-29,4,-5,0.0,8.7,1,90,06:17 PM,08:27 AM,07:44 AM,05:36 PM,-6,-3,-1,-3,10,60,70,0.0,1010,4,10,258,6,Bulgaria
2021-01-30,4,-1,5.1,3.7,1,82,07:30 PM,09:02 AM,07:43 AM,05:38 PM,0,-1,1,-1,10,71,92,8.8,1002,4,6,229,7,Bulgaria
2021-01-31,5,-1,0.0,3.7,1,79,08:43 PM,09:33 AM,07:42 AM,05:39 PM,-2,0,1,0,8,59,81,0.3,1004,5,10,169,5,Bulgaria
2021-02-01,9,-2,0.0,8.7,2,63,09:56 PM,10:00 AM,07:41 AM,05:40 PM,2,3,4,3,8,43,86,4.0,1002,9,10,186,4,Bulgaria
2021-02-02,8,2,0.0,8.7,3,55,11:08 PM,10:25 AM,07:40 AM,05:42 PM,2,4,4,4,3,28,83,0.0,1012,8,10,130,2,Bulgaria
2021-02-03,11,2,0.0,8.7,3,48,No moonrise,10:52 AM,07:39 AM,05:43 PM,3,6,6,6,5,11,85,0.0,1017,11,10,244,3,Bulgaria
2021-02-04,12,3,0.0,8.7,3,40,12:21 AM,11:20 AM,07:38 AM,05:44 PM,3,6,6,6,8,11,79,0.0,1018,12,10,272,5,Bulgaria
2021-02-05,12,3,0.0,5.4,2,33,01:36 AM,11:51 AM,07:37 AM,05:46 PM,3,7,7,7,3,47,78,0.0,1020,12,10,247,2,Bulgaria
2021-02-06,14,4,0.0,8.7,3,25,02:50 AM,12:28 PM,07:36 AM,05:47 PM,3,8,8,8,7,21,69,0.0,1015,14,10,262,4,Bulgaria
2021-02-07,13,5,0.0,8.7,3,18,04:03 AM,01:14 PM,07:34 AM,05:48 PM,2,8,8,8,7,53,63,0.0,1012,13,10,176,4,Bulgaria
