date_time,San%20Marino_maxtempC,San%20Marino_mintempC,San%20Marino_totalSnow_cm,San%20Marino_sunHour,San%20Marino_uvIndex,San%20Marino_moon_illumination,San%20Marino_moonrise,San%20Marino_moonset,San%20Marino_sunrise,San%20Marino_sunset,San%20Marino_DewPointC,San%20Marino_FeelsLikeC,San%20Marino_HeatIndexC,San%20Marino_WindChillC,San%20Marino_WindGustKmph,San%20Marino_cloudcover,San%20Marino_humidity,San%20Marino_precipMM,San%20Marino_pressure,San%20Marino_tempC,San%20Marino_visibility,San%20Marino_winddirDegree,San%20Marino_windspeedKmph,San%20Marino_location
2020-01-01,9,6,0.0,8.7,3,37,11:37 AM,11:00 PM,07:45 AM,04:42 PM,-0,6,7,6,13,4,58,0.0,1031,9,10,295,8,San%20Marino
2020-01-02,9,6,0.0,8.7,3,44,11:59 AM,12:00 AM,07:45 AM,04:43 PM,4,6,7,6,14,4,78,0.0,1032,9,10,298,9,San%20Marino
2020-01-03,10,6,0.0,8.7,2,51,12:21 PM,No moonset,07:45 AM,04:44 PM,2,7,8,7,9,46,67,0.0,1028,10,10,282,5,San%20Marino
2020-01-04,10,8,0.0,6.9,2,59,12:43 PM,01:00 AM,07:45 AM,04:45 PM,6,7,9,7,18,57,79,0.0,1023,10,10,292,12,San%20Marino
2020-01-05,11,7,0.0,8.7,3,66,01:08 PM,02:01 AM,07:45 AM,04:46 PM,3,8,9,8,15,6,68,0.0,1028,11,10,181,10,San%20Marino
2020-01-06,9,7,0.0,8.7,3,73,01:35 PM,03:05 AM,07:45 AM,04:47 PM,0,6,8,6,14,20,59,0.0,1031,9,10,155,9,San%20Marino
2020-01-07,7,5,0.0,6.9,2,80,02:07 PM,04:10 AM,07:45 AM,04:48 PM,1,4,6,4,12,19,72,0.0,1026,7,10,293,8,San%20Marino
2020-01-08,9,5,0.0,8.7,3,88,02:47 PM,05:16 AM,07:45 AM,04:49 PM,2,4,6,4,19,5,74,0.0,1028,9,10,292,13,San%20Marino
2020-01-09,9,6,0.0,8.7,3,95,03:35 PM,06:22 AM,07:44 AM,04:50 PM,-1,7,7,7,9,4,57,0.0,1028,9,10,201,5,San%20Marino
2020-01-10,12,7,0.0,8.7,3,100,04:33 PM,07:24 AM,07:44 AM,04:51 PM,4,8,9,8,15,21,72,0.0,1025,12,10,221,9,San%20Marino
2020-01-11,9,6,0.0,6.9,2,100,05:40 PM,08:19 AM,07:44 AM,04:53 PM,4,5,7,5,21,41,82,0.0,1026,9,10,298,14,San%20Marino
2020-01-12,9,7,0.0,3.4,2,83,06:53 PM,09:07 AM,07:43 AM,04:54 PM,4,7,8,7,14,51,75,0.0,1029,9,10,189,9,San%20Marino
2020-01-13,9,6,0.0,8.7,3,76,08:09 PM,09:47 AM,07:43 AM,04:55 PM,3,7,7,7,8,14,75,0.0,1027,9,10,175,5,San%20Marino
2020-01-14,8,5,0.0,8.7,3,69,09:26 PM,10:21 AM,07:43 AM,04:56 PM,3,6,7,6,9,24,77,0.0,1025,8,10,192,6,San%20Marino
2020-01-15,9,6,0.0,8.7,2,61,10:40 PM,10:51 AM,07:42 AM,04:57 PM,4,8,8,8,7,28,76,0.0,1026,9,10,256,5,San%20Marino
2020-01-16,9,7,0.0,8.7,2,54,11:54 PM,11:19 AM,07:42 AM,04:59 PM,5,6,8,6,15,42,80,0.0,1028,9,10,291,10,San%20Marino
2020-01-17,10,7,0.0,7.0,2,47,No moonrise,11:46 AM,07:41 AM,05:00 PM,4,7,8,7,14,43,75,0.0,1025,10,10,241,9,San%20Marino
2020-01-18,10,7,0.0,5.3,2,40,01:06 AM,12:14 PM,07:40 AM,05:01 PM,6,6,9,6,27,69,82,5.7,1020,10,7,234,19,San%20Marino
2020-01-19,9,7,0.0,3.6,2,32,02:18 AM,12:45 PM,07:40 AM,05:02 PM,3,4,8,4,40,80,70,5.7,1025,9,10,50,30,San%20Marino
2020-01-20,9,8,0.0,3.6,2,25,03:29 AM,01:20 PM,07:39 AM,05:04 PM,3,4,8,4,37,88,71,0.6,1036,9,9,55,28,San%20Marino
2020-01-21,7,5,0.0,8.7,2,18,04:37 AM,02:00 PM,07:38 AM,05:05 PM,2,5,6,5,13,48,73,0.0,1040,7,10,204,10,San%20Marino
2020-01-22,8,5,0.0,5.3,2,11,05:41 AM,02:48 PM,07:38 AM,05:06 PM,1,6,6,6,7,50,72,0.0,1034,8,10,192,4,San%20Marino
2020-01-23,9,6,0.0,8.7,3,3,06:38 AM,03:42 PM,07:37 AM,05:08 PM,3,6,7,6,9,8,77,0.0,1030,9,10,284,6,San%20Marino
2020-01-24,10,5,0.0,8.7,3,0,07:28 AM,04:40 PM,07:36 AM,05:09 PM,4,7,7,7,8,26,81,0.0,1027,10,10,177,5,San%20Marino
2020-01-25,8,7,0.0,3.7,2,0,08:09 AM,05:42 PM,07:35 AM,05:10 PM,6,6,8,6,10,91,89,4.3,1023,8,6,276,8,San%20Marino
2020-01-26,9,5,0.0,3.7,2,4,08:44 AM,06:44 PM,07:34 AM,05:12 PM,6,7,8,7,10,87,88,2.5,1021,9,10,309,7,San%20Marino
2020-01-27,10,3,0.0,7.0,2,11,09:13 AM,07:47 PM,07:34 AM,05:13 PM,6,7,8,7,10,53,83,0.0,1019,10,10,215,6,San%20Marino
2020-01-28,15,8,0.0,8.7,3,18,09:39 AM,08:48 PM,07:33 AM,05:14 PM,6,9,12,9,41,41,68,0.0,1010,15,10,214,26,San%20Marino
2020-01-29,12,9,0.0,8.7,3,26,10:02 AM,09:48 PM,07:32 AM,05:16 PM,5,10,11,10,16,29,66,0.0,1010,12,10,241,10,San%20Marino
2020-01-30,13,8,0.0,8.7,3,33,10:24 AM,10:48 PM,07:31 AM,05:17 PM,6,10,10,10,12,30,72,0.0,1018,13,10,211,7,San%20Marino
2020-01-31,13,9,0.0,5.4,3,37,10:46 AM,11:48 PM,07:30 AM,05:19 PM,8,11,11,11,8,69,79,0.0,1019,13,10,234,5,San%20Marino
2020-02-01,14,10,0.0,7.0,3,49,11:09 AM,No moonset,07:28 AM,05:20 PM,9,12,12,12,5,56,84,0.0,1019,14,10,161,3,San%20Marino
2020-02-02,14,11,0.0,8.7,4,57,11:35 AM,12:49 AM,07:27 AM,05:21 PM,10,12,12,12,7,31,85,0.0,1019,14,10,121,4,San%20Marino
2020-02-03,15,11,0.0,8.7,4,64,12:03 PM,01:53 AM,07:26 AM,05:23 PM,10,13,13,13,10,8,82,0.0,1017,15,10,234,5,San%20Marino
2020-02-04,13,10,0.0,8.7,3,72,12:38 PM,02:57 AM,07:25 AM,05:24 PM,7,10,12,10,26,39,73,4.6,1008,13,10,200,16,San%20Marino
2020-02-05,11,8,0.0,8.7,3,79,01:21 PM,04:02 AM,07:24 AM,05:26 PM,-3,5,9,5,53,7,43,0.0,1016,11,10,260,38,San%20Marino
2020-02-06,9,7,0.0,8.7,3,87,02:13 PM,05:05 AM,07:23 AM,05:27 PM,-4,6,8,6,24,2,42,0.0,1027,9,10,140,17,San%20Marino
2020-02-07,9,6,0.0,8.7,3,95,03:16 PM,06:04 AM,07:21 AM,05:28 PM,-2,7,7,7,9,4,50,0.0,1026,9,10,176,5,San%20Marino
2020-02-08,9,5,0.0,8.7,3,100,04:28 PM,06:56 AM,07:20 AM,05:30 PM,0,6,7,6,10,8,62,0.0,1028,9,10,236,6,San%20Marino
2020-02-09,10,7,0.0,8.7,2,100,05:45 PM,07:40 AM,07:19 AM,05:31 PM,3,8,8,8,10,24,67,0.0,1030,10,10,173,6,San%20Marino
2020-02-10,16,9,0.0,7.1,3,83,07:04 PM,08:18 AM,07:17 AM,05:32 PM,7,11,12,11,36,36,70,0.0,1020,16,10,209,22,San%20Marino
2020-02-11,15,12,0.0,7.1,3,75,08:22 PM,08:50 AM,07:16 AM,05:34 PM,7,12,13,12,36,26,64,0.0,1012,15,10,232,22,San%20Marino
2020-02-12,12,9,0.0,8.7,3,68,09:39 PM,09:20 AM,07:15 AM,05:35 PM,6,10,11,10,13,39,71,0.0,1016,12,10,200,8,San%20Marino
2020-02-13,13,8,0.0,8.7,4,60,10:54 PM,09:48 AM,07:13 AM,05:37 PM,3,10,10,10,12,22,61,0.0,1018,13,10,205,7,San%20Marino
2020-02-14,12,9,0.0,8.7,3,53,No moonrise,10:16 AM,07:12 AM,05:38 PM,6,9,11,9,23,30,74,2.5,1016,12,9,271,16,San%20Marino
2020-02-15,12,8,0.0,8.7,4,45,12:08 AM,10:47 AM,07:10 AM,05:39 PM,4,10,10,10,7,18,69,0.0,1026,12,10,224,4,San%20Marino
2020-02-16,12,8,0.0,8.7,4,38,01:21 AM,11:21 AM,07:09 AM,05:41 PM,4,10,10,10,8,22,68,0.0,1029,12,10,188,5,San%20Marino
2020-02-17,15,9,0.0,8.7,4,30,02:30 AM,12:00 PM,07:07 AM,05:42 PM,6,11,12,11,13,2,67,0.0,1026,15,10,215,7,San%20Marino
2020-02-18,12,10,0.0,8.7,4,22,03:36 AM,12:44 PM,07:06 AM,05:43 PM,7,10,11,10,16,41,77,0.0,1023,12,10,255,10,San%20Marino
2020-02-19,11,9,0.0,3.9,3,15,04:34 AM,01:36 PM,07:04 AM,05:45 PM,7,9,10,9,10,75,82,0.7,1021,11,9,307,7,San%20Marino
2020-02-20,12,8,0.0,8.7,3,7,05:25 AM,02:32 PM,07:03 AM,05:46 PM,3,8,9,8,12,6,65,0.0,1023,12,10,158,8,San%20Marino
2020-02-21,11,7,0.0,8.7,3,0,06:08 AM,03:33 PM,07:01 AM,05:47 PM,1,8,9,8,9,3,57,0.0,1024,11,10,183,6,San%20Marino
2020-02-22,12,7,0.0,8.7,3,0,06:44 AM,04:34 PM,07:00 AM,05:49 PM,4,9,9,9,10,14,70,0.0,1031,12,10,197,6,San%20Marino
2020-02-23,14,9,0.0,8.7,4,0,07:15 AM,05:37 PM,06:58 AM,05:50 PM,5,10,11,10,11,18,68,0.0,1028,14,10,195,7,San%20Marino
2020-02-24,13,10,0.0,8.7,4,0,07:42 AM,06:38 PM,06:56 AM,05:51 PM,7,10,11,10,14,3,77,0.0,1021,13,10,172,9,San%20Marino
2020-02-25,15,11,0.0,8.7,3,8,08:05 AM,07:39 PM,06:55 AM,05:53 PM,8,11,13,11,25,27,74,0.0,1012,15,10,201,15,San%20Marino
2020-02-26,14,5,0.0,8.7,3,15,08:27 AM,08:39 PM,06:53 AM,05:54 PM,4,7,10,7,37,37,69,4.1,998,14,10,209,26,San%20Marino
2020-02-27,11,5,0.0,8.7,3,23,08:49 AM,09:39 PM,06:51 AM,05:55 PM,-2,5,7,5,24,24,55,2.0,1012,11,10,239,18,San%20Marino
2020-02-28,14,7,0.0,5.7,3,30,09:12 AM,10:39 PM,06:50 AM,05:57 PM,4,8,10,8,22,50,65,0.0,1013,14,10,201,14,San%20Marino
2020-02-29,14,7,0.0,8.7,3,38,09:36 AM,11:41 PM,06:48 AM,05:58 PM,0,8,10,8,22,41,52,0.0,1017,14,10,191,14,San%20Marino
2020-03-01,14,11,0.0,4.2,3,44,10:02 AM,No moonset,06:46 AM,05:59 PM,7,10,12,10,28,85,73,1.1,1006,14,9,187,18,San%20Marino
2020-03-02,15,8,0.0,7.2,3,51,10:34 AM,12:43 AM,06:45 AM,06:00 PM,7,10,12,10,29,53,73,5.9,1000,15,9,188,18,San%20Marino
2020-03-03,13,9,0.0,8.7,3,58,11:12 AM,01:47 AM,06:43 AM,06:02 PM,6,9,11,9,24,54,69,0.5,997,13,9,204,16,San%20Marino
2020-03-04,11,8,0.0,8.7,2,65,11:58 AM,02:49 AM,06:41 AM,06:03 PM,4,7,9,7,23,61,73,2.2,1009,11,10,169,17,San%20Marino
2020-03-05,12,7,0.0,10.2,2,73,12:55 PM,03:49 AM,06:39 AM,06:04 PM,3,8,9,8,17,41,64,0.1,1011,12,10,188,11,San%20Marino
2020-03-06,14,9,0.0,10.2,3,80,02:01 PM,04:43 AM,06:38 AM,06:05 PM,5,9,11,9,27,63,69,2.7,997,14,8,211,18,San%20Marino
2020-03-07,11,8,0.0,7.3,2,87,03:15 PM,05:30 AM,06:36 AM,06:07 PM,6,8,10,8,19,69,76,3.4,1007,11,10,153,14,San%20Marino
2020-03-08,11,9,0.0,11.6,3,95,04:33 PM,06:10 AM,06:34 AM,06:08 PM,3,8,10,8,18,20,63,0.2,1019,11,10,84,12,San%20Marino
2020-03-09,11,8,0.0,10.2,3,100,05:53 PM,06:45 AM,06:32 AM,06:09 PM,3,8,9,8,18,44,65,0.2,1014,11,10,141,12,San%20Marino
2020-03-10,12,7,0.0,11.6,3,100,07:13 PM,07:17 AM,06:31 AM,06:10 PM,4,8,9,8,18,22,71,0.0,1018,12,10,271,12,San%20Marino
2020-03-11,13,9,0.0,11.6,4,84,08:31 PM,07:46 AM,06:29 AM,06:12 PM,5,11,11,11,11,8,65,0.0,1022,13,10,153,7,San%20Marino
2020-03-12,14,9,0.0,11.6,4,76,09:50 PM,08:15 AM,06:27 AM,06:13 PM,7,11,12,11,13,17,70,0.0,1022,14,10,181,8,San%20Marino
2020-03-13,17,11,0.0,7.4,3,69,11:06 PM,08:45 AM,06:25 AM,06:14 PM,9,13,14,13,15,60,75,0.0,1015,17,10,197,9,San%20Marino
2020-03-14,11,9,0.0,6.0,2,62,No moonrise,09:19 AM,06:24 AM,06:15 PM,8,8,10,8,23,100,85,3.2,1015,11,5,52,16,San%20Marino
2020-03-15,10,9,0.0,11.6,3,55,12:19 AM,09:57 AM,06:22 AM,06:17 PM,3,7,9,7,27,25,65,0.1,1021,10,10,47,20,San%20Marino
2020-03-16,11,7,0.0,11.6,3,47,01:29 AM,10:41 AM,06:20 AM,06:18 PM,2,8,9,8,11,2,62,0.0,1025,11,10,182,8,San%20Marino
2020-03-17,12,8,0.0,11.6,4,40,02:30 AM,11:31 AM,06:18 AM,06:19 PM,4,9,10,9,8,4,68,0.0,1030,12,10,193,6,San%20Marino
2020-03-18,13,9,0.0,7.4,3,33,03:25 AM,12:26 PM,06:16 AM,06:20 PM,5,10,11,10,13,40,69,0.0,1027,13,10,299,9,San%20Marino
2020-03-19,15,11,0.0,11.6,4,25,04:09 AM,01:26 PM,06:15 AM,06:22 PM,7,12,12,12,14,3,70,0.0,1025,15,10,204,8,San%20Marino
2020-03-20,15,11,0.0,10.2,3,18,04:47 AM,02:27 PM,06:13 AM,06:23 PM,9,13,13,13,10,28,78,0.2,1022,15,10,140,6,San%20Marino
2020-03-21,14,11,0.0,11.6,4,11,05:19 AM,03:29 PM,06:11 AM,06:24 PM,7,12,13,12,15,8,71,0.0,1016,14,10,154,9,San%20Marino
2020-03-22,12,9,0.0,6.1,3,4,05:46 AM,04:30 PM,06:09 AM,06:25 PM,7,8,10,8,28,70,78,0.1,1016,12,10,78,21,San%20Marino
2020-03-23,7,5,0.0,11.6,3,0,06:10 AM,05:32 PM,06:07 AM,06:26 PM,-4,1,6,1,46,15,49,0.0,1025,7,10,64,37,San%20Marino
2020-03-24,7,6,0.0,6.1,2,0,06:32 AM,06:31 PM,06:06 AM,06:28 PM,-2,2,7,2,43,56,54,0.5,1024,7,10,43,35,San%20Marino
2020-03-25,7,6,0.0,6.1,2,3,06:54 AM,07:32 PM,06:04 AM,06:29 PM,0,2,6,2,40,90,65,1.5,1019,7,10,55,32,San%20Marino
2020-03-26,8,1,0.0,6.1,2,11,07:16 AM,08:32 PM,06:02 AM,06:30 PM,4,3,7,3,31,92,78,3.8,1012,8,7,53,24,San%20Marino
2020-03-27,10,2,0.0,7.7,2,18,07:39 AM,09:34 PM,06:00 AM,06:31 PM,7,7,8,7,14,97,85,6.3,1013,10,9,160,10,San%20Marino
2020-03-28,12,5,0.0,12.8,4,25,08:04 AM,10:36 PM,05:58 AM,06:33 PM,6,8,10,8,20,36,78,0.5,1015,12,9,291,14,San%20Marino
2020-03-29,14,9,0.0,12.8,4,32,08:34 AM,11:39 PM,05:57 AM,06:34 PM,6,10,11,10,15,5,71,0.0,1013,14,10,154,10,San%20Marino
2020-03-30,12,9,0.0,9.3,3,40,09:09 AM,No moonset,05:55 AM,06:35 PM,7,9,11,9,24,66,80,0.9,1011,12,10,103,17,San%20Marino
2020-03-31,9,3,0.0,11.9,2,44,09:51 AM,12:40 AM,05:53 AM,06:36 PM,-0,4,7,4,30,54,58,0.0,1019,9,10,48,23,San%20Marino
2020-04-01,8,6,0.0,12.9,3,56,10:41 AM,01:40 AM,05:51 AM,06:37 PM,-2,4,7,4,26,3,50,0.0,1022,8,10,72,18,San%20Marino
2020-04-02,9,5,0.0,12.9,3,64,11:42 AM,02:34 AM,05:50 AM,06:39 PM,-1,5,7,5,14,2,55,0.0,1015,9,10,203,9,San%20Marino
2020-04-03,10,6,0.0,12.9,3,71,12:50 PM,03:22 AM,05:48 AM,06:40 PM,1,7,8,7,8,1,61,0.0,1014,10,10,120,6,San%20Marino
2020-04-04,13,7,0.0,13.0,4,79,02:04 PM,04:04 AM,05:46 AM,06:41 PM,4,8,10,8,16,2,66,0.0,1020,13,10,223,11,San%20Marino
2020-04-05,13,10,0.0,13.0,4,87,03:22 PM,04:40 AM,05:44 AM,06:42 PM,7,10,12,10,22,2,72,0.0,1024,13,10,112,15,San%20Marino
2020-04-06,14,10,0.0,13.0,4,94,04:41 PM,05:12 AM,05:42 AM,06:43 PM,7,11,12,11,16,3,74,0.0,1025,14,10,301,11,San%20Marino
2020-04-07,14,10,0.0,13.0,4,100,06:01 PM,05:42 AM,05:41 AM,06:45 PM,4,11,11,11,11,1,61,0.0,1027,14,10,211,7,San%20Marino
2020-04-08,14,9,0.0,13.1,4,100,07:21 PM,06:10 AM,05:39 AM,06:46 PM,3,10,11,10,15,0,57,0.0,1027,14,10,294,9,San%20Marino
2020-04-09,15,9,0.0,13.1,4,83,08:40 PM,06:40 AM,05:37 AM,06:47 PM,1,12,12,12,14,0,47,0.0,1023,15,10,196,8,San%20Marino
2020-04-10,17,11,0.0,13.1,4,76,09:58 PM,07:13 AM,05:35 AM,06:48 PM,5,14,14,14,13,1,56,0.0,1023,17,10,200,7,San%20Marino
2020-04-11,18,13,0.0,13.2,5,68,11:13 PM,07:50 AM,05:34 AM,06:50 PM,7,15,15,15,14,2,57,0.0,1022,18,10,157,8,San%20Marino
2020-04-12,18,13,0.0,13.2,5,61,No moonrise,08:32 AM,05:32 AM,06:51 PM,8,15,15,15,13,4,63,0.0,1020,18,10,163,7,San%20Marino
2020-04-13,20,13,0.0,13.2,5,53,12:20 AM,09:22 AM,05:30 AM,06:52 PM,6,15,16,15,27,38,53,0.0,1016,20,10,211,15,San%20Marino
