date_time,Switzerland_maxtempC,Switzerland_mintempC,Switzerland_totalSnow_cm,Switzerland_sunHour,Switzerland_uvIndex,Switzerland_moon_illumination,Switzerland_moonrise,Switzerland_moonset,Switzerland_sunrise,Switzerland_sunset,Switzerland_DewPointC,Switzerland_FeelsLikeC,Switzerland_HeatIndexC,Switzerland_WindChillC,Switzerland_WindGustKmph,Switzerland_cloudcover,Switzerland_humidity,Switzerland_precipMM,Switzerland_pressure,Switzerland_tempC,Switzerland_visibility,Switzerland_winddirDegree,Switzerland_windspeedKmph,Switzerland_location
2020-01-01,6,-2,0.0,8.4,1,37,12:00 PM,11:18 PM,08:15 AM,04:51 PM,-2,1,1,1,2,37,82,0.0,1031,6,10,105,1,Switzerland
2020-01-02,6,-0,0.0,6.8,1,44,12:21 PM,No moonset,08:15 AM,04:52 PM,-2,1,2,1,7,18,78,0.0,1032,6,10,203,3,Switzerland
2020-01-03,7,-2,0.0,6.8,1,51,12:41 PM,12:20 AM,08:15 AM,04:53 PM,-1,1,3,1,10,63,75,0.1,1029,7,10,205,5,Switzerland
2020-01-04,7,-0,0.0,3.1,1,59,01:01 PM,01:23 AM,08:15 AM,04:54 PM,2,2,3,2,8,72,93,1.0,1033,7,5,164,5,Switzerland
2020-01-05,3,-2,0.0,8.4,1,66,01:24 PM,02:26 AM,08:15 AM,04:55 PM,-2,-1,0,-1,8,22,89,0.0,1034,3,6,52,5,Switzerland
2020-01-06,8,-1,0.0,8.4,2,73,01:49 PM,03:32 AM,08:15 AM,04:56 PM,-1,2,2,2,5,2,77,0.0,1030,8,10,195,3,Switzerland
2020-01-07,6,-1,0.0,8.4,2,80,02:19 PM,04:39 AM,08:15 AM,04:58 PM,-1,1,2,1,8,24,79,0.0,1030,6,10,169,4,Switzerland
2020-01-08,5,-1,0.0,8.4,2,88,02:57 PM,05:47 AM,08:15 AM,04:59 PM,-4,1,2,1,9,29,68,0.0,1030,5,10,197,4,Switzerland
2020-01-09,9,3,0.0,8.7,3,95,03:44 PM,06:54 AM,08:14 AM,05:00 PM,0,4,5,4,8,23,71,0.0,1024,9,10,201,4,Switzerland
2020-01-10,6,1,0.0,6.9,1,100,04:42 PM,07:57 AM,08:14 AM,05:01 PM,2,1,4,1,18,44,85,1.5,1026,6,10,229,12,Switzerland
2020-01-11,5,-1,0.0,8.7,1,100,05:50 PM,08:52 AM,08:14 AM,05:02 PM,0,1,2,1,7,30,89,0.0,1032,5,8,74,5,Switzerland
2020-01-12,7,-1,0.0,8.7,2,83,07:05 PM,09:38 AM,08:13 AM,05:04 PM,-4,1,2,1,7,31,67,0.0,1029,7,10,206,4,Switzerland
2020-01-13,6,-1,0.0,6.9,1,76,08:23 PM,10:15 AM,08:13 AM,05:05 PM,-4,1,2,1,7,33,64,0.0,1024,6,10,207,4,Switzerland
2020-01-14,7,-1,0.0,8.7,1,69,09:42 PM,10:47 AM,08:12 AM,05:06 PM,-5,1,2,1,10,46,62,0.0,1019,7,10,190,5,Switzerland
2020-01-15,7,-0,0.0,8.7,1,61,11:00 PM,11:14 AM,08:11 AM,05:08 PM,-3,1,2,1,9,21,66,0.0,1022,7,10,194,4,Switzerland
2020-01-16,10,1,0.0,8.7,3,54,No moonrise,11:40 AM,08:11 AM,05:09 PM,-0,4,5,4,8,17,72,0.0,1027,10,10,165,4,Switzerland
2020-01-17,8,1,0.0,8.7,2,47,12:15 AM,12:04 PM,08:10 AM,05:10 PM,-0,3,4,3,9,31,73,4.4,1023,8,9,211,5,Switzerland
2020-01-18,4,-1,2.8,6.9,1,40,01:31 AM,12:30 PM,08:09 AM,05:12 PM,-0,-0,2,-0,9,63,88,6.6,1029,4,7,197,7,Switzerland
2020-01-19,2,-3,0.6,6.9,1,32,02:45 AM,12:58 PM,08:09 AM,05:13 PM,-3,-3,-1,-3,9,67,88,0.8,1033,2,8,56,7,Switzerland
2020-01-20,2,-4,0.1,8.7,2,25,03:58 AM,01:31 PM,08:08 AM,05:15 PM,-6,-6,-2,-6,17,27,73,0.1,1041,2,9,62,12,Switzerland
2020-01-21,5,-3,0.0,8.7,2,18,05:09 AM,02:10 PM,08:07 AM,05:16 PM,-6,0,1,0,3,6,65,0.0,1040,5,10,100,2,Switzerland
2020-01-22,5,-3,0.0,8.7,2,11,06:13 AM,02:56 PM,08:06 AM,05:17 PM,-5,0,1,0,4,12,68,0.0,1034,5,10,92,2,Switzerland
2020-01-23,6,-1,0.0,8.7,2,3,07:11 AM,03:50 PM,08:05 AM,05:19 PM,-3,2,3,2,5,4,73,0.0,1028,6,10,70,3,Switzerland
2020-01-24,7,0,0.0,8.7,2,0,08:00 AM,04:50 PM,08:04 AM,05:20 PM,-2,2,3,2,7,26,71,0.0,1025,7,10,210,3,Switzerland
2020-01-25,7,-0,0.0,8.7,2,0,08:40 AM,05:53 PM,08:04 AM,05:22 PM,-1,2,2,2,7,47,79,0.0,1022,7,10,201,4,Switzerland
2020-01-26,7,-2,0.0,8.7,2,4,09:13 AM,06:58 PM,08:02 AM,05:23 PM,-1,1,2,1,7,47,80,0.1,1021,7,9,210,4,Switzerland
2020-01-27,8,1,0.0,7.0,1,11,09:40 AM,08:02 PM,08:01 AM,05:25 PM,1,3,4,3,10,77,79,0.1,1017,8,9,206,6,Switzerland
2020-01-28,4,-4,1.9,3.5,1,18,10:03 AM,09:05 PM,08:00 AM,05:26 PM,1,-1,3,-1,24,91,85,10.3,1009,4,8,228,18,Switzerland
2020-01-29,3,-1,2.1,3.6,1,26,10:24 AM,10:07 PM,07:59 AM,05:28 PM,0,-2,2,-2,22,87,91,4.0,1017,3,7,242,17,Switzerland
2020-01-30,6,-2,0.0,7.0,1,33,10:44 AM,11:10 PM,07:58 AM,05:29 PM,-0,0,2,0,11,52,83,1.4,1018,6,8,205,6,Switzerland
2020-01-31,11,3,0.0,3.7,2,37,11:04 AM,No moonset,07:57 AM,05:31 PM,6,6,7,6,13,66,92,1.6,1018,11,7,203,7,Switzerland
2020-02-01,9,4,0.0,5.3,2,49,11:26 AM,12:12 AM,07:56 AM,05:32 PM,5,5,7,5,20,60,86,1.1,1017,9,10,210,11,Switzerland
2020-02-02,8,3,0.0,3.7,2,57,11:49 AM,01:16 AM,07:55 AM,05:34 PM,6,5,7,5,20,76,90,9.6,1020,8,8,216,11,Switzerland
2020-02-03,11,8,0.0,3.7,3,64,12:16 PM,02:20 AM,07:53 AM,05:35 PM,7,8,10,8,33,87,78,4.5,1020,11,10,231,19,Switzerland
2020-02-04,6,-3,7.2,3.7,1,72,12:49 PM,03:27 AM,07:52 AM,05:37 PM,2,1,4,1,23,91,84,14.7,1019,6,6,272,16,Switzerland
2020-02-05,4,-2,6.7,5.4,1,79,01:31 PM,04:34 AM,07:51 AM,05:39 PM,-0,-0,2,-0,9,61,89,8.0,1032,4,6,126,7,Switzerland
2020-02-06,4,-3,0.0,8.7,2,87,02:22 PM,05:38 AM,07:49 AM,05:40 PM,-5,-2,-0,-2,7,18,72,0.0,1030,4,10,72,5,Switzerland
2020-02-07,9,-1,0.0,8.7,3,95,03:26 PM,06:36 AM,07:48 AM,05:42 PM,-3,4,4,4,3,0,67,0.0,1025,9,10,181,2,Switzerland
2020-02-08,7,-1,0.0,7.0,1,100,04:38 PM,07:27 AM,07:47 AM,05:43 PM,-3,2,4,2,7,35,70,0.0,1025,7,10,203,4,Switzerland
2020-02-09,10,-0,0.0,8.7,3,100,05:58 PM,08:09 AM,07:45 AM,05:45 PM,-2,3,5,3,13,12,67,0.0,1025,10,10,203,8,Switzerland
2020-02-10,10,3,0.0,3.8,2,83,07:19 PM,08:44 AM,07:44 AM,05:46 PM,3,4,7,4,34,77,73,5.8,1015,10,10,233,22,Switzerland
2020-02-11,6,3,0.0,3.8,1,75,08:40 PM,09:14 AM,07:42 AM,05:48 PM,1,0,5,0,34,87,77,8.9,1019,6,8,248,27,Switzerland
2020-02-12,5,0,0.2,5.4,1,68,10:00 PM,09:41 AM,07:41 AM,05:49 PM,-1,-0,3,-0,12,70,79,0.4,1023,5,10,238,9,Switzerland
2020-02-13,7,-2,0.1,3.8,1,60,11:18 PM,10:07 AM,07:39 AM,05:51 PM,-1,1,3,1,17,77,74,2.7,1016,7,9,212,11,Switzerland
2020-02-14,8,2,0.0,5.4,2,53,No moonrise,10:33 AM,07:37 AM,05:52 PM,2,2,5,2,18,68,86,12.8,1022,8,9,228,14,Switzerland
2020-02-15,12,-0,0.0,8.7,2,45,12:35 AM,11:01 AM,07:36 AM,05:54 PM,-1,5,6,5,8,34,70,0.0,1026,12,10,207,4,Switzerland
2020-02-16,10,2,0.0,8.7,3,38,01:50 AM,11:33 AM,07:34 AM,05:55 PM,-0,5,6,5,10,24,67,0.0,1022,10,10,203,5,Switzerland
2020-02-17,11,4,0.0,3.8,2,30,03:01 AM,12:09 PM,07:33 AM,05:57 PM,3,5,7,5,14,60,78,6.2,1022,11,8,237,9,Switzerland
2020-02-18,6,1,0.0,3.9,1,22,04:08 AM,12:53 PM,07:31 AM,05:58 PM,1,2,4,2,9,76,82,5.6,1030,6,9,248,7,Switzerland
2020-02-19,4,-1,0.0,5.4,1,15,05:07 AM,01:44 PM,07:29 AM,06:00 PM,0,-1,2,-1,17,82,87,2.7,1028,4,10,227,13,Switzerland
2020-02-20,10,-1,0.0,10.7,3,7,05:58 AM,02:41 PM,07:28 AM,06:01 PM,-1,3,5,3,9,15,75,0.0,1024,10,10,211,5,Switzerland
2020-02-21,6,2,0.0,8.5,1,0,06:39 AM,03:43 PM,07:26 AM,06:03 PM,2,3,4,3,8,61,86,1.6,1030,6,10,144,6,Switzerland
2020-02-22,12,1,0.0,10.8,2,0,07:14 AM,04:47 PM,07:24 AM,06:04 PM,0,5,6,5,9,18,71,0.0,1031,12,10,210,5,Switzerland
2020-02-23,13,5,0.0,5.4,2,0,07:43 AM,05:51 PM,07:22 AM,06:06 PM,3,7,9,7,18,70,68,0.0,1029,13,10,228,11,Switzerland
2020-02-24,14,6,0.0,10.9,4,0,08:07 AM,06:55 PM,07:20 AM,06:07 PM,4,9,10,9,14,10,70,0.0,1023,14,10,222,9,Switzerland
2020-02-25,8,4,0.0,5.5,2,8,08:29 AM,07:58 PM,07:19 AM,06:09 PM,3,3,6,3,22,66,78,6.6,1011,8,9,233,15,Switzerland
2020-02-26,1,-1,6.3,5.5,1,15,08:49 AM,09:00 PM,07:17 AM,06:10 PM,-2,-4,1,-4,23,94,81,8.2,1008,1,5,256,17,Switzerland
2020-02-27,3,-3,4.7,5.5,1,23,09:09 AM,10:02 PM,07:15 AM,06:12 PM,-2,-3,0,-3,16,91,86,9.2,1015,3,6,225,11,Switzerland
2020-02-28,8,2,0.0,5.5,2,30,09:29 AM,11:05 PM,07:13 AM,06:13 PM,5,3,5,3,20,96,94,20.0,1009,8,7,210,12,Switzerland
2020-02-29,10,1,0.0,8.6,2,38,09:51 AM,No moonset,07:11 AM,06:14 PM,1,4,6,4,10,68,78,3.9,1009,10,10,206,7,Switzerland
2020-03-01,9,3,0.0,11.1,2,44,10:15 AM,12:08 AM,07:09 AM,06:16 PM,2,3,6,3,19,58,82,9.4,1004,9,9,224,14,Switzerland
2020-03-02,6,-1,2.4,5.5,1,51,10:45 AM,01:13 AM,07:08 AM,06:17 PM,1,0,2,0,11,88,90,20.7,999,6,6,190,7,Switzerland
2020-03-03,4,-2,7.7,5.6,1,58,11:22 AM,02:18 AM,07:06 AM,06:19 PM,-1,-1,1,-1,10,82,90,9.3,1007,4,7,224,7,Switzerland
2020-03-04,6,-2,0.2,7.1,1,65,12:07 PM,03:22 AM,07:04 AM,06:20 PM,-2,0,2,0,9,63,80,0.4,1017,6,9,208,5,Switzerland
2020-03-05,4,-1,1.4,5.6,1,73,01:03 PM,04:21 AM,07:02 AM,06:22 PM,0,0,2,0,10,89,87,16.3,1005,4,7,198,6,Switzerland
2020-03-06,5,1,0.4,5.6,1,80,02:10 PM,05:15 AM,07:00 AM,06:23 PM,1,-0,3,-0,20,84,86,5.7,1001,5,8,245,15,Switzerland
2020-03-07,6,-1,4.8,5.8,1,87,03:27 PM,06:00 AM,06:58 AM,06:25 PM,-1,1,2,1,7,73,85,6.6,1019,6,7,242,5,Switzerland
2020-03-08,9,-3,0.0,7.3,1,95,04:47 PM,06:38 AM,06:56 AM,06:26 PM,-3,1,3,1,11,54,71,0.0,1021,9,10,205,6,Switzerland
2020-03-09,5,-0,2.6,5.9,1,100,06:10 PM,07:11 AM,06:54 AM,06:28 PM,2,0,3,0,13,84,91,13.2,1020,5,7,233,9,Switzerland
2020-03-10,5,-2,0.0,5.9,1,100,07:33 PM,07:39 AM,06:52 AM,06:29 PM,0,-0,2,-0,11,72,89,4.4,1023,5,8,208,6,Switzerland
2020-03-11,13,2,0.0,8.8,3,84,08:54 PM,08:06 AM,06:50 AM,06:30 PM,6,7,9,7,13,55,88,0.8,1022,13,8,213,8,Switzerland
2020-03-12,14,5,0.0,5.9,3,76,10:15 PM,08:32 AM,06:48 AM,06:32 PM,7,8,9,8,14,66,85,2.8,1019,14,10,219,10,Switzerland
2020-03-13,9,3,0.0,7.4,2,69,11:35 PM,09:00 AM,06:46 AM,06:33 PM,3,6,7,6,7,71,78,1.8,1021,9,8,223,5,Switzerland
2020-03-14,9,1,0.0,11.6,2,62,No moonrise,09:31 AM,06:44 AM,06:35 PM,-0,3,5,3,8,35,76,0.1,1021,9,10,49,5,Switzerland
2020-03-15,13,-0,0.0,11.6,3,55,12:50 AM,10:07 AM,06:42 AM,06:36 PM,1,6,7,6,6,14,75,0.0,1019,13,10,211,4,Switzerland
2020-03-16,14,2,0.0,11.6,3,47,02:01 AM,10:50 AM,06:40 AM,06:37 PM,0,8,9,8,8,10,65,0.0,1022,14,10,101,5,Switzerland
2020-03-17,17,4,0.0,11.6,4,40,03:04 AM,11:39 AM,06:38 AM,06:39 PM,4,10,11,10,8,14,72,0.0,1029,17,10,140,4,Switzerland
2020-03-18,16,5,0.0,11.6,4,33,03:57 AM,12:35 PM,06:36 AM,06:40 PM,5,11,11,11,7,10,77,0.0,1027,16,10,97,4,Switzerland
2020-03-19,18,5,0.0,7.4,3,25,04:41 AM,01:36 PM,06:34 AM,06:42 PM,6,12,13,12,5,41,77,0.7,1024,18,10,212,3,Switzerland
2020-03-20,14,6,0.0,6.1,3,18,05:18 AM,02:39 PM,06:32 AM,06:43 PM,7,9,9,9,9,72,88,16.6,1021,14,8,216,5,Switzerland
2020-03-21,11,5,0.0,7.5,2,11,05:47 AM,03:43 PM,06:30 AM,06:45 PM,6,6,7,6,11,76,88,10.1,1016,11,10,85,8,Switzerland
2020-03-22,7,1,0.0,8.8,1,4,06:12 AM,04:46 PM,06:28 AM,06:46 PM,1,1,4,1,19,75,80,0.0,1018,7,10,48,15,Switzerland
2020-03-23,7,-3,0.0,11.6,2,0,06:34 AM,05:50 PM,06:26 AM,06:47 PM,-7,-1,2,-1,19,5,58,0.0,1024,7,10,45,13,Switzerland
2020-03-24,7,-3,0.0,11.6,2,0,06:54 AM,06:52 PM,06:24 AM,06:49 PM,-10,-1,2,-1,16,1,49,0.0,1024,7,10,46,12,Switzerland
2020-03-25,6,-2,0.0,11.6,2,3,07:14 AM,07:54 PM,06:22 AM,06:50 PM,-7,0,2,0,10,5,57,0.0,1020,6,10,45,7,Switzerland
2020-03-26,9,-4,0.0,11.6,2,11,07:34 AM,08:57 PM,06:20 AM,06:52 PM,-6,1,3,1,9,12,65,0.0,1016,9,10,49,6,Switzerland
2020-03-27,13,-3,0.0,11.6,3,18,07:55 AM,10:00 PM,06:18 AM,06:53 PM,-2,6,6,6,4,10,70,0.0,1016,13,10,160,3,Switzerland
2020-03-28,14,0,0.0,10.2,3,25,08:18 AM,11:05 PM,06:16 AM,06:54 PM,2,7,7,7,6,37,77,0.1,1017,14,10,127,4,Switzerland
2020-03-29,5,0,3.8,6.2,1,32,08:45 AM,No moonset,06:14 AM,06:56 PM,3,2,4,2,10,88,95,6.6,1018,5,5,33,8,Switzerland
2020-03-30,2,-4,5.8,6.2,1,40,09:19 AM,12:09 AM,06:13 AM,06:57 PM,-2,-6,-1,-6,25,90,88,6.8,1018,2,4,51,19,Switzerland
2020-03-31,7,-5,0.0,11.6,2,44,09:59 AM,01:13 AM,06:11 AM,06:59 PM,-5,-2,1,-2,17,0,70,0.0,1022,7,10,58,12,Switzerland
2020-04-01,13,-3,0.0,11.6,3,56,10:50 AM,02:12 AM,06:09 AM,07:00 PM,-2,5,6,5,6,1,69,0.0,1020,13,10,181,4,Switzerland
2020-04-02,11,-2,0.0,10.3,3,64,11:51 AM,03:07 AM,06:07 AM,07:01 PM,-1,5,6,5,7,38,74,0.2,1015,11,10,199,5,Switzerland
2020-04-03,9,1,0.0,7.8,2,71,01:01 PM,03:54 AM,06:05 AM,07:03 PM,0,4,5,4,6,64,78,0.1,1016,9,10,84,4,Switzerland
2020-04-04,14,-0,0.0,11.6,3,79,02:17 PM,04:33 AM,06:03 AM,07:04 PM,1,6,7,6,8,8,73,0.0,1022,14,10,80,6,Switzerland
2020-04-05,18,3,0.0,11.6,4,87,03:38 PM,05:07 AM,06:01 AM,07:05 PM,3,10,11,10,6,4,69,0.0,1023,18,10,184,4,Switzerland
2020-04-06,18,4,0.0,13.5,4,94,05:00 PM,05:36 AM,05:59 AM,07:07 PM,3,11,12,11,9,5,61,0.0,1025,18,10,194,5,Switzerland
2020-04-07,17,5,0.0,13.5,4,100,06:22 PM,06:03 AM,05:57 AM,07:08 PM,5,11,12,11,10,27,73,0.0,1027,17,10,99,7,Switzerland
2020-04-08,20,6,0.0,13.3,3,100,07:45 PM,06:29 AM,05:55 AM,07:10 PM,5,12,13,12,8,30,68,0.2,1026,20,10,207,5,Switzerland
2020-04-09,19,6,0.0,13.6,4,83,09:08 PM,06:56 AM,05:53 AM,07:11 PM,6,13,14,13,9,21,70,0.1,1024,19,10,92,6,Switzerland
2020-04-10,19,6,0.0,13.3,4,76,10:28 PM,07:27 AM,05:51 AM,07:12 PM,7,13,14,13,7,26,73,0.2,1023,19,10,76,4,Switzerland
2020-04-11,20,7,0.0,13.3,4,68,11:45 PM,08:01 AM,05:50 AM,07:14 PM,7,14,15,14,7,26,69,0.2,1022,20,10,99,5,Switzerland
2020-04-12,20,7,0.0,10.9,4,61,No moonrise,08:42 AM,05:48 AM,07:15 PM,6,14,15,14,9,52,69,4.3,1018,20,10,211,5,Switzerland
2020-04-13,17,7,0.0,9.8,3,53,12:54 AM,09:30 AM,05:46 AM,07:17 PM,6,12,12,12,10,65,73,2.6,1015,17,10,86,7,Switzerland
2020-04-14,12,3,0.0,13.7,3,46,01:53 AM,10:25 AM,05:44 AM,07:18 PM,-0,5,8,5,22,19,64,0.3,1019,12,10,48,16,Switzerland
2020-04-15,19,0,0.0,13.8,4,38,02:41 AM,11:26 AM,05:42 AM,07:19 PM,1,10,11,10,8,2,64,0.0,1022,19,10,90,5,Switzerland
2020-04-16,21,5,0.0,13.8,5,30,03:21 AM,12:30 PM,05:40 AM,07:21 PM,6,13,14,13,7,15,68,0.1,1019,21,10,238,4,Switzerland
2020-04-17,21,8,0.0,12.2,4,23,03:52 AM,01:34 PM,05:39 AM,07:22 PM,8,15,16,15,7,38,72,1.4,1017,21,10,228,5,Switzerland
2020-04-18,21,9,0.0,11.0,4,15,04:18 AM,02:38 PM,05:37 AM,07:23 PM,9,15,16,15,8,60,73,2.3,1016,21,10,198,5,Switzerland
2020-04-19,21,9,0.0,13.9,5,8,04:41 AM,03:42 PM,05:35 AM,07:25 PM,10,15,16,15,12,28,77,0.8,1014,21,10,84,8,Switzerland
2020-04-20,16,9,0.0,11.0,3,0,05:01 AM,04:44 PM,05:33 AM,07:26 PM,8,11,12,11,15,56,79,0.2,1010,16,10,43,11,Switzerland
2020-04-21,17,6,0.0,14.0,4,0,05:21 AM,05:46 PM,05:31 AM,07:28 PM,7,11,12,11,12,39,77,0.0,1009,17,10,44,8,Switzerland
2020-04-22,19,7,0.0,13.3,3,0,05:40 AM,06:49 PM,05:30 AM,07:29 PM,6,13,14,13,9,41,69,0.1,1013,19,10,32,6,Switzerland
2020-04-23,20,6,0.0,11.1,4,0,06:00 AM,07:53 PM,05:28 AM,07:30 PM,8,14,15,14,6,46,72,1.2,1017,20,10,170,4,Switzerland
2020-04-24,20,8,0.0,12.2,4,7,06:22 AM,08:58 PM,05:26 AM,07:32 PM,9,14,15,14,9,47,75,1.7,1014,20,10,227,6,Switzerland
2020-04-25,21,8,0.0,12.2,4,15,06:48 AM,10:03 PM,05:24 AM,07:33 PM,8,14,15,14,8,50,72,3.0,1009,21,10,184,5,Switzerland
2020-04-26,16,9,0.0,8.8,3,22,07:19 AM,11:07 PM,05:23 AM,07:34 PM,11,12,12,12,4,81,92,13.3,1008,16,8,154,3,Switzerland
2020-04-27,19,6,0.0,12.2,4,30,07:57 AM,No moonset,05:21 AM,07:36 PM,9,13,14,13,10,51,81,8.8,1009,19,9,219,6,Switzerland
2020-04-28,12,8,0.0,8.9,3,37,08:44 AM,12:08 AM,05:19 AM,07:37 PM,10,10,10,10,7,87,95,16.2,1008,12,6,208,5,Switzerland
2020-04-29,15,7,0.0,10.0,3,45,09:41 AM,01:04 AM,05:18 AM,07:39 PM,7,9,10,9,14,72,80,3.3,1010,15,7,229,10,Switzerland
2020-04-30,11,6,0.0,8.9,2,52,10:45 AM,01:52 AM,05:16 AM,07:40 PM,7,7,9,7,14,85,88,8.9,1010,11,9,208,10,Switzerland
2020-05-01,10,5,0.0,8.9,2,58,11:58 AM,02:32 AM,05:14 AM,07:41 PM,6,6,8,6,17,87,89,5.9,1011,10,6,220,12,Switzerland
2020-05-02,13,7,0.0,11.2,3,65,01:14 PM,03:07 AM,05:13 AM,07:43 PM,7,7,9,7,19,74,89,8.3,1013,13,9,244,13,Switzerland
2020-05-03,11,5,0.0,9.0,2,72,02:33 PM,03:37 AM,05:11 AM,07:44 PM,8,8,8,8,5,79,96,9.0,1019,11,6,226,3,Switzerland
2020-05-04,20,6,0.0,14.4,4,80,03:53 PM,04:03 AM,05:10 AM,07:45 PM,9,13,13,13,9,28,79,0.0,1018,20,7,193,6,Switzerland
2020-05-05,16,9,0.0,12.3,3,87,05:14 PM,04:28 AM,05:08 AM,07:47 PM,11,13,13,13,7,63,91,7.7,1016,16,9,98,5,Switzerland
2020-05-06,18,11,0.0,11.2,3,94,06:36 PM,04:54 AM,05:07 AM,07:48 PM,10,13,13,13,8,51,84,2.2,1018,18,7,62,6,Switzerland
2020-05-07,19,5,0.0,14.4,4,100,07:58 PM,05:22 AM,05:05 AM,07:49 PM,6,13,13,13,8,13,70,0.0,1021,19,9,52,5,Switzerland
2020-05-08,22,9,0.0,14.5,5,100,09:19 PM,05:54 AM,05:04 AM,07:50 PM,9,16,18,16,8,33,70,0.2,1019,22,10,200,5,Switzerland
2020-05-09,23,11,0.0,9.1,5,84,10:34 PM,06:31 AM,05:03 AM,07:52 PM,12,18,20,18,9,85,74,6.2,1013,23,10,188,5,Switzerland
2020-05-10,22,11,0.0,12.3,4,77,11:40 PM,07:17 AM,05:01 AM,07:53 PM,12,17,17,17,7,58,79,4.7,1008,22,10,219,5,Switzerland
2020-05-11,14,9,0.0,10.2,3,70,No moonrise,08:11 AM,05:00 AM,07:54 PM,9,11,12,11,11,72,92,11.1,1003,14,9,179,7,Switzerland
2020-05-12,12,3,0.0,10.4,2,62,12:35 AM,09:12 AM,04:58 AM,07:55 PM,4,5,7,5,15,79,83,7.2,1013,12,8,45,12,Switzerland
2020-05-13,14,5,0.0,12.5,3,55,01:20 AM,10:16 AM,04:57 AM,07:57 PM,8,10,10,10,9,65,86,1.7,1010,14,9,78,7,Switzerland
2020-05-14,13,9,0.0,9.4,3,48,01:55 AM,11:22 AM,04:56 AM,07:58 PM,10,10,11,10,11,92,92,5.2,1009,13,7,73,8,Switzerland
2020-05-15,11,8,0.0,9.4,2,40,02:23 AM,12:27 PM,04:55 AM,07:59 PM,6,8,10,8,16,92,83,0.1,1012,11,9,41,12,Switzerland
2020-05-16,18,3,0.0,13.5,3,33,02:46 AM,01:31 PM,04:53 AM,08:00 PM,6,10,11,10,12,48,79,0.0,1020,18,6,46,9,Switzerland
2020-05-17,19,5,0.0,12.6,3,26,03:08 AM,02:34 PM,04:52 AM,08:02 PM,9,12,12,12,8,51,83,2.1,1019,19,7,54,6,Switzerland
2020-05-18,21,7,0.0,14.5,4,19,03:27 AM,03:37 PM,04:51 AM,08:03 PM,9,15,16,15,9,24,74,0.7,1022,21,9,56,7,Switzerland
2020-05-19,21,8,0.0,14.5,4,11,03:46 AM,04:39 PM,04:50 AM,08:04 PM,10,15,16,15,14,31,78,0.4,1019,21,8,57,10,Switzerland
2020-05-20,22,8,0.0,14.5,4,4,04:05 AM,05:43 PM,04:49 AM,08:05 PM,10,15,16,15,15,30,76,0.7,1018,22,9,60,11,Switzerland
2020-05-21,23,8,0.0,14.5,4,0,04:27 AM,06:48 PM,04:48 AM,08:06 PM,11,16,17,16,10,14,74,0.0,1020,23,8,61,7,Switzerland
2020-05-22,24,10,0.0,13.6,5,0,04:51 AM,07:54 PM,04:47 AM,08:07 PM,11,18,19,18,9,39,68,0.1,1023,24,10,218,6,Switzerland
2020-05-23,20,8,0.0,10.7,3,3,05:21 AM,08:59 PM,04:46 AM,08:08 PM,11,13,14,13,10,62,84,8.8,1026,20,7,221,7,Switzerland
2020-05-24,18,5,0.0,13.6,3,10,05:56 AM,10:03 PM,04:45 AM,08:09 PM,6,12,12,12,7,38,74,0.3,1031,18,8,160,5,Switzerland
2020-05-25,19,5,0.0,14.5,5,17,06:40 AM,11:01 PM,04:44 AM,08:10 PM,6,12,13,12,13,12,71,0.0,1030,19,10,56,10,Switzerland
2020-05-26,19,6,0.0,13.6,4,25,07:35 AM,11:52 PM,04:43 AM,08:12 PM,7,13,13,13,16,21,71,0.0,1030,19,9,55,11,Switzerland
2020-05-27,20,5,0.0,14.5,4,32,08:37 AM,No moonset,04:42 AM,08:13 PM,6,12,13,12,12,12,71,0.0,1029,20,8,53,9,Switzerland
2020-05-28,21,6,0.0,14.5,5,39,09:47 AM,12:34 AM,04:42 AM,08:14 PM,7,14,15,14,13,11,69,0.0,1027,21,9,65,9,Switzerland
2020-05-29,19,5,0.0,14.5,3,47,11:01 AM,01:10 AM,04:41 AM,08:15 PM,5,11,12,11,20,14,68,0.0,1021,19,9,54,14,Switzerland
2020-05-30,18,5,0.0,14.5,3,54,12:17 PM,01:40 AM,04:40 AM,08:15 PM,6,12,12,12,14,20,71,0.0,1018,18,8,49,10,Switzerland
2020-05-31,19,4,0.0,14.5,3,58,01:34 PM,02:06 AM,04:40 AM,08:16 PM,6,12,12,12,13,23,72,0.0,1017,19,8,51,10,Switzerland
2020-06-01,23,6,0.0,14.5,5,71,02:52 PM,02:31 AM,04:39 AM,08:17 PM,8,15,16,15,8,8,70,0.0,1017,23,9,51,6,Switzerland
2020-06-02,23,10,0.0,14.5,5,79,04:11 PM,02:55 AM,04:38 AM,08:18 PM,10,17,17,17,8,5,70,0.0,1015,23,10,106,6,Switzerland
2020-06-03,23,9,0.0,13.6,4,86,05:31 PM,03:21 AM,04:38 AM,08:19 PM,11,17,19,17,12,34,72,4.1,1007,23,10,219,7,Switzerland
2020-06-04,14,10,0.0,9.9,3,94,06:51 PM,03:50 AM,04:37 AM,08:20 PM,12,13,13,13,10,82,94,6.8,1000,14,7,194,7,Switzerland
2020-06-05,16,9,0.0,11.7,3,100,08:09 PM,04:23 AM,04:37 AM,08:21 PM,8,11,12,11,17,72,82,9.0,1003,16,9,246,13,Switzerland
