date_time,Ethiopia_maxtempC,Ethiopia_mintempC,Ethiopia_totalSnow_cm,Ethiopia_sunHour,Ethiopia_uvIndex,Ethiopia_moon_illumination,Ethiopia_moonrise,Ethiopia_moonset,Ethiopia_sunrise,Ethiopia_sunset,Ethiopia_DewPointC,Ethiopia_FeelsLikeC,Ethiopia_HeatIndexC,Ethiopia_WindChillC,Ethiopia_WindGustKmph,Ethiopia_cloudcover,Ethiopia_humidity,Ethiopia_precipMM,Ethiopia_pressure,Ethiopia_tempC,Ethiopia_visibility,Ethiopia_winddirDegree,Ethiopia_windspeedKmph,Ethiopia_location
2020-01-01,22,11,0.0,11.6,5,37,11:22 AM,11:32 PM,06:40 AM,06:17 PM,7,16,16,16,13,6,57,0.0,1015,22,10,83,10,Ethiopia
2020-01-02,22,11,0.0,11.6,5,44,12:00 PM,No moonset,06:40 AM,06:17 PM,8,16,16,16,15,13,61,0.0,1016,22,10,85,12,Ethiopia
2020-01-03,22,11,0.0,11.6,5,51,12:37 PM,12:15 AM,06:41 AM,06:18 PM,8,16,16,16,13,10,62,0.0,1016,22,10,90,10,Ethiopia
2020-01-04,22,11,0.0,11.6,5,59,01:16 PM,01:00 AM,06:41 AM,06:18 PM,7,16,16,16,13,12,59,0.0,1016,22,10,90,10,Ethiopia
2020-01-05,23,12,0.0,11.6,5,66,01:55 PM,01:45 AM,06:42 AM,06:19 PM,7,17,17,17,11,5,54,0.0,1014,23,10,87,8,Ethiopia
2020-01-06,23,12,0.0,11.6,5,73,02:37 PM,02:31 AM,06:42 AM,06:19 PM,9,16,17,16,12,20,65,0.1,1015,23,10,107,10,Ethiopia
2020-01-07,22,11,0.0,10.2,4,80,03:24 PM,03:22 AM,06:42 AM,06:20 PM,10,16,16,16,14,47,69,1.9,1016,22,10,93,11,Ethiopia
2020-01-08,21,11,0.0,11.6,5,88,04:14 PM,04:15 AM,06:43 AM,06:20 PM,7,15,15,15,14,11,59,0.0,1016,21,10,91,11,Ethiopia
2020-01-09,24,12,0.0,11.6,5,95,05:09 PM,05:11 AM,06:43 AM,06:21 PM,6,17,17,17,10,4,50,0.0,1015,24,10,92,8,Ethiopia
2020-01-10,25,12,0.0,11.6,5,100,06:08 PM,06:10 AM,06:43 AM,06:21 PM,6,18,18,18,8,4,50,0.0,1014,25,10,104,6,Ethiopia
2020-01-11,23,12,0.0,8.7,4,100,07:09 PM,07:09 AM,06:44 AM,06:22 PM,9,18,19,18,9,64,60,1.8,1014,23,10,124,7,Ethiopia
2020-01-12,21,13,0.0,8.7,4,83,08:10 PM,08:07 AM,06:44 AM,06:22 PM,10,15,16,15,12,61,73,1.5,1015,21,10,123,10,Ethiopia
2020-01-13,21,11,0.0,7.3,4,76,09:10 PM,09:02 AM,06:44 AM,06:23 PM,9,15,16,15,9,63,71,0.7,1015,21,10,124,7,Ethiopia
2020-01-14,20,12,0.0,10.2,4,69,10:07 PM,09:54 AM,06:44 AM,06:23 PM,9,15,15,15,10,39,71,0.5,1016,20,10,122,8,Ethiopia
2020-01-15,21,9,0.0,11.6,5,61,11:02 PM,10:42 AM,06:45 AM,06:24 PM,6,14,14,14,10,15,62,0.0,1016,21,10,115,8,Ethiopia
2020-01-16,23,9,0.0,11.6,5,54,11:56 PM,11:30 AM,06:45 AM,06:24 PM,6,16,16,16,9,6,56,0.0,1016,23,10,140,8,Ethiopia
2020-01-17,24,10,0.0,11.6,5,47,No moonrise,12:15 PM,06:45 AM,06:25 PM,5,17,17,17,8,3,49,0.0,1016,24,10,144,6,Ethiopia
2020-01-18,24,12,0.0,11.6,5,40,12:49 AM,01:02 PM,06:45 AM,06:25 PM,3,18,18,18,9,1,40,0.0,1015,24,10,187,7,Ethiopia
2020-01-19,23,12,0.0,11.6,5,32,01:43 AM,01:49 PM,06:46 AM,06:26 PM,2,18,17,18,9,0,36,0.0,1016,23,10,177,8,Ethiopia
2020-01-20,23,11,0.0,11.6,5,25,02:38 AM,02:38 PM,06:46 AM,06:26 PM,4,17,17,17,9,2,44,0.0,1016,23,10,125,8,Ethiopia
2020-01-21,24,10,0.0,11.6,5,18,03:33 AM,03:30 PM,06:46 AM,06:27 PM,6,17,17,17,9,5,54,0.0,1015,24,10,143,7,Ethiopia
2020-01-22,23,12,0.0,11.6,5,11,04:29 AM,04:23 PM,06:46 AM,06:27 PM,7,17,17,17,10,7,57,0.0,1014,23,10,113,8,Ethiopia
2020-01-23,19,11,0.0,8.8,4,3,05:24 AM,05:17 PM,06:46 AM,06:27 PM,8,14,15,14,10,42,64,0.3,1015,19,10,115,8,Ethiopia
2020-01-24,20,12,0.0,8.8,4,0,06:17 AM,06:11 PM,06:46 AM,06:28 PM,9,15,16,15,13,57,65,3.0,1016,20,10,115,10,Ethiopia
2020-01-25,21,12,0.0,5.9,4,0,07:07 AM,07:03 PM,06:46 AM,06:28 PM,10,16,16,16,13,79,70,5.2,1017,21,9,106,10,Ethiopia
2020-01-26,22,11,0.0,10.2,4,4,07:54 AM,07:53 PM,06:46 AM,06:29 PM,10,15,16,15,12,49,71,3.6,1016,22,10,111,9,Ethiopia
2020-01-27,20,12,0.0,8.8,4,11,08:37 AM,08:40 PM,06:46 AM,06:29 PM,10,16,16,16,12,58,71,0.5,1016,20,10,116,10,Ethiopia
2020-01-28,22,13,0.0,7.3,4,18,09:18 AM,09:26 PM,06:46 AM,06:29 PM,10,17,18,17,9,50,67,1.7,1015,22,10,133,7,Ethiopia
2020-01-29,24,11,0.0,11.6,5,26,09:57 AM,10:10 PM,06:46 AM,06:30 PM,9,17,17,17,9,30,63,0.2,1015,24,10,120,7,Ethiopia
2020-01-30,23,11,0.0,11.6,5,33,10:34 AM,10:54 PM,06:46 AM,06:30 PM,9,17,17,17,12,12,62,0.0,1016,23,10,113,10,Ethiopia
2020-01-31,23,13,0.0,11.6,5,37,11:12 AM,11:38 PM,06:46 AM,06:30 PM,8,17,17,17,5,11,57,0.0,1015,23,10,142,5,Ethiopia
2020-02-01,20,12,0.0,5.9,4,49,11:50 AM,No moonset,06:46 AM,06:31 PM,10,16,16,16,8,78,69,7.8,1015,20,9,137,6,Ethiopia
2020-02-02,21,13,0.0,8.8,4,57,12:30 PM,12:23 AM,06:46 AM,06:31 PM,10,17,17,17,11,53,64,1.6,1015,21,10,110,10,Ethiopia
2020-02-03,20,14,0.0,5.9,4,64,01:14 PM,01:11 AM,06:46 AM,06:31 PM,10,16,16,16,9,64,70,2.6,1016,20,9,111,7,Ethiopia
2020-02-04,19,10,0.0,7.3,4,72,02:01 PM,02:01 AM,06:46 AM,06:32 PM,10,14,15,14,12,72,70,5.6,1016,19,9,112,10,Ethiopia
2020-02-05,20,11,0.0,8.8,4,79,02:53 PM,02:55 AM,06:46 AM,06:32 PM,9,16,16,16,9,40,60,0.3,1016,20,10,97,8,Ethiopia
2020-02-06,20,12,0.0,10.2,4,87,03:50 PM,03:52 AM,06:46 AM,06:32 PM,9,16,16,16,12,32,64,0.5,1017,20,10,86,10,Ethiopia
2020-02-07,22,12,0.0,11.6,5,95,04:49 PM,04:50 AM,06:46 AM,06:33 PM,7,17,17,17,15,26,57,0.2,1017,22,10,86,12,Ethiopia
2020-02-08,22,12,0.0,11.6,5,100,05:52 PM,05:50 AM,06:46 AM,06:33 PM,4,17,17,17,17,2,43,0.0,1018,22,10,83,14,Ethiopia
2020-02-09,22,12,0.0,11.6,5,100,06:53 PM,06:47 AM,06:45 AM,06:33 PM,2,17,17,17,16,1,39,0.0,1018,22,10,87,13,Ethiopia
2020-02-10,24,13,0.0,11.6,5,83,07:53 PM,07:42 AM,06:45 AM,06:33 PM,4,18,19,18,11,1,39,0.0,1016,24,10,94,9,Ethiopia
2020-02-11,25,13,0.0,11.6,5,75,08:52 PM,08:33 AM,06:45 AM,06:34 PM,7,19,19,19,8,4,48,0.0,1013,25,10,144,6,Ethiopia
2020-02-12,21,13,0.0,5.9,4,68,09:48 PM,09:23 AM,06:45 AM,06:34 PM,10,16,17,16,14,68,70,4.2,1015,21,10,126,11,Ethiopia
2020-02-13,19,12,0.0,8.8,4,60,10:43 PM,10:11 AM,06:45 AM,06:34 PM,10,15,15,15,16,57,72,2.2,1018,19,10,106,13,Ethiopia
2020-02-14,19,10,0.0,10.2,4,53,11:39 PM,10:58 AM,06:44 AM,06:34 PM,7,14,15,14,16,22,64,0.0,1017,19,10,101,13,Ethiopia
2020-02-15,22,11,0.0,11.6,5,45,No moonrise,11:47 AM,06:44 AM,06:34 PM,5,16,16,16,17,6,50,0.0,1016,22,10,89,13,Ethiopia
2020-02-16,24,13,0.0,11.6,5,38,12:34 AM,12:36 PM,06:44 AM,06:35 PM,6,18,19,18,12,4,47,0.0,1015,24,10,98,10,Ethiopia
2020-02-17,27,14,0.0,8.8,5,30,01:30 AM,01:27 PM,06:44 AM,06:35 PM,7,19,20,19,10,24,46,0.2,1014,27,10,96,8,Ethiopia
2020-02-18,22,14,0.0,8.8,4,22,02:25 AM,02:19 PM,06:43 AM,06:35 PM,9,18,19,18,15,33,55,1.1,1014,22,10,86,12,Ethiopia
2020-02-19,25,13,0.0,11.6,6,15,03:20 AM,03:13 PM,06:43 AM,06:35 PM,7,19,19,19,15,6,49,0.0,1014,25,10,88,12,Ethiopia
2020-02-20,24,14,0.0,11.6,5,7,04:12 AM,04:05 PM,06:43 AM,06:35 PM,7,19,19,19,16,5,48,0.0,1013,24,10,86,13,Ethiopia
2020-02-21,25,12,0.0,11.6,5,0,05:03 AM,04:57 PM,06:42 AM,06:35 PM,7,19,19,19,14,7,50,0.0,1014,25,10,98,11,Ethiopia
2020-02-22,24,13,0.0,11.6,5,0,05:50 AM,05:48 PM,06:42 AM,06:35 PM,8,19,19,19,19,7,51,0.0,1014,24,10,94,15,Ethiopia
2020-02-23,24,13,0.0,11.6,5,0,06:34 AM,06:35 PM,06:42 AM,06:35 PM,6,18,18,18,20,5,50,0.0,1014,24,10,95,15,Ethiopia
2020-02-24,25,12,0.0,11.6,5,0,07:16 AM,07:22 PM,06:41 AM,06:36 PM,4,18,18,18,16,3,43,0.0,1013,25,10,96,12,Ethiopia
2020-02-25,25,15,0.0,11.6,6,8,07:55 AM,08:06 PM,06:41 AM,06:36 PM,3,20,21,20,7,13,34,0.0,1013,25,10,134,6,Ethiopia
2020-02-26,23,14,0.0,11.6,5,15,08:32 AM,08:50 PM,06:40 AM,06:36 PM,7,19,19,19,13,7,47,0.0,1015,23,10,121,11,Ethiopia
2020-02-27,25,12,0.0,11.6,5,23,09:10 AM,09:34 PM,06:40 AM,06:36 PM,9,18,19,18,13,17,57,0.2,1014,25,10,109,11,Ethiopia
2020-02-28,26,13,0.0,11.6,6,30,09:48 AM,10:18 PM,06:40 AM,06:36 PM,6,19,19,19,11,4,45,0.0,1014,26,10,108,9,Ethiopia
2020-02-29,28,16,0.0,10.2,5,38,10:27 AM,11:04 PM,06:39 AM,06:36 PM,6,21,21,21,6,23,42,0.2,1013,28,10,146,5,Ethiopia
2020-03-01,26,18,0.0,11.6,6,44,11:08 AM,11:53 PM,06:39 AM,06:36 PM,5,22,22,22,5,3,35,0.0,1014,26,10,150,5,Ethiopia
2020-03-02,24,14,0.0,11.6,6,51,11:53 AM,No moonset,06:38 AM,06:36 PM,5,20,20,20,10,3,38,0.0,1013,24,10,100,8,Ethiopia
2020-03-03,27,16,0.0,11.6,6,58,12:41 PM,12:43 AM,06:38 AM,06:36 PM,5,21,21,21,9,3,39,0.0,1014,27,10,134,8,Ethiopia
2020-03-04,26,16,0.0,11.6,6,65,01:34 PM,01:38 AM,06:37 AM,06:36 PM,6,20,20,20,9,4,42,0.0,1015,26,10,95,7,Ethiopia
2020-03-05,24,16,0.0,7.4,5,73,02:31 PM,02:33 AM,06:37 AM,06:36 PM,8,20,20,20,7,42,47,0.8,1014,24,10,126,5,Ethiopia
2020-03-06,23,15,0.0,7.4,4,80,03:31 PM,03:31 AM,06:36 AM,06:36 PM,8,19,20,19,7,47,49,0.8,1014,23,10,197,6,Ethiopia
2020-03-07,23,15,0.0,10.2,4,87,04:32 PM,04:28 AM,06:36 AM,06:36 PM,8,19,20,19,11,41,49,1.1,1014,23,10,116,9,Ethiopia
2020-03-08,23,16,0.0,10.2,5,95,05:33 PM,05:25 AM,06:35 AM,06:36 PM,8,20,20,20,9,27,49,0.8,1013,23,10,97,8,Ethiopia
2020-03-09,26,17,0.0,11.6,6,100,06:33 PM,06:18 AM,06:35 AM,06:36 PM,8,21,21,21,6,16,45,1.0,1011,26,10,155,5,Ethiopia
2020-03-10,25,16,0.0,11.6,6,100,07:32 PM,07:10 AM,06:34 AM,06:36 PM,9,20,20,20,11,34,51,0.7,1011,25,10,122,9,Ethiopia
2020-03-11,23,14,0.0,6.0,4,84,08:29 PM,07:59 AM,06:34 AM,06:36 PM,10,19,19,19,12,70,60,2.1,1012,23,10,99,10,Ethiopia
2020-03-12,24,13,0.0,7.4,4,76,09:27 PM,08:49 AM,06:33 AM,06:36 PM,10,19,19,19,8,70,60,1.5,1012,24,10,92,6,Ethiopia
2020-03-13,26,14,0.0,11.6,6,69,10:24 PM,09:39 AM,06:33 AM,06:36 PM,9,20,20,20,7,18,53,0.1,1012,26,10,154,6,Ethiopia
2020-03-14,23,16,0.0,7.4,5,62,11:22 PM,10:29 AM,06:32 AM,06:36 PM,11,20,20,20,8,65,56,1.3,1013,23,10,169,7,Ethiopia
2020-03-15,21,14,0.0,6.0,4,55,No moonrise,11:22 AM,06:32 AM,06:36 PM,12,18,19,18,10,80,70,25.9,1012,21,8,132,7,Ethiopia
2020-03-16,21,15,0.0,6.0,4,47,12:19 AM,12:15 PM,06:31 AM,06:36 PM,12,18,18,18,11,78,73,64.5,1013,21,8,94,6,Ethiopia
2020-03-17,21,13,0.0,7.4,4,40,01:16 AM,01:09 PM,06:31 AM,06:36 PM,12,17,17,17,15,77,75,52.2,1014,21,8,153,9,Ethiopia
2020-03-18,22,13,0.0,6.0,4,33,02:09 AM,02:02 PM,06:30 AM,06:36 PM,12,17,18,17,6,82,67,18.6,1014,22,8,178,4,Ethiopia
2020-03-19,21,14,0.0,8.8,4,25,03:01 AM,02:54 PM,06:30 AM,06:36 PM,9,18,19,18,14,54,55,0.7,1014,21,10,91,11,Ethiopia
2020-03-20,23,14,0.0,7.4,4,18,03:49 AM,03:45 PM,06:29 AM,06:36 PM,9,18,19,18,12,53,57,0.6,1015,23,10,95,10,Ethiopia
2020-03-21,24,13,0.0,7.4,4,11,04:33 AM,04:33 PM,06:28 AM,06:36 PM,11,18,19,18,12,63,62,7.3,1013,24,9,143,8,Ethiopia
2020-03-22,19,13,0.0,8.8,4,4,05:15 AM,05:19 PM,06:28 AM,06:36 PM,11,17,17,17,7,68,71,14.9,1015,19,9,173,5,Ethiopia
2020-03-23,22,15,0.0,7.4,4,0,05:55 AM,06:04 PM,06:27 AM,06:36 PM,12,18,19,18,8,78,66,6.2,1014,22,10,153,6,Ethiopia
2020-03-24,25,15,0.0,10.2,5,0,06:32 AM,06:48 PM,06:27 AM,06:36 PM,10,19,20,19,7,45,59,1.4,1012,25,10,200,6,Ethiopia
2020-03-25,25,14,0.0,10.2,4,3,07:10 AM,07:32 PM,06:26 AM,06:36 PM,11,19,20,19,7,41,61,0.9,1010,25,10,189,5,Ethiopia
2020-03-26,21,13,0.0,10.2,4,11,07:48 AM,08:16 PM,06:26 AM,06:35 PM,10,17,17,17,10,53,68,1.1,1011,21,10,118,8,Ethiopia
2020-03-27,25,14,0.0,11.6,5,18,08:26 AM,09:02 PM,06:25 AM,06:35 PM,6,19,19,19,9,3,46,0.0,1013,25,10,96,8,Ethiopia
2020-03-28,28,14,0.0,11.6,6,25,09:07 AM,09:49 PM,06:25 AM,06:35 PM,8,20,21,20,8,4,50,0.0,1014,28,10,90,6,Ethiopia
2020-03-29,26,14,0.0,11.6,6,32,09:50 AM,10:38 PM,06:24 AM,06:35 PM,7,20,20,20,9,3,45,0.0,1013,26,10,111,8,Ethiopia
2020-03-30,25,15,0.0,11.6,6,40,10:36 AM,11:30 PM,06:24 AM,06:35 PM,7,20,20,20,12,3,46,0.0,1012,25,10,83,10,Ethiopia
2020-03-31,23,14,0.0,6.1,4,44,11:26 AM,No moonset,06:23 AM,06:35 PM,10,19,20,19,12,50,58,1.8,1014,23,10,96,9,Ethiopia
2020-04-01,24,14,0.0,11.6,6,56,12:19 PM,12:24 AM,06:22 AM,06:35 PM,9,19,19,19,16,8,56,0.0,1014,24,10,82,13,Ethiopia
2020-04-02,24,15,0.0,10.2,5,64,01:16 PM,01:19 AM,06:22 AM,06:35 PM,10,19,20,19,12,26,56,1.5,1013,24,10,83,9,Ethiopia
2020-04-03,23,14,0.0,11.6,6,71,02:15 PM,02:15 AM,06:21 AM,06:35 PM,9,19,20,19,15,8,53,0.0,1013,23,10,75,12,Ethiopia
2020-04-04,24,14,0.0,10.2,4,79,03:14 PM,03:10 AM,06:21 AM,06:35 PM,9,18,19,18,17,24,58,0.1,1014,24,10,76,14,Ethiopia
2020-04-05,24,14,0.0,11.6,6,87,04:13 PM,04:03 AM,06:20 AM,06:35 PM,8,19,19,19,18,9,51,0.0,1015,24,10,79,15,Ethiopia
2020-04-06,24,13,0.0,11.6,5,94,05:12 PM,04:54 AM,06:20 AM,06:35 PM,6,18,19,18,19,5,45,0.0,1015,24,10,77,15,Ethiopia
2020-04-07,25,14,0.0,11.6,6,100,06:10 PM,05:44 AM,06:19 AM,06:35 PM,4,19,19,19,16,2,38,0.0,1014,25,10,75,13,Ethiopia
2020-04-08,24,14,0.0,11.6,6,100,07:08 PM,06:34 AM,06:19 AM,06:35 PM,6,20,20,20,13,4,42,0.0,1013,24,10,73,10,Ethiopia
2020-04-09,25,14,0.0,10.2,5,83,08:07 PM,07:24 AM,06:18 AM,06:35 PM,7,20,20,20,15,23,45,0.2,1013,25,10,84,11,Ethiopia
2020-04-10,24,16,0.0,11.6,6,76,09:07 PM,08:16 AM,06:18 AM,06:35 PM,9,20,20,20,9,6,51,0.0,1013,24,10,95,8,Ethiopia
2020-04-11,24,15,0.0,11.6,6,68,10:06 PM,09:09 AM,06:17 AM,06:35 PM,8,20,20,20,14,6,47,0.0,1013,24,10,88,11,Ethiopia
2020-04-12,24,15,0.0,10.2,5,61,11:06 PM,10:04 AM,06:17 AM,06:35 PM,9,19,20,19,14,25,55,3.8,1012,24,10,79,11,Ethiopia
2020-04-13,23,16,0.0,6.1,4,53,No moonrise,11:00 AM,06:16 AM,06:35 PM,12,19,19,19,15,79,66,14.8,1013,23,9,92,11,Ethiopia
2020-04-14,24,16,0.0,7.5,4,46,12:02 AM,11:56 AM,06:16 AM,06:35 PM,12,19,20,19,14,71,65,23.3,1014,24,8,99,9,Ethiopia
2020-04-15,23,17,0.0,7.5,5,38,12:56 AM,12:49 PM,06:15 AM,06:35 PM,13,19,20,19,12,58,69,26.5,1014,23,8,196,8,Ethiopia
2020-04-16,23,16,0.0,10.2,4,30,01:46 AM,01:41 PM,06:15 AM,06:35 PM,12,18,19,18,10,51,67,18.1,1014,23,9,189,6,Ethiopia
2020-04-17,24,16,0.0,7.5,5,23,02:32 AM,02:30 PM,06:14 AM,06:35 PM,12,19,19,19,8,65,64,21.0,1012,24,9,167,6,Ethiopia
2020-04-18,22,14,0.0,7.5,4,15,03:15 AM,03:17 PM,06:14 AM,06:35 PM,12,18,18,18,10,70,69,25.7,1013,22,8,201,7,Ethiopia
2020-04-19,23,15,0.0,6.1,4,8,03:55 AM,04:02 PM,06:13 AM,06:35 PM,12,18,18,18,7,76,73,35.6,1014,23,8,161,6,Ethiopia
2020-04-20,23,15,0.0,10.2,5,0,04:33 AM,04:46 PM,06:13 AM,06:35 PM,9,19,20,19,6,46,54,0.5,1013,23,10,245,5,Ethiopia
2020-04-21,21,15,0.0,6.1,4,0,05:11 AM,05:30 PM,06:13 AM,06:35 PM,12,18,18,18,9,82,67,14.8,1014,21,9,142,6,Ethiopia
2020-04-22,23,14,0.0,8.9,4,0,05:48 AM,06:14 PM,06:12 AM,06:35 PM,11,18,18,18,9,56,68,6.1,1014,23,9,111,7,Ethiopia
2020-04-23,21,14,0.0,7.5,4,0,06:26 AM,06:59 PM,06:12 AM,06:35 PM,12,18,18,18,7,59,71,12.7,1014,21,9,93,5,Ethiopia
2020-04-24,20,15,0.0,6.1,4,7,07:06 AM,07:46 PM,06:11 AM,06:35 PM,12,17,17,17,11,72,73,12.8,1014,20,9,115,8,Ethiopia
2020-04-25,23,15,0.0,6.1,4,15,07:48 AM,08:35 PM,06:11 AM,06:35 PM,12,18,19,18,10,73,69,10.6,1014,23,9,125,7,Ethiopia
2020-04-26,21,14,0.0,7.5,4,22,08:33 AM,09:27 PM,06:11 AM,06:35 PM,12,17,18,17,9,71,76,46.9,1015,21,8,264,6,Ethiopia
2020-04-27,22,13,0.0,8.9,4,30,09:23 AM,10:19 PM,06:10 AM,06:35 PM,12,18,18,18,13,58,69,15.7,1015,22,9,142,9,Ethiopia
2020-04-28,20,14,0.0,7.5,4,37,10:14 AM,11:14 PM,06:10 AM,06:35 PM,13,17,17,17,11,73,79,38.5,1016,20,7,178,6,Ethiopia
2020-04-29,21,14,0.0,6.1,4,45,11:09 AM,No moonset,06:09 AM,06:35 PM,12,17,18,17,9,85,73,29.3,1016,21,7,211,7,Ethiopia
2020-04-30,21,14,0.0,7.5,4,52,12:06 PM,12:08 AM,06:09 AM,06:35 PM,13,18,18,18,7,75,74,17.9,1015,21,9,164,5,Ethiopia
2020-05-01,23,14,0.0,10.2,4,58,01:03 PM,01:02 AM,06:09 AM,06:36 PM,11,19,19,19,8,39,65,8.7,1016,23,9,265,6,Ethiopia
2020-05-02,21,14,0.0,7.5,4,65,02:00 PM,01:54 AM,06:08 AM,06:36 PM,12,17,17,17,9,61,75,37.3,1015,21,8,133,6,Ethiopia
2020-05-03,20,14,0.0,7.5,4,72,02:57 PM,02:44 AM,06:08 AM,06:36 PM,12,17,17,17,9,63,75,21.0,1014,20,8,156,6,Ethiopia
2020-05-04,22,15,0.0,6.1,4,80,03:54 PM,03:33 AM,06:08 AM,06:36 PM,12,18,18,18,8,73,69,7.5,1014,22,10,149,6,Ethiopia
2020-05-05,22,14,0.0,10.2,4,87,04:50 PM,04:21 AM,06:08 AM,06:36 PM,11,18,19,18,9,26,63,3.3,1015,22,10,110,7,Ethiopia
2020-05-06,20,14,0.0,7.5,4,94,05:48 PM,05:10 AM,06:07 AM,06:36 PM,12,18,18,18,11,64,69,12.4,1014,20,9,108,7,Ethiopia
2020-05-07,22,14,0.0,10.2,4,100,06:47 PM,06:00 AM,06:07 AM,06:36 PM,11,18,18,18,11,28,65,2.5,1014,22,10,152,8,Ethiopia
2020-05-08,23,14,0.0,11.6,6,100,07:48 PM,06:53 AM,06:07 AM,06:36 PM,11,19,19,19,9,12,64,0.0,1014,23,10,159,7,Ethiopia
2020-05-09,22,14,0.0,10.2,4,84,08:49 PM,07:48 AM,06:07 AM,06:37 PM,11,18,19,18,9,29,64,1.6,1014,22,10,112,7,Ethiopia
2020-05-10,21,14,0.0,8.9,4,77,09:49 PM,08:45 AM,06:06 AM,06:37 PM,10,18,19,18,9,30,61,1.3,1014,21,10,106,7,Ethiopia
2020-05-11,23,13,0.0,11.6,5,70,10:46 PM,09:43 AM,06:06 AM,06:37 PM,6,19,19,19,11,3,47,0.0,1015,23,10,89,8,Ethiopia
2020-05-12,24,14,0.0,11.6,6,62,11:39 PM,10:39 AM,06:06 AM,06:37 PM,4,19,19,19,14,1,40,0.0,1016,24,10,85,10,Ethiopia
2020-05-13,23,13,0.0,11.6,5,55,No moonrise,11:34 AM,06:06 AM,06:37 PM,6,18,19,18,20,2,44,0.0,1015,23,10,47,14,Ethiopia
2020-05-14,24,15,0.0,11.6,6,48,12:27 AM,12:24 PM,06:06 AM,06:37 PM,6,19,20,19,17,1,42,0.0,1014,24,10,61,12,Ethiopia
2020-05-15,26,15,0.0,11.6,6,40,01:12 AM,01:13 PM,06:05 AM,06:38 PM,7,20,20,20,12,2,43,0.0,1013,26,10,146,8,Ethiopia
2020-05-16,24,16,0.0,11.6,6,33,01:54 AM,01:59 PM,06:05 AM,06:38 PM,9,20,20,20,12,3,50,0.0,1013,24,10,125,9,Ethiopia
2020-05-17,23,15,0.0,11.6,5,26,02:32 AM,02:43 PM,06:05 AM,06:38 PM,9,19,20,19,13,15,54,0.1,1014,23,10,116,11,Ethiopia
2020-05-18,22,14,0.0,11.6,5,19,03:10 AM,03:28 PM,06:05 AM,06:38 PM,9,18,19,18,14,14,55,0.0,1015,22,10,89,11,Ethiopia
2020-05-19,21,13,0.0,7.5,4,11,03:48 AM,04:11 PM,06:05 AM,06:38 PM,11,18,18,18,14,64,67,12.3,1015,21,9,108,9,Ethiopia
2020-05-20,20,14,0.0,7.5,4,4,04:25 AM,04:56 PM,06:05 AM,06:39 PM,12,17,17,17,7,69,72,30.8,1015,20,8,289,5,Ethiopia
2020-05-21,21,14,0.0,7.5,4,0,05:04 AM,05:43 PM,06:05 AM,06:39 PM,13,17,17,17,10,69,75,29.3,1015,21,8,212,6,Ethiopia
2020-05-22,19,13,0.0,6.2,4,0,05:46 AM,06:31 PM,06:05 AM,06:39 PM,12,17,16,17,10,75,78,51.2,1016,19,8,189,6,Ethiopia
2020-05-23,20,13,0.0,7.5,4,3,06:30 AM,07:22 PM,06:05 AM,06:39 PM,12,18,18,18,10,64,70,12.8,1016,20,9,149,6,Ethiopia
2020-05-24,22,13,0.0,11.6,5,10,07:19 AM,08:15 PM,06:05 AM,06:40 PM,10,18,19,18,9,16,60,1.2,1015,22,10,151,7,Ethiopia
2020-05-25,24,15,0.0,11.6,6,17,08:10 AM,09:10 PM,06:04 AM,06:40 PM,7,19,20,19,12,4,44,0.0,1014,24,10,111,9,Ethiopia
2020-05-26,23,14,0.0,11.6,5,25,09:05 AM,10:05 PM,06:04 AM,06:40 PM,7,19,20,19,11,5,46,0.0,1014,23,10,110,8,Ethiopia
2020-05-27,23,15,0.0,11.6,6,32,10:02 AM,10:59 PM,06:04 AM,06:40 PM,8,19,20,19,9,4,48,0.0,1014,23,10,116,7,Ethiopia
2020-05-28,21,14,0.0,8.9,4,39,10:58 AM,11:51 PM,06:04 AM,06:40 PM,9,18,19,18,10,28,55,0.4,1015,21,9,70,8,Ethiopia
2020-05-29,23,14,0.0,10.2,5,47,11:55 AM,No moonset,06:04 AM,06:41 PM,8,19,20,19,9,33,50,0.5,1014,23,10,70,7,Ethiopia
2020-05-30,24,15,0.0,11.6,6,54,12:50 PM,12:40 AM,06:04 AM,06:41 PM,7,20,20,20,9,3,44,0.0,1013,24,10,68,7,Ethiopia
2020-05-31,26,16,0.0,11.6,6,58,01:45 PM,01:28 AM,06:04 AM,06:41 PM,7,21,21,21,7,3,41,0.0,1014,26,10,127,6,Ethiopia
2020-06-01,27,17,0.0,11.6,6,71,02:39 PM,02:14 AM,06:05 AM,06:42 PM,8,22,22,21,6,3,41,0.0,1014,27,10,153,5,Ethiopia
2020-06-02,25,15,0.0,11.6,6,79,03:34 PM,03:01 AM,06:05 AM,06:42 PM,10,21,21,21,5,5,51,0.0,1013,25,10,202,4,Ethiopia
2020-06-03,26,15,0.0,11.6,6,86,04:31 PM,03:49 AM,06:05 AM,06:42 PM,10,20,20,20,6,8,55,0.0,1013,26,10,179,5,Ethiopia
2020-06-04,25,14,0.0,8.9,5,94,05:30 PM,04:39 AM,06:05 AM,06:42 PM,10,20,20,20,6,26,56,0.2,1013,25,10,194,5,Ethiopia
2020-06-05,22,16,0.0,8.9,4,100,06:30 PM,05:33 AM,06:05 AM,06:43 PM,11,19,20,19,6,59,64,3.8,1014,22,10,218,5,Ethiopia
