date_time,Bahrain_maxtempC,Bahrain_mintempC,Bahrain_totalSnow_cm,Bahrain_sunHour,Bahrain_uvIndex,Bahrain_moon_illumination,Bahrain_moonrise,Bahrain_moonset,Bahrain_sunrise,Bahrain_sunset,Bahrain_DewPointC,Bahrain_FeelsLikeC,Bahrain_HeatIndexC,Bahrain_WindChillC,Bahrain_WindGustKmph,Bahrain_cloudcover,Bahrain_humidity,Bahrain_precipMM,Bahrain_pressure,Bahrain_tempC,Bahrain_visibility,Bahrain_winddirDegree,Bahrain_windspeedKmph,Bahrain_location
2020-02-16,22,17,0.0,8.7,4,38,12:07 AM,11:21 AM,06:13 AM,05:31 PM,14,19,19,19,13,15,71,0.0,1018,22,10,127,8,Bahrain
2020-02-17,22,18,0.0,8.7,5,30,01:09 AM,12:07 PM,06:12 AM,05:32 PM,13,19,20,19,33,7,67,0.0,1016,22,10,138,18,Bahrain
2020-02-18,23,20,0.0,8.7,6,22,02:08 AM,12:56 PM,06:11 AM,05:32 PM,13,21,22,21,30,6,60,0.0,1017,23,10,115,15,Bahrain
2020-02-19,24,20,0.0,8.7,6,15,03:05 AM,01:49 PM,06:11 AM,05:33 PM,11,21,22,21,37,7,53,0.0,1013,24,10,133,18,Bahrain
2020-02-20,23,19,0.0,8.7,5,7,03:57 AM,02:43 PM,06:10 AM,05:34 PM,13,21,21,21,43,46,64,0.2,1011,23,10,221,23,Bahrain
2020-02-21,19,18,0.0,8.7,5,0,04:45 AM,03:38 PM,06:09 AM,05:34 PM,14,19,19,19,36,9,77,0.0,1016,19,10,298,24,Bahrain
2020-02-22,20,18,0.0,8.7,5,0,05:29 AM,04:32 PM,06:08 AM,05:35 PM,14,19,19,19,17,10,70,0.0,1018,20,10,32,11,Bahrain
2020-02-23,22,20,0.0,8.7,6,0,06:07 AM,05:27 PM,06:07 AM,05:35 PM,14,21,22,21,25,9,67,0.0,1017,22,10,73,14,Bahrain
2020-02-24,24,21,0.0,8.7,6,0,06:43 AM,06:19 PM,06:06 AM,05:36 PM,16,23,23,22,34,6,69,0.0,1015,24,10,119,17,Bahrain
2020-02-25,26,21,0.0,5.7,5,8,07:16 AM,07:10 PM,06:06 AM,05:37 PM,15,25,25,23,51,71,63,0.0,1010,26,10,141,25,Bahrain
2020-02-26,20,19,0.0,8.7,5,15,07:48 AM,08:01 PM,06:05 AM,05:37 PM,13,20,20,20,43,4,65,0.0,1014,20,10,279,26,Bahrain
2020-02-27,19,18,0.0,8.7,5,23,08:18 AM,08:51 PM,06:04 AM,05:38 PM,10,18,18,18,40,0,56,0.0,1018,19,10,332,28,Bahrain
2020-02-28,20,18,0.0,8.7,5,30,08:50 AM,09:42 PM,06:03 AM,05:38 PM,13,19,19,19,36,0,69,0.0,1016,20,10,339,25,Bahrain
2020-02-29,20,18,0.0,8.7,5,38,09:23 AM,10:34 PM,06:02 AM,05:39 PM,12,19,19,19,19,12,61,0.0,1013,20,10,222,13,Bahrain
2020-03-01,24,19,0.0,8.7,6,44,09:58 AM,11:29 PM,06:01 AM,05:40 PM,13,21,22,21,36,3,61,0.0,1011,24,10,139,21,Bahrain
2020-03-02,20,19,0.0,11.4,5,51,10:36 AM,No moonset,06:00 AM,05:40 PM,14,20,20,20,40,1,66,0.0,1015,20,10,304,27,Bahrain
2020-03-03,19,18,0.0,11.6,5,58,11:21 AM,12:24 AM,05:59 AM,05:41 PM,12,19,19,19,44,0,64,0.0,1018,19,10,336,31,Bahrain
2020-03-04,20,19,0.0,11.6,5,65,12:10 PM,01:22 AM,05:58 AM,05:41 PM,11,19,19,19,44,0,58,0.0,1017,20,10,332,31,Bahrain
2020-03-05,20,19,0.0,11.6,5,73,01:07 PM,02:19 AM,05:57 AM,05:42 PM,13,20,20,20,34,0,67,0.0,1016,20,10,248,23,Bahrain
2020-03-06,22,19,0.0,11.6,6,80,02:09 PM,03:16 AM,05:56 AM,05:42 PM,11,20,20,20,13,0,57,0.0,1015,22,10,185,8,Bahrain
2020-03-07,24,19,0.0,11.6,6,87,03:15 PM,04:09 AM,05:55 AM,05:43 PM,12,21,22,21,40,0,57,0.0,1013,24,10,140,23,Bahrain
2020-03-08,22,20,0.0,11.6,6,95,04:22 PM,04:59 AM,05:54 AM,05:43 PM,14,21,22,21,23,1,64,0.0,1013,22,10,230,14,Bahrain
2020-03-09,21,15,0.0,11.6,5,100,05:31 PM,05:46 AM,05:53 AM,05:44 PM,14,19,20,19,32,3,69,0.0,1014,21,10,323,21,Bahrain
2020-03-10,22,19,0.0,11.6,6,100,06:38 PM,06:29 AM,05:52 AM,05:44 PM,13,20,20,20,25,0,63,0.0,1016,22,10,199,14,Bahrain
2020-03-11,23,19,0.0,11.6,6,84,07:45 PM,07:10 AM,05:51 AM,05:45 PM,12,21,21,21,13,0,58,0.0,1017,23,10,176,8,Bahrain
2020-03-12,22,20,0.0,10.2,5,76,08:50 PM,07:51 AM,05:50 AM,05:45 PM,12,21,23,21,12,28,55,0.0,1016,22,10,137,7,Bahrain
2020-03-13,23,20,0.0,10.2,5,69,09:56 PM,08:32 AM,05:49 AM,05:46 PM,12,23,23,22,31,53,55,0.0,1015,23,10,119,18,Bahrain
2020-03-14,25,21,0.0,11.6,6,62,11:00 PM,09:16 AM,05:48 AM,05:46 PM,14,25,25,23,44,49,56,0.0,1013,25,10,140,23,Bahrain
2020-03-15,25,21,0.0,11.6,6,55,No moonrise,10:03 AM,05:47 AM,05:47 PM,14,25,25,23,41,14,58,0.0,1010,25,10,129,21,Bahrain
2020-03-16,24,21,0.0,11.6,6,47,12:02 AM,10:52 AM,05:46 AM,05:47 PM,16,25,25,23,25,8,68,0.0,1012,24,10,127,14,Bahrain
2020-03-17,24,21,0.0,11.6,6,40,01:01 AM,11:45 AM,05:45 AM,05:48 PM,16,24,24,22,38,2,70,0.0,1014,24,10,85,19,Bahrain
2020-03-18,24,21,0.0,11.6,6,33,01:55 AM,12:38 PM,05:44 AM,05:48 PM,17,25,25,23,38,23,70,0.0,1012,24,10,122,20,Bahrain
2020-03-19,23,22,0.0,6.0,5,25,02:44 AM,01:34 PM,05:43 AM,05:49 PM,18,25,25,22,41,70,76,4.6,1010,23,10,91,25,Bahrain
2020-03-20,23,21,0.0,10.2,5,18,03:29 AM,02:28 PM,05:42 AM,05:49 PM,16,23,23,22,24,30,71,0.3,1010,23,10,40,15,Bahrain
2020-03-21,23,21,0.0,6.0,5,11,04:08 AM,03:22 PM,05:41 AM,05:50 PM,17,25,25,22,33,46,71,6.3,1007,23,10,138,19,Bahrain
2020-03-22,24,10,0.0,10.2,5,4,04:44 AM,04:14 PM,05:40 AM,05:50 PM,16,20,22,20,43,14,74,0.0,1008,24,10,202,29,Bahrain
2020-03-23,20,15,0.0,11.6,5,0,05:18 AM,05:06 PM,05:38 AM,05:51 PM,10,19,20,19,37,0,52,0.0,1014,20,10,246,27,Bahrain
2020-03-24,23,19,0.0,11.6,6,0,05:50 AM,05:57 PM,05:37 AM,05:51 PM,11,20,20,20,16,7,55,0.0,1013,23,10,153,11,Bahrain
2020-03-25,23,17,0.0,11.6,6,3,06:20 AM,06:47 PM,05:36 AM,05:52 PM,11,21,22,21,19,16,53,0.0,1012,23,10,125,13,Bahrain
2020-03-26,24,20,0.0,10.2,5,11,06:51 AM,07:38 PM,05:35 AM,05:52 PM,14,23,23,22,36,16,62,0.0,1011,24,10,119,23,Bahrain
2020-03-27,27,22,0.0,10.2,5,18,07:24 AM,08:30 PM,05:34 AM,05:53 PM,15,25,25,24,55,30,59,0.0,1011,27,10,120,31,Bahrain
2020-03-28,25,18,0.0,10.2,5,25,07:58 AM,09:23 PM,05:33 AM,05:53 PM,17,24,24,23,62,43,65,0.0,1010,25,10,105,37,Bahrain
2020-03-29,24,22,0.0,11.6,6,32,08:35 AM,10:17 PM,05:32 AM,05:53 PM,18,25,25,23,52,23,76,1.5,1006,24,10,125,33,Bahrain
2020-03-30,23,22,0.0,11.6,6,40,09:16 AM,11:14 PM,05:31 AM,05:54 PM,16,25,25,22,35,1,69,0.0,1011,23,10,177,22,Bahrain
2020-03-31,23,21,0.0,11.6,6,44,10:03 AM,No moonset,05:30 AM,05:54 PM,13,25,25,22,23,4,57,0.0,1015,23,10,291,13,Bahrain
2020-04-01,26,22,0.0,11.6,5,56,10:55 AM,12:09 AM,05:29 AM,05:55 PM,15,25,25,24,19,14,57,0.1,1014,26,10,133,11,Bahrain
2020-04-02,28,23,0.0,11.6,7,64,11:53 AM,01:05 AM,05:28 AM,05:55 PM,14,26,26,25,47,7,50,0.0,1010,28,10,150,24,Bahrain
2020-04-03,27,23,0.0,10.2,6,71,12:55 PM,01:58 AM,05:27 AM,05:56 PM,16,26,26,25,33,32,58,0.3,1010,27,10,103,16,Bahrain
2020-04-04,24,22,0.0,11.6,6,79,02:00 PM,02:48 AM,05:26 AM,05:56 PM,16,25,25,23,36,3,65,0.0,1014,24,10,98,19,Bahrain
2020-04-05,24,23,0.0,11.6,6,87,03:07 PM,03:35 AM,05:25 AM,05:57 PM,15,25,25,23,40,1,60,0.0,1016,24,10,345,21,Bahrain
2020-04-06,25,23,0.0,10.2,5,94,04:13 PM,04:18 AM,05:24 AM,05:57 PM,14,25,25,24,32,14,54,0.0,1014,25,10,293,17,Bahrain
2020-04-07,28,25,0.0,11.6,7,100,05:21 PM,05:00 AM,05:22 AM,05:58 PM,14,27,27,26,25,6,48,0.0,1011,28,10,187,12,Bahrain
2020-04-08,31,25,0.0,8.9,6,100,06:27 PM,05:41 AM,05:21 AM,05:58 PM,14,28,28,28,50,25,44,0.5,1008,31,10,153,24,Bahrain
2020-04-09,32,26,0.0,11.6,7,83,07:35 PM,06:22 AM,05:20 AM,05:59 PM,16,29,29,29,46,17,46,0.0,1007,32,10,158,22,Bahrain
2020-04-10,32,27,0.0,11.6,7,76,08:42 PM,07:06 AM,05:19 AM,05:59 PM,16,29,29,29,57,19,47,0.0,1006,32,10,156,27,Bahrain
2020-04-11,30,24,0.0,12.8,7,68,09:48 PM,07:53 AM,05:18 AM,06:00 PM,17,28,28,28,41,17,52,0.0,1006,30,10,208,20,Bahrain
2020-04-12,25,23,0.0,12.8,6,61,10:50 PM,08:42 AM,05:17 AM,06:00 PM,20,26,26,24,33,16,79,0.0,1008,25,10,296,19,Bahrain
2020-04-13,23,16,0.0,8.0,5,53,11:49 PM,09:36 AM,05:16 AM,06:01 PM,18,24,24,21,37,70,76,18.6,1011,23,8,145,22,Bahrain
2020-04-14,24,22,0.0,12.9,6,46,No moonrise,10:31 AM,05:15 AM,06:01 PM,16,25,25,23,31,6,62,0.0,1012,24,10,179,20,Bahrain
2020-04-15,22,14,0.0,8.0,5,38,12:41 AM,11:27 AM,05:14 AM,06:01 PM,14,20,22,20,18,70,65,20.6,1013,22,8,200,11,Bahrain
2020-04-16,23,14,0.0,12.9,6,30,01:28 AM,12:22 PM,05:13 AM,06:02 PM,17,21,23,21,17,31,73,0.2,1011,23,10,186,12,Bahrain
2020-04-17,26,23,0.0,12.9,6,23,02:09 AM,01:17 PM,05:12 AM,06:02 PM,16,26,26,25,18,4,60,0.0,1010,26,10,150,11,Bahrain
2020-04-18,26,24,0.0,10.6,6,15,02:46 AM,02:10 PM,05:11 AM,06:03 PM,16,26,26,25,38,38,58,2.1,1009,26,10,118,23,Bahrain
2020-04-19,28,19,0.0,11.9,6,8,03:21 AM,03:02 PM,05:11 AM,06:03 PM,19,27,27,25,30,31,63,0.2,1008,28,10,144,17,Bahrain
2020-04-20,27,25,0.0,10.7,6,0,03:52 AM,03:53 PM,05:10 AM,06:04 PM,20,27,27,25,12,54,72,2.5,1010,27,9,188,7,Bahrain
2020-04-21,25,19,0.0,11.9,6,0,04:23 AM,04:43 PM,05:09 AM,06:04 PM,19,26,26,24,18,54,66,0.3,1012,25,10,166,11,Bahrain
2020-04-22,26,24,0.0,13.0,7,0,04:54 AM,05:34 PM,05:08 AM,06:05 PM,18,27,27,25,13,7,67,0.0,1011,26,10,169,9,Bahrain
2020-04-23,29,24,0.0,13.0,7,0,05:25 AM,06:25 PM,05:07 AM,06:05 PM,19,28,28,26,16,4,63,0.0,1010,29,10,93,10,Bahrain
2020-04-24,30,26,0.0,13.0,7,7,05:59 AM,07:19 PM,05:06 AM,06:06 PM,20,29,29,27,38,0,63,0.0,1008,30,10,137,19,Bahrain
2020-04-25,32,28,0.0,13.0,7,15,06:35 AM,08:13 PM,05:05 AM,06:06 PM,18,31,31,29,44,0,52,0.0,1006,32,10,161,21,Bahrain
2020-04-26,33,27,0.0,13.0,7,22,07:15 AM,09:09 PM,05:04 AM,06:07 PM,18,31,31,30,60,21,50,0.2,1005,33,10,162,29,Bahrain
2020-04-27,26,25,0.0,13.0,7,30,08:00 AM,10:05 PM,05:03 AM,06:07 PM,18,28,28,26,44,1,61,0.0,1010,26,10,302,29,Bahrain
2020-04-28,27,25,0.0,13.1,7,37,08:50 AM,11:00 PM,05:03 AM,06:08 PM,17,27,27,26,24,0,55,0.0,1010,27,10,140,14,Bahrain
2020-04-29,29,26,0.0,12.0,6,45,09:45 AM,11:53 PM,05:02 AM,06:09 PM,17,28,28,27,41,31,54,0.5,1008,29,10,85,20,Bahrain
2020-04-30,28,20,0.0,13.1,7,52,10:44 AM,No moonset,05:01 AM,06:09 PM,20,28,28,26,52,13,64,0.0,1005,28,10,92,27,Bahrain
2020-05-01,27,25,0.0,13.1,7,58,11:46 AM,12:42 AM,05:00 AM,06:10 PM,21,28,28,26,30,3,72,0.0,1008,27,10,141,17,Bahrain
2020-05-02,29,26,0.0,13.5,7,65,12:50 PM,01:29 AM,04:59 AM,06:10 PM,20,29,29,27,30,2,65,0.0,1006,29,10,78,16,Bahrain
2020-05-03,28,22,0.0,13.5,7,72,01:54 PM,02:11 AM,04:59 AM,06:11 PM,20,29,29,27,28,1,63,0.0,1008,28,10,273,15,Bahrain
2020-05-04,28,22,0.0,13.5,7,80,02:59 PM,02:52 AM,04:58 AM,06:11 PM,17,28,28,27,28,0,49,0.0,1011,28,10,227,14,Bahrain
2020-05-05,31,28,0.0,13.6,7,87,04:05 PM,03:32 AM,04:57 AM,06:12 PM,17,30,30,29,17,9,48,0.0,1010,31,10,209,9,Bahrain
2020-05-06,31,28,0.0,13.6,7,94,05:11 PM,04:12 AM,04:56 AM,06:12 PM,17,31,31,30,27,26,47,0.0,1008,31,10,157,13,Bahrain
2020-05-07,28,27,0.0,13.6,7,100,06:18 PM,04:54 AM,04:56 AM,06:13 PM,19,29,29,27,44,6,61,0.0,1009,28,10,265,27,Bahrain
2020-05-08,28,22,0.0,13.6,7,100,07:26 PM,05:40 AM,04:55 AM,06:13 PM,18,28,28,26,41,9,59,0.0,1010,28,10,297,23,Bahrain
2020-05-09,30,28,0.0,13.6,7,84,08:32 PM,06:28 AM,04:54 AM,06:14 PM,17,30,30,29,27,5,50,0.0,1008,30,10,169,13,Bahrain
2020-05-10,32,22,0.0,13.6,7,77,09:35 PM,07:21 AM,04:54 AM,06:14 PM,20,31,31,29,36,12,56,0.0,1008,32,10,194,17,Bahrain
2020-05-11,29,23,0.0,13.6,7,70,10:32 PM,08:17 AM,04:53 AM,06:15 PM,20,30,30,27,49,17,62,0.0,1010,29,10,301,27,Bahrain
2020-05-12,28,20,0.0,13.6,7,62,11:23 PM,09:15 AM,04:53 AM,06:15 PM,18,27,27,26,43,1,58,0.0,1010,28,10,328,26,Bahrain
2020-05-13,28,27,0.0,13.6,7,55,No moonrise,10:13 AM,04:52 AM,06:16 PM,17,28,28,28,56,0,54,0.0,1008,28,10,325,31,Bahrain
2020-05-14,29,28,0.0,13.7,7,48,12:07 AM,11:09 AM,04:52 AM,06:17 PM,18,29,29,28,45,0,53,0.0,1006,29,10,211,23,Bahrain
2020-05-15,31,28,0.0,13.7,7,40,12:46 AM,12:03 PM,04:51 AM,06:17 PM,19,31,31,29,15,14,54,0.0,1006,31,10,150,8,Bahrain
2020-05-16,31,28,0.0,13.7,7,33,01:22 AM,12:56 PM,04:50 AM,06:18 PM,19,31,31,29,18,18,54,0.0,1007,31,10,125,10,Bahrain
2020-05-17,31,29,0.0,13.7,8,26,01:54 AM,01:47 PM,04:50 AM,06:18 PM,20,33,33,30,18,0,56,0.0,1007,31,10,158,10,Bahrain
2020-05-18,35,29,0.0,13.7,8,19,02:25 AM,02:38 PM,04:50 AM,06:19 PM,19,33,33,31,21,1,48,0.0,1006,35,10,156,11,Bahrain
2020-05-19,32,29,0.0,10.9,7,11,02:56 AM,03:29 PM,04:49 AM,06:19 PM,19,32,32,31,22,37,49,0.0,1006,32,10,120,11,Bahrain
2020-05-20,33,27,0.0,13.7,8,4,03:27 AM,04:20 PM,04:49 AM,06:20 PM,19,33,33,31,24,11,47,0.0,1004,33,10,162,12,Bahrain
2020-05-21,33,31,0.0,13.7,8,0,03:59 AM,05:13 PM,04:48 AM,06:20 PM,20,34,34,32,37,1,49,0.0,1004,33,10,121,18,Bahrain
2020-05-22,32,27,0.0,13.7,8,0,04:34 AM,06:07 PM,04:48 AM,06:21 PM,21,33,33,30,22,0,55,0.0,1006,32,10,78,11,Bahrain
2020-05-23,33,27,0.0,13.7,8,3,05:14 AM,07:04 PM,04:47 AM,06:21 PM,21,34,34,31,19,0,50,0.0,1006,33,10,162,9,Bahrain
2020-05-24,33,31,0.0,13.8,8,10,05:57 AM,08:00 PM,04:47 AM,06:22 PM,20,35,35,32,28,0,51,0.0,1005,33,10,119,14,Bahrain
2020-05-25,35,31,0.0,13.8,8,17,06:46 AM,08:57 PM,04:47 AM,06:22 PM,22,36,36,32,33,0,58,0.0,1007,35,10,133,17,Bahrain
2020-05-26,31,25,0.0,13.8,8,25,07:40 AM,09:51 PM,04:46 AM,06:23 PM,23,34,34,30,27,0,64,0.0,1009,31,10,308,17,Bahrain
2020-05-27,31,25,0.0,13.8,8,32,08:38 AM,10:41 PM,04:46 AM,06:23 PM,23,34,34,30,39,0,63,0.0,1007,31,10,330,24,Bahrain
2020-05-28,32,26,0.0,13.8,8,39,09:40 AM,11:28 PM,04:46 AM,06:24 PM,24,35,35,31,27,0,64,0.0,1005,32,10,304,15,Bahrain
2020-05-29,35,28,0.0,13.8,8,47,10:41 AM,No moonset,04:46 AM,06:24 PM,22,36,36,32,21,0,51,0.0,1003,35,10,152,10,Bahrain
2020-05-30,33,27,0.0,13.8,8,54,11:44 AM,12:10 AM,04:45 AM,06:25 PM,23,36,36,31,24,0,58,0.0,1003,33,10,254,12,Bahrain
2020-05-31,32,27,0.0,13.8,8,58,12:47 PM,12:50 AM,04:45 AM,06:25 PM,23,36,36,31,34,0,62,0.0,1005,32,10,330,18,Bahrain
2020-06-01,33,31,0.0,13.8,8,71,01:50 PM,01:29 AM,04:45 AM,06:26 PM,24,38,38,32,26,0,60,0.0,1004,33,10,246,14,Bahrain
2020-06-02,38,32,0.0,13.8,9,79,02:53 PM,02:07 AM,04:45 AM,06:26 PM,22,40,40,35,21,0,49,0.0,1003,38,10,151,10,Bahrain
2020-06-03,36,33,0.0,13.8,9,86,03:59 PM,02:47 AM,04:45 AM,06:27 PM,21,39,39,35,32,0,47,0.0,1002,36,10,155,15,Bahrain
2020-06-04,36,30,0.0,13.8,8,94,05:05 PM,03:29 AM,04:45 AM,06:27 PM,22,38,38,34,46,3,48,0.0,1002,36,10,318,22,Bahrain
2020-06-05,34,26,0.0,13.8,8,100,06:11 PM,04:15 AM,04:45 AM,06:28 PM,23,37,37,32,64,4,56,0.0,1002,34,10,325,34,Bahrain
2020-06-06,33,26,0.0,13.8,8,100,07:17 PM,05:06 AM,04:45 AM,06:28 PM,23,36,36,31,60,6,57,0.0,1002,33,10,331,30,Bahrain
2020-06-07,33,25,0.0,13.8,8,84,08:17 PM,06:01 AM,04:45 AM,06:28 PM,22,35,35,31,58,0,53,0.0,1001,33,10,336,29,Bahrain
2020-06-08,34,29,0.0,13.9,8,76,09:12 PM,06:59 AM,04:44 AM,06:29 PM,21,36,36,32,35,0,51,0.0,1000,34,10,331,17,Bahrain
2020-06-09,34,32,0.0,13.9,8,69,10:01 PM,07:59 AM,04:44 AM,06:29 PM,22,38,38,33,27,0,52,0.0,1002,34,10,164,13,Bahrain
2020-06-10,34,29,0.0,13.9,8,61,10:43 PM,08:57 AM,04:44 AM,06:30 PM,22,38,38,33,27,0,52,0.0,1002,34,10,155,14,Bahrain
2020-06-11,37,30,0.0,13.9,8,54,11:21 PM,09:53 AM,04:45 AM,06:30 PM,21,37,37,33,24,0,47,0.0,1000,37,10,143,12,Bahrain
2020-06-12,34,27,0.0,13.9,8,46,11:55 PM,10:47 AM,04:45 AM,06:30 PM,21,36,36,33,46,0,48,0.0,999,34,10,302,22,Bahrain
2020-06-13,33,25,0.0,13.9,8,38,No moonrise,11:40 AM,04:45 AM,06:31 PM,23,36,36,31,51,0,57,0.0,1000,33,10,333,29,Bahrain
2020-06-14,33,24,0.0,13.9,8,31,12:26 AM,12:31 PM,04:45 AM,06:31 PM,23,36,36,31,56,0,56,0.0,1002,33,10,253,31,Bahrain
2020-06-15,34,27,0.0,13.9,8,23,12:57 AM,01:22 PM,04:45 AM,06:31 PM,23,38,38,32,52,0,56,0.0,1001,34,10,335,26,Bahrain
2020-06-16,35,29,0.0,13.9,8,16,01:28 AM,02:12 PM,04:45 AM,06:32 PM,22,38,38,34,49,0,47,0.0,998,35,10,328,24,Bahrain
2020-06-17,34,25,0.0,13.9,8,8,01:59 AM,03:05 PM,04:45 AM,06:32 PM,22,37,37,32,56,0,51,0.0,997,34,10,321,28,Bahrain
2020-06-18,34,27,0.0,13.9,8,1,02:33 AM,03:59 PM,04:45 AM,06:32 PM,22,37,37,32,56,0,53,0.0,998,34,10,336,29,Bahrain
2020-06-19,33,32,0.0,13.9,8,0,03:11 AM,04:54 PM,04:45 AM,06:32 PM,23,37,37,33,37,0,56,0.0,999,33,10,206,19,Bahrain
2020-06-20,34,31,0.0,13.9,8,0,03:53 AM,05:52 PM,04:46 AM,06:33 PM,22,38,38,33,23,0,55,0.0,999,34,10,286,12,Bahrain
2020-06-21,33,28,0.0,13.9,8,0,04:40 AM,06:49 PM,04:46 AM,06:33 PM,23,37,37,32,42,0,58,0.0,999,33,10,254,24,Bahrain
2020-06-22,33,28,0.0,13.9,8,7,05:33 AM,07:45 PM,04:46 AM,06:33 PM,23,37,37,32,50,0,59,0.0,1000,33,10,327,29,Bahrain
2020-06-23,33,31,0.0,13.9,8,14,06:31 AM,08:38 PM,04:46 AM,06:33 PM,22,36,36,32,44,0,55,0.0,999,33,10,248,25,Bahrain
2020-06-24,34,31,0.0,13.9,8,22,07:33 AM,09:27 PM,04:47 AM,06:33 PM,21,36,36,33,19,0,51,0.0,1000,34,10,185,10,Bahrain
2020-06-25,33,27,0.0,13.9,8,29,08:35 AM,10:11 PM,04:47 AM,06:34 PM,24,37,37,31,29,4,62,0.0,1000,33,10,279,17,Bahrain
2020-06-26,33,27,0.0,13.9,8,37,09:38 AM,10:51 PM,04:47 AM,06:34 PM,24,37,37,32,41,4,61,0.0,999,33,10,252,23,Bahrain
2020-06-27,33,29,0.0,13.9,8,44,10:40 AM,11:30 PM,04:47 AM,06:34 PM,23,38,38,32,35,1,57,0.0,999,33,10,331,18,Bahrain
2020-06-28,35,33,0.0,13.9,8,52,11:42 AM,No moonset,04:48 AM,06:34 PM,22,39,39,34,36,0,50,0.0,999,35,10,290,17,Bahrain
2020-06-29,35,33,0.0,13.9,8,59,12:44 PM,12:07 AM,04:48 AM,06:34 PM,23,41,41,34,25,0,53,0.0,997,35,10,132,13,Bahrain
2020-06-30,36,33,0.0,13.9,8,67,01:47 PM,12:45 AM,04:48 AM,06:34 PM,23,40,40,34,23,0,50,0.0,996,36,10,134,12,Bahrain
2020-07-01,36,33,0.0,13.9,8,72,02:51 PM,01:25 AM,04:49 AM,06:34 PM,24,42,42,35,17,0,54,0.0,997,36,10,134,9,Bahrain
2020-07-02,34,32,0.0,13.9,8,79,03:56 PM,02:08 AM,04:49 AM,06:34 PM,26,42,42,33,25,0,66,0.0,998,34,10,76,15,Bahrain
2020-07-03,35,30,0.0,13.8,8,86,05:00 PM,02:56 AM,04:50 AM,06:34 PM,25,41,41,33,25,8,63,0.0,999,35,10,227,14,Bahrain
2020-07-04,35,31,0.0,13.8,9,94,06:02 PM,03:48 AM,04:50 AM,06:34 PM,25,42,42,35,44,4,55,0.0,997,35,10,298,21,Bahrain
2020-07-05,38,35,0.0,13.8,9,100,07:00 PM,04:44 AM,04:50 AM,06:34 PM,22,41,41,36,33,0,43,0.0,993,38,10,225,16,Bahrain
2020-07-06,38,32,0.0,13.8,9,100,07:51 PM,05:44 AM,04:51 AM,06:34 PM,22,41,41,36,27,0,43,0.0,993,38,10,177,13,Bahrain
2020-07-07,37,35,0.0,13.8,9,85,08:37 PM,06:43 AM,04:51 AM,06:34 PM,23,43,43,36,32,2,46,0.0,995,37,10,162,16,Bahrain
2020-07-08,35,27,0.0,13.8,8,77,09:17 PM,07:41 AM,04:52 AM,06:34 PM,25,40,40,33,38,5,57,0.0,996,35,10,120,19,Bahrain
2020-07-09,35,33,0.0,13.8,8,70,09:53 PM,08:36 AM,04:52 AM,06:33 PM,26,43,43,34,26,0,64,0.0,997,35,10,93,15,Bahrain
2020-07-10,38,29,0.0,13.8,9,63,10:25 PM,09:31 AM,04:53 AM,06:33 PM,24,41,41,35,20,0,48,0.0,996,38,10,137,10,Bahrain
2020-07-11,38,30,0.0,13.8,9,55,10:56 PM,10:22 AM,04:53 AM,06:33 PM,25,44,44,35,23,0,55,0.0,995,38,10,81,12,Bahrain
2020-07-12,37,34,0.0,13.8,9,48,11:27 PM,11:13 AM,04:53 AM,06:33 PM,25,44,44,35,26,3,54,0.0,995,37,10,115,13,Bahrain
2020-07-13,37,34,0.0,13.8,9,41,11:58 PM,12:04 PM,04:54 AM,06:33 PM,24,43,43,35,27,11,52,0.0,994,37,10,52,14,Bahrain
2020-07-14,37,34,0.0,13.8,9,34,No moonrise,12:55 PM,04:54 AM,06:32 PM,25,46,46,36,20,3,54,0.0,997,37,10,147,10,Bahrain
2020-07-15,37,35,0.0,13.8,9,26,12:31 AM,01:48 PM,04:55 AM,06:32 PM,25,44,44,36,37,7,53,0.0,997,37,10,229,18,Bahrain
2020-07-16,35,34,0.0,13.8,8,19,01:07 AM,02:43 PM,04:55 AM,06:32 PM,26,45,45,35,28,5,61,0.0,996,35,10,226,15,Bahrain
2020-07-17,37,35,0.0,13.8,9,12,01:47 AM,03:40 PM,04:56 AM,06:31 PM,23,43,43,36,23,0,47,0.0,996,37,10,165,12,Bahrain
2020-07-18,36,34,0.0,13.8,9,5,02:31 AM,04:37 PM,04:56 AM,06:31 PM,24,42,42,35,25,2,52,0.0,997,36,10,144,13,Bahrain
2020-07-19,37,31,0.0,13.7,9,0,03:23 AM,05:35 PM,04:57 AM,06:31 PM,26,45,45,35,27,22,59,0.0,998,37,10,58,15,Bahrain
2020-07-20,37,27,0.0,13.7,9,0,04:19 AM,06:29 PM,04:57 AM,06:30 PM,27,44,44,34,21,7,61,0.0,998,37,10,153,11,Bahrain
2020-07-21,36,33,0.0,13.7,8,2,05:21 AM,07:21 PM,04:58 AM,06:30 PM,27,46,46,34,30,4,66,0.0,995,36,10,195,18,Bahrain
2020-07-22,38,33,0.0,13.7,9,10,06:24 AM,08:07 PM,04:58 AM,06:30 PM,26,46,46,35,35,0,61,0.0,996,38,10,103,18,Bahrain
2020-07-23,36,27,0.0,13.7,8,17,07:29 AM,08:50 PM,04:59 AM,06:29 PM,28,45,45,34,36,1,69,0.0,998,36,10,100,23,Bahrain
2020-07-24,35,34,0.0,13.7,8,24,08:33 AM,09:31 PM,04:59 AM,06:29 PM,27,46,46,34,26,8,67,0.0,999,35,10,115,17,Bahrain
