date_time,Chad_maxtempC,Chad_mintempC,Chad_totalSnow_cm,Chad_sunHour,Chad_uvIndex,Chad_moon_illumination,Chad_moonrise,Chad_moonset,Chad_sunrise,Chad_sunset,Chad_DewPointC,Chad_FeelsLikeC,Chad_HeatIndexC,Chad_WindChillC,Chad_WindGustKmph,Chad_cloudcover,Chad_humidity,Chad_precipMM,Chad_pressure,Chad_tempC,Chad_visibility,Chad_winddirDegree,Chad_windspeedKmph,Chad_location
2020-02-22,38,22,0.0,11.6,8,0,05:32 AM,05:21 PM,06:19 AM,06:08 PM,-4,30,30,31,34,1,12,0.0,1011,38,10,32,21,Chad
2020-02-23,36,21,0.0,11.6,8,0,06:15 AM,06:10 PM,06:18 AM,06:08 PM,-5,29,29,29,37,0,12,0.0,1012,36,10,28,23,Chad
2020-02-24,33,19,0.0,11.6,7,0,06:55 AM,06:57 PM,06:18 AM,06:08 PM,-2,27,27,27,38,0,17,0.0,1012,33,10,35,24,Chad
2020-02-25,32,16,0.0,11.6,7,8,07:34 AM,07:43 PM,06:17 AM,06:08 PM,-5,24,24,24,34,0,15,0.0,1013,32,10,39,21,Chad
2020-02-26,34,17,0.0,11.6,7,15,08:10 AM,08:27 PM,06:17 AM,06:08 PM,-6,26,26,26,29,0,13,0.0,1011,34,10,76,16,Chad
2020-02-27,37,20,0.0,11.6,8,23,08:46 AM,09:13 PM,06:16 AM,06:09 PM,-6,29,29,29,31,0,12,0.0,1011,37,10,102,18,Chad
2020-02-28,38,22,0.0,11.6,8,30,09:24 AM,09:58 PM,06:16 AM,06:09 PM,-5,31,31,30,31,4,11,0.0,1010,38,10,113,18,Chad
2020-02-29,40,26,0.0,11.6,8,38,10:02 AM,10:45 PM,06:15 AM,06:09 PM,-1,33,33,33,30,23,13,0.0,1008,40,10,123,18,Chad
2020-03-01,41,25,0.0,11.6,8,44,10:42 AM,11:35 PM,06:15 AM,06:09 PM,-1,33,33,33,30,1,13,0.0,1007,41,10,37,18,Chad
2020-03-02,41,25,0.0,11.6,9,51,11:26 AM,No moonset,06:14 AM,06:09 PM,-1,34,34,33,30,0,12,0.0,1008,41,10,45,18,Chad
2020-03-03,40,25,0.0,11.6,8,58,12:14 PM,12:26 AM,06:14 AM,06:09 PM,0,33,33,33,30,0,14,0.0,1010,40,10,81,18,Chad
2020-03-04,40,25,0.0,11.6,9,65,01:07 PM,01:21 AM,06:13 AM,06:09 PM,2,33,33,33,30,17,16,0.0,1010,40,10,61,18,Chad
2020-03-05,40,25,0.0,11.6,8,73,02:04 PM,02:18 AM,06:13 AM,06:10 PM,-3,33,33,33,30,7,12,0.0,1009,40,10,192,18,Chad
2020-03-06,40,24,0.0,11.6,8,80,03:04 PM,03:15 AM,06:12 AM,06:10 PM,-4,33,33,32,31,5,11,0.0,1008,40,10,144,18,Chad
2020-03-07,40,25,0.0,11.6,9,87,04:06 PM,04:12 AM,06:12 AM,06:10 PM,-2,33,33,33,33,12,12,0.0,1007,40,10,104,20,Chad
2020-03-08,41,25,0.0,11.6,9,95,05:08 PM,05:07 AM,06:11 AM,06:10 PM,1,34,34,33,31,15,16,0.0,1007,41,10,214,19,Chad
2020-03-09,41,26,0.0,11.6,9,100,06:09 PM,05:59 AM,06:10 AM,06:10 PM,-3,34,34,34,32,0,12,0.0,1006,41,10,140,20,Chad
2020-03-10,40,26,0.0,11.6,8,100,07:10 PM,06:49 AM,06:10 AM,06:10 PM,-1,33,33,33,30,1,13,0.0,1006,40,10,226,18,Chad
2020-03-11,40,25,0.0,11.6,9,84,08:09 PM,07:37 AM,06:09 AM,06:10 PM,-2,34,34,33,32,0,13,0.0,1005,40,10,227,18,Chad
2020-03-12,32,20,0.0,11.6,7,76,09:08 PM,08:25 AM,06:09 AM,06:10 PM,-6,27,27,27,33,0,14,0.0,1010,32,10,136,22,Chad
2020-03-13,32,18,0.0,11.6,7,69,10:06 PM,09:14 AM,06:08 AM,06:10 PM,-5,25,25,25,30,8,15,0.0,1012,32,10,49,18,Chad
2020-03-14,34,18,0.0,11.6,7,62,11:05 PM,10:03 AM,06:07 AM,06:10 PM,-6,26,26,26,30,0,14,0.0,1012,34,10,99,17,Chad
2020-03-15,36,19,0.0,11.6,8,55,No moonrise,10:54 AM,06:07 AM,06:10 PM,-5,28,28,28,28,0,15,0.0,1010,36,10,144,16,Chad
2020-03-16,38,20,0.0,11.6,8,47,12:03 AM,11:48 AM,06:06 AM,06:10 PM,-5,29,29,29,27,0,14,0.0,1009,38,10,183,15,Chad
2020-03-17,39,21,0.0,11.6,8,40,12:59 AM,12:41 PM,06:06 AM,06:10 PM,-6,31,31,31,28,0,12,0.0,1008,39,10,151,17,Chad
2020-03-18,40,24,0.0,11.6,8,33,01:53 AM,01:35 PM,06:05 AM,06:10 PM,-7,32,32,32,32,0,8,0.0,1007,40,10,48,19,Chad
2020-03-19,41,24,0.0,11.6,8,25,02:44 AM,02:27 PM,06:04 AM,06:10 PM,-7,33,33,33,31,0,8,0.0,1008,41,10,38,18,Chad
2020-03-20,42,25,0.0,11.6,9,18,03:31 AM,03:18 PM,06:04 AM,06:11 PM,-4,34,34,34,31,0,10,0.0,1007,42,10,49,18,Chad
2020-03-21,42,26,0.0,11.6,9,11,04:14 AM,04:07 PM,06:03 AM,06:11 PM,-5,34,34,34,25,0,9,0.0,1006,42,10,52,14,Chad
2020-03-22,42,25,0.0,11.6,9,4,04:55 AM,04:54 PM,06:02 AM,06:11 PM,-3,34,34,34,20,0,10,0.0,1006,42,10,78,11,Chad
2020-03-23,42,27,0.0,11.6,9,0,05:34 AM,05:40 PM,06:02 AM,06:11 PM,4,36,36,35,20,3,15,0.0,1005,42,10,128,12,Chad
2020-03-24,43,28,0.0,11.6,9,0,06:10 AM,06:25 PM,06:01 AM,06:11 PM,5,36,36,36,17,0,17,0.0,1004,43,10,157,10,Chad
2020-03-25,41,28,0.0,11.6,9,3,06:47 AM,07:10 PM,06:01 AM,06:11 PM,9,35,35,35,22,1,24,0.0,1004,41,10,260,14,Chad
2020-03-26,40,30,0.0,12.1,9,11,07:24 AM,07:56 PM,06:00 AM,06:11 PM,8,35,35,35,33,4,23,0.0,1004,40,10,296,21,Chad
2020-03-27,42,27,0.0,12.5,9,18,08:01 AM,08:42 PM,05:59 AM,06:11 PM,3,35,35,34,28,1,17,0.0,1006,42,10,255,17,Chad
2020-03-28,43,28,0.0,12.5,9,25,08:40 AM,09:31 PM,05:59 AM,06:11 PM,1,36,36,36,30,0,13,0.0,1006,43,10,150,18,Chad
2020-03-29,44,28,0.0,12.5,9,32,09:23 AM,10:21 PM,05:58 AM,06:11 PM,3,37,37,36,28,0,14,0.0,1005,44,10,165,17,Chad
2020-03-30,41,27,0.0,12.5,9,40,10:08 AM,11:14 PM,05:57 AM,06:11 PM,7,35,35,35,16,1,21,0.0,1004,41,10,183,9,Chad
2020-03-31,44,31,0.0,12.5,9,44,10:58 AM,No moonset,05:57 AM,06:11 PM,5,38,38,38,20,1,16,0.0,1004,44,10,101,12,Chad
2020-04-01,45,29,0.0,12.6,9,56,11:52 AM,12:08 AM,05:56 AM,06:11 PM,1,38,38,37,20,0,12,0.0,1005,45,10,84,12,Chad
2020-04-02,44,28,0.0,12.6,9,64,12:49 PM,01:03 AM,05:56 AM,06:11 PM,2,37,37,37,21,1,13,0.0,1005,44,10,90,13,Chad
2020-04-03,45,27,0.0,12.6,9,71,01:49 PM,01:58 AM,05:55 AM,06:11 PM,3,37,37,36,19,0,15,0.0,1003,45,10,111,11,Chad
2020-04-04,44,28,0.0,12.6,9,79,02:49 PM,02:52 AM,05:54 AM,06:11 PM,2,37,37,37,19,4,14,0.0,1004,44,10,185,10,Chad
2020-04-05,43,28,0.0,12.6,9,87,03:49 PM,03:44 AM,05:54 AM,06:11 PM,6,37,37,36,18,1,17,0.0,1005,43,10,219,11,Chad
2020-04-06,44,32,0.0,12.6,9,94,04:49 PM,04:34 AM,05:53 AM,06:11 PM,8,38,38,37,13,4,18,0.0,1005,44,10,199,7,Chad
2020-04-07,43,28,0.0,12.6,9,100,05:49 PM,05:23 AM,05:53 AM,06:11 PM,4,36,36,36,25,0,15,0.0,1005,43,10,269,15,Chad
2020-04-08,43,27,0.0,12.6,9,100,06:48 PM,06:11 AM,05:52 AM,06:11 PM,1,36,36,36,21,14,15,0.0,1005,43,10,227,13,Chad
2020-04-09,41,28,0.0,12.6,9,83,07:49 PM,07:00 AM,05:51 AM,06:11 PM,-2,35,35,35,23,24,11,0.0,1006,41,10,126,14,Chad
2020-04-10,41,28,0.0,12.6,9,76,08:49 PM,07:50 AM,05:51 AM,06:11 PM,-3,34,34,35,30,25,10,0.0,1008,41,10,117,18,Chad
2020-04-11,40,27,0.0,12.6,9,68,09:50 PM,08:43 AM,05:50 AM,06:11 PM,-2,34,34,34,36,27,11,0.0,1008,40,10,83,22,Chad
2020-04-12,38,27,0.0,12.6,8,61,10:50 PM,09:37 AM,05:50 AM,06:12 PM,-2,31,31,33,33,29,11,0.0,1009,38,10,40,21,Chad
2020-04-13,41,27,0.0,12.6,9,53,11:47 PM,10:32 AM,05:49 AM,06:12 PM,-3,34,34,35,35,17,10,0.0,1009,41,10,46,23,Chad
2020-04-14,41,27,0.0,12.6,9,46,No moonrise,11:28 AM,05:49 AM,06:12 PM,-6,34,34,34,35,6,8,0.0,1008,41,10,48,22,Chad
2020-04-15,43,26,0.0,12.6,9,38,12:40 AM,12:22 PM,05:48 AM,06:12 PM,-7,35,35,35,33,3,7,0.0,1007,43,10,51,20,Chad
2020-04-16,42,27,0.0,12.7,9,30,01:29 AM,01:14 PM,05:47 AM,06:12 PM,-7,35,35,35,34,1,7,0.0,1006,42,10,45,20,Chad
2020-04-17,41,26,0.0,12.7,9,23,02:14 AM,02:04 PM,05:47 AM,06:12 PM,-13,35,35,34,27,0,5,0.0,1005,41,10,147,15,Chad
2020-04-18,43,23,0.0,12.7,9,15,02:55 AM,02:52 PM,05:46 AM,06:12 PM,-10,34,34,34,23,0,6,0.0,1006,43,10,81,14,Chad
2020-04-19,43,26,0.0,12.7,9,8,03:34 AM,03:38 PM,05:46 AM,06:12 PM,-3,35,35,35,27,0,11,0.0,1007,43,10,110,17,Chad
2020-04-20,41,27,0.0,12.7,9,0,04:11 AM,04:23 PM,05:45 AM,06:12 PM,-1,35,35,35,20,0,14,0.0,1007,41,10,156,12,Chad
2020-04-21,43,27,0.0,12.7,9,0,04:47 AM,05:08 PM,05:45 AM,06:12 PM,-1,36,36,36,17,0,12,0.0,1006,43,10,145,10,Chad
2020-04-22,44,27,0.0,12.7,9,0,05:24 AM,05:53 PM,05:44 AM,06:12 PM,-1,37,37,36,23,0,12,0.0,1005,44,10,64,14,Chad
2020-04-23,44,26,0.0,12.7,9,0,06:01 AM,06:39 PM,05:44 AM,06:13 PM,-5,36,36,36,21,0,9,0.0,1005,44,10,96,13,Chad
2020-04-24,44,27,0.0,12.7,9,7,06:40 AM,07:28 PM,05:43 AM,06:13 PM,-2,37,37,37,18,0,9,0.0,1005,44,10,96,11,Chad
2020-04-25,44,29,0.0,12.7,9,15,07:22 AM,08:18 PM,05:43 AM,06:13 PM,-5,37,37,37,20,0,9,0.0,1005,44,10,65,11,Chad
2020-04-26,45,27,0.0,12.7,9,22,08:06 AM,09:10 PM,05:42 AM,06:13 PM,-9,37,37,37,20,0,6,0.0,1005,45,10,95,12,Chad
2020-04-27,44,27,0.0,12.7,9,30,08:55 AM,10:04 PM,05:42 AM,06:13 PM,-6,37,37,36,12,0,7,0.0,1006,44,10,165,7,Chad
2020-04-28,44,27,0.0,12.7,9,37,09:47 AM,10:58 PM,05:41 AM,06:13 PM,4,37,37,36,23,0,17,0.0,1007,44,10,126,15,Chad
2020-04-29,44,30,0.0,12.7,9,45,10:42 AM,11:52 PM,05:41 AM,06:13 PM,6,38,38,37,16,0,16,0.0,1006,44,10,228,9,Chad
2020-04-30,44,29,0.0,12.7,9,52,11:39 AM,No moonset,05:41 AM,06:14 PM,6,38,38,37,16,0,18,0.0,1006,44,10,185,10,Chad
2020-05-01,43,29,0.0,12.7,9,58,12:37 PM,12:45 AM,05:40 AM,06:14 PM,10,37,37,36,22,0,23,0.0,1007,43,10,254,14,Chad
2020-05-02,43,29,0.0,12.7,9,65,01:36 PM,01:36 AM,05:40 AM,06:14 PM,10,37,37,36,27,0,23,0.0,1006,43,10,262,18,Chad
2020-05-03,42,30,0.0,12.8,8,72,02:33 PM,02:24 AM,05:39 AM,06:14 PM,11,35,35,35,17,19,23,0.2,1006,42,10,234,11,Chad
2020-05-04,42,27,0.0,12.8,9,80,03:31 PM,03:12 AM,05:39 AM,06:14 PM,11,36,36,35,20,31,28,0.0,1007,42,10,268,13,Chad
2020-05-05,41,27,0.0,12.8,9,87,04:29 PM,03:59 AM,05:39 AM,06:14 PM,8,36,36,35,22,20,25,0.0,1008,41,10,223,14,Chad
2020-05-06,42,28,0.0,12.8,9,94,05:29 PM,04:46 AM,05:38 AM,06:15 PM,2,37,37,36,27,17,15,0.0,1006,42,10,142,17,Chad
2020-05-07,41,29,0.0,12.8,9,100,06:29 PM,05:35 AM,05:38 AM,06:15 PM,8,34,34,35,17,6,21,0.0,1006,41,10,162,12,Chad
2020-05-08,41,33,0.0,12.8,9,100,07:31 PM,06:27 AM,05:38 AM,06:15 PM,12,36,36,36,19,9,24,0.0,1007,41,10,157,14,Chad
2020-05-09,42,29,0.0,12.8,9,84,08:33 PM,07:21 AM,05:37 AM,06:15 PM,12,35,35,35,19,2,30,0.0,1007,42,10,216,13,Chad
2020-05-10,42,29,0.0,12.8,9,77,09:33 PM,08:18 AM,05:37 AM,06:15 PM,3,34,34,35,13,4,14,0.0,1007,42,10,181,8,Chad
2020-05-11,42,31,0.0,12.8,9,70,10:30 PM,09:15 AM,05:37 AM,06:16 PM,-7,36,36,36,21,5,6,0.0,1007,42,10,115,12,Chad
2020-05-12,42,31,0.0,12.8,9,62,11:23 PM,10:12 AM,05:37 AM,06:16 PM,5,37,37,36,22,3,18,0.0,1008,42,10,248,14,Chad
2020-05-13,40,31,0.0,11.9,8,55,No moonrise,11:06 AM,05:36 AM,06:16 PM,15,36,36,35,14,27,30,0.2,1007,40,10,217,10,Chad
2020-05-14,41,33,0.0,12.8,8,48,12:10 AM,11:58 AM,05:36 AM,06:16 PM,13,36,36,36,15,35,26,3.6,1007,41,10,260,10,Chad
2020-05-15,43,31,0.0,12.8,9,40,12:53 AM,12:47 PM,05:36 AM,06:17 PM,12,37,37,37,19,12,25,0.0,1006,43,10,191,13,Chad
2020-05-16,43,31,0.0,12.8,9,33,01:34 AM,01:35 PM,05:36 AM,06:17 PM,7,37,37,37,19,0,19,0.0,1005,43,10,292,12,Chad
2020-05-17,43,32,0.0,12.8,9,26,02:11 AM,02:20 PM,05:36 AM,06:17 PM,9,38,38,37,20,1,21,0.0,1005,43,10,143,13,Chad
2020-05-18,42,31,0.0,12.8,9,19,02:48 AM,03:05 PM,05:35 AM,06:17 PM,4,36,36,36,12,2,15,0.0,1007,42,10,256,7,Chad
2020-05-19,41,31,0.0,12.8,9,11,03:24 AM,03:50 PM,05:35 AM,06:18 PM,10,35,35,36,19,4,23,0.0,1007,41,10,190,12,Chad
2020-05-20,39,31,0.0,12.8,9,4,04:01 AM,04:36 PM,05:35 AM,06:18 PM,16,36,36,35,18,11,33,0.0,1007,39,10,196,13,Chad
2020-05-21,39,31,0.0,12.8,9,0,04:39 AM,05:24 PM,05:35 AM,06:18 PM,17,37,37,35,26,23,37,2.5,1008,39,10,186,20,Chad
2020-05-22,40,31,0.0,11.9,8,0,05:20 AM,06:13 PM,05:35 AM,06:18 PM,17,37,37,35,21,31,37,1.3,1009,40,10,202,16,Chad
2020-05-23,40,32,0.0,12.8,9,3,06:03 AM,07:05 PM,05:35 AM,06:19 PM,16,37,37,35,12,10,33,0.0,1009,40,10,222,8,Chad
2020-05-24,41,32,0.0,12.8,9,10,06:51 AM,07:59 PM,05:35 AM,06:19 PM,14,37,37,36,17,5,28,0.0,1007,41,10,289,12,Chad
2020-05-25,37,32,0.0,12.9,7,17,07:43 AM,08:54 PM,05:34 AM,06:19 PM,17,36,36,34,19,43,35,0.7,1008,37,10,196,14,Chad
2020-05-26,40,31,0.0,12.9,8,25,08:37 AM,09:49 PM,05:34 AM,06:20 PM,17,37,37,36,11,39,35,0.9,1008,40,10,175,7,Chad
2020-05-27,41,32,0.0,12.9,9,32,09:35 AM,10:42 PM,05:34 AM,06:20 PM,12,37,37,36,13,1,27,0.0,1008,41,10,164,9,Chad
2020-05-28,42,33,0.0,12.9,9,39,10:32 AM,11:33 PM,05:34 AM,06:20 PM,10,36,36,37,10,2,20,0.0,1007,42,10,138,7,Chad
2020-05-29,41,33,0.0,12.9,9,47,11:29 AM,No moonset,05:34 AM,06:20 PM,11,36,36,37,14,4,22,0.0,1006,41,10,205,9,Chad
2020-05-30,41,33,0.0,12.9,8,54,12:25 PM,12:21 AM,05:34 AM,06:21 PM,15,37,37,36,15,35,29,0.7,1007,41,10,247,11,Chad
2020-05-31,41,32,0.0,12.9,9,58,01:21 PM,01:07 AM,05:34 AM,06:21 PM,16,37,37,36,14,7,31,0.0,1008,41,10,198,10,Chad
2020-06-01,42,32,0.0,12.9,9,71,02:17 PM,01:52 AM,05:34 AM,06:21 PM,13,37,37,37,14,5,26,0.0,1008,42,10,260,10,Chad
2020-06-02,43,32,0.0,12.9,9,79,03:14 PM,02:37 AM,05:34 AM,06:22 PM,10,37,37,37,15,0,21,0.0,1007,43,10,184,11,Chad
2020-06-03,42,32,0.0,12.9,9,86,04:12 PM,03:25 AM,05:34 AM,06:22 PM,14,37,37,37,18,3,27,0.0,1006,42,10,240,14,Chad
2020-06-04,42,31,0.0,12.9,9,94,05:13 PM,04:13 AM,05:34 AM,06:22 PM,14,37,37,36,20,2,29,0.0,1007,42,10,195,15,Chad
2020-06-05,41,32,0.0,12.9,9,100,06:14 PM,05:06 AM,05:34 AM,06:22 PM,15,37,37,36,20,19,30,0.3,1008,41,10,217,15,Chad
2020-06-06,41,31,0.0,12.9,9,100,07:16 PM,06:01 AM,05:35 AM,06:23 PM,17,37,37,35,21,33,34,0.6,1009,41,10,207,16,Chad
2020-06-07,42,32,0.0,12.9,9,84,08:15 PM,06:59 AM,05:35 AM,06:23 PM,14,37,37,37,19,2,28,0.0,1007,42,10,232,14,Chad
2020-06-08,42,30,0.0,12.9,9,76,09:11 PM,07:57 AM,05:35 AM,06:23 PM,16,37,37,36,21,8,34,0.1,1006,42,10,193,16,Chad
2020-06-09,40,31,0.0,12.9,9,69,10:02 PM,08:54 AM,05:35 AM,06:24 PM,16,37,37,35,20,3,33,0.0,1006,40,10,216,15,Chad
2020-06-10,41,30,0.0,12.9,9,61,10:48 PM,09:49 AM,05:35 AM,06:24 PM,17,37,37,35,21,20,36,0.7,1008,41,10,235,16,Chad
2020-06-11,38,29,0.0,12.9,8,54,11:30 PM,10:40 AM,05:35 AM,06:24 PM,17,35,35,33,25,24,40,0.5,1009,38,10,218,19,Chad
2020-06-12,39,31,0.0,12.9,9,46,No moonrise,11:29 AM,05:35 AM,06:24 PM,16,35,35,34,17,13,35,0.0,1007,39,10,146,13,Chad
2020-06-13,41,32,0.0,12.9,9,38,12:09 AM,12:15 PM,05:35 AM,06:25 PM,16,37,37,36,18,4,32,0.0,1007,41,10,170,13,Chad
2020-06-14,42,31,0.0,12.9,9,31,12:46 AM,01:00 PM,05:35 AM,06:25 PM,15,37,37,36,20,2,30,0.0,1007,42,10,208,14,Chad
2020-06-15,42,32,0.0,12.9,9,23,01:23 AM,01:45 PM,05:36 AM,06:25 PM,15,37,37,37,24,2,29,0.0,1007,42,10,272,17,Chad
2020-06-16,41,30,0.0,12.9,9,16,01:59 AM,02:30 PM,05:36 AM,06:25 PM,15,36,36,35,18,7,32,0.0,1007,41,10,221,14,Chad
2020-06-17,39,31,0.0,11.9,8,8,02:36 AM,03:17 PM,05:36 AM,06:26 PM,17,36,36,35,27,30,38,3.1,1007,39,10,173,20,Chad
2020-06-18,40,31,0.0,12.9,9,1,03:16 AM,04:06 PM,05:36 AM,06:26 PM,16,36,36,35,18,35,34,1.3,1008,40,10,148,13,Chad
2020-06-19,38,31,0.0,12.9,9,0,03:59 AM,04:58 PM,05:36 AM,06:26 PM,17,35,35,34,14,16,37,0.0,1010,38,10,223,11,Chad
2020-06-20,38,29,0.0,12.9,8,0,04:45 AM,05:52 PM,05:37 AM,06:26 PM,17,34,34,33,16,18,39,0.1,1010,38,10,259,12,Chad
2020-06-21,39,29,0.0,12.9,9,0,05:36 AM,06:47 PM,05:37 AM,06:27 PM,17,36,36,34,23,14,40,0.5,1009,39,10,191,17,Chad
2020-06-22,39,27,0.0,12.9,8,7,06:31 AM,07:43 PM,05:37 AM,06:27 PM,15,33,33,33,20,10,38,0.1,1008,39,10,180,15,Chad
2020-06-23,40,30,0.0,12.9,9,14,07:28 AM,08:38 PM,05:37 AM,06:27 PM,15,35,35,35,20,11,33,0.0,1007,40,10,152,14,Chad
2020-06-24,41,31,0.0,12.9,9,22,08:26 AM,09:30 PM,05:38 AM,06:27 PM,14,36,36,36,20,7,28,0.0,1006,41,10,260,14,Chad
2020-06-25,41,31,0.0,12.9,9,29,09:25 AM,10:19 PM,05:38 AM,06:27 PM,13,36,36,35,14,2,28,0.0,1006,41,10,221,9,Chad
2020-06-26,39,30,0.0,12.9,9,37,10:21 AM,11:06 PM,05:38 AM,06:28 PM,17,37,37,35,20,21,38,0.3,1007,39,10,169,16,Chad
2020-06-27,37,28,0.0,12.9,8,44,11:17 AM,11:51 PM,05:38 AM,06:28 PM,17,34,34,32,15,38,42,1.2,1007,37,10,167,12,Chad
2020-06-28,35,29,0.0,12.9,8,52,12:12 PM,No moonset,05:39 AM,06:28 PM,19,33,33,31,16,24,48,0.3,1008,35,10,183,12,Chad
2020-06-29,37,29,0.0,10.6,7,59,01:07 PM,12:35 AM,05:39 AM,06:28 PM,18,34,34,33,18,73,44,4.1,1008,37,10,167,13,Chad
2020-06-30,35,26,0.0,12.9,8,67,02:03 PM,01:20 AM,05:39 AM,06:28 PM,19,32,32,30,22,16,53,0.0,1009,35,10,187,18,Chad
2020-07-01,32,26,0.0,12.9,7,72,03:00 PM,02:06 AM,05:39 AM,06:28 PM,19,31,31,29,20,15,57,0.0,1010,32,10,205,15,Chad
2020-07-02,35,27,0.0,12.9,8,79,04:00 PM,02:56 AM,05:40 AM,06:28 PM,18,32,32,31,13,26,49,0.0,1008,35,10,209,9,Chad
2020-07-03,39,30,0.0,12.9,9,86,05:00 PM,03:49 AM,05:40 AM,06:28 PM,18,36,36,34,19,14,40,0.9,1006,39,10,210,13,Chad
2020-07-04,38,30,0.0,12.9,8,94,06:00 PM,04:45 AM,05:40 AM,06:29 PM,19,36,36,34,18,34,46,1.3,1007,38,10,202,14,Chad
2020-07-05,33,29,0.0,10.6,7,100,06:58 PM,05:43 AM,05:40 AM,06:29 PM,20,33,33,31,16,56,52,2.7,1008,33,10,245,12,Chad
2020-07-06,35,29,0.0,12.9,7,100,07:51 PM,06:40 AM,05:41 AM,06:29 PM,20,34,34,32,24,32,51,0.4,1007,35,10,256,19,Chad
2020-07-07,36,28,0.0,12.9,7,85,08:40 PM,07:36 AM,05:41 AM,06:29 PM,20,34,34,32,23,50,51,1.5,1007,36,10,191,17,Chad
2020-07-08,38,29,0.0,12.9,7,77,09:25 PM,08:29 AM,05:41 AM,06:29 PM,19,35,35,33,16,31,45,0.8,1008,38,10,152,11,Chad
2020-07-09,37,29,0.0,11.9,7,70,10:05 PM,09:20 AM,05:41 AM,06:29 PM,18,35,35,33,21,49,44,0.5,1008,37,10,204,17,Chad
2020-07-10,34,29,0.0,8.0,7,63,10:43 PM,10:08 AM,05:42 AM,06:29 PM,19,33,33,31,19,62,50,1.6,1008,34,10,207,15,Chad
2020-07-11,33,27,0.0,12.9,8,55,11:20 PM,10:54 AM,05:42 AM,06:29 PM,20,32,32,30,17,35,55,0.9,1010,33,10,193,12,Chad
2020-07-12,32,24,0.0,9.3,6,48,11:56 PM,11:39 AM,05:42 AM,06:29 PM,21,30,30,28,22,65,67,16.4,1010,32,8,245,15,Chad
2020-07-13,36,28,0.0,12.9,8,41,No moonrise,12:24 PM,05:43 AM,06:29 PM,19,34,34,31,15,30,50,0.7,1008,36,10,202,11,Chad
2020-07-14,34,26,0.0,11.9,7,34,12:33 AM,01:10 PM,05:43 AM,06:29 PM,21,32,32,29,18,40,62,23.5,1008,34,9,212,12,Chad
2020-07-15,33,25,0.0,12.9,6,26,01:12 AM,01:58 PM,05:43 AM,06:29 PM,20,31,31,29,15,51,62,10.7,1010,33,9,253,11,Chad
2020-07-16,35,27,0.0,12.9,7,19,01:53 AM,02:48 PM,05:43 AM,06:29 PM,20,33,33,31,14,43,53,1.5,1010,35,10,182,11,Chad
2020-07-17,34,28,0.0,12.8,8,12,02:37 AM,03:41 PM,05:44 AM,06:28 PM,20,33,33,30,18,52,56,0.9,1010,34,10,225,13,Chad
2020-07-18,32,27,0.0,11.9,6,5,03:26 AM,04:36 PM,05:44 AM,06:28 PM,20,32,32,29,19,40,59,1.9,1010,32,10,239,14,Chad
2020-07-19,35,26,0.0,12.8,8,0,04:19 AM,05:33 PM,05:44 AM,06:28 PM,20,33,33,30,21,25,56,0.0,1008,35,10,204,15,Chad
2020-07-20,33,27,0.0,10.6,6,0,05:17 AM,06:28 PM,05:44 AM,06:28 PM,21,32,32,29,18,69,60,7.0,1008,33,9,210,14,Chad
2020-07-21,33,25,0.0,12.8,7,2,06:16 AM,07:23 PM,05:45 AM,06:28 PM,19,30,30,29,16,48,58,1.3,1009,33,10,231,12,Chad
2020-07-22,35,26,0.0,12.8,7,10,07:16 AM,08:14 PM,05:45 AM,06:28 PM,20,33,33,30,10,47,55,0.6,1009,35,10,145,7,Chad
2020-07-23,32,27,0.0,10.6,6,17,08:14 AM,09:03 PM,05:45 AM,06:28 PM,21,32,32,29,21,54,61,4.0,1008,32,10,188,15,Chad
2020-07-24,33,26,0.0,12.8,8,24,09:12 AM,09:50 PM,05:45 AM,06:27 PM,21,32,32,29,16,40,62,4.0,1008,33,10,237,12,Chad
2020-07-25,34,27,0.0,11.9,7,32,10:08 AM,10:34 PM,05:45 AM,06:27 PM,20,32,32,30,12,62,57,3.2,1008,34,10,158,7,Chad
2020-07-26,34,27,0.0,12.8,7,39,11:03 AM,11:19 PM,05:46 AM,06:27 PM,21,33,33,30,27,47,61,8.2,1008,34,9,233,19,Chad
2020-07-27,34,27,0.0,11.9,7,46,11:58 AM,No moonset,05:46 AM,06:27 PM,22,33,33,30,23,56,62,3.1,1009,34,10,233,17,Chad
2020-07-28,34,27,0.0,12.8,7,53,12:55 PM,12:04 AM,05:46 AM,06:26 PM,20,33,33,30,18,48,57,2.1,1008,34,10,219,13,Chad
2020-07-29,34,27,0.0,12.8,7,61,01:53 PM,12:52 AM,05:46 AM,06:26 PM,21,33,33,30,27,34,60,0.4,1008,34,10,246,20,Chad
2020-07-30,31,25,0.0,12.8,6,68,02:51 PM,01:43 AM,05:47 AM,06:26 PM,21,30,30,28,33,59,68,4.9,1009,31,10,248,25,Chad
2020-07-31,33,24,0.0,10.6,6,72,03:50 PM,02:36 AM,05:47 AM,06:26 PM,20,30,30,28,20,43,62,0.3,1010,33,10,184,14,Chad
2020-08-01,33,26,0.0,12.8,8,82,04:48 PM,03:33 AM,05:47 AM,06:25 PM,21,32,32,30,14,30,60,2.9,1010,33,10,219,10,Chad
2020-08-02,27,25,0.0,9.3,6,90,05:42 PM,04:29 AM,05:47 AM,06:25 PM,23,29,29,26,25,71,81,51.6,1009,27,7,212,14,Chad
