date_time,Ireland_maxtempC,Ireland_mintempC,Ireland_totalSnow_cm,Ireland_sunHour,Ireland_uvIndex,Ireland_moon_illumination,Ireland_moonrise,Ireland_moonset,Ireland_sunrise,Ireland_sunset,Ireland_DewPointC,Ireland_FeelsLikeC,Ireland_HeatIndexC,Ireland_WindChillC,Ireland_WindGustKmph,Ireland_cloudcover,Ireland_humidity,Ireland_precipMM,Ireland_pressure,Ireland_tempC,Ireland_visibility,Ireland_winddirDegree,Ireland_windspeedKmph,Ireland_location
2020-12-08,6,0,0.0,2.9,1,38,No moonrise,01:39 PM,08:27 AM,04:07 PM,2,-1,4,-1,38,74,89,0.2,1001,6,9,274,24,Ireland
2020-12-09,7,-1,0.0,2.9,1,31,12:59 AM,01:55 PM,08:28 AM,04:06 PM,3,-0,3,-0,29,72,89,2.9,1002,7,9,201,18,Ireland
2020-12-10,9,7,0.0,2.9,2,24,02:23 AM,02:10 PM,08:29 AM,04:06 PM,7,6,8,6,23,100,92,3.1,994,9,8,163,16,Ireland
2020-12-11,8,5,0.0,4.8,2,17,03:50 AM,02:28 PM,08:30 AM,04:06 PM,6,5,7,5,19,76,93,1.3,984,8,7,245,12,Ireland
2020-12-12,7,3,0.0,7.8,2,9,05:20 AM,02:49 PM,08:31 AM,04:06 PM,3,1,5,1,32,37,87,0.6,998,7,9,262,20,Ireland
2020-12-13,11,4,0.0,4.8,2,2,06:51 AM,03:17 PM,08:32 AM,04:06 PM,6,5,9,5,39,60,86,5.0,991,11,9,170,24,Ireland
2020-12-14,9,7,0.0,4.8,2,0,08:18 AM,03:55 PM,08:33 AM,04:06 PM,5,5,8,5,37,69,80,1.3,987,9,9,207,24,Ireland
2020-12-15,8,0,0.0,6.8,2,0,09:37 AM,04:46 PM,08:34 AM,04:06 PM,3,3,6,3,30,59,78,0.2,996,8,10,196,18,Ireland
2020-12-16,10,6,0.0,4.8,2,5,10:38 AM,05:51 PM,08:35 AM,04:06 PM,5,5,9,5,45,76,80,8.2,995,10,8,187,30,Ireland
2020-12-17,8,2,0.0,7.7,2,12,11:24 AM,07:06 PM,08:36 AM,04:07 PM,5,3,6,3,33,35,85,2.3,1005,8,10,208,20,Ireland
2020-12-18,13,8,0.0,2.9,3,20,11:55 AM,08:24 PM,08:36 AM,04:07 PM,8,8,11,8,34,61,87,2.4,995,13,8,182,20,Ireland
2020-12-19,9,7,0.0,6.8,2,27,12:18 PM,09:41 PM,08:37 AM,04:07 PM,4,4,8,4,37,42,80,0.0,992,9,10,203,23,Ireland
2020-12-20,7,5,0.0,7.7,3,34,12:36 PM,10:55 PM,08:38 AM,04:08 PM,2,2,6,2,38,15,80,0.0,1005,7,10,226,23,Ireland
2020-12-21,11,3,0.0,2.9,2,41,12:51 PM,No moonset,08:38 AM,04:08 PM,5,3,6,3,34,71,88,3.3,1002,11,10,215,22,Ireland
2020-12-22,5,-1,0.0,6.8,1,49,01:04 PM,12:07 AM,08:39 AM,04:09 PM,1,0,3,0,18,72,86,1.0,1010,5,10,182,10,Ireland
2020-12-23,7,4,0.0,2.9,2,56,01:16 PM,01:17 AM,08:39 AM,04:09 PM,3,1,6,1,52,99,81,8.0,1011,7,8,28,34,Ireland
2020-12-24,4,0,0.1,6.8,1,63,01:29 PM,02:26 AM,08:39 AM,04:10 PM,-1,-2,2,-2,32,47,82,0.3,1030,4,10,326,19,Ireland
2020-12-25,5,-2,0.0,4.8,1,70,01:44 PM,03:36 AM,08:40 AM,04:11 PM,-0,-2,2,-2,27,66,86,0.0,1034,5,10,259,16,Ireland
2020-12-26,7,1,0.0,2.9,2,78,02:01 PM,04:46 AM,08:40 AM,04:11 PM,4,2,6,2,49,91,84,2.6,1009,7,9,243,33,Ireland
2020-12-27,3,0,3.2,4.8,1,85,02:23 PM,05:57 AM,08:40 AM,04:12 PM,0,-3,3,-3,40,73,86,3.8,973,3,7,258,28,Ireland
2020-12-28,4,0,0.0,4.8,1,92,02:53 PM,07:08 AM,08:40 AM,04:13 PM,1,-2,3,-2,40,63,85,0.4,973,4,9,331,26,Ireland
2020-12-29,5,2,0.0,2.9,1,100,03:32 PM,08:14 AM,08:40 AM,04:14 PM,1,-2,3,-2,35,73,89,0.9,993,5,10,320,22,Ireland
2020-12-30,3,-1,0.0,6.8,1,100,04:24 PM,09:13 AM,08:40 AM,04:15 PM,-2,-3,0,-3,21,66,86,0.0,1004,3,10,252,11,Ireland
2020-12-31,5,-2,0.0,2.9,1,89,05:29 PM,10:01 AM,08:40 AM,04:16 PM,1,-2,2,-2,34,78,88,0.5,1008,5,9,319,21,Ireland
2021-01-01,5,2,0.0,7.8,2,79,06:43 PM,10:38 AM,08:40 AM,04:17 PM,1,-1,4,-1,29,41,83,1.9,1017,5,10,286,20,Ireland
2021-01-02,4,-2,0.4,7.8,1,71,08:02 PM,11:06 AM,08:40 AM,04:18 PM,-0,-2,2,-2,29,51,82,1.0,1022,4,10,241,20,Ireland
2021-01-03,5,-4,0.0,2.9,1,64,09:24 PM,11:28 AM,08:40 AM,04:20 PM,0,-1,3,-1,37,86,79,5.5,1024,5,10,112,24,Ireland
2021-01-04,6,5,0.0,2.9,2,57,10:46 PM,11:46 AM,08:39 AM,04:21 PM,1,0,5,0,41,97,74,5.7,1028,6,10,65,29,Ireland
2021-01-05,5,4,0.0,2.9,1,50,No moonrise,12:02 PM,08:39 AM,04:22 PM,0,-0,5,-0,39,93,74,1.7,1029,5,10,44,29,Ireland
2021-01-06,4,1,0.0,2.9,1,42,12:08 AM,12:17 PM,08:38 AM,04:23 PM,0,0,3,0,20,73,81,3.0,1026,4,10,134,14,Ireland
2021-01-07,4,1,0.2,4.9,1,35,01:32 AM,12:33 PM,08:38 AM,04:25 PM,-0,-2,2,-2,25,61,85,1.1,1019,4,10,285,18,Ireland
2021-01-08,3,0,1.4,3.0,1,28,02:57 AM,12:52 PM,08:37 AM,04:26 PM,-2,-3,2,-3,31,74,77,2.5,1024,3,8,256,23,Ireland
2021-01-09,3,-5,0.1,6.8,1,20,04:24 AM,01:16 PM,08:37 AM,04:28 PM,-3,-2,1,-2,18,60,73,0.1,1028,3,10,238,11,Ireland
2021-01-10,6,3,0.0,4.9,2,13,05:51 AM,01:47 PM,08:36 AM,04:29 PM,2,1,5,1,28,66,86,0.0,1025,6,10,256,17,Ireland
2021-01-11,9,5,0.0,3.0,2,6,07:13 AM,02:30 PM,08:35 AM,04:31 PM,5,2,7,2,44,78,86,2.8,1016,9,9,261,29,Ireland
2021-01-12,9,7,0.0,3.0,2,0,08:21 AM,03:29 PM,08:35 AM,04:32 PM,7,6,8,6,17,100,96,35.9,1014,9,7,203,12,Ireland
2021-01-13,12,7,0.0,6.8,3,0,09:14 AM,04:39 PM,08:34 AM,04:34 PM,9,8,10,8,28,82,91,13.3,1016,12,8,241,17,Ireland
2021-01-14,9,5,0.0,6.8,2,1,09:52 AM,05:58 PM,08:33 AM,04:36 PM,6,5,8,5,27,62,89,3.1,1021,9,9,312,19,Ireland
2021-01-15,7,2,0.0,8.1,2,8,10:19 AM,07:17 PM,08:32 AM,04:37 PM,3,2,5,2,25,41,83,0.0,1027,7,10,213,16,Ireland
2021-01-16,9,1,0.0,8.1,2,16,10:40 AM,08:34 PM,08:31 AM,04:39 PM,5,3,7,3,43,68,83,12.2,1016,9,9,261,29,Ireland
2021-01-17,7,4,0.0,3.0,2,23,10:56 AM,09:49 PM,08:30 AM,04:41 PM,2,1,5,1,34,60,81,0.0,1024,7,10,263,22,Ireland
2021-01-18,6,-3,0.0,3.0,1,30,11:10 AM,11:00 PM,08:29 AM,04:42 PM,3,1,4,1,22,67,85,5.0,1016,6,10,220,14,Ireland
2021-01-19,11,8,0.0,3.1,3,38,11:23 AM,No moonset,08:28 AM,04:44 PM,8,7,10,7,31,97,90,28.3,995,11,6,234,19,Ireland
2021-01-20,7,3,1.0,3.1,2,45,11:35 AM,12:10 AM,08:26 AM,04:46 PM,5,2,6,2,21,94,94,21.4,982,7,5,255,17,Ireland
2021-01-21,6,3,0.0,6.8,1,52,11:49 AM,01:20 AM,08:25 AM,04:48 PM,1,-1,4,-1,45,30,81,0.1,979,6,10,276,35,Ireland
2021-01-22,5,1,0.0,8.3,1,59,12:05 PM,02:30 AM,08:24 AM,04:50 PM,-1,-2,2,-2,27,14,79,0.0,991,5,10,282,19,Ireland
2021-01-23,4,0,0.1,6.8,1,67,12:25 PM,03:41 AM,08:23 AM,04:51 PM,-3,-2,2,-2,21,60,73,0.1,997,4,10,262,14,Ireland
2021-01-24,3,-6,3.1,3.1,1,74,12:51 PM,04:51 AM,08:21 AM,04:53 PM,-0,-3,1,-3,24,84,84,3.7,994,3,7,254,18,Ireland
2021-01-25,5,0,0.0,8.4,2,81,01:26 PM,06:00 AM,08:20 AM,04:55 PM,-1,-3,2,-3,38,17,77,0.0,1009,5,10,263,23,Ireland
2021-01-26,7,-3,0.0,3.1,1,88,02:12 PM,07:02 AM,08:18 AM,04:57 PM,3,1,4,1,30,73,85,9.6,1012,7,8,212,18,Ireland
2021-01-27,10,6,0.0,5.0,2,96,03:13 PM,07:55 AM,08:17 AM,04:59 PM,7,7,8,7,20,80,93,5.6,1009,10,10,203,12,Ireland
2021-01-28,11,8,0.0,5.1,2,100,04:25 PM,08:36 AM,08:15 AM,05:01 PM,8,7,10,7,29,85,89,3.4,999,11,10,220,17,Ireland
2021-01-29,9,3,0.0,6.9,2,90,05:45 PM,09:08 AM,08:14 AM,05:03 PM,6,4,7,4,24,57,89,0.2,997,9,10,224,16,Ireland
2021-01-30,6,-5,11.0,3.3,1,82,07:09 PM,09:32 AM,08:12 AM,05:05 PM,3,-1,4,-1,51,97,90,35.3,997,6,6,88,41,Ireland
2021-01-31,3,-4,2.1,3.4,1,79,08:32 PM,09:52 AM,08:11 AM,05:07 PM,0,-3,3,-3,42,87,84,11.3,999,3,6,126,32,Ireland
2021-02-01,5,-1,0.0,3.4,1,63,09:56 PM,10:08 AM,08:09 AM,05:09 PM,3,1,4,1,23,100,92,2.3,995,5,5,90,16,Ireland
2021-02-02,10,6,0.0,3.4,2,55,11:21 PM,10:24 AM,08:07 AM,05:11 PM,7,5,8,5,33,75,91,9.4,987,10,9,197,20,Ireland
2021-02-03,8,5,0.0,5.2,2,48,No moonrise,10:40 AM,08:06 AM,05:13 PM,4,4,7,4,28,50,81,0.2,992,8,10,213,18,Ireland
2021-02-04,9,6,0.0,3.4,2,40,12:45 AM,10:57 AM,08:04 AM,05:15 PM,5,4,7,4,33,96,88,11.9,1000,9,8,199,21,Ireland
2021-02-05,6,4,0.0,6.9,2,33,02:11 AM,11:19 AM,08:02 AM,05:17 PM,3,3,5,3,13,66,85,0.5,1005,6,9,174,9,Ireland
2021-02-06,7,5,0.0,5.2,2,25,03:36 AM,11:47 AM,08:00 AM,05:19 PM,3,2,6,2,26,78,84,2.1,1008,7,10,68,20,Ireland
2021-02-07,4,2,0.0,3.6,1,18,04:57 AM,12:24 PM,07:59 AM,05:21 PM,0,-2,4,-2,44,97,78,1.0,1010,4,6,81,36,Ireland
