date_time,Hungary_maxtempC,Hungary_mintempC,Hungary_totalSnow_cm,Hungary_sunHour,Hungary_uvIndex,Hungary_moon_illumination,Hungary_moonrise,Hungary_moonset,Hungary_sunrise,Hungary_sunset,Hungary_DewPointC,Hungary_FeelsLikeC,Hungary_HeatIndexC,Hungary_WindChillC,Hungary_WindGustKmph,Hungary_cloudcover,Hungary_humidity,Hungary_precipMM,Hungary_pressure,Hungary_tempC,Hungary_visibility,Hungary_winddirDegree,Hungary_windspeedKmph,Hungary_location
2020-01-01,4,0,0.0,8.7,2,37,11:14 AM,10:28 PM,07:32 AM,04:03 PM,-1,0,2,0,13,5,79,0.0,1033,4,10,311,8,Hungary
2020-01-02,6,1,0.0,8.7,2,44,11:34 AM,11:32 PM,07:32 AM,04:04 PM,-0,3,3,3,5,4,77,0.0,1034,6,10,237,4,Hungary
2020-01-03,5,0,0.0,8.7,2,51,11:54 AM,No moonset,07:32 AM,04:04 PM,-1,1,2,1,6,13,78,0.0,1029,5,10,180,5,Hungary
2020-01-04,6,1,0.0,6.9,1,59,12:13 PM,12:34 AM,07:32 AM,04:06 PM,-1,-0,3,-0,24,66,76,0.2,1024,6,9,288,15,Hungary
2020-01-05,3,1,0.2,8.7,2,66,12:35 PM,01:39 AM,07:32 AM,04:07 PM,-5,-2,2,-2,28,17,62,0.3,1029,3,10,331,19,Hungary
2020-01-06,2,-1,0.0,8.7,2,73,01:00 PM,02:44 AM,07:31 AM,04:08 PM,-6,-0,1,-0,6,13,59,0.0,1033,2,10,279,5,Hungary
2020-01-07,3,1,0.0,8.7,2,80,01:30 PM,03:52 AM,07:31 AM,04:09 PM,-6,1,2,1,6,5,56,0.0,1030,3,10,217,5,Hungary
2020-01-08,4,1,0.0,8.7,2,88,02:07 PM,05:01 AM,07:31 AM,04:10 PM,-5,2,3,2,5,1,57,0.0,1032,4,10,119,4,Hungary
2020-01-09,1,-0,0.0,5.1,1,95,02:53 PM,06:08 AM,07:30 AM,04:11 PM,-4,-1,0,-1,9,58,74,0.0,1029,1,10,162,6,Hungary
2020-01-10,2,-2,0.0,6.9,1,100,03:51 PM,07:11 AM,07:30 AM,04:12 PM,-3,-2,1,-2,10,39,74,0.0,1024,2,10,197,7,Hungary
2020-01-11,6,1,0.0,8.7,2,100,04:59 PM,08:06 AM,07:30 AM,04:13 PM,-0,1,3,1,16,25,81,0.0,1028,6,10,250,9,Hungary
2020-01-12,5,2,0.0,8.7,2,83,06:14 PM,08:52 AM,07:29 AM,04:15 PM,0,3,3,3,5,13,82,0.0,1031,5,10,242,4,Hungary
2020-01-13,3,0,0.0,8.7,1,76,07:33 PM,09:29 AM,07:29 AM,04:16 PM,-0,0,1,0,7,32,88,0.0,1028,3,9,163,5,Hungary
2020-01-14,4,-0,0.0,6.9,1,69,08:52 PM,10:00 AM,07:28 AM,04:17 PM,-1,-0,2,-0,10,42,86,0.0,1025,4,10,118,7,Hungary
2020-01-15,5,1,0.0,8.7,2,61,10:10 PM,10:27 AM,07:28 AM,04:19 PM,0,1,3,1,10,3,83,0.0,1027,5,10,91,8,Hungary
2020-01-16,4,1,0.0,8.7,2,54,11:27 PM,10:52 AM,07:27 AM,04:20 PM,-0,1,2,1,7,22,83,0.0,1030,4,10,123,5,Hungary
2020-01-17,3,1,0.0,8.7,2,47,No moonrise,11:16 AM,07:26 AM,04:21 PM,-2,-0,2,-0,10,18,79,0.0,1028,3,10,85,7,Hungary
2020-01-18,3,-0,0.0,6.9,1,40,12:42 AM,11:42 AM,07:25 AM,04:23 PM,-2,-0,1,-0,8,45,79,0.0,1025,3,10,197,6,Hungary
2020-01-19,2,1,0.9,3.4,1,32,01:58 AM,12:09 PM,07:25 AM,04:24 PM,0,1,2,1,3,100,93,1.2,1027,2,6,182,2,Hungary
2020-01-20,7,1,0.0,8.7,1,25,03:11 AM,12:41 PM,07:24 AM,04:26 PM,1,2,3,2,9,43,83,0.0,1042,7,10,328,6,Hungary
2020-01-21,5,1,0.0,8.7,2,18,04:22 AM,01:20 PM,07:23 AM,04:27 PM,-0,1,3,1,7,6,82,0.0,1043,5,10,265,5,Hungary
2020-01-22,3,-2,0.0,8.7,2,11,05:28 AM,02:06 PM,07:22 AM,04:29 PM,-2,-1,2,-1,14,14,77,0.0,1033,3,10,264,10,Hungary
2020-01-23,7,-0,0.0,8.7,2,3,06:25 AM,02:59 PM,07:21 AM,04:30 PM,-0,2,3,2,7,6,78,0.0,1034,7,10,226,5,Hungary
2020-01-24,4,-2,0.0,8.7,2,0,07:14 AM,03:59 PM,07:20 AM,04:32 PM,-3,-0,2,-0,7,3,71,0.0,1029,4,10,134,6,Hungary
2020-01-25,2,1,0.0,6.9,1,0,07:54 AM,05:02 PM,07:19 AM,04:33 PM,-2,0,1,0,7,47,78,1.0,1024,2,9,113,5,Hungary
2020-01-26,2,-2,0.0,3.4,1,4,08:27 AM,06:07 PM,07:18 AM,04:35 PM,-2,-2,1,-2,10,100,83,0.7,1023,2,9,64,7,Hungary
2020-01-27,6,-0,0.0,6.9,1,11,08:54 AM,07:12 PM,07:17 AM,04:36 PM,1,3,4,3,6,62,83,0.5,1019,6,9,220,4,Hungary
2020-01-28,7,1,0.0,3.5,1,18,09:17 AM,08:16 PM,07:16 AM,04:38 PM,2,1,4,1,24,81,90,15.3,1008,7,7,195,14,Hungary
2020-01-29,5,2,0.0,8.7,2,26,09:38 AM,09:19 PM,07:15 AM,04:39 PM,-2,-1,3,-1,30,32,68,21.2,1009,5,10,280,19,Hungary
2020-01-30,5,1,0.0,5.2,1,33,09:58 AM,10:21 PM,07:13 AM,04:41 PM,-1,-1,3,-1,22,57,75,0.0,1016,5,10,261,14,Hungary
2020-01-31,11,3,0.0,5.2,2,37,10:17 AM,11:24 PM,07:12 AM,04:42 PM,3,3,6,3,27,76,81,0.9,1012,11,7,250,15,Hungary
2020-02-01,11,6,0.0,8.7,3,49,10:37 AM,No moonset,07:11 AM,04:44 PM,6,7,8,7,20,22,82,0.0,1014,11,10,240,11,Hungary
2020-02-02,12,9,0.0,3.5,3,57,11:00 AM,12:28 AM,07:10 AM,04:45 PM,5,8,10,8,30,66,71,0.2,1014,12,10,265,18,Hungary
2020-02-03,10,8,0.0,3.5,2,64,11:27 AM,01:34 AM,07:08 AM,04:47 PM,6,6,9,6,34,76,77,5.7,1011,10,8,279,22,Hungary
2020-02-04,7,4,0.0,5.3,2,72,11:59 AM,02:40 AM,07:07 AM,04:49 PM,2,2,6,2,36,66,72,16.4,1004,7,9,273,25,Hungary
2020-02-05,7,1,0.0,5.3,1,79,12:40 PM,03:48 AM,07:06 AM,04:50 PM,-6,-2,4,-2,46,43,49,0.1,1009,7,10,295,33,Hungary
2020-02-06,4,0,0.0,8.7,2,87,01:32 PM,04:52 AM,07:04 AM,04:52 PM,-6,-3,2,-3,29,23,55,0.0,1025,4,10,326,19,Hungary
2020-02-07,8,1,0.0,8.7,1,95,02:34 PM,05:51 AM,07:03 AM,04:53 PM,0,1,4,1,17,40,76,0.0,1024,8,10,305,12,Hungary
2020-02-08,6,1,0.0,8.7,2,100,03:48 PM,06:41 AM,07:01 AM,04:55 PM,-9,1,3,1,11,16,40,0.0,1030,6,10,130,9,Hungary
2020-02-09,6,2,0.0,7.0,1,100,05:07 PM,07:24 AM,07:00 AM,04:57 PM,-7,1,3,1,11,24,46,0.0,1029,6,10,149,8,Hungary
2020-02-10,12,3,0.0,3.8,2,83,06:29 PM,07:58 AM,06:58 AM,04:58 PM,2,4,8,4,36,71,68,0.7,1013,12,9,212,22,Hungary
2020-02-11,8,5,0.0,8.7,2,75,07:51 PM,08:27 AM,06:57 AM,05:00 PM,-2,2,6,2,37,42,55,1.8,1009,8,10,270,26,Hungary
2020-02-12,7,3,0.0,7.1,2,68,09:11 PM,08:54 AM,06:55 AM,05:01 PM,-3,1,5,1,28,42,58,0.0,1018,7,10,280,19,Hungary
2020-02-13,8,2,0.9,7.1,2,60,10:30 PM,09:19 AM,06:53 AM,05:03 PM,-1,2,5,2,21,60,66,1.5,1019,8,9,226,14,Hungary
2020-02-14,8,5,0.0,5.5,2,53,11:47 PM,09:45 AM,06:52 AM,05:05 PM,3,4,7,4,21,71,76,7.5,1015,8,10,273,14,Hungary
2020-02-15,9,4,0.0,8.7,3,45,No moonrise,10:12 AM,06:50 AM,05:06 PM,2,5,6,5,9,14,77,0.0,1027,9,10,273,6,Hungary
2020-02-16,10,3,0.0,8.7,3,38,01:03 AM,10:43 AM,06:49 AM,05:08 PM,2,4,6,4,13,20,75,0.0,1030,10,10,146,9,Hungary
2020-02-17,12,4,0.0,8.7,3,30,02:15 AM,11:20 AM,06:47 AM,05:09 PM,3,7,8,7,12,33,74,0.0,1024,12,10,165,8,Hungary
2020-02-18,11,7,0.0,8.7,2,22,03:22 AM,12:03 PM,06:45 AM,05:11 PM,3,7,9,7,16,40,66,0.2,1023,11,9,285,12,Hungary
2020-02-19,8,4,0.0,5.6,2,15,04:21 AM,12:53 PM,06:43 AM,05:12 PM,0,5,6,5,14,50,64,0.2,1022,8,10,280,10,Hungary
2020-02-20,7,3,0.0,8.7,3,7,05:12 AM,01:51 PM,06:42 AM,05:14 PM,-2,2,5,2,22,13,60,0.0,1022,7,10,310,16,Hungary
2020-02-21,8,3,0.0,7.1,2,0,05:54 AM,02:52 PM,06:40 AM,05:16 PM,-3,2,5,2,26,38,58,0.2,1024,8,9,268,18,Hungary
2020-02-22,9,3,0.0,8.7,3,0,06:28 AM,03:57 PM,06:38 AM,05:17 PM,-2,3,6,3,18,29,59,0.0,1029,9,10,262,12,Hungary
2020-02-23,11,6,0.0,4.1,2,0,06:57 AM,05:01 PM,06:36 AM,05:19 PM,2,6,8,6,30,69,64,0.4,1021,11,9,254,19,Hungary
2020-02-24,9,7,0.0,8.7,2,0,07:21 AM,06:05 PM,06:34 AM,05:20 PM,-1,5,8,5,32,51,51,3.2,1019,9,10,282,22,Hungary
2020-02-25,14,5,0.0,8.7,3,8,07:42 AM,07:09 PM,06:33 AM,05:22 PM,2,7,9,7,21,43,61,1.9,1010,14,10,219,15,Hungary
2020-02-26,8,6,0.0,4.1,2,15,08:02 AM,08:11 PM,06:31 AM,05:23 PM,2,5,7,5,16,87,71,9.5,999,8,9,301,13,Hungary
2020-02-27,7,3,0.0,8.7,2,23,08:21 AM,09:14 PM,06:29 AM,05:25 PM,-4,1,5,1,30,31,53,0.0,1006,7,10,314,23,Hungary
2020-02-28,10,3,0.0,7.2,2,30,08:41 AM,10:17 PM,06:27 AM,05:26 PM,-2,3,6,3,21,54,58,0.0,1008,10,10,232,14,Hungary
2020-02-29,9,2,0.0,8.7,3,38,09:02 AM,11:21 PM,06:25 AM,05:28 PM,-3,2,5,2,22,33,59,0.0,1016,9,10,213,16,Hungary
2020-03-01,9,4,0.0,4.1,2,44,09:27 AM,No moonset,06:23 AM,05:29 PM,2,4,7,4,27,99,67,4.4,1007,9,9,185,18,Hungary
2020-03-02,13,8,0.0,5.7,3,51,09:56 AM,12:26 AM,06:21 AM,05:31 PM,4,7,10,7,25,77,71,16.5,1001,13,8,198,18,Hungary
2020-03-03,11,7,0.0,4.2,2,58,10:31 AM,01:32 AM,06:20 AM,05:32 PM,6,8,10,8,21,97,77,4.6,1001,11,7,227,14,Hungary
2020-03-04,9,6,0.0,4.2,2,65,11:17 AM,02:36 AM,06:18 AM,05:34 PM,1,5,7,5,20,86,66,0.1,1009,9,10,330,15,Hungary
2020-03-05,11,6,0.0,8.7,3,73,12:12 PM,03:36 AM,06:16 AM,05:35 PM,1,8,8,8,9,5,60,0.0,1010,11,10,224,7,Hungary
2020-03-06,5,-0,0.0,4.2,1,80,01:20 PM,04:29 AM,06:14 AM,05:37 PM,2,1,4,1,18,87,82,16.4,1001,5,7,126,13,Hungary
2020-03-07,10,4,0.0,7.2,2,87,02:35 PM,05:15 AM,06:12 AM,05:38 PM,2,4,7,4,23,62,71,1.5,1008,10,10,314,17,Hungary
2020-03-08,10,4,0.0,8.7,2,95,03:57 PM,05:52 AM,06:10 AM,05:40 PM,-0,5,7,5,15,34,63,0.0,1018,10,10,325,11,Hungary
2020-03-09,10,6,0.0,5.7,2,100,05:20 PM,06:24 AM,06:08 AM,05:41 PM,0,7,8,7,5,43,59,0.0,1017,10,10,295,4,Hungary
2020-03-10,12,5,0.0,8.7,3,100,06:43 PM,06:52 AM,06:06 AM,05:43 PM,2,7,9,7,14,8,61,0.0,1017,12,10,316,11,Hungary
2020-03-11,13,7,0.0,4.3,3,84,08:06 PM,07:18 AM,06:04 AM,05:44 PM,4,8,10,8,22,80,69,1.7,1018,13,8,240,14,Hungary
2020-03-12,17,10,0.0,8.7,3,76,09:27 PM,07:44 AM,06:02 AM,05:46 PM,7,12,13,12,17,33,68,0.2,1018,17,10,233,11,Hungary
2020-03-13,13,9,0.0,7.2,3,69,10:47 PM,08:11 AM,06:00 AM,05:47 PM,3,10,12,10,19,61,58,1.9,1016,13,10,293,13,Hungary
2020-03-14,10,5,0.0,10.2,2,62,No moonrise,08:42 AM,05:58 AM,05:48 PM,-2,5,8,5,20,35,52,0.0,1021,10,10,253,15,Hungary
2020-03-15,9,2,0.0,11.6,3,55,12:03 AM,09:18 AM,05:56 AM,05:50 PM,-7,2,5,2,20,7,41,0.0,1027,9,10,76,15,Hungary
2020-03-16,11,3,0.0,11.6,3,47,01:15 AM,09:59 AM,05:54 AM,05:51 PM,-5,4,6,4,17,12,46,0.0,1029,11,10,144,13,Hungary
2020-03-17,14,4,0.0,11.6,3,40,02:18 AM,10:48 AM,05:52 AM,05:53 PM,-3,8,9,8,6,20,45,0.0,1029,14,10,84,5,Hungary
2020-03-18,16,8,0.0,11.6,4,33,03:12 AM,11:44 AM,05:50 AM,05:54 PM,3,12,12,12,6,19,54,0.0,1029,16,10,169,4,Hungary
2020-03-19,18,10,0.0,11.6,4,25,03:56 AM,12:45 PM,05:48 AM,05:56 PM,5,14,14,14,8,6,57,0.0,1026,18,10,197,6,Hungary
2020-03-20,19,11,0.0,11.6,5,18,04:32 AM,01:49 PM,05:46 AM,05:57 PM,4,15,15,15,7,8,49,0.0,1021,19,10,211,6,Hungary
2020-03-21,15,6,0.0,7.5,3,11,05:01 AM,02:53 PM,05:44 AM,05:58 PM,4,10,11,10,17,70,61,2.6,1015,15,10,106,13,Hungary
2020-03-22,6,2,0.3,10.5,1,4,05:26 AM,03:57 PM,05:42 AM,06:00 PM,-8,0,4,0,20,66,41,0.5,1025,6,9,37,16,Hungary
2020-03-23,3,-2,0.4,7.9,1,0,05:48 AM,05:00 PM,05:40 AM,06:01 PM,-7,-3,2,-3,35,83,55,2.9,1027,3,5,78,27,Hungary
2020-03-24,6,-0,0.0,11.9,1,0,06:08 AM,06:03 PM,05:38 AM,06:03 PM,-9,-3,3,-3,35,67,42,0.0,1028,6,10,53,26,Hungary
2020-03-25,6,0,0.0,7.9,1,3,06:27 AM,07:06 PM,05:36 AM,06:04 PM,-8,-2,3,-2,28,76,45,0.0,1028,6,10,76,21,Hungary
2020-03-26,11,2,0.0,11.9,2,11,06:46 AM,08:09 PM,05:34 AM,06:05 PM,-3,3,6,3,25,45,51,0.0,1024,11,10,81,17,Hungary
2020-03-27,14,6,0.0,12.8,4,18,07:07 AM,09:13 PM,05:32 AM,06:07 PM,2,8,10,8,17,11,59,0.0,1020,14,10,63,12,Hungary
2020-03-28,16,8,0.0,12.8,3,25,07:30 AM,10:18 PM,05:30 AM,06:08 PM,3,12,12,12,7,35,56,0.1,1015,16,10,160,5,Hungary
2020-03-29,16,10,0.0,12.8,4,32,07:56 AM,11:23 PM,05:28 AM,06:09 PM,3,11,12,11,18,39,53,0.4,1012,16,10,311,14,Hungary
2020-03-30,7,3,0.0,9.3,2,40,08:29 AM,No moonset,05:26 AM,06:11 PM,0,4,6,4,14,81,66,2.9,1017,7,9,237,11,Hungary
2020-03-31,8,2,0.3,12.9,3,44,09:09 AM,12:26 AM,05:24 AM,06:12 PM,-9,3,5,3,11,19,38,0.3,1024,8,9,148,9,Hungary
2020-04-01,11,3,0.0,12.9,3,56,09:59 AM,01:27 AM,05:22 AM,06:14 PM,-11,6,7,6,8,7,29,0.0,1022,11,10,97,6,Hungary
2020-04-02,12,4,0.0,13.0,3,64,11:00 AM,02:21 AM,05:20 AM,06:15 PM,-7,7,8,7,9,4,34,0.0,1017,12,10,210,8,Hungary
2020-04-03,14,6,0.0,13.0,4,71,12:09 PM,03:08 AM,05:18 AM,06:16 PM,0,9,10,9,11,9,52,0.0,1014,14,10,251,9,Hungary
2020-04-04,15,7,0.0,13.0,4,79,01:27 PM,03:48 AM,05:16 AM,06:18 PM,1,9,11,9,15,7,51,0.0,1023,15,10,210,11,Hungary
2020-04-05,15,7,0.0,13.1,4,87,02:47 PM,04:21 AM,05:14 AM,06:19 PM,0,10,11,10,22,0,47,0.0,1029,15,10,70,16,Hungary
2020-04-06,16,8,0.0,13.1,4,94,04:10 PM,04:50 AM,05:12 AM,06:21 PM,0,11,12,11,14,5,46,0.0,1033,16,10,118,11,Hungary
2020-04-07,21,12,0.0,13.1,5,100,05:34 PM,05:16 AM,05:10 AM,06:22 PM,1,16,16,16,4,0,38,0.0,1033,21,10,94,4,Hungary
