date_time,Canada_maxtempC,Canada_mintempC,Canada_totalSnow_cm,Canada_sunHour,Canada_uvIndex,Canada_moon_illumination,Canada_moonrise,Canada_moonset,Canada_sunrise,Canada_sunset,Canada_DewPointC,Canada_FeelsLikeC,Canada_HeatIndexC,Canada_WindChillC,Canada_WindGustKmph,Canada_cloudcover,Canada_humidity,Canada_precipMM,Canada_pressure,Canada_tempC,Canada_visibility,Canada_winddirDegree,Canada_windspeedKmph,Canada_location
2020-01-01,-0,-4,0.8,3.3,1,37,11:36 AM,11:06 PM,07:43 AM,04:30 PM,-4,-7,-3,-7,23,82,92,1.5,1000,-0,8,260,15,Canada
2020-01-02,1,-6,0.1,3.3,1,44,11:58 AM,No moonset,07:43 AM,04:31 PM,-3,-6,-3,-6,16,90,94,0.3,1006,1,7,215,9,Canada
2020-01-03,2,1,0.0,3.3,1,51,12:18 PM,12:07 AM,07:43 AM,04:32 PM,1,-1,1,-1,16,94,97,2.6,1005,2,5,228,8,Canada
2020-01-04,-1,-5,0.0,3.3,1,59,12:40 PM,01:09 AM,07:43 AM,04:33 PM,-4,-6,-3,-6,15,64,90,0.0,1008,-1,10,200,9,Canada
2020-01-05,-6,-9,0.0,8.7,1,66,01:04 PM,02:11 AM,07:43 AM,04:34 PM,-8,-11,-7,-11,17,60,88,0.0,1009,-6,10,259,11,Canada
2020-01-06,-2,-9,4.1,3.3,1,73,01:32 PM,03:16 AM,07:43 AM,04:35 PM,-8,-11,-6,-11,17,84,90,4.8,1008,-2,6,166,11,Canada
2020-01-07,-3,-12,0.0,6.9,1,80,02:04 PM,04:23 AM,07:42 AM,04:36 PM,-9,-12,-7,-12,16,63,89,0.1,1013,-3,10,213,10,Canada
2020-01-08,-3,-17,1.5,3.4,1,88,02:45 PM,05:30 AM,07:42 AM,04:37 PM,-10,-16,-9,-16,29,94,87,2.8,1012,-3,6,247,20,Canada
2020-01-09,-14,-20,0.1,6.9,1,95,03:35 PM,06:36 AM,07:42 AM,04:38 PM,-18,-23,-17,-23,19,58,86,0.1,1035,-14,10,221,12,Canada
2020-01-10,3,-17,0.3,3.4,1,100,04:35 PM,07:37 AM,07:42 AM,04:39 PM,-2,-6,-2,-6,28,97,95,5.8,1023,3,8,177,16,Canada
2020-01-11,5,-8,31.1,3.4,1,100,05:45 PM,08:30 AM,07:41 AM,04:40 PM,-0,-4,0,-4,25,100,97,48.7,1019,5,5,219,15,Canada
2020-01-12,-9,-15,41.8,3.4,1,83,07:00 PM,09:15 AM,07:41 AM,04:42 PM,-11,-16,-10,-16,24,87,92,49.2,1018,-9,7,166,16,Canada
2020-01-13,-11,-18,0.2,3.4,1,76,08:17 PM,09:52 AM,07:40 AM,04:43 PM,-16,-19,-15,-19,12,77,94,0.2,1032,-11,7,90,7,Canada
2020-01-14,-10,-16,0.3,5.2,1,69,09:35 PM,10:23 AM,07:40 AM,04:44 PM,-13,-18,-13,-18,14,61,94,0.3,1027,-10,8,158,9,Canada
2020-01-15,1,-9,0.9,5.2,1,61,10:50 PM,10:52 AM,07:39 AM,04:45 PM,-4,-5,-3,-5,11,86,95,1.1,1017,1,6,202,6,Canada
2020-01-16,-3,-15,7.7,3.4,1,54,No moonrise,11:18 AM,07:39 AM,04:47 PM,-8,-12,-6,-12,24,100,90,9.0,1016,-3,4,268,17,Canada
2020-01-17,-15,-21,0.0,8.7,2,47,12:05 AM,11:44 AM,07:38 AM,04:48 PM,-20,-25,-18,-25,17,9,83,0.0,1040,-15,10,302,12,Canada
2020-01-18,-15,-18,6.7,3.4,1,40,01:19 AM,12:11 PM,07:38 AM,04:49 PM,-17,-22,-16,-22,19,76,92,7.9,1026,-15,7,130,14,Canada
2020-01-19,-8,-20,14.9,3.4,1,32,02:31 AM,12:42 PM,07:37 AM,04:51 PM,-10,-15,-10,-15,20,97,94,17.9,1003,-8,2,192,14,Canada
2020-01-20,-13,-20,0.0,8.7,2,25,03:43 AM,01:17 PM,07:36 AM,04:52 PM,-18,-24,-16,-24,23,20,87,0.0,1024,-13,10,295,14,Canada
2020-01-21,-5,-20,0.1,3.4,1,18,04:51 AM,01:59 PM,07:35 AM,04:53 PM,-14,-19,-13,-19,17,67,91,0.2,1028,-5,8,242,10,Canada
2020-01-22,-2,-9,0.1,8.7,1,11,05:54 AM,02:47 PM,07:34 AM,04:55 PM,-6,-10,-5,-10,23,61,91,0.1,1025,-2,10,214,14,Canada
2020-01-23,-0,-5,0.0,3.5,1,3,06:49 AM,03:42 PM,07:34 AM,04:56 PM,-4,-7,-3,-7,17,67,90,0.0,1026,-0,10,222,10,Canada
2020-01-24,-1,-5,0.0,3.5,1,0,07:37 AM,04:42 PM,07:33 AM,04:58 PM,-4,-6,-3,-6,15,88,94,0.0,1026,-1,8,75,9,Canada
2020-01-25,-2,-7,0.8,3.5,1,0,08:15 AM,05:46 PM,07:32 AM,04:59 PM,-4,-9,-4,-9,28,98,96,11.0,1020,-2,8,84,18,Canada
2020-01-26,1,-7,4.1,3.6,1,4,08:48 AM,06:49 PM,07:31 AM,05:00 PM,0,-4,-0,-4,20,100,99,10.1,1004,1,4,187,12,Canada
2020-01-27,-1,-5,0.8,3.6,1,11,09:15 AM,07:52 PM,07:30 AM,05:02 PM,-2,-6,-2,-6,20,95,94,0.9,1004,-1,8,292,13,Canada
2020-01-28,-5,-9,0.0,7.0,1,18,09:39 AM,08:54 PM,07:29 AM,05:03 PM,-8,-11,-6,-11,20,53,91,0.0,1011,-5,10,314,12,Canada
2020-01-29,-8,-15,0.0,8.7,2,26,10:01 AM,09:55 PM,07:28 AM,05:05 PM,-13,-18,-12,-18,19,2,88,0.0,1021,-8,10,322,11,Canada
2020-01-30,-9,-16,0.0,7.0,1,33,10:22 AM,10:56 PM,07:27 AM,05:06 PM,-14,-15,-13,-15,7,45,88,0.0,1027,-9,10,102,4,Canada
2020-01-31,-7,-17,0.3,7.0,1,37,10:43 AM,11:57 PM,07:26 AM,05:08 PM,-13,-12,-12,-12,4,43,90,0.4,1025,-7,8,124,2,Canada
2020-02-01,-4,-12,1.0,3.7,1,49,11:05 AM,No moonset,07:24 AM,05:09 PM,-7,-8,-7,-8,5,89,96,1.4,1016,-4,6,114,3,Canada
2020-02-02,-1,-7,2.9,3.7,1,57,11:31 AM,01:00 AM,07:23 AM,05:11 PM,-4,-7,-4,-7,11,98,97,3.4,1001,-1,5,140,7,Canada
2020-02-03,0,-5,1.6,3.7,1,64,12:00 PM,02:04 AM,07:22 AM,05:12 PM,-3,-5,-2,-5,16,95,92,1.9,1004,0,6,196,10,Canada
2020-02-04,-1,-7,0.0,5.4,1,72,12:35 PM,03:10 AM,07:21 AM,05:14 PM,-6,-7,-4,-7,11,47,91,0.0,1010,-1,9,199,6,Canada
2020-02-05,-11,-16,0.0,8.7,2,79,01:20 PM,04:16 AM,07:19 AM,05:15 PM,-14,-17,-12,-17,14,37,85,0.0,1020,-11,10,258,9,Canada
2020-02-06,-6,-16,17.6,3.7,1,87,02:15 PM,05:19 AM,07:18 AM,05:17 PM,-10,-15,-9,-15,18,91,94,20.7,1006,-6,4,62,13,Canada
2020-02-07,-6,-14,11.1,3.8,1,95,03:20 PM,06:16 AM,07:17 AM,05:18 PM,-9,-15,-8,-15,29,96,90,13.5,996,-6,2,151,21,Canada
2020-02-08,-16,-24,0.0,7.1,1,100,04:34 PM,07:05 AM,07:15 AM,05:19 PM,-21,-28,-20,-28,21,45,88,0.0,1019,-16,10,279,13,Canada
2020-02-09,-12,-24,0.1,7.1,1,100,05:53 PM,07:47 AM,07:14 AM,05:21 PM,-19,-23,-19,-23,10,50,91,0.1,1030,-12,8,119,6,Canada
2020-02-10,1,-14,13.3,3.8,1,83,07:13 PM,08:21 AM,07:13 AM,05:22 PM,-3,-6,-3,-6,14,91,96,17.7,1016,1,4,158,9,Canada
2020-02-11,-1,-9,0.0,3.8,1,75,08:32 PM,08:52 AM,07:11 AM,05:24 PM,-6,-7,-5,-7,10,90,94,0.2,1014,-1,6,195,6,Canada
2020-02-12,-1,-9,0.0,8.7,2,68,09:51 PM,09:20 AM,07:10 AM,05:25 PM,-6,-10,-5,-10,26,31,88,0.0,1014,-1,10,236,16,Canada
2020-02-13,-5,-16,5.0,3.8,1,60,11:07 PM,09:47 AM,07:08 AM,05:27 PM,-10,-16,-10,-16,22,97,93,5.9,1010,-5,4,308,15,Canada
2020-02-14,-18,-26,0.0,7.1,1,53,No moonrise,10:14 AM,07:07 AM,05:28 PM,-23,-28,-21,-28,18,40,86,0.0,1029,-18,10,291,11,Canada
2020-02-15,-6,-22,0.5,3.8,1,45,12:22 AM,10:44 AM,07:05 AM,05:30 PM,-14,-20,-14,-20,22,91,92,0.6,1027,-6,7,185,14,Canada
2020-02-16,0,-9,2.4,3.9,1,38,01:35 AM,11:18 AM,07:04 AM,05:31 PM,-4,-7,-2,-7,31,88,89,3.8,1014,0,6,242,20,Canada
2020-02-17,-10,-19,0.0,8.7,2,30,02:44 AM,11:57 AM,07:02 AM,05:33 PM,-16,-17,-13,-17,14,34,84,0.0,1027,-10,10,265,8,Canada
2020-02-18,2,-15,6.3,3.9,1,22,03:49 AM,12:43 PM,07:00 AM,05:34 PM,-8,-14,-7,-14,30,80,94,13.4,1018,2,6,132,18,Canada
2020-02-19,-7,-16,0.1,4.0,1,15,04:46 AM,01:36 PM,06:59 AM,05:35 PM,-12,-16,-9,-16,30,82,84,0.4,1022,-7,8,284,19,Canada
2020-02-20,-14,-24,0.0,8.7,1,7,05:35 AM,02:34 PM,06:57 AM,05:37 PM,-20,-25,-19,-25,15,45,87,0.0,1033,-14,8,280,9,Canada
2020-02-21,-4,-22,0.0,4.1,1,0,06:15 AM,03:36 PM,06:56 AM,05:38 PM,-12,-17,-11,-17,25,60,88,0.0,1027,-4,9,224,16,Canada
2020-02-22,-0,-6,0.3,4.1,1,0,06:49 AM,04:38 PM,06:54 AM,05:40 PM,-5,-9,-3,-9,31,73,89,0.5,1018,-0,9,230,19,Canada
2020-02-23,1,-3,0.0,4.1,1,0,07:18 AM,05:42 PM,06:52 AM,05:41 PM,-2,-5,-1,-5,20,79,94,0.0,1017,1,4,209,12,Canada
2020-02-24,2,-2,0.1,5.6,1,0,07:43 AM,06:44 PM,06:50 AM,05:43 PM,-1,-3,1,-3,23,68,92,0.1,1013,2,9,235,13,Canada
2020-02-25,0,-2,0.0,4.1,1,8,08:05 AM,07:46 PM,06:49 AM,05:44 PM,-2,-4,-1,-4,13,85,93,0.0,1016,0,5,99,7,Canada
2020-02-26,0,-5,0.0,4.1,1,15,08:26 AM,08:46 PM,06:47 AM,05:45 PM,-0,-5,-0,-5,26,100,96,22.5,1007,0,7,79,16,Canada
2020-02-27,0,-4,13.2,4.1,1,23,08:46 AM,09:48 PM,06:45 AM,05:47 PM,-2,-6,-1,-6,29,96,89,15.7,996,0,6,231,20,Canada
2020-02-28,-10,-13,1.2,4.1,1,30,09:08 AM,10:49 PM,06:43 AM,05:48 PM,-13,-19,-11,-19,28,100,83,1.5,1005,-10,7,280,20,Canada
2020-02-29,-11,-16,0.0,4.2,1,38,09:32 AM,11:52 PM,06:42 AM,05:49 PM,-15,-21,-14,-21,21,94,91,0.1,1010,-11,10,277,14,Canada
2020-03-01,-7,-17,0.0,7.2,1,44,09:59 AM,No moonset,06:40 AM,05:51 PM,-14,-18,-12,-18,16,55,88,0.0,1017,-7,9,248,9,Canada
2020-03-02,2,-13,5.5,4.2,1,51,10:30 AM,12:56 AM,06:38 AM,05:52 PM,-3,-7,-3,-7,21,98,98,11.3,1008,2,5,152,12,Canada
2020-03-03,-1,-7,0.3,7.2,1,58,11:10 AM,02:00 AM,06:36 AM,05:54 PM,-3,-6,-3,-6,13,64,94,0.4,1006,-1,7,188,7,Canada
2020-03-04,0,-6,2.5,7.2,1,65,11:58 AM,03:03 AM,06:35 AM,05:55 PM,-2,-6,-1,-6,26,68,94,3.0,999,0,8,282,17,Canada
2020-03-05,-0,-4,0.3,7.2,1,73,12:57 PM,04:01 AM,06:33 AM,05:56 PM,-3,-6,-2,-6,18,65,93,0.3,1013,-0,6,254,11,Canada
2020-03-06,-0,-4,7.1,4.2,1,80,02:06 PM,04:53 AM,06:31 AM,05:58 PM,-3,-7,-1,-7,29,97,91,9.6,1013,-0,6,65,19,Canada
2020-03-07,-3,-11,0.0,8.7,2,87,03:22 PM,05:38 AM,06:29 AM,05:59 PM,-10,-12,-7,-12,18,25,80,0.0,1028,-3,10,236,11,Canada
2020-03-08,3,-8,0.0,7.3,1,95,04:42 PM,06:15 AM,06:27 AM,06:00 PM,-2,-4,-1,-4,15,67,87,0.0,1023,3,10,220,9,Canada
2020-03-09,3,-4,0.0,5.9,1,100,06:03 PM,06:48 AM,06:25 AM,06:01 PM,1,-1,1,-1,14,91,95,1.5,1020,3,5,174,8,Canada
2020-03-10,8,-0,3.8,5.9,2,100,07:25 PM,07:17 AM,06:23 AM,06:03 PM,4,1,5,1,30,92,91,21.1,1012,8,6,243,17,Canada
2020-03-11,-0,-5,0.0,10.2,1,84,08:45 PM,07:45 AM,06:22 AM,06:04 PM,-9,-6,-3,-6,14,41,60,0.0,1022,-0,10,269,10,Canada
2020-03-12,3,-3,0.0,8.8,1,76,10:04 PM,08:13 AM,06:20 AM,06:05 PM,-5,-5,-1,-5,19,57,70,0.0,1019,3,10,86,14,Canada
2020-03-13,7,-4,0.0,5.9,2,69,11:21 PM,08:43 AM,06:18 AM,06:07 PM,1,-2,3,-2,40,90,84,40.3,1004,7,7,183,25,Canada
2020-03-14,2,-4,0.0,10.2,1,62,No moonrise,09:16 AM,06:16 AM,06:08 PM,-6,-6,-0,-6,36,43,63,0.0,1022,2,10,288,26,Canada
2020-03-15,-3,-8,0.0,11.6,2,55,12:34 AM,09:55 AM,06:14 AM,06:09 PM,-14,-10,-5,-10,18,15,49,0.0,1037,-3,10,332,14,Canada
2020-03-16,-0,-6,0.0,6.0,1,47,01:43 AM,10:39 AM,06:12 AM,06:11 PM,-12,-7,-3,-7,13,73,51,0.0,1033,-0,10,95,10,Canada
2020-03-17,4,-6,8.8,6.0,1,40,02:43 AM,11:31 AM,06:10 AM,06:12 PM,-1,-3,1,-3,30,88,86,13.3,1016,4,4,219,19,Canada
2020-03-18,2,-3,0.0,11.6,1,33,03:35 AM,12:27 PM,06:09 AM,06:13 PM,-7,-4,-1,-4,14,16,62,0.0,1031,2,10,251,10,Canada
2020-03-19,2,-2,0.0,7.4,1,25,04:17 AM,01:28 PM,06:07 AM,06:15 PM,-4,-5,-0,-5,23,63,76,0.0,1026,2,10,87,15,Canada
2020-03-20,13,-2,0.0,6.1,3,18,04:53 AM,02:31 PM,06:05 AM,06:16 PM,5,5,8,5,37,91,87,17.5,1004,13,7,189,22,Canada
2020-03-21,-3,-8,0.0,11.6,2,11,05:22 AM,03:34 PM,06:03 AM,06:17 PM,-15,-10,-4,-10,23,18,46,0.0,1030,-3,9,322,18,Canada
2020-03-22,-1,-7,0.0,11.6,2,4,05:48 AM,04:36 PM,06:01 AM,06:18 PM,-13,-8,-4,-8,13,4,48,0.0,1040,-1,10,95,10,Canada
2020-03-23,1,-5,6.8,7.9,1,0,06:10 AM,05:38 PM,05:59 AM,06:20 PM,-5,-6,-1,-6,24,81,78,16.0,1028,1,6,131,16,Canada
2020-03-24,5,-2,0.4,10.5,1,0,06:31 AM,06:39 PM,05:57 AM,06:21 PM,0,0,2,0,10,71,89,1.0,1022,5,7,239,7,Canada
2020-03-25,5,-1,0.0,7.9,1,3,06:52 AM,07:40 PM,05:56 AM,06:22 PM,-0,-1,2,-1,15,76,88,0.0,1019,5,9,113,9,Canada
2020-03-26,9,2,1.0,7.9,2,11,07:13 AM,08:42 PM,05:54 AM,06:24 PM,2,2,5,2,27,87,88,2.6,1011,9,6,203,17,Canada
2020-03-27,8,-0,0.0,11.9,1,18,07:35 AM,09:45 PM,05:52 AM,06:25 PM,1,1,4,1,16,47,82,0.0,1012,8,9,121,11,Canada
2020-03-28,8,1,0.0,12.8,2,25,08:00 AM,10:48 PM,05:50 AM,06:26 PM,-2,2,4,2,13,18,64,0.0,1019,8,10,69,9,Canada
2020-03-29,5,2,0.0,8.0,1,32,08:30 AM,11:52 PM,05:48 AM,06:28 PM,2,-1,4,-1,39,90,88,30.4,1009,5,7,90,25,Canada
2020-03-30,6,3,0.0,8.0,2,40,09:06 AM,No moonset,05:46 AM,06:29 PM,6,4,6,4,16,100,95,8.7,1006,6,6,137,10,Canada
2020-03-31,7,1,0.4,11.9,1,44,09:49 AM,12:53 AM,05:44 AM,06:30 PM,-1,-0,4,-0,24,67,75,1.0,1017,7,9,61,17,Canada
2020-04-01,5,-1,0.1,9.3,1,56,10:42 AM,01:52 AM,05:42 AM,06:31 PM,-2,-1,2,-1,15,76,78,0.2,1016,5,10,87,10,Canada
2020-04-02,6,0,0.1,9.4,1,64,11:45 AM,02:45 AM,05:41 AM,06:33 PM,0,-0,3,-0,22,77,81,0.2,1016,6,9,338,15,Canada
2020-04-03,8,2,0.0,8.1,2,71,12:56 PM,03:31 AM,05:39 AM,06:34 PM,3,4,6,4,20,100,82,0.8,1018,8,9,62,13,Canada
2020-04-04,9,2,0.0,8.1,2,79,02:12 PM,04:10 AM,05:37 AM,06:35 PM,3,4,6,4,10,84,81,0.0,1019,9,10,78,7,Canada
2020-04-05,10,5,0.0,9.4,2,87,03:32 PM,04:43 AM,05:35 AM,06:37 PM,4,5,7,5,16,72,83,2.0,1017,10,9,234,10,Canada
2020-04-06,9,0,0.0,13.1,3,94,04:52 PM,05:14 AM,05:33 AM,06:38 PM,-2,2,5,2,15,13,68,0.0,1019,9,10,296,11,Canada
2020-04-07,11,2,0.0,13.1,2,100,06:13 PM,05:42 AM,05:31 AM,06:39 PM,-1,5,6,5,10,48,62,0.0,1015,11,10,129,6,Canada
2020-04-08,8,1,0.1,12.0,1,100,07:35 PM,06:09 AM,05:29 AM,06:40 PM,-2,1,4,1,15,58,68,0.3,1003,8,9,90,11,Canada
2020-04-09,4,-0,8.8,8.2,1,83,08:55 PM,06:38 AM,05:28 AM,06:42 PM,-1,-3,2,-3,29,92,83,17.5,990,4,7,175,18,Canada
2020-04-10,4,1,2.6,8.2,1,76,10:14 PM,07:11 AM,05:26 AM,06:43 PM,-0,-3,2,-3,31,97,84,3.7,989,4,6,317,22,Canada
2020-04-11,6,-1,0.0,12.0,1,68,11:28 PM,07:48 AM,05:24 AM,06:44 PM,-4,-3,2,-3,27,44,67,0.0,1007,6,10,290,19,Canada
2020-04-12,8,0,0.0,8.3,2,61,No moonrise,08:31 AM,05:22 AM,06:46 PM,1,1,4,1,17,83,81,0.7,1013,8,7,203,11,Canada
2020-04-13,12,6,7.1,8.3,3,53,12:34 AM,09:22 AM,05:20 AM,06:47 PM,8,6,9,6,39,95,92,40.3,997,12,7,143,24,Canada
2020-04-14,7,1,0.1,9.5,1,46,01:31 AM,10:18 AM,05:19 AM,06:48 PM,-5,-1,4,-1,42,59,58,0.1,1009,7,10,245,29,Canada
2020-04-15,4,-2,1.1,9.6,1,38,02:18 AM,11:19 AM,05:17 AM,06:50 PM,-7,-3,1,-3,18,73,58,2.0,1012,4,8,256,13,Canada
2020-04-16,5,-2,0.0,13.3,1,30,02:56 AM,12:22 PM,05:15 AM,06:51 PM,-8,-4,1,-4,25,49,53,0.0,1014,5,10,278,18,Canada
2020-04-17,6,-2,0.3,13.4,1,23,03:27 AM,01:26 PM,05:13 AM,06:52 PM,-7,-3,1,-3,23,29,56,0.3,1016,6,10,258,16,Canada
2020-04-18,9,-2,0.0,13.4,1,15,03:53 AM,02:28 PM,05:11 AM,06:53 PM,-4,1,3,1,16,32,63,0.0,1009,9,10,249,10,Canada
2020-04-19,8,3,0.0,8.4,2,8,04:16 AM,03:30 PM,05:10 AM,06:55 PM,2,2,6,2,31,77,80,2.7,1002,8,8,247,20,Canada
2020-04-20,6,-3,0.3,13.3,1,0,04:37 AM,04:31 PM,05:08 AM,06:56 PM,-6,-2,1,-2,14,50,61,0.6,1008,6,9,188,10,Canada
2020-04-21,6,-1,0.0,9.7,1,0,04:58 AM,05:33 PM,05:06 AM,06:57 PM,-3,-1,3,-1,33,59,68,6.0,996,6,9,206,22,Canada
2020-04-22,3,-5,0.0,13.3,2,0,05:18 AM,06:34 PM,05:05 AM,06:59 PM,-11,-8,-1,-8,36,45,50,0.0,1006,3,10,292,27,Canada
2020-04-23,7,-5,0.0,14.0,2,0,05:40 AM,07:38 PM,05:03 AM,07:00 PM,-11,-3,1,-3,15,8,45,0.0,1014,7,10,245,11,Canada
2020-04-24,9,-3,0.0,14.0,2,7,06:04 AM,08:41 PM,05:01 AM,07:01 PM,-5,-0,3,-0,21,12,58,0.0,1011,9,10,64,14,Canada
2020-04-25,11,-1,0.0,14.0,2,15,06:32 AM,09:46 PM,05:00 AM,07:03 PM,-2,4,6,4,14,23,63,0.0,1017,11,10,95,9,Canada
2020-04-26,12,3,0.0,9.0,2,22,07:05 AM,10:48 PM,04:58 AM,07:04 PM,1,5,8,5,23,81,64,0.0,1018,12,10,67,15,Canada
2020-04-27,6,2,8.1,9.1,1,30,07:46 AM,11:48 PM,04:56 AM,07:05 PM,3,0,4,0,30,100,92,22.3,1016,6,5,53,20,Canada
2020-04-28,10,2,0.0,14.5,3,37,08:35 AM,No moonset,04:55 AM,07:06 PM,-0,4,6,4,13,19,69,0.0,1019,10,10,79,9,Canada
2020-04-29,12,2,0.0,11.3,2,45,09:34 AM,12:42 AM,04:53 AM,07:08 PM,3,3,6,3,30,63,77,4.6,1018,12,10,101,19,Canada
2020-04-30,16,8,0.0,10.2,3,52,10:40 AM,01:29 AM,04:52 AM,07:09 PM,9,10,12,10,38,84,84,15.8,1011,16,9,138,23,Canada
2020-05-01,12,8,0.0,9.1,3,58,11:52 AM,02:09 AM,04:50 AM,07:10 PM,10,9,11,9,18,91,95,28.7,1007,12,8,63,11,Canada
2020-05-02,15,4,0.0,14.5,3,65,01:08 PM,02:43 AM,04:49 AM,07:12 PM,5,8,9,8,15,23,74,0.2,1012,15,10,281,10,Canada
2020-05-03,17,9,0.0,12.4,3,72,02:26 PM,03:13 AM,04:47 AM,07:13 PM,8,11,13,11,27,65,77,4.6,1003,17,9,249,19,Canada
2020-05-04,9,5,0.0,10.2,2,80,03:45 PM,03:41 AM,04:46 AM,07:14 PM,2,4,8,4,30,64,71,0.3,1007,9,9,323,21,Canada
2020-05-05,11,-1,0.0,14.5,3,87,05:04 PM,04:07 AM,04:44 AM,07:15 PM,-4,1,5,1,23,9,57,0.0,1014,11,10,325,16,Canada
2020-05-06,13,2,0.0,13.4,2,94,06:25 PM,04:34 AM,04:43 AM,07:17 PM,1,6,7,6,12,40,66,0.0,1011,13,10,105,7,Canada
2020-05-07,10,3,0.0,12.4,2,100,07:46 PM,05:05 AM,04:42 AM,07:18 PM,-1,3,6,3,17,40,63,0.1,1007,10,10,292,12,Canada
2020-05-08,5,0,8.4,10.3,1,100,09:04 PM,05:39 AM,04:40 AM,07:19 PM,0,-1,3,-1,25,77,82,12.0,1003,5,7,277,18,Canada
2020-05-09,6,-2,0.0,12.4,1,84,10:16 PM,06:19 AM,04:39 AM,07:20 PM,-7,-2,2,-2,30,47,51,1.3,1005,6,10,318,20,Canada
2020-05-10,11,1,0.0,12.4,2,77,11:20 PM,07:08 AM,04:38 AM,07:22 PM,-1,1,5,1,30,63,65,0.1,1008,11,10,277,20,Canada
2020-05-11,10,1,0.0,11.4,2,70,No moonrise,08:04 AM,04:36 AM,07:23 PM,-2,2,5,2,18,64,62,0.0,1008,10,10,239,12,Canada
2020-05-12,8,-4,0.0,13.5,1,62,12:13 AM,09:05 AM,04:35 AM,07:24 PM,-9,-1,2,-1,19,38,46,0.0,1014,8,10,304,12,Canada
2020-05-13,11,-2,0.0,14.5,3,55,12:55 AM,10:09 AM,04:34 AM,07:25 PM,-4,1,4,1,23,9,56,0.0,1022,11,10,292,14,Canada
2020-05-14,14,2,0.0,12.4,2,48,01:30 AM,11:14 AM,04:33 AM,07:26 PM,1,6,8,6,15,43,63,0.6,1022,14,10,224,10,Canada
2020-05-15,9,7,0.0,9.3,2,40,01:58 AM,12:18 PM,04:32 AM,07:27 PM,7,6,8,6,19,100,96,15.7,1010,9,7,88,12,Canada
2020-05-16,18,8,0.0,10.4,3,33,02:22 AM,01:21 PM,04:31 AM,07:29 PM,9,12,13,12,9,73,82,13.0,1017,18,8,281,6,Canada
2020-05-17,18,9,0.0,12.5,3,26,02:43 AM,02:22 PM,04:29 AM,07:30 PM,10,13,13,13,12,48,79,0.2,1022,18,10,136,7,Canada
2020-05-18,16,9,0.0,14.5,3,19,03:04 AM,03:24 PM,04:28 AM,07:31 PM,5,11,12,11,20,32,62,0.0,1024,16,10,71,13,Canada
2020-05-19,15,6,0.0,12.5,3,11,03:24 AM,04:25 PM,04:27 AM,07:32 PM,4,9,11,9,28,35,66,0.0,1027,15,10,72,18,Canada
2020-05-20,22,7,0.0,14.5,5,4,03:45 AM,05:28 PM,04:26 AM,07:33 PM,8,14,16,14,9,3,67,0.0,1030,22,10,118,5,Canada
2020-05-21,21,12,0.0,14.5,5,0,04:08 AM,06:32 PM,04:25 AM,07:34 PM,10,16,17,16,16,1,71,0.0,1026,21,10,233,10,Canada
2020-05-22,24,9,0.0,14.5,5,0,04:34 AM,07:37 PM,04:25 AM,07:35 PM,10,17,18,17,14,0,66,0.0,1019,24,10,236,9,Canada
2020-05-23,19,12,0.0,13.5,5,3,05:06 AM,08:41 PM,04:24 AM,07:36 PM,10,15,16,15,19,21,73,0.0,1018,19,7,133,13,Canada
2020-05-24,22,9,0.0,14.5,4,10,05:45 AM,09:43 PM,04:23 AM,07:37 PM,10,15,16,15,18,32,72,0.2,1020,22,10,117,11,Canada
2020-05-25,22,15,0.0,9.5,4,17,06:31 AM,10:40 PM,04:22 AM,07:38 PM,16,18,18,18,22,84,87,7.4,1017,22,9,181,13,Canada
2020-05-26,28,18,0.0,11.5,5,25,07:27 AM,11:29 PM,04:21 AM,07:39 PM,20,24,24,23,19,63,86,6.6,1018,28,7,208,12,Canada
2020-05-27,28,20,0.0,14.5,6,32,08:31 AM,No moonset,04:20 AM,07:40 PM,20,26,26,24,19,22,83,0.2,1019,28,9,211,11,Canada
2020-05-28,24,18,0.0,13.5,5,39,09:42 AM,12:11 AM,04:20 AM,07:41 PM,18,20,21,20,21,43,87,1.0,1016,24,10,199,14,Canada
2020-05-29,25,18,0.0,9.5,5,47,10:55 AM,12:46 AM,04:19 AM,07:42 PM,19,21,22,21,29,89,89,9.2,1007,25,8,218,19,Canada
2020-05-30,18,11,0.0,9.5,4,54,12:10 PM,01:17 AM,04:18 AM,07:43 PM,12,14,15,14,23,77,86,9.0,1009,18,10,289,16,Canada
2020-05-31,13,5,0.0,12.5,3,58,01:26 PM,01:44 AM,04:18 AM,07:44 PM,4,7,9,7,23,43,73,2.6,1018,13,10,294,15,Canada
2020-06-01,14,4,0.0,12.5,3,71,02:42 PM,02:09 AM,04:17 AM,07:45 PM,6,8,10,8,17,45,81,0.8,1018,14,9,239,11,Canada
2020-06-02,15,10,0.0,9.6,3,79,04:00 PM,02:35 AM,04:17 AM,07:46 PM,10,12,13,12,11,70,86,1.9,1012,15,8,237,7,Canada
2020-06-03,20,11,0.0,9.6,4,86,05:19 PM,03:02 AM,04:16 AM,07:46 PM,13,15,15,15,16,88,90,1.0,1002,20,5,252,10,Canada
2020-06-04,21,10,0.0,14.5,5,94,06:37 PM,03:34 AM,04:16 AM,07:47 PM,12,15,16,15,14,23,79,0.0,1007,21,9,254,9,Canada
2020-06-05,26,13,0.0,14.5,6,100,07:54 PM,04:10 AM,04:15 AM,07:48 PM,15,19,20,19,11,18,80,0.0,1008,26,7,187,7,Canada
