date_time,Canada%2C%20Ontario_maxtempC,Canada%2C%20Ontario_mintempC,Canada%2C%20Ontario_totalSnow_cm,Canada%2C%20Ontario_sunHour,Canada%2C%20Ontario_uvIndex,Canada%2C%20Ontario_moon_illumination,Canada%2C%20Ontario_moonrise,Canada%2C%20Ontario_moonset,Canada%2C%20Ontario_sunrise,Canada%2C%20Ontario_sunset,Canada%2C%20Ontario_DewPointC,Canada%2C%20Ontario_FeelsLikeC,Canada%2C%20Ontario_HeatIndexC,Canada%2C%20Ontario_WindChillC,Canada%2C%20Ontario_WindGustKmph,Canada%2C%20Ontario_cloudcover,Canada%2C%20Ontario_humidity,Canada%2C%20Ontario_precipMM,Canada%2C%20Ontario_pressure,Canada%2C%20Ontario_tempC,Canada%2C%20Ontario_visibility,Canada%2C%20Ontario_winddirDegree,Canada%2C%20Ontario_windspeedKmph,Canada%2C%20Ontario_location
2021-01-26,-7,-10,0.4,3.7,1,88,02:43 PM,06:03 AM,07:26 AM,05:00 PM,-9,-12,-8,-12,14,94,95,0.6,1019,-7,8,73,9,Canada%2C%20Ontario
2021-01-27,-5,-10,2.2,3.7,1,96,03:44 PM,06:55 AM,07:25 AM,05:02 PM,-8,-12,-8,-12,14,98,94,2.7,1015,-5,4,121,9,Canada%2C%20Ontario
2021-01-28,-13,-17,0.2,3.7,1,100,04:52 PM,07:40 AM,07:24 AM,05:03 PM,-15,-21,-14,-21,20,94,92,0.5,1022,-13,6,270,13,Canada%2C%20Ontario
2021-01-29,-15,-22,0.0,3.7,1,90,06:04 PM,08:17 AM,07:23 AM,05:05 PM,-20,-27,-19,-27,19,98,91,0.1,1025,-15,9,274,12,Canada%2C%20Ontario
2021-01-30,-15,-24,0.0,8.7,1,82,07:19 PM,08:49 AM,07:22 AM,05:06 PM,-21,-26,-20,-26,15,60,93,0.0,1028,-15,5,256,8,Canada%2C%20Ontario
2021-01-31,-13,-22,0.0,8.7,2,79,08:34 PM,09:17 AM,07:21 AM,05:07 PM,-19,-21,-17,-21,10,35,93,0.0,1029,-13,7,164,6,Canada%2C%20Ontario
2021-02-01,-10,-20,0.0,8.7,1,63,09:49 PM,09:42 AM,07:20 AM,05:09 PM,-16,-23,-15,-23,22,36,93,0.0,1023,-10,8,54,13,Canada%2C%20Ontario
2021-02-02,-2,-15,4.0,3.7,1,55,11:04 PM,10:05 AM,07:19 AM,05:10 PM,-7,-13,-7,-13,27,97,95,4.7,1011,-2,6,41,17,Canada%2C%20Ontario
2021-02-03,-2,-5,2.3,3.7,1,48,No moonrise,10:30 AM,07:17 AM,05:12 PM,-5,-9,-4,-9,22,95,92,4.1,1006,-2,4,315,15,Canada%2C%20Ontario
2021-02-04,-4,-11,0.0,8.7,1,40,12:19 AM,10:57 AM,07:16 AM,05:13 PM,-8,-12,-7,-12,16,60,93,0.1,1011,-4,9,248,10,Canada%2C%20Ontario
2021-02-05,1,-9,5.2,3.8,1,33,01:36 AM,11:28 AM,07:15 AM,05:15 PM,-6,-9,-5,-9,20,58,91,6.2,1002,1,7,155,11,Canada%2C%20Ontario
2021-02-06,-7,-10,2.2,3.8,1,25,02:51 AM,12:06 PM,07:14 AM,05:16 PM,-11,-15,-8,-15,30,80,82,2.6,1008,-7,6,239,20,Canada%2C%20Ontario
2021-02-07,-5,-13,2.2,3.8,1,18,04:04 AM,12:52 PM,07:12 AM,05:18 PM,-10,-13,-9,-13,15,81,89,2.6,1016,-5,7,152,9,Canada%2C%20Ontario
